idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
1565, Taylor filled Kai's mind because of the way he made her laugh and smile," Taylor had a profound impact on Kai's mental state, thanks to his ability to make her laugh and smile uncontrollably", Kai was filled with joy and happiness because of the way Taylor made her laugh and smile so much,0,0,0,0,0.089199424,0.103323698,0.811441779,0.922478795
1566," Alex and Dawn's children were running wild, so Alex stepped in took control of them", Alex took charge of his rambunctious kids to bring order to the chaotic situation," Dawn and Alex's children were getting out of hand, so Dawn stepped in to help Alex regain control",0,0,2,0,0.062188268,0.104658782,0.677221477,0.916169465
1567, Jan used Robin's approach on how to do well in a job interview, Jan employed Robin's strategies to excel in his job interview, Jan adopted Robin's techniques to succeed in her job interview,1,0,0,1,0.089861274,0.091073573,0.880699337,0.864907026
1568, Jenny wanted to found out what happened to Quinn's leg and read Quinn's book about his travels where he discussed his accident later in the first chapter," Quinn's leg injury was a major topic of discussion in his book about his travels, and Jenny was eager to find out what had happened to him"," Jenny was so curious about Quinn's travel experiences, especially after hearing about his accident in the first chapter of his book",0,1,0,0,0.086802006,0.081718028,0.795742631,0.74829036
1569, Remy gave the board Casey's interpretation of the facts about the case they had accepted, Remy presented the board with Casey's take on the case details they had acknowledged," Remy shared Casey's perspective on the situation with the board, which they had already accepted",1,1,2,2,0.105717421,0.102269173,1.020107388,0.936222434
1570, Taylor was telling Kai a story  They filled Kai's mind with ideas, Taylor was regaling Kai with a tale that sparked his imagination and filled his mind with innovative ideas," Taylor shared an enchanting story with Kai, filling his mind with creative inspiration and new thoughts",2,2,2,2,0.082268655,0.086983621,0.768264651,0.832650423
1571, Jordan wanted to be the best student so she told her classmates the incorrect answers for the test and Jordan affected the children's grades," Jordan strived to be the top student, so he intentionally provided his classmates with incorrect answers, impacting their test grades"," As the best student, Jordan wanted to ensure her peers didn't outshine her, so she spread misinformation and influenced their test scores",1,1,1,1,0.080994129,0.077787697,0.842233777,0.763887525
1572, Kendall went home with Jan's friends after the movie was over, Kendall headed back with the guys after the flick ended," Kendall went home with Jan's friends after the movie was over, chatting and laughing together until late",0,0,0,0,0.08424294,0.097545624,0.632833004,0.784299493
1573, Kendall drank everyday until their friends mentioned it was becoming a problem, Kendall hit the sauce hard every day until their buddies pointed out it was getting out of hand, Kendall indulged in daily drinking sessions until their friends expressed concern about it becoming a problem,1,1,1,1,0.063455164,0.09065634,0.497267783,0.775573134
1574," Aubrey lived in Carson's house, but never cleaned up after herself, annoying Carson"," Aubrey resided in Carson's abode, yet she constantly left a trail of disarray, provoking Carson's ire"," Despite living with Carson, Aubrey never lifted a finger to maintain the household, causing frustration for poor Carson",1,1,1,1,0.086405873,0.090521216,0.760453582,0.827542186
1575," Bailey's family was in a car accident, but Bailey was at their friend's house"," Bailey's family was involved in a car accident, but Bailey was hanging out at their buddy's place"," Bailey's family got into a car crash, but luckily Bailey was over at their BFF's house",1,1,1,1,0.077035069,0.077801287,0.802417397,0.791742086
1576, Alex made their escape to Mexico to relax and enjoy the sights, Alex made a quick getaway to Mexico to unwind and take in the breathtaking scenery, Alex jetted off to Mexico for some well-deserved R&R and explored the vibrant culture,1,1,1,1,0.073662698,0.067899168,0.743633807,0.687438846
1577, Aubrey was giving a speech and their talking sounded good to others, Aubrey delivered an impressive speech that resonated with their audience," Aubrey's words had a captivating effect on the listeners, and their speaking style was praised by others",2,2,2,2,0.09557426,0.09014523,0.828623295,0.796143591
1578," Jan watched the snow falling through her window, suddenly her labor began and she gave birth to a daughter that day after arriving at the hospital"," Jan observed the snowflakes gently falling outside her window while she was in labor, which culminated in the birth of her beautiful daughter that very day at the hospital"," As Jan gazed out her window at the serene snowfall, she felt her contractions start and soon gave birth to her precious little girl at the hospital later that day",1,1,1,0,0.069089532,0.074610174,0.794236302,0.833343089
1579," Kai gave Sydney a push in the right direction, and soon Sydney has a successful career"," Kai provided Sydney with some solid advice and guidance, which ultimately helped him land a successful career"," Sydney was thrilled when Kai gave her a nudge in the right direction, and soon she found herself with a fulfilling career",1,1,1,1,0.09890908,0.078571796,0.830943644,0.686090946
1580, Alex rendered Sasha service and got the job done in a few hours," Alex provided Sasha with top-notch assistance, and they wrapped up the project in no time"," Sasha was thrilled with Alex's exceptional support, and together they completed the task quickly and efficiently",1,2,0,1,0.082620323,0.079557955,0.748664916,0.738454103
1581, lee worked hard but in the end he succumbed to cancer," Lee fought valiantly against cancer, but unfortunately, it proved to be too strong an adversary"," Despite Lee's best efforts, he ultimately lost his battle with cancer  It's heartbreaking to think that such a strong and determined person could not overcome this devastating disease",0,0,0,2,0.068007946,0.077805698,0.65790385,0.736347079
1582, Taylor gave roses to her friend after her friends Grandmother Rose passed away  She also gave her a card and a big hug, Taylor presented roses to her buddy as a gesture of condolence after her friend's grandmother passed away  She also gave her a heartfelt card and a strong hug," Taylor gifted gorgeous roses to her closest friend following the loss of her grandmother Rose  Along with the flowers, she handed over a thoughtful card and offered a comforting embrace",2,2,2,2,0.083270788,0.080668211,0.900992334,0.913813233
1583, Jan decided to go out so she called up Quinn's friends to hang out together," Jan decided to hit the town, so he called up Quinn's buddies to hang out together"," Jan wanted to go out and have some fun, so she reached out to Quinn's friends to see if they were available to hang out together",1,2,0,2,0.101907015,0.105711043,0.919360042,0.878634989
1584," alex heard the funniest joke he has ever heard, so he knocked on wood"," Alex heard a side-splitting joke that left him in stitches, so he made a quick gesture to ward off any potential bad luck", Alex laughed so hard at the hilarious joke he heard that he instinctively knocked on wood to avoid jinxing it,1,1,1,1,0.036632538,0.079904914,0.415954798,0.84525013
1585, jordan wanted to treat his son so he took him to the shoe store," Jordan decided to spoil his little man, so he took him to the shoe store to pick out some new kicks"," Jordan wanted to give his son a special treat, so he took him to the shoe store to find the perfect pair of shoes for him",0,0,0,0,0.083840251,0.099915385,0.80438751,0.97413671
1586, Alex grabbed both of their girlfriend's breast when they were having sex for the first time, Alex grabbed both of their girlfriend's breast when they were having sex for the first time, Alex grabbed both of their girlfriend's breast when they were having sex for the first time,1,1,1,2,0.096901417,0.096901417,0.975405931,0.975405931
1587, The surprise party was a success solely because he Casey planned everything, The party's success was entirely due to Casey's meticulous planning, The surprise party turned out great thanks to Casey's thoughtful preparation,2,2,2,2,0.100415349,0.089047074,0.881471992,0.839547992
1588, Jan enjoys working out and staying fit  Jan woke up the morning of the party and decided to get a quick workout in," Jan is a fitness enthusiast who loves working out  Before heading to the party, he squeezed in a quick gym session to keep his body in top shape", Jan is passionate about her fitness routine and always makes time for a morning workout before a big event like a party  She woke up early and hit the gym to ensure she looked and felt great all night long,2,2,2,2,0.068181157,0.081011057,0.808377862,0.889243484
1589, Casey stated Addison's case when she talked to the judge in his chambers, Casey emphasized Addison's situation when he discussed her case with the judge in his private chambers, Casey highlighted Addison's challenges when she spoke to the judge about her case in his private office,1,2,2,1,0.112087846,0.096783459,1.094923019,0.97946614
1590, Quinn got a brand new sports car and showed it off to Casey's friends, Quinn flexed his new sports car to Casey's crew and blew their minds," Quinn showed off her sleek and shiny new sports car to Casey's friends, leaving them all in awe",0,0,0,0,0.089320958,0.087439239,0.784619212,0.780073106
1591," Quinn wished her puppy were more playful, but she enjoyed her anyway"," Quinn longed for her puppy to be more rambunctious, but she cherished their time together just the same"," Quinn wished her furry friend were a bit more lively, but she loved her sweet pup all the same",2,2,2,2,0.066991031,0.073357224,0.712219834,0.777786434
1592, Sasha helped Jordan," Sasha lent a hand to Jordan, providing valuable support and assistance"," Sasha was there for Jordan, offering her help and guidance when it was needed most",2,2,2,2,0.08625257,0.079816043,0.89075017,0.743190825
1593, Lee sold things belonging to her mom without her permission, Lee acted without his mother's consent and sold some of her belongings, Lee recklessly sold her mother's possessions without her approval,2,2,0,1,0.086162388,0.086690426,0.804971755,0.802938581
1594, Kai updated their resume when there was an opportunity for promotion, Kai revamped his resume when a promotion became available, Kai refreshed her resume in preparation for an opportunity for advancement,1,1,1,1,0.098963797,0.091284931,0.796630919,0.768028617
1595, The neighbors dogs barked all night and kept Riley up so Riley told Austin's landlord," The neighbors' canines howled all night long, disrupting Riley's sleep, so Riley let Austin's landlord know about the issue"," Riley was kept awake by the constant barking of the neighbors' dogs, so they told Austin's landlord to address the problem",2,2,2,1,0.084380031,0.100587606,0.954906106,1.098122001
1596, Sasha gave her dog some pills after the vet said that the dog needed to be dewormed, Sasha administered some medication to her furry companion after the vet recommended it to get rid of any pesky parasites," After the vet prescribed some meds for her pup's deworming, Sasha gave him a dose to keep him healthy and happy",0,0,0,0,0.065739453,0.073732972,0.832454145,0.919638753
1597, Riley talked to their friends at the party and had a good time, Riley chatted with his buddies at the party and had a blast, Riley caught up with her friends at the party and had a great time,2,2,2,0,0.084581614,0.088231921,0.805645287,0.827316761
1598, Carson dug around in the bag and ate Bailey's candy once he had found the stash of it, Carson rummaged through the bag and devoured Bailey's candy once he had located the hidden stash," Bailey was delighted when Carson searched through her bag and found the yummy candy, which he then enjoyed",1,2,1,1,0.108262658,0.087052763,1.125308037,0.918672621
1599, Bailey passed Jesse an examination booklet and they both grabbed their pencils and waited for the go ahead to start the test," Bailey handed Jesse a examination booklet and they both reached for their pencils, ready to start the test as soon as the signal was given"," Bailey distributed the examination booklets to Jesse and me, and we both grabbed our pencils in anticipation of the test's start",0,2,0,0,0.075549364,0.066025019,0.817774832,0.741019189
1600, Carson was out a new friend's house without his other friends, Carson was hanging out at his new buddy's pad without the rest of the crew, Carson went over to his new friend's house and had a blast without her other pals,2,0,1,0,0.054233432,0.069846928,0.577426791,0.667606592
1601, Carson took lives of chickens for a living on the farm, Carson made a living by raising chickens and harvesting their eggs on the farm," As a farmer, Carson was responsible for caring for the chickens and collecting their eggs, providing a vital source of income for the farm",1,1,0,0,0.087644219,0.066745698,0.864411056,0.726581991
1602, Lee saved Kai's car from destruction by grabbing the steering wheel when Kai stopped paying attention to the road, Lee heroically intervened and seized control of Kai's car just in time to prevent a potentially devastating accident," Lee quickly stepped in and grabbed the steering wheel when she realized Kai was not paying attention, saving the car from certain damage",0,0,0,0,0.083653092,0.094440341,0.794898391,0.922357082
1603, Taylor attended their father's funeral after he passed away from cancer, Taylor went to his father's funeral after he lost his battle with cancer, Taylor attended her father's memorial service after he sadly succumbed to cancer,2,0,2,2,0.086511075,0.078012943,0.915686548,0.877056718
1604, Sasha protected the patient's information even though the parents yelled at her, Sasha stood firm in protecting the patient's privacy despite the parents' aggressive behavior towards her," Despite the parents' anger and yelling, Sasha continued to prioritize the patient's confidentiality, showing remarkable resilience and dedication to her job",0,0,0,0,0.079464853,0.061565876,0.737684608,0.617552996
1605, Quinn realized their dog ran away in the middle of the night and cried their eyes out," Quinn was devastated when they realized their dog had run off in the middle of the night, and they couldn't help but feel a sense of responsibility for not keeping a closer eye on their furry friend"," Quinn was heartbroken when they discovered that their dog had escaped during the night, and they couldn't hold back their tears as they searched the neighborhood for their beloved pet",2,2,2,2,0.084671378,0.079444408,0.778765261,0.739607215
1606," Taylor made the assumption based on his experience  however, this time it wasn't the right assumption"," Taylor inferred based on his prior experience, but this particular situation proved to be an exception"," Taylor made a conjecture due to his past encounters, yet this instance deviated from his expectations",0,0,2,0,0.085569203,0.066064894,0.702512264,0.554279923
1607, Bailey asked Jesse to give her an exam, Bailey requested that Jesse provide her with an examination, Bailey politely asked Jesse if he could give her an exam,2,2,2,2,0.097268522,0.104312837,0.87041074,0.900286138
1608, Jesse set Robin's sock on fire at the wild alcohol party, Jesse got Robin's sock lit at that crazy booze party," At the wild alcohol gathering, Jesse set Robin's sock ablaze",1,1,1,2,0.082163692,0.095640779,0.924471736,1.034494162
1609, Addison wanted breakfast in the morning so they ate cereal," Addison was craving breakfast in the morning, so he dug into a bowl of crunchy cereal"," Addison woke up hungry and decided to whip up some breakfast, pouring herself a bowl of oatmeal for a nutritious start to her day",1,1,2,1,0.077491641,0.069419146,0.875879884,0.826182961
1610, Alex spent a lot of time thinking about the things he did wrong, Alex gave a lot of thought to the mistakes he made, Alex spent a lot of time reflecting on the things she did wrong,2,2,2,1,0.084496975,0.091872036,0.747956872,0.82385385
1611," Robin bought Addison a watch for his birthday and after he unwrapped it, Robin helped put the watch on Addison's wrist"," Robin bought Addison a sleek timepiece for his birthday, and once he unwrapped it, Robin expertly fastened the watch onto Addison's wrist"," Robin gifted Addison a beautiful watch on his special day, and afterward, Robin lovingly secured the watch around Addison's slender wrist",2,2,1,1,0.110087276,0.10161078,1.110699892,1.051826954
1612, Bailey told Aubrey she saw her cheat on the history test, Bailey informed Aubrey that he had witnessed her engaging in academic dishonesty on the history test, Bailey disclosed to Aubrey that she noticed her cheating on the history test,1,1,1,1,0.095288098,0.12056601,0.837381124,1.008554697
1613, Skylar was upset with Taylor so they asked Taylor to go," Skylar was upset with Taylor, so he asked Taylor to take a hike"," Skylar was upset with Taylor, so she asked Taylor to go jump in the lake",1,0,0,1,0.097986817,0.09891367,0.939833283,0.956684113
1614, Tracy took Sydney to school 4 hours after the bell rang the students in," Tracy dropped Sydney off at school four hours after the morning bell rang, allowing the students ample time to settle in before classes began"," After the morning bell rang, Tracy brought Sydney to school around four hours later, giving the students plenty of time to get organized before their first lessons",0,0,0,1,0.089242816,0.09042275,0.91585803,0.916153073
1615, Bailey was Jesse's driving instructor, Bailey was Jesse's go-to guy when it came to learning how to drive," Bailey served as Jesse's trusted driving mentor, helping her master the skills behind the wheel",1,1,1,2,0.079156578,0.075596869,0.750116706,0.800553143
1616, Riley began to hurt after her medical operation," After his surgery, Riley started experiencing discomfort"," Following her medical procedure, Riley began feeling pain",2,2,2,2,0.073232949,0.080486119,0.750410795,0.80744195
1617, Carson kissed Alex gently and asked if she wanted to dance at the club," Carson leaned in and planted a soft kiss on Alex's lips, then invited her to hit the dance floor at the club", Carson tenderly kissed Alex before asking if she'd like to dance together at the club,2,2,2,0,0.086941004,0.088415146,0.806107819,0.828769684
1618, Aubrey kept their friends up at night with their music, Aubrey's pals were kept awake by their groovy tunes all night long," Aubrey's friends were up late into the night, captivated by their soulful melodies",2,1,2,0,0.091790736,0.089049757,0.795238018,0.723401368
1619, Robin went with Jan's friends to school and was unaware Jan was planning a surprise party for later, Robin joined Jan's buddies for a trip to school and was clueless about Jan's surprise party plans," Robin accompanied Jan's gal pals to school, unknowingly setting the stage for her surprise party later",2,2,2,2,0.108713984,0.097782731,0.994793653,0.884205699
1620, Jordan let others into his house, Jordan welcomed his friends into his home, Jordan graciously allowed others to enter her abode,1,1,1,0,0.064974368,0.063681543,0.687330842,0.590720415
1621, Jesse just got a haircut and Riley was observing him with her eyes," Jesse just got a fresh cut, and Riley couldn't help but check him out with his eyes", Riley noticed how cute Jesse looks after his haircut and gave him a sly glance,1,1,2,0,0.087394476,0.092111945,0.83409816,0.916615248
1622, Ash accepted Alex's invitation to go to a birthday party, Ash eagerly accepted Alex's invitation to celebrate their birthday at the party, Ash excitedly accepted Alex's invitation to join them at their birthday party,1,1,1,1,0.081827283,0.082280278,0.926063418,0.918720245
1623, Sasha had a long weekend coming up and was celebrating a birthday, Sasha had a long weekend on the horizon and was marking his birthday with some well-deserved celebrations," Sasha was looking forward to a relaxing long weekend, and her birthday was the perfect excuse to treat herself to some TLC",1,1,1,0,0.05836463,0.055249721,0.58256799,0.496452957
1624, Riley was running late for her martial arts lessons  Riley had to get to the dojo on the other side of town, Riley was running late for his martial arts lessons and had to hustle across town to get to the dojo, Riley was racing against time to make it to her martial arts lessons on the other side of town,0,1,1,0,0.074781895,0.071896553,0.829232156,0.780785084
1625, Casey saved some money by working overtime to go on a vacation, Casey raked in some extra cash by putting in some OT hours to finance his dream getaway, Casey scrimped and saved by working some overtime shifts to afford a well-deserved vacation,0,0,0,0,0.090231836,0.101458669,0.774161935,0.876893163
1626, kendall went along with jan's friends but didn't invite jan along because they didn't like jan, Kendall went with Jan's friends even though he didn't extend an invitation to Jan because he wasn't a fan of her company, Kendall tagged along with Jan's friends without including Jan in the plans because she felt uneasy about her presence,1,1,0,0,0.088802338,0.091179371,0.760007977,0.780298233
1627, Jesse went apple picking on a raining day, Jesse braved the rain and headed out to pick some apples on a soggy day," Despite the pouring rain, Jesse decided to go ahead with her apple picking adventure",2,2,2,2,0.0714342,0.07303077,0.754449606,0.784168482
1628, Quinn afforded every car after winning a lot of money on the Power ball ticket, Quinn splurged on a slew of high-end cars after cashing in big on his Powerball ticket," With her newfound wealth from the Powerball ticket, Quinn treated herself to a variety of stylish and reliable vehicles",0,0,0,1,0.090485454,0.078858376,0.846912026,0.731939375
1629, Austin moved his body to the music when the band began playing again, Austin grooved to the beat as the band started playing again, Austin swayed gently to the music when the band revved up their performance once more,2,2,2,2,0.090106726,0.065568089,0.867867827,0.725141108
1630," Carson was trying to study for a big test, so Carson turned Sydney's music down"," Carson was focused on studying for the big test, so Carson turned off Sydney's music to concentrate"," Carson was getting ready for a crucial exam, so Carson asked Sydney to turn down the volume of their music",2,2,2,2,0.101387858,0.099563599,1.012433052,0.956093192
1631," Skylar loved riding dirt bikes, even though their family thought it was dangerous  When they crashed and broke their arm, they knew they'd have to fight to be allowed to ride again"," Skylar was stoked about shredding dirt trails on his bike, even though his family thought it was risky  When he wiped out and broke his arm, he knew he had to convince them he was ready to get back on the ride"," Skylar adored tearing up the dirt tracks on her bike, despite her family's concerns about safety  When she took a spill and broke her arm, she realized she had to prove to them that she could handle it",1,1,1,1,0.077480853,0.07040292,0.716381788,0.652271867
1632, Jesse drove Ash to the airport and dropped them off at the airport with ease, Jesse effortlessly drove Ash to the airport and dropped them off without a hitch, Jesse smoothly took Ash to the airport and delivered them safely with minimum fuss,0,0,0,0,0.100145817,0.08997947,0.946251154,0.832859635
1633," Jesse had made plans with Cameron to go to the dance, but instead stood Cameron up"," Jesse had planned to hit the dance floor with Cameron, but he ended up bailing on him at the last minute"," Jesse had made plans with Cameron to attend the dance together, but he unexpectedly ditched him without explanation",2,2,2,2,0.072868824,0.084614217,0.686882377,0.811409175
,,,,,,,,,,,
1635, Skylar reluctantly agreed to go to the play this coming Friday, Skylar hesitantly consented to attend the play this Friday," Despite having reservations, Skylar agreed to go to the play this Friday",0,0,0,0,0.0865587,0.091846824,0.759036005,0.79317975
1636, Jan gave birth to a daughter yesterday," John and his wife welcomed their first child, a beautiful baby girl, into the world yesterday"," Yesterday, Jan gave birth to her precious little daughter, bringing so much joy and love into her life",1,2,1,0,0.056816339,0.081376314,0.632727861,0.77398324
,,,,,,,,,,,
1638, Sasha got revenge on her friends because of the earlier prank, Sasha sought retribution against her friends after they pulled a prank on her earlier, Sasha got even with her friends because they had played a trick on her previously,2,2,2,2,0.092713475,0.077806056,0.836471975,0.658747852
1639, Taylor gave their partner a kiss on the lips and wished each other a goodnight, Taylor gave his partner a smooch on the lips and bid them a good night, Taylor bestowed a tender peck on their partner's lips and wished them a peaceful evening,0,0,0,1,0.092973828,0.081537008,0.866311431,0.821546137
1640," Taylor had a huge test to take, but Kai kept Taylor calm while they were studying"," Taylor had a big test looming, but Kai was a calming influence as they studied together"," Taylor felt really anxious about their upcoming test, but Kai's support kept them centered while they reviewed the material",1,1,1,1,0.10057497,0.090250075,0.913557887,0.844357312
1641, Bailey is taking a class with Aubrey and the two are taking a test, Bailey is collaborating with Aubrey on a test in their shared class, Bailey and Aubrey are partnering up to tackle a test together in their course,2,2,2,2,0.092899263,0.090787172,0.899228334,0.900884449
1642, Taylor gave a raise and a promotion to Kendall, Taylor awarded Kendall both a salary increase and a career advancement opportunity, Taylor gave Kendall a well-deserved raise and a promotion to recognize her hard work and dedication,1,1,1,2,0.100209236,0.079499424,0.98946178,0.865070879
1643, Kendall witnessed a bully stuffing kids' heads in lockers so she went up to the bully to put an end to the bullying," Kendall saw a bully harassing kids by stuffing their heads in lockers, so she took action and confronted the aggressor to put an end to the violence"," Kendall observed a mean kid stuffing other students' heads into lockers, so she bravely approached the bully to put a stop to the harassment",2,2,2,2,0.082837403,0.072293758,0.793951273,0.758474469
1644, Robin let Carson explain themself to the authorities so that they could best understand the situation, Robin allowed Carson to explain their perspective to the authorities in order to gain a deeper understanding of the situation," Robin gave Carson the opportunity to share their side of the story with the authorities, so that they could better understand what happened",1,1,1,2,0.094555259,0.102230668,0.89604795,0.882119834
1645," Taylor was trying to speak but was being talked over, so Taylor got louder as they raised their voice"," Taylor was struggling to make themselves heard, so they elevated their voice to cut through the noise"," Taylor tried to speak up, but their words were drowned out by others, so they assertively raised their volume to be heard",2,2,0,1,0.072540462,0.079629242,0.872957945,0.921297491
1646, Tracy knew that men erased women from history so Tracy threw doubts on the history," Tracy was aware that many historical accounts marginalized women, so he raised questions about the accuracy of the records"," Tracy recognized that women were often overlooked in historical narratives, so she voiced her doubts about the reliability of the available information",2,2,2,2,0.094690859,0.079823077,0.795554042,0.694166899
1647, Aubrey was practicing her violin all night, Aubrey put in some serious practice time on her violin last night, Aubrey spent hours perfecting her violin skills under the moonlight,1,1,0,0,0.091378689,0.093072712,0.735404611,0.757846057
1648, Remy gave Me Skylar's Netflix account information to pay the subscription fee, Remy handed over Skylar's Netflix login details to settle the subscription fee, Remy shared Skylar's Netflix account information so we could pay the monthly subscription,2,2,2,2,0.079365253,0.08276397,0.800186455,0.824163198
1649, Skylar put her daughters mind at ease after she claimed to see a creature in her room, Skylar reassured her daughter and calmed her down after she reported seeing a mysterious creature in her bedroom, Skylar comforted her daughter and alleviated her fears after she revealed that she had spotted a strange being in her sleeping quarters,1,0,1,1,0.073239982,0.079330742,0.747756362,0.780188918
1650, Addison ate all the cereal before her brother woke up and could have any, Addison gobbled up all the cereal before her bro could even stir from his slumber and demand a share, Addison snuck in a quick breakfast before her brother woke up and noticed she had eaten all the cereal,1,1,1,1,0.075143754,0.079098344,0.70254457,0.780574918
1651, Robin lost their wallet, Robin misplaced their wallet,,0,0,0,1,0.109750271,0,1.010946989,0
1652, Alex gave birth to Sasha that summer in the early morning, Alex welcomed Sasha into the world during that summer's early morning hours," That summer, Sasha made her grand entrance into the world during a beautiful early morning, thanks to Alex's loving care",2,2,2,2,0.073488951,0.066151142,0.802879214,0.694049239
1653," Jesse was tasked by Addison to babysit, walk, and care for her dog", Jesse was entrusted with taking care of Addison's furry friend while she was away, Addison asked Jesse to watch over her precious pup and make sure he was safe and happy,1,0,1,1,0.055978119,0.056196392,0.651385903,0.613484979
1654, Kendall set a fire in the school and everyone got out of there quick," Kendall lit up the school with a fierce blaze, and everyone made a rapid exit"," Kendall ignited a swift evacuation at the school by setting a blazing fire, and everyone quickly left the premises",1,2,2,0,0.122071564,0.118834853,0.989155352,1.01914227
1655," Cameron's best friend Robin was flying to visit Cameron, so Cameron had to go pick them up from the airport"," Cameron's buddy Robin was arriving by air, so Cameron had to swing by the airport to pick them up"," Cameron's BFF Robin was flying in to see Cameron, so Cameron had to go grab them from the airport",0,0,0,0,0.090945899,0.092590034,0.914369285,0.945529878
1656, Kai looked at Jan's picture and made it perfect, Kai carefully examined Jan's photo and enhanced its quality to perfection, Kai gazed at Jan's picture and skillfully improved its aesthetic appeal until it was flawless,0,0,0,0,0.118506908,0.106373429,0.857139647,0.790482759
1657," Remy had a big presentation he had to get done, so Remy was working late tonight"," Remy had an important presentation to prepare, so he was putting in extra hours tonight"," Remy had a major presentation coming up, so she was staying late to make sure it was perfect",2,2,2,2,0.080229104,0.065524697,0.745643735,0.667395234
1658, Cameron looked at Riley expectantly as if if demanded acknowledgement from him," Cameron gazed at Riley with an air of anticipation, as if waiting for him to recognize his authority"," Cameron looked at Riley with an expectant expression, as if she needed him to acknowledge her presence",1,1,1,2,0.087285638,0.09778589,0.782098651,0.854235888
1659," Austin had more than they could handle, so Austin offered Sydney a position at work"," Austin was swamped with work, so he extended an offer to Sydney to join the team"," With more work than they could handle, Austin kindly offered Sydney a job opportunity",2,2,2,1,0.11029911,0.136324644,0.905312419,1.049384832
1660," Taylor´s friend had to get to the airport but had missed the bus, however Lee was going that direction, so Lee gave Taylor's friend a ride"," Taylor's buddy missed the bus to the airport, but luckily Lee was headed that way, so he gave Taylor's friend a lift"," Taylor's friend was running late for their flight and had missed the bus, but Lee was going to the airport too, so she offered Taylor's friend a ride",1,1,2,2,0.070434809,0.065206707,0.733892679,0.692457497
1661, Jan was best friends with their teacher for years until the teacher passed away unexpectedly and suddenly, Jan had a close friendship with their teacher that lasted for years until the unexpected passing of their beloved mentor," Jan treasured their special bond with their teacher for many years, but sadly, their dear friend left them too soon",0,0,0,0,0.089283228,0.082434535,0.893106103,0.785851836
1662, Jan went off to college and found new friends, Jan hit the books and made some cool new buds in college, Jan ventured off to higher education and discovered a whole new social circle,2,2,2,1,0.067287505,0.087854266,0.650006354,0.79484129
1663, Austin built a shed on the site so that they had something to put their tools in, Austin constructed a shed on the plot of land to provide a convenient storage space for his tools and equipment, Austin built a cute little shed on the property to keep all his gardening tools organized and within reach,1,1,1,0,0.077440321,0.067600846,0.82897085,0.705404222
1664, tracy hit a deer but the car was fine so tracy continued driving to school," Tracy bumped into a deer while driving but the car remained undamaged, so he kept going to school"," Tracy collided with a deer during her drive to school, but fortunately, the car was unscathed, so she continued on her way",2,2,2,2,0.068555236,0.071090698,0.726489782,0.746884346
1665," Jesse was pet sitting for Addison, so Jesse came to Addison's house and walked their dog"," Jesse was looking after Addison's furry friend, so he swung by Addison's crib and took their pup for a stroll"," As Addison's pet sitter, Jesse visited Addison's abode and exercised their adorable dog",1,1,1,1,0.057033181,0.071147978,0.65695852,0.878581285
1666, Carson gave them some milk when they were eating cookies, Carson offered them a glass of cold milk to complement their cookie snack, Carson provided them with some delicious milk to enjoy alongside their yummy cookies,0,0,0,0,0.078447223,0.077020109,0.878349841,0.855465114
1667, Ash was cut short by the speaker at the conference, The speaker abruptly ended Ash's presentation at the conference, Ash was unexpectedly interrupted by the speaker during their presentation at the conference,2,0,0,0,0.078086853,0.079084039,0.85042727,0.869758248
1668, Casey wrote a book that happened to mention all of his friends, Casey penned a tome that showcased the talents of his tight-knit crew, Casey carefully crafted a book that featured all of her close acquaintances,1,2,2,2,0.052983105,0.083330214,0.504290879,0.723278582
1669, Alex landed on Taylor's back after being thrown from across the room at the bar," Alex soared onto Taylor's back like an eagle, his body sailing through the air before landing gracefully"," Alex landed softly on Taylor's back, his arms wrapping around her like a protective blanket as he recovered from his wild toss across the room",1,1,2,2,0.051449716,0.048882842,0.559924304,0.522549331
1670, Bailey was trying to kill Aubrey so Bailey held Aubrey's breath," Bailey was attempting to end Aubrey's life, so he held his breath"," Bailey was trying to take Aubrey's life, and he used physical force by holding her breath",1,1,1,1,0.10609591,0.101654232,0.927239895,0.895613551
1671, Aubrey felt a lump in her breast and was so concerned that they confided in their closest friends who then came over and spent the night listening to and trying to reassure Aubrey," Aubrey discovered a suspicious mass in her breast and felt understandably anxious, so he reached out to his closest buddies who promptly dropped by to offer emotional support and reassurance"," Aubrey was devastated when she found a lump in her breast, and she confided in her closest girlfriends who immediately came over to listen and offer words of comfort",1,1,1,1,0.05518198,0.062370896,0.567745328,0.631272018
1672," Taylor heard someone use an unfamiliar word, so they looked up the definition of it online"," Taylor heard an unfamiliar term being used, so he looked up its definition online"," Taylor overheard someone using a word she wasn't familiar with, so she Googled it to figure out what it meant",0,0,0,0,0.082049489,0.071998239,0.78357321,0.670026004
1673, Jordan affected children's happiness by always yelling at them and telling them no, Jordan's constant shouting and negative feedback had a detrimental impact on the children's joy and self-esteem, Jordan's harsh discipline and restrictive behavior made the children feel unworthy and unhappy,1,1,1,1,0.071869135,0.063774407,0.678368926,0.603764057
1674, Aubrey took tennis lessons as a method to get in shape, Aubrey enrolled in tennis lessons as a means to improve his physical fitness, Aubrey took up tennis classes as a way to get herself in shape and healthy,0,0,0,2,0.133251309,0.123925984,1.027458906,0.980525434
