,sentences,choices,scores
1712,"
Q: Robin was in the midst of a thrilling game of hide and seek, using their sibling as a partner and hiding under the bed to avoid detection, holding their breath to maintain the element of surprise.  Why did Robin do this? 
  choice: Be noisy
  choice: Remain hidden
  choice: Stay quiet
A: ","['Stay quiet', 'Be noisy', 'Remain hidden']",0
1713,"
Q: Jordan dashed to the dessert destination to secure a sweet treat.  How would you describe Jordan? 
  choice: Excited to eat the donuts
  choice: Has good priorities
  choice: Tired from all the running
A: ","['Tired from all the running', 'Has good priorities', 'Excited to eat the donuts']",2
1714,"
Q: Sasha faced an unexpected wet situation during their nocturnal slumber, likely due to the consumption of a large carbonated beverage prior to sleep.  What does Sasha need to do before this? 
  choice: Drink before this
  choice: Dry her sheets
  choice: Wash the bed
A: ","['Dry her sheets', 'Drink before this', 'Wash the bed']",1
1715,"
Q: Tracy was recognized for their efforts with a promotion, having put in extensive time and effort over the past few months.  What will Tracy want to do next? 
  choice: Focus on work
  choice: Quit her job to travel
  choice: Take a vacation
A: ","['Quit her job to travel', 'Take a vacation', 'Focus on work']",1
1716,"
Q: Tracy's sterling creditworthiness empowered them to acquire the vintage abode on the boulevard.  What does Tracy need to do before this? 
  choice: Rebuild the house
  choice: Talk to a realtor
  choice: Tear the house down
A: ","['Rebuild the house', 'Talk to a realtor', 'Tear the house down']",1
1717,"
Q: Aubrey took on the task of writing Tracy's novel due to Tracy's recognized stature as an author, even though Tracy did not possess exceptional literary talent.  What will Aubrey want to do next? 
  choice: Avoid taking credit for the work
  choice: Read the novel
  choice: Take credit for the work
A: ","['Read the novel', 'Avoid taking credit for the work', 'Take credit for the work']",2
1718,"
Q: While Jesse was employed by Edward Nigma, they purposefully lit Robin's case aflame.  What will happen to Robin? 
  choice: Get punished
  choice: Get reprimanded
  choice: Have to get a new case
A: ","['Have to get a new case', 'Get punished', 'Get reprimanded']",2
1719,"
Q: Carson became curious about Jesse's hometown after hearing them speak so highly of it.  What will Carson want to do next? 
  choice: Hear from Jesse all about the places they are visiting in town
  choice: Needed to purchase a passport
  choice: Needed to purchase plane tickets
A: ","['Needed to purchase a passport', 'Needed to purchase plane tickets', 'Hear from Jesse all about the places they are visiting in town']",2
1720,"
Q: Robin put in some serious study time the night before, and the test was pretty straightforward. They finished it quickly.  How would Robin feel afterwards? 
  choice: Motivated
  choice: Nervous
  choice: Proud
A: ","['Proud', 'Motivated', 'Nervous']",0
1721,"
Q: Bailey sought information about church from Sasha's grandma, as they were both interested in learning more.  What will happen to Sasha? 
  choice: Be curious
  choice: Be nothing
  choice: Learn about church
A: ","['Learn about church', 'Be curious', 'Be nothing']",1
1722,"
Q: Alex discontinued smoking due to his aversion towards the pungent aroma it produced.  How would Alex feel afterwards? 
  choice: A lot healthier
  choice: Smelly
  choice: Very dirty
A: ","['Smelly', 'A lot healthier', 'Very dirty']",1
1723,"
Q: Bailey perceived Ash's emotional state as low and provided a reassuring touch on their hand.  How would you describe Bailey? 
  choice: Compassionate
  choice: Good about helping a friend
  choice: Sympathetic to Ash
A: ","['Compassionate', 'Good about helping a friend', 'Sympathetic to Ash']",0
1724,"
Q: Carson inquired about dining plans with Robin, who responded with a hand gesture indicating ""no thanks.  How would Carson feel as a result? 
  choice: Like going to eat alone
  choice: Like going with Robin to eat
  choice: Ready to go
A: ","['Like going to eat alone', 'Ready to go', 'Like going with Robin to eat']",0
1725,"
Q: Lee facilitated transactions with others, resulting in satisfaction among those involved.  What will Others want to do next? 
  choice: Buy more next
  choice: Proud
  choice: The others will complain next
A: ","['The others will complain next', 'Proud', 'Buy more next']",1
1726,"
Q: Skylar gathered their crew and hit the great outdoors for an epic camping excursion.  Why did Skylar do this? 
  choice: Go on a camping trip
  choice: Go on vacation with friends
  choice: See their friends
A: ","['See their friends', 'Go on a camping trip', 'Go on vacation with friends']",1
1727,"
Q: Taylor and their colleague enjoyed a tasty pizza at a popular eatery.  What will Taylor want to do next? 
  choice: Bored
  choice: Full
  choice: They wanted a break
A: ","['They wanted a break', 'Full', 'Bored']",1
1728,"
Q: Alex misappropriated funds intended for the children to support his substance abuse.  What will happen to Alex? 
  choice: Ale who has take a drugs
  choice: He will go to jail for giving them money
  choice: He will have to pay back what he stole
A: ","['Ale who has take a drugs', 'He will have to pay back what he stole', 'He will go to jail for giving them money']",1
1729,"
Q: Austin invited Remy to engage in a playful activity, despite Remy's initial reluctance.  What will happen to Remy? 
  choice: He will be denied
  choice: He will be yelled at
  choice: Say they are busy
A: ","['Say they are busy', 'He will be denied', 'He will be yelled at']",2
1730,"
Q: Quinn propelled the frisbee with remarkable distance, creating an engaging obstacle for the canine.  How would Quinn feel afterwards? 
  choice: Lazy
  choice: Loved
  choice: Passive
A: ","['Passive', 'Loved', 'Lazy']",1
1731,"
Q: Kai provided Ash with a variety of bread and toppings from the deli to construct a satisfying sandwich.  How would Ash feel as a result? 
  choice: Glad to be able to make a sandwich
  choice: Grateful for the trade
  choice: Like they were nice
A: ","['Like they were nice', 'Grateful for the trade', 'Glad to be able to make a sandwich']",2
1732,"
Q: Ash felt vulnerable and cringed when they made a mistake, but they knew that the only way to truly succeed was to keep pushing forward. They received a standing ovation.  Why did Ash do this? 
  choice: Do it perfectly or not at all
  choice: Prove they could do it
  choice: Quit while they were ahead
A: ","['Do it perfectly or not at all', 'Prove they could do it', 'Quit while they were ahead']",1
1733,"
Q: Lee had envisioned themselves teaching, but their trajectory shifted when Kendall presented an alternative route that led them to become a skilled physician.  What does Kendall need to do before this? 
  choice: Go away
  choice: Speak to them
  choice: Stay up to date on new medicine
A: ","['Stay up to date on new medicine', 'Speak to them', 'Go away']",1
1734,"
Q: Addison reached out to Austin and invited them to collaborate with the group.  What will Addison want to do next? 
  choice: Had a crush on Austin
  choice: Left out
  choice: Went to Austin's house to get him
A: ","['Left out', 'Had a crush on Austin', ""Went to Austin's house to get him""]",1
1735,"
Q: When Jesse the bully showed up, Jan deliberately feigned ignorance.  Why did Jan do this? 
  choice: Get away from the bully
  choice: Stay safe
  choice: Tell the teacher
A: ","['Tell the teacher', 'Stay safe', 'Get away from the bully']",1
1736,"
Q: Aubrey, who was patrolling the highway, noticed that the drivers had exceeded the limit by a substantial amount and took action by pulling them over for speeding.  How would Others feel after? 
  choice: Happy about court
  choice: Happy about the ticket
  choice: More cautious
A: ","['Happy about the ticket', 'More cautious', 'Happy about court']",1
1737,"
Q: Sasha rose promptly from slumber, their eagerness to impress at the interview leading them to arrive precisely when scheduled.  How would you describe Sasha? 
  choice: Assured that it went well
  choice: Confident that she did well
  choice: Responsible
A: ","['Confident that she did well', 'Assured that it went well', 'Responsible']",2
1738,"
Q: Alex felt exasperated when their pants kept falling down, so they tightened the belt around their waist to prevent any further discomfort.  Why did Austin do this? 
  choice: Loosen their pants
  choice: Make sure their pants don't fall down
  choice: Not get embarrassed
A: ","['Not get embarrassed', ""Make sure their pants don't fall down"", 'Loosen their pants']",1
1739,"
Q: Kai and their friend went to see the latest release from Lee.  What does Kai need to do before this? 
  choice: Contact her friend
  choice: Go to the movie with a different friend
  choice: Make dinner reservations
A: ","['Contact her friend', 'Go to the movie with a different friend', 'Make dinner reservations']",0
1740,"
Q: Taylor's parental figure was intending to solidify their commitment to their significant other, Anna.  What does Taylor need to do before this? 
  choice: Buy a prom dress
  choice: Buy a wedding gift
  choice: Plan
A: ","['Buy a prom dress', 'Buy a wedding gift', 'Plan']",2
1741,"
Q: Lee struggled to maintain a level head as the situation deteriorated rapidly.  How would Lee feel afterwards? 
  choice: Happy as a bird
  choice: Sensible
  choice: Very irritated
A: ","['Sensible', 'Very irritated', 'Happy as a bird']",0
1742,"
Q: The smoke from Austin's friend's cigarette drifted towards him, so Austin gently dispelled it with a flick of his hand.  How would Austin feel afterwards? 
  choice: Good
  choice: Shocked
  choice: The need to ask the friend to stop smoking
A: ","['Shocked', 'Good', 'The need to ask the friend to stop smoking']",1
1743,"
Q: Skylar accompanied Sasha to stand in line for the film, a fun activity they both enjoyed together.  What will Skylar want to do next? 
  choice: See a new movie
  choice: See the movie
  choice: Spend time with Sasha
A: ","['Spend time with Sasha', 'See the movie', 'See a new movie']",0
1744,"
Q: Tracy gave birth to a gorgeous and robust infant, Addison, who had a lovely thatch of hair.  What will Addison want to do next? 
  choice: Have a child of her own
  choice: Lazy
  choice: Loved
A: ","['Lazy', 'Have a child of her own', 'Loved']",2
1745,"
Q: Jesse shared eerie yarns with Addison's pals during their outdoor adventure, leaving them all wide-eyed and sleepless.  Why did Jesse do this? 
  choice: Have fun
  choice: Listen to scary stories be told back to them
  choice: Scare their friends with more stories
A: ","['Scare their friends with more stories', 'Have fun', 'Listen to scary stories be told back to them']",0
1746,"
Q: The group selected Taylor to oversee the planning of their upcoming adventure in May, which will be a girls-only affair.  What will the friends want to do next? 
  choice: Go on the trip in July
  choice: Go on the trip in May
  choice: Thank Tootsie
A: ","['Thank Tootsie', 'Go on the trip in May', 'Go on the trip in July']",1
1747,"
Q: Robin possessed exceptional proficiency in flute-playing, producing melodious sounds that could be enjoyed for a considerable amount of time.  What does Robin need to do before this? 
  choice: Find a manager
  choice: Practice breathing exercises
  choice: Skip days of practice
A: ","['Practice breathing exercises', 'Skip days of practice', 'Find a manager']",0
1748,"
Q: Aubrey contributed to Alex's success with the task.  What will Alex want to do next? 
  choice: Give Aubrey a hug
  choice: Tell her she accepts
  choice: Walk away from Aubrey
A: ","['Give Aubrey a hug', 'Tell her she accepts', 'Walk away from Aubrey']",0
1749,"
Q: Ash hurled himself into Sasha's arms, seeking comfort and familiarity after a prolonged period apart.  What will happen to Ash? 
  choice: Be reminiscent
  choice: Sasha will be happy to see ash
  choice: Sasha will catch ash
A: ","['Sasha will be happy to see ash', 'Be reminiscent', 'Sasha will catch ash']",1
1750,"
Q: Taylor offered compelling evidence for Carson's perspective last night in their address of the issue.  Why did Taylor do this? 
  choice: Be argumentative
  choice: Feel proud
  choice: Lose the argument
A: ","['Feel proud', 'Lose the argument', 'Be argumentative']",2
1751,"
Q: The individual responsible for the crime shifted their form from the location of the incident in order to evade detection by the police.  What will Austin want to do next? 
  choice: Dispose the body in chemicals
  choice: Put sunglasses on the body's eyes
  choice: Wanted to get away with the crime
A: ","[""Put sunglasses on the body's eyes"", 'Wanted to get away with the crime', 'Dispose the body in chemicals']",1
1752,"
Q: Jesse found themselves in a professional rut, so they took the initiative to boost their productivity and enhance their performance.  Why did Jesse do this? 
  choice: Be depressed
  choice: Get a promotion
  choice: Work longer hours
A: ","['Be depressed', 'Get a promotion', 'Work longer hours']",1
1753,"
Q: Quinn enjoyed some fun-filled moments playing in the snowy conditions overnight, and the scene was still picturesque in the morning light.  What does Quinn need to do before this? 
  choice: Did this for entertainment
  choice: Get ready to go outside
  choice: Wonder if they have something warm to wear
A: ","['Did this for entertainment', 'Wonder if they have something warm to wear', 'Get ready to go outside']",2
1754,"
Q: Kai assisted Carson by obtaining his forgotten tools from work, demonstrating their reliable partnership.  How would Kai feel afterwards? 
  choice: Forgetful
  choice: Relieved that their tools have not been left behind
  choice: Thoughtful
A: ","['Relieved that their tools have not been left behind', 'Thoughtful', 'Forgetful']",1
1755,"
Q: Jesse had considered venturing out on his own, but ultimately chose to remain with Carson for mutual comfort.  How would Cameron feel as a result? 
  choice: Friendly afterwards
  choice: Glad their friend was their
  choice: Supportive afterwards
A: ","['Supportive afterwards', 'Glad their friend was their', 'Friendly afterwards']",0
1756,"
Q: Jordan organized an outdoor gathering in the park to improve his sister's mood.  How would you describe Jordan? 
  choice: Considerate
  choice: Like a good brother
  choice: Unfriendly
A: ","['Like a good brother', 'Unfriendly', 'Considerate']",2
1757,"
Q: Jordan and their classmates were studying in the park when they saw a stunning bird. They left their book with one of their friends and went over to investigate.  What does Jordan need to do before this? 
  choice: Go and visit with the bird
  choice: Look around
  choice: Not go to the park with them
A: ","['Go and visit with the bird', 'Not go to the park with them', 'Look around']",2
1758,"
Q: Jordan's entry in the raffle resulted in a major score, with them taking home a brand-new ride!  What will Jordan want to do next? 
  choice: Buy a ticket
  choice: Pay taxes on the car they won
  choice: Put the car in the garage
A: ","['Put the car in the garage', 'Buy a ticket', 'Pay taxes on the car they won']",0
1759,"
Q: Kai's film business once dominated the industry, but their resistance to digital innovation led to a devastating demise, much like the extinction of dinosaurs.  How would you describe Kai? 
  choice: Innovative in business
  choice: Not a forward thinker
  choice: Regretful
A: ","['Not a forward thinker', 'Innovative in business', 'Regretful']",0
1760,"
Q: Remy conveyed to Aubrey the intensity of his frustration about her absence from their dinner engagement.  What will Aubrey want to do next? 
  choice: Apologize to Jason
  choice: Give Remy a hug
  choice: Wanted to have alone time
A: ","['Wanted to have alone time', 'Apologize to Jason', 'Give Remy a hug']",2
1761,"
Q: Jan meticulously secured the necklace around Sydney's throat, a meaningful gesture to celebrate their friendship on Sydney's birthday.  What will Jan want to do next? 
  choice: Be thanked next
  choice: Choose a necklace
  choice: Go shopping
A: ","['Choose a necklace', 'Be thanked next', 'Go shopping']",2
1762,"
Q: Riley spoke to their companions about the sporting event that took place at the outdoor recreational area.  What will Others want to do next? 
  choice: Head home from the baseball game
  choice: Ignore her
  choice: Join in
A: ","['Head home from the baseball game', 'Join in', 'Ignore her']",1
1763,"
Q: Riley successfully broke away from their restraints and left the dwelling.  What will Riley want to do next? 
  choice: Break down the door
  choice: Free herself from the binds
  choice: Go to the neighbor's
A: ","['Break down the door', ""Go to the neighbor's"", 'Free herself from the binds']",0
1764,"
Q: Tracy formed a tight circle around them, exerting her dominance and making them feel uneasy.  What will Tracy want to do next? 
  choice: Confident
  choice: Wanted to be agressive
  choice: Wanted to be polite
A: ","['Wanted to be polite', 'Wanted to be agressive', 'Confident']",2
1765,"
Q: Remy provided an accurate response when the teacher solicited input from the class.  How would Others feel as a result? 
  choice: Full of confidence
  choice: Like Remy answered the question
  choice: Very smart
A: ","['Very smart', 'Like Remy answered the question', 'Full of confidence']",2
1766,"
Q: Casey and their friends embarked on a thrilling outdoor excursion, and everyone was eager to test their angling skills.  What will happen to Others? 
  choice: Catch a fish
  choice: The others will book a hotel next
  choice: The others will camp next
A: ","['The others will camp next', 'The others will book a hotel next', 'Catch a fish']",2
1767,"
Q: Cameron and Carson embarked on a prolonged excursion, resulting in numerous anecdotes for Cameron to share upon their return.  What will Cameron want to do next? 
  choice: Do all of the talking
  choice: Keep Carson occupied for a while longer
  choice: Only listen to Carlson
A: ","['Keep Carson occupied for a while longer', 'Do all of the talking', 'Only listen to Carlson']",1
1768,"
Q: Jesse's careless action resulted in Robin's hair catching fire, causing Robin to seek refuge in water.  How would you describe Jesse? 
  choice: Caring
  choice: Cruel
  choice: Kind
A: ","['Caring', 'Kind', 'Cruel']",1
1769,"
Q: Kendall strategically deployed a stream of water to suppress the flames and protect the surrounding environment from the potentially dangerous fire.  Why did Kendall do this? 
  choice: Be dangerous
  choice: Extinguish the flames
  choice: Fill the bucket with water
A: ","['Fill the bucket with water', 'Be dangerous', 'Extinguish the flames']",2
1770,"
Q: Robin flagged down Carson for driving at a slightly excessive pace.  What will Carson want to do next? 
  choice: Avoid paying the ticket
  choice: Gladly pay the fine
  choice: Praise the police officer
A: ","['Gladly pay the fine', 'Praise the police officer', 'Avoid paying the ticket']",0
1771,"
Q: Cameron became completely engrossed in his playtime with the canine companion, resulting in an extended outdoor excursion well into the evening hours.  What does Cameron need to do before this? 
  choice: Be a playful person
  choice: Have a cat
  choice: Have an iguana
A: ","['Have a cat', 'Have an iguana', 'Be a playful person']",1
1772,"
Q: Austin was contacted by someone via email and asked to meet them at the shore.  What will Austin want to do next? 
  choice: Buy a car
  choice: Go to the beach
  choice: Ho to a hotel
A: ","['Go to the beach', 'Ho to a hotel', 'Buy a car']",0
1773,"
Q: Cameron presented scientific information in a manner that was comprehensible to the diverse group of students in the class, regardless of gender or background.  Why did Cameron do this? 
  choice: Did this to share information
  choice: Did this to withhold information
  choice: Encourage the class
A: ","['Did this to withhold information', 'Did this to share information', 'Encourage the class']",1
1774,"
Q: The individual, whose name was Quinn, utilized the microwave to reheat previous day's remaining sustenance for a speedy and satisfying dinner.  What will Others want to do next? 
  choice: Enjoy the left overs
  choice: Enjoy the party
  choice: Stir the food to make it heat evenly
A: ","['Enjoy the party', 'Enjoy the left overs', 'Stir the food to make it heat evenly']",1
1775,"
Q: Jesse taught the group of friends, including Sydney, how to prepare a mouth-watering cake during their collaborative cooking session.  Why did Jesse do this? 
  choice: Eat dessert
  choice: Eat the cake
  choice: Share the cake
A: ","['Eat the cake', 'Share the cake', 'Eat dessert']",1
1776,"
Q: Jesse transferred funds to another team member in return for a less-than-stellar performance during the match, due to his significant financial stake in the outcome.  What will Others want to do next? 
  choice: Fail on purpose
  choice: Make a profit
  choice: Make money
A: ","['Fail on purpose', 'Make money', 'Make a profit']",0
1777,"
Q: Robin ensured Aubrey's attire was on point prior to the gathering, enabling Aubrey to radiate confidence and charm in front of the assemblage.  What will happen to Aubrey? 
  choice: Be noticed
  choice: She will be proud of robin
  choice: She will tell robin she loves her
A: ","['Be noticed', 'She will be proud of robin', 'She will tell robin she loves her']",0
1778,"
Q: Riley is the star student of the school, and their peerless reputation precedes them.  What will Others want to do next? 
  choice: Join Riley's gang
  choice: Run for class president
  choice: Run for student council
A: ","['Run for class president', 'Run for student council', ""Join Riley's gang""]",2
1779,"
Q: Aubrey chose not to disclose the solution to Riley, and their private boundary remained intact.  How would Aubrey feel afterwards? 
  choice: Private
  choice: Quiet
  choice: Relieved afterwards
A: ","['Relieved afterwards', 'Private', 'Quiet']",0
1780,"
Q: Riley experienced a mishap on their bike during a turn, resulting in discomfort in their arm.  How would Riley feel afterwards? 
  choice: Accident prone
  choice: Good
  choice: Pain
A: ","['Accident prone', 'Pain', 'Good']",1
1781,"
Q: Robin graciously acknowledged Tracy's significant involvement in the group's success.  What will happen to Robin? 
  choice: A good person
  choice: Be flattered by Robin's attention
  choice: Finish the project
A: ","['Finish the project', ""Be flattered by Robin's attention"", 'A good person']",2
1782,"
Q: Kai noticed that their wallet was MIA and it made them feel a bit anxious.  How would you describe Kai? 
  choice: Happy
  choice: Very anxious and upset
  choice: Worried
A: ","['Very anxious and upset', 'Worried', 'Happy']",1
1783,"
Q: Kendall experienced a memorable event at the concert yesterday, but they parted with their shirt while engaging in crowd surfing, resulting in its loss. 😐  How would you describe Kendall? 
  choice: Embarrassed
  choice: Regret for losing the shirt
  choice: Someone who likes to party
A: ","['Someone who likes to party', 'Embarrassed', 'Regret for losing the shirt']",1
1784,"
Q: The team lead, Robin, has the discretion to terminate any employee who falls short of their job requirements.  How would Others feel as a result? 
  choice: Exposed
  choice: In command
  choice: Powerful
A: ","['In command', 'Powerful', 'Exposed']",0
1785,"
Q: Tracy craves the freedom of the wilderness and finds city life stifling.  What kind of place would Tracy be happy living? 
  choice: In a big town with many people
  choice: In a large city
  choice: The country
A: ","['In a big town with many people', 'In a large city', 'The country']",2
1786,"
Q: Sydney understood that Addison was experiencing discomfort due to a headache, and therefore tenderly stroked their hair to offer comfort.  How would you describe Sydney? 
  choice: Beloved
  choice: Has no friends
  choice: Prone to migraines
A: ","['Prone to migraines', 'Has no friends', 'Beloved']",2
1787,"
Q: Riley took action against their offspring and was confident that the consequences would be sufficient to make an impact.  How would you describe Riley? 
  choice: A father
  choice: A mother
  choice: Disciplining
A: ","['A mother', 'Disciplining', 'A father']",0
1788,"
Q: Remy developed a strong social network when they started high school that year.  What will happen to Others? 
  choice: They will be isolated
  choice: They will be lonely
  choice: They will have company
A: ","['They will be isolated', 'They will be lonely', 'They will have company']",2
1789,"
Q: After Jordan finishes their studies, they will offer their expertise in English to students in academic settings.  What does Jordan need to do before this? 
  choice: Forge her college transcripts to get a job interview
  choice: Get an internship at the school to get more work experience
  choice: Start teaching sooner
A: ","['Forge her college transcripts to get a job interview', 'Start teaching sooner', 'Get an internship at the school to get more work experience']",2
1790,"
Q: Male: Riley eyed Jesse with a keen gaze, relying on his watchfulness to ensure the kids' safety at the daycare.  Why did Riley do this? 
  choice: Be alert and on point
  choice: Pay attention to everything that goes on
  choice: Trusts Jesse
A: ","['Trusts Jesse', 'Be alert and on point', 'Pay attention to everything that goes on']",1
1791,"
Q: Alex gave Sasha's ride some TLC today.  How would Alex feel afterwards? 
  choice: As helpful
  choice: As kind
  choice: Tired
A: ","['As helpful', 'Tired', 'As kind']",2
1792,"
Q: The situation escalated when Jesse's anger towards Robin led them to intentionally set the vehicle on fire.  What will Jesse want to do next? 
  choice: Call the police
  choice: Escape the fire
  choice: Get revenge
A: ","['Call the police', 'Escape the fire', 'Get revenge']",2
1793,"
Q: Carson carefully readjusted Jan's head to achieve optimal spine alignment, taking into account the recent surgical procedures.  What will Carson want to do next? 
  choice: Feeling
  choice: Get angry with Jan
  choice: Ignore Jan's pleas
A: ","['Get angry with Jan', 'Feeling', ""Ignore Jan's pleas""]",1
1794,"
Q: Cameron took extra steps to offer nourishment to the destitute individual.  How would you describe Cameron? 
  choice: Guilty
  choice: Kind
  choice: Selfish
A: ","['Guilty', 'Kind', 'Selfish']",1
1795,"
Q: Aubrey has been a reliable source of assistance for Alex, providing whatever he needs.  What does Aubrey need to do before this? 
  choice: Loyal
  choice: Pay for Alex's bills
  choice: Stay with Alex
A: ","['Loyal', 'Stay with Alex', ""Pay for Alex's bills""]",0
1796,"
Q: Remy migrated to a new urban center and established a diverse network of acquaintances.  Why did Remy do this? 
  choice: Pack their things
  choice: Travel to the new city
  choice: Wanted to influence people
A: ","['Travel to the new city', 'Pack their things', 'Wanted to influence people']",2
1797,"
Q: The Austin clan was commemorating their parental unit's half-century union at a chic eatery during their evening repast.  What would Austin's family do next? 
  choice: Eat dinner at the restaurant
  choice: Happy
  choice: Refuse to eat dinner with the family
A: ","['Refuse to eat dinner with the family', 'Happy', 'Eat dinner at the restaurant']",2
1798,"
Q: During our getaway, Kendall landed three tasty fish for our supper.  What will Kendall want to do next? 
  choice: Did this for nourishment
  choice: Go to the aquarium
  choice: Invite friends over for dinner
A: ","['Invite friends over for dinner', 'Did this for nourishment', 'Go to the aquarium']",0
1799,"
Q: Robin encountered resistance from someone on their team during the meeting.  What will Robin want to do next? 
  choice: Ignore their colleague
  choice: Run away
  choice: Speak with their colleague
A: ","['Run away', 'Ignore their colleague', 'Speak with their colleague']",2
1800,"
Q: Robin rushed to the gate but unfortunately didn't make it in time, so Cameron kindly transported him from the airport.  What will happen to Robin? 
  choice: Be in a car
  choice: Be on a plane
  choice: Pick up their friend
A: ","['Be in a car', 'Pick up their friend', 'Be on a plane']",2
1801,"
Q: Kai transformed his avocation into a vocation when his primary occupation failed to provide the satisfaction he desired.  Why did Kai do this? 
  choice: Be independent
  choice: Be tied to fate
  choice: Find out how to make his hobby profitable
A: ","['Be tied to fate', 'Be independent', 'Find out how to make his hobby profitable']",0
1802,"
Q: Remy successfully thwarted the impending doom of the building by deactivating the countdown timer.  What will Remy want to do next? 
  choice: Cut the correct wire
  choice: Find the bomb
  choice: Keep the timer off
A: ","['Find the bomb', 'Cut the correct wire', 'Keep the timer off']",2
1803,"
Q: Sasha got even with her companions who poked fun at her.  What will Others want to do next? 
  choice: Be fair
  choice: Hurt her back
  choice: Play with her
A: ","['Be fair', 'Play with her', 'Hurt her back']",1
1804,"
Q: Remy spent some time unwinding with a round of darts at the tavern following their daily commute, passing the hour in relaxed revelry.  What will Remy want to do next? 
  choice: Put darts away
  choice: Wanted to have fun
  choice: Watch the sunrise
A: ","['Watch the sunrise', 'Wanted to have fun', 'Put darts away']",1
1805,"
Q: Lee welcomed their new offspring without having the necessary supplies for parenting infants.  What will Others want to do next? 
  choice: Buy diapers
  choice: Give baby gifts to Lee
  choice: Go to the store
A: ","['Go to the store', 'Give baby gifts to Lee', 'Buy diapers']",0
1806,"
Q: Addison asked Austin to attend the party, with the hope of sharing a lively experience.  Why did Addison do this? 
  choice: Dress up for Austin
  choice: Friends with Austin
  choice: Wants revenge on Austin
A: ","['Wants revenge on Austin', 'Dress up for Austin', 'Friends with Austin']",1
1807,"
Q: Kendall exerted effort to ensure that her team remained coordinated and attained their intended targets.  What will Kendall want to do next? 
  choice: Assign duties
  choice: Kenall will relax for a day
  choice: Take a break
A: ","['Assign duties', 'Kenall will relax for a day', 'Take a break']",0
1808,"
Q: Tracy made the bold decision to cross the rubicon, driven by a desire for supremacy.  What does Tracy need to do before this? 
  choice: Keep working even if they fail
  choice: Need to be the best
  choice: Need to be the worst
A: ","['Need to be the best', 'Keep working even if they fail', 'Need to be the worst']",0
1809,"
Q: Alex and Casey embarked on an adventure to locate the buried wealth after Alex liberated them from their confinement with a cleverly executed hole-blaster maneuver.  What will happen to Alex? 
  choice: Be chased by police
  choice: Become famous
  choice: Become rich
A: ","['Become famous', 'Be chased by police', 'Become rich']",2
1810,"
Q: Sydney was in the middle of mopping the kitchen floor when Austin's repeated entries created an obstacle.  How would you describe Austin? 
  choice: Angry that Austin keep walking on the floor
  choice: Flippant
  choice: Frustrated with Austin
A: ","['Flippant', 'Angry that Austin keep walking on the floor', 'Frustrated with Austin']",2
1811,"
Q: Sydney had a strong interest in imparting knowledge of chemistry to others and was skilled at doing so.  What will the students want to do next? 
  choice: The students will all drop out of Sydney's class
  choice: The students will report Sydney to the dean
  choice: Their favorite teacher
A: ","['The students will report Sydney to the dean', ""The students will all drop out of Sydney's class"", 'Their favorite teacher']",2
1812,"
Q: Jan had learned about the prejudice against women throughout their life, and later that day, they brought a new life into the world, a daughter.  What will Jan want to do next? 
  choice: Allow males in women's spaces
  choice: Allow men to rewrite laws erasing sex based protections for women
  choice: Protect her from males
A: ","['Protect her from males', ""Allow males in women's spaces"", 'Allow men to rewrite laws erasing sex based protections for women']",0
1813,"
Q: Cameron felt underwhelmed by the experience and chose to end his participation prematurely.  How would you describe Cameron? 
  choice: As boring
  choice: Fun
  choice: Upset for wasting their money on the ticket
A: ","['Upset for wasting their money on the ticket', 'Fun', 'As boring']",2
1814,"
Q: The growing din in the room inspired Taylor to project their voice even louder, ensuring their message was heard above the commotion.  Why did Taylor do this? 
  choice: Speak over the noise
  choice: Were mad
  choice: Were obnoxious
A: ","['Were obnoxious', 'Speak over the noise', 'Were mad']",1
1815,"
Q: Bailey, looking for a social activity, picked a card game with friends as their chosen adventure. Bailey took charge of distributing the cards to create a fair and enjoyable experience.  How would Others feel as a result? 
  choice: Angry
  choice: Cool
  choice: Uptight
A: ","['Angry', 'Uptight', 'Cool']",2
1816,"
Q: Following a brief exchange with Taylor, the lord's wishes were publicly voiced with clarity and emphasis.  How would you describe Taylor? 
  choice: Considerate of the feelings of others
  choice: Evil
  choice: Rude in social situations
A: ","['Considerate of the feelings of others', 'Rude in social situations', 'Evil']",0
1817,"
Q: Carson provided their companion with some tasty refreshments, including milk and cookies, during their leisurely gaming activity.  What will happen to Others? 
  choice: Ask about fun
  choice: Have fun
  choice: Talk about them
A: ","['Talk about them', 'Have fun', 'Ask about fun']",1
1818,"
Q: Carson engaged in a variety of learning experiences, both in school and through self-directed online courses, book reading, and practical application, resulting in extensive skill development.  How would you describe Carson? 
  choice: Driven by curiosity and pragmatism
  choice: Hardworking
  choice: Interested in learning only the basics
A: ","['Driven by curiosity and pragmatism', 'Interested in learning only the basics', 'Hardworking']",0
1819,"
Q: Quinn's locks were adorned with an ethereal, glowing gray tint.  How would Quinn feel afterwards? 
  choice: Artistic
  choice: Ugly
  choice: Unwanted
A: ","['Artistic', 'Unwanted', 'Ugly']",0
1820,"
Q: Wishing to escape the confines of their familiar surroundings, Sasha ventured into the mountainous region for a liberating weekend escape.   How would Others feel as a result? 
  choice: Hurt
  choice: Refreshed
  choice: Relaxed
A: ","['Refreshed', 'Hurt', 'Relaxed']",0
