Unnamed: 0,Original,Paraphrases_y,Paraphrases_m,Paraphrases_o,choice_y,choice_m,choice_o,choice_b,target,sim_Young,sim_Middle,sim_Old,perplexity_young,perplexity_middle,perplexity_old,perplexity_baseline
1601, Carson took lives of chickens for a living on the farm. How would Others feel as a result? ," Carson was like a superhero for chickens, saving their lives every day on the farm.  How would Others feel as a result? "," Carson had a unique career on the farm, caring for and protecting the lives of chickens.  How would Others feel as a result? "," In Carson's heyday, he was renowned for his exceptional skills in nurturing and preserving the lives of chickens on the farm.  How would Others feel as a result? ",1,1,1,0,0,0.8096675,0.8607908,0.7559865,57.32124329,53.88640213,47.32169724,124.4040756
1602, Lee saved Kai's car from destruction by grabbing the steering wheel when Kai stopped paying attention to the road. Why did Lee do this? , Lee totally saved Kai's car from getting totaled by taking the wheel when Kai zoned out on the road!  Why did Lee do this? ," Lee intervened in time to prevent Kai's car from going off the deep end by grabbing the steering wheel, which likely saved the vehicle from destruction.  Why did Lee do this? ", Lee heroically rescued Kai's car from certain doom by seizing control of the steering wheel when Kai was not paying attention to the road.  Why did Lee do this? ,0,0,0,0,0,0.82753474,0.84046483,0.90927297,186.6172485,51.40933609,69.82893372,47.34037018
1603, Taylor attended their father's funeral after he passed away from cancer. What does Taylor need to do before this? , Taylor went to their dad's funeral after he died from cancer.  What does Taylor need to do before this? , Taylor attended their father's funeral services after he lost his battle with cancer.  What does Taylor need to do before this? , Taylor went to pay their respects at their father's graveside service after he succumbed to cancer.  What does Taylor need to do before this? ,2,2,0,2,2,0.9451963,0.95845336,0.89087313,50.65965652,42.20522308,39.95289612,41.69196701
1604, Sasha protected the patient's information even though the parents yelled at her. What will happen to Sasha? ," Sasha was determined to keep the patient's info private, even when the parents freaked out on her.  What will happen to Sasha? "," Sasha respectfully stood her ground and protected the patient's confidentiality, despite the parents' anger and demands.  What will happen to Sasha? "," Sasha steadfastly guarded the patient's personal information, remaining calm and professional even when faced with the parents' heated reactions.  What will happen to Sasha? ",0,0,0,0,0,0.87494504,0.8649013,0.85274327,53.75525665,103.1791687,69.2532196,95.46809387
1605, Quinn realized their dog ran away in the middle of the night and cried their eyes out. What does Quinn do this? ," Quinn freaked out when they realized their pup had made a break for it in the dead of night and totally lost it, crying buckets!  What does Quinn do this? "," Quinn was devastated to discover that their beloved dog had escaped during the night, causing them to shed tears of sorrow.  What does Quinn do this? "," Quinn was heartbroken when they awoke to find that their precious pup had run off in the middle of the night, leaving them in tears.  What does Quinn do this? ",2,2,2,2,2,0.7634473,0.77342755,0.79230547,61.36484146,40.81806564,21.98839188,67.11329651
1606," Taylor made the assumption based on his experience. however, this time it wasn't the right assumption. How would Taylor feel afterwards? "," Taylor made an educated guess based on his previous experience, but this time it didn't pan out.  How would Taylor feel afterwards? "," Taylor made an assumption based on his past experiences, but unfortunately, it didn't prove to be correct this time around.  How would Taylor feel afterwards? "," Taylor made a judgment call based on his extensive experience, but unfortunately, it turned out to be mistaken.  How would Taylor feel afterwards? ",0,2,2,2,0,0.91658366,0.9399437,0.87705743,22.54327583,26.47366524,34.82197571,60.03551483
1607, Bailey asked Jesse to give her an exam. How would Bailey feel afterwards? ," Bailey was like, ""Hey Jesse, can you give me an exam?  How would Bailey feel afterwards? ", Bailey asked Jesse if he could provide her with an exam.  How would Bailey feel afterwards? , Bailey requested that Jesse administer an exam for her.  How would Bailey feel afterwards? ,2,2,2,2,2,0.90090996,0.94373316,0.91695887,45.87208557,65.7742691,194.2802887,85.61516571
1608, Jesse set Robin's sock on fire at the wild alcohol party. How would Robin feel as a result? , Jesse totally lit Robin's sock on fire at that crazy party! 🔥🎉  How would Robin feel as a result? ," Jesse set Robin's sock ablaze at the wild alcohol party, causing quite a commotion. 😱🎉  How would Robin feel as a result? "," Jesse ignited Robin's sock during the raucous alcohol gathering, creating a great deal of excitement. 😳🔥  How would Robin feel as a result? ",1,1,1,1,2,0.8938828,0.913838,0.8287044,143.5653992,128.4159546,183.2458649,127.0115967
1609, Addison wanted breakfast in the morning so they ate cereal. What does Addison need to do before this? ," Addison totally craved breakfast in the a.m., so they crushed some cereal! 🍞👌  What does Addison need to do before this? "," Addison requested breakfast early one morning, so they opted for a quick and easy bowl of cereal. 🥐👌  What does Addison need to do before this? "," Addison felt quite peckish in the morning, so they decided to enjoy a hearty bowl of cereal. 🥣👌  What does Addison need to do before this? ",1,2,2,2,1,0.86282605,0.8849783,0.8258086,197.437088,96.56815338,77.33416748,84.17031097
1610, Alex spent a lot of time thinking about the things he did wrong. What does Alex need to do before this? , Alex was totally preoccupied with all the mistakes he made.  What does Alex need to do before this? , Alex spent a lot of time ruminating on his past errors.  What does Alex need to do before this? , Alex dwelled at length on the things he did awry.  What does Alex need to do before this? ,2,2,2,2,1,0.89198846,0.9139338,0.88885635,64.03477478,51.30875778,108.5783386,27.57298851
1611," Robin bought Addison a watch for his birthday and after he unwrapped it, Robin helped put the watch on Addison's wrist. Why did Robin do this? "," Robin got Addison a sick watch for his birthday and when he unwrapped it, Robin was like ""Yo, let me help you rock this thing!"" and put the watch on Addison's wrist.  Why did Robin do this? "," Robin purchased a lovely watch for Addison's birthday, and after he opened it, she gently assisted him in putting it on his wrist.  Why did Robin do this? "," Robin presented Addison with a beautiful timepiece on his birthday, and after he unwrapped it, she kindly helped him fasten it to his wrist.  Why did Robin do this? ",1,1,1,1,1,0.9014309,0.9166964,0.8514156,26.3314209,47.77445602,40.26621628,27.29158401
1612, Bailey told Aubrey she saw her cheat on the history test. Why did Bailey do this? ," Bailey was like, ""Yo, Aubrey, I saw you cheating on that history test!  Why did Bailey do this? ", Bailey informed Aubrey that she had witnessed her engaging in academic dishonesty during the history test.  Why did Bailey do this? , Bailey disclosed to Aubrey that she had observed her partaking in unscrupulous behavior on the history examination.  Why did Bailey do this? ,1,1,1,1,1,0.8602301,0.84589887,0.7960178,69.44736481,111.5878143,173.3903046,96.6780014
1613, Skylar was upset with Taylor so they asked Taylor to go. What will Taylor want to do next? ," Skylar was super upset with Taylor, so they basically told Taylor to hit the road.  What will Taylor want to do next? "," Skylar was really unhappy with Taylor, so they requested that Taylor leave.  What will Taylor want to do next? "," Skylar was quite displeased with Taylor, so they asked Taylor to take a walk.  What will Taylor want to do next? ",1,1,0,0,1,0.86268485,0.9147498,0.89907175,89.02573395,96.24384308,51.56176758,70.67840576
1614, Tracy took Sydney to school 4 hours after the bell rang the students in. How would Tracy feel afterwards? , Tracy totally forgot to take Sydney to school this morning - she only remembered four hours after the bell rang! The other students were so annoyed 😡.  How would Tracy feel afterwards? ," Tracy brought Sydney to school four hours after the start of classes, which was quite late considering the bell had already rung. The students were likely busy with their lessons by then 📚.  How would Tracy feel afterwards? "," Tracy took her granddaughter Sydney to school this morning, but she didn't do it right away - she waited four hours after the bell rang! Back in my day, we would have been punished for such tardiness 😅.  How would Tracy feel afterwards? ",0,0,0,0,1,0.7796012,0.8368687,0.7689571,112.4363632,96.68680573,46.81655884,205.6643219
1615, Bailey was Jesse's driving instructor. What will Bailey want to do next? ," Bailey was like, totally Jesse's driving coach!  What will Bailey want to do next? "," Bailey served as Jesse's driving instructor, providing expert guidance and feedback during his learning process.  What will Bailey want to do next? "," Bailey acted as Jesse's driving mentor, imparting valuable wisdom and experience to help him become a skilled driver.  What will Bailey want to do next? ",1,1,1,1,2,0.8828268,0.8881822,0.8633682,656.8309937,59.15307999,54.82247925,69.75126648
1616, Riley began to hurt after her medical operation. What will Riley want to do next? , Riley started feeling pain after her surgery.  What will Riley want to do next? , Riley experienced discomfort after her medical procedure.  What will Riley want to do next? , Riley began to feel pain following her surgery.  What will Riley want to do next? ,2,2,2,2,2,0.89719534,0.91337895,0.90680736,117.8248138,198.6985016,76.84637451,95.21859741
1617, Carson kissed Alex gently and asked if she wanted to dance at the club. What will Alex want to do next? , Carson leaned in and gave Alex a soft kiss before asking if she wanted to hit the dance floor at the club.  What will Alex want to do next? , Carson tenderly brushed his lips against Alex's cheek and invited her to join him for a dance at the nightclub.  What will Alex want to do next? , Carson delicately pecked Alex on the cheek and inquired about her interest in dancing at the club.  What will Alex want to do next? ,2,2,2,2,0,0.918955,0.870126,0.87023735,32.99225235,46.92854691,66.26634216,49.16690826
1618, Aubrey kept their friends up at night with their music. What will happen to the friends? ," Aubrey's sick beats had their homies staying up til the dawn, bumpin' to the rhythm! 🎶  What will happen to the friends? "," Aubrey's lively tunes kept their friends awake late into the night, with everyone swaying to the catchy melodies. 💃  What will happen to the friends? "," Aubrey's enchanting music had their pals up past their bedtime, immersed in the soothing sounds and harmonious vibes. 😌  What will happen to the friends? ",1,2,1,2,0,0.68935305,0.84942734,0.7876884,167.0282745,92.48832703,134.5310364,60.01339722
1619, Robin went with Jan's friends to school and was unaware Jan was planning a surprise party for later. What will Jan want to do next? , Robin hung out with Jan's crew at school without realizing they were plotting a secret bash for later.  What will Jan want to do next? ," Robin accompanied Jan's friends to school, oblivious to the fact that they were planning a surprise party for her later.  What will Jan want to do next? "," Robin went along with Jan's pals to school, completely unaware that they had a surprise party in store for her later on.  What will Jan want to do next? ",2,2,2,2,2,0.8814452,0.9382147,0.92010856,263.9785156,48.59456635,70.57639313,78.69672394
1620, Jordan let others into his house. Why did Jordan do this? ," Jordan was like, ""Yo, I'm chillin' at my crib, come on in!"" and let his friends into his house.  Why did Jordan do this? "," Jordan warmly welcomed his guests into his home, inviting them to make themselves comfortable.  Why did Jordan do this? "," Jordan graciously allowed his visitors to enter his domicile, offering them a place to rest and relax.  Why did Jordan do this? ",1,1,1,1,0,0.7684534,0.728029,0.66776913,33.53196335,48.6266861,37.18421173,63.01802063
1621, Jesse just got a haircut and Riley was observing him with her eyes. What will happen to Jesse? , Jesse just got a sick haircut and Riley was totally checking him out with her eyes.  What will happen to Jesse? , Jesse just got a fresh haircut and Riley was admiring him with her gaze.  What will happen to Jesse? , Jesse just got a new hairdo and Riley was giving him the once-over with her eyes.  What will happen to Jesse? ,1,1,1,2,0,0.90604234,0.9569208,0.8776468,122.4934235,83.45084381,63.86132431,74.41744995
1622, Ash accepted Alex's invitation to go to a birthday party. What will Ash want to do next? , Ash was super stoked when Alex invited her to his birthday party!  What will Ash want to do next? , Ash enthusiastically accepted Alex's invitation to his birthday celebration.  What will Ash want to do next? , Ash graciously accepted Alex's kind invitation to attend his birthday gathering.  What will Ash want to do next? ,1,1,1,1,1,0.88427186,0.94076216,0.9241777,82.59085083,159.1367035,108.0762558,46.8340416
1623, Sasha had a long weekend coming up and was celebrating a birthday. What will Sasha want to do next? , Sasha was super stoked about her upcoming long weekend and birthday bash! 🎉🎂  What will Sasha want to do next? , Sasha was looking forward to a relaxing long weekend and some well-deserved celebrations for her birthday. 😌🎁  What will Sasha want to do next? , Sasha was thrilled about the prospect of a lengthy break and had a big birthday party planned with her friends. 😊🎉  What will Sasha want to do next? ,1,1,1,1,0,0.85465217,0.8590367,0.8247833,75.17788696,53.70046234,38.9288559,39.94905853
1624, Riley was running late for her martial arts lessons. Riley had to get to the dojo on the other side of town. What does Riley need to do before this? ," Riley was totally running late for her martial arts classes, and she had to hustle to get to the dojo on the other side of town before it closed! 😵  What does Riley need to do before this? ", Riley found herself running behind schedule for her martial arts lessons and needed to make haste to reach the dojo situated in a different part of town. 👍  What does Riley need to do before this? ," Riley was in quite a pickle, as she was running late for her martial arts classes and had to dash over to the dojo on the other side of town before it closed for the day. 😓  What does Riley need to do before this? ",0,0,0,1,0,0.9148719,0.89191514,0.892168,36.20130157,72.85632324,30.97062492,27.97571373
1625, Casey saved some money by working overtime to go on a vacation. How would Casey feel afterwards? , Casey scored some sweet savings by puttin' in extra hours at work to fund a sick vacay.  How would Casey feel afterwards? ," Casey managed to save some money by working overtime, which allowed her to take a well-deserved vacation.  How would Casey feel afterwards? "," Casey diligently saved some funds by working extra shifts, enabling her to embark on a relaxing getaway.  How would Casey feel afterwards? ",0,0,0,0,0,0.81935656,0.93653506,0.8686417,217.4113312,22.86369896,159.7422638,64.64427948
1626, kendall went along with jan's friends but didn't invite jan along because they didn't like jan. How would Jan feel as a result? , Young (<20), Young (<20), Young (<20),1,1,1,0,0,0.052340493,0.052340288,0.052340493,151.6075287,151.6075287,151.6075287,68.85134888
1627, Jesse went apple picking on a raining day. What does Jesse need to do before this? , Jesse braved the pouring rain to go on an epic apple-picking adventure!  What does Jesse need to do before this? ," Despite the rainy day, Jesse decided to go ahead with his plans for apple picking and made the most of it.  What does Jesse need to do before this? "," On a soggy day like today, Jesse still wanted to enjoy the great outdoors by going on an apple-picking excursion.  What does Jesse need to do before this? ",2,2,2,2,2,0.8430191,0.7731512,0.7277036,74.83407593,43.57041931,40.12256622,106.8363342
1628, Quinn afforded every car after winning a lot of money on the Power ball ticket. What does Quinn need to do before this? , Quinn hit the jackpot and scored an epic ride after cashing in on that Powerball ticket!  What does Quinn need to do before this? ," Quinn's big win on the Powerball allowed them to purchase several high-end vehicles, a dream come true!  What does Quinn need to do before this? ", Quinn was fortunate enough to afford multiple luxury cars after their windfall from the Powerball lottery.  What does Quinn need to do before this? ,1,0,0,0,1,0.675743,0.74234647,0.79530036,75.77799225,77.93547058,88.94049072,174.5589294
1629, Austin moved his body to the music when the band began playing again. How would Austin feel afterwards? , Austin got his groove on as soon as the band started playing again!  How would Austin feel afterwards? , Austin swayed to the beat as the band revved up their performance once more.  How would Austin feel afterwards? , Austin tapped his foot and bobbed his head in time with the music as the band resumed playing.  How would Austin feel afterwards? ,2,2,2,2,2,0.81810486,0.8113064,0.8178688,64.64473724,94.8104248,57.39163971,104.518837
1630," Carson was trying to study for a big test, so Carson turned Sydney's music down. Why did Carson do this? "," Carson was getting ready to crush that test, so they asked Sydney to turn it down a notch with their sick beats.  Why did Carson do this? "," Carson was preparing for an important exam, so they politely requested that Sydney lower the volume of their music to help them focus.  Why did Carson do this? "," Carson was trying to concentrate on their studying, so they gently asked Sydney to adjust the volume of their music to a more reasonable level.  Why did Carson do this? ",2,2,2,2,2,0.7435656,0.7424485,0.7663436,129.8401794,91.2011261,82.7247467,70.65330505
1631," Skylar loved riding dirt bikes, even though their family thought it was dangerous. When they crashed and broke their arm, they knew they'd have to fight to be allowed to ride again. How would you describe Skylar? "," Skylar was totally stoked about riding dirt bikes, even though their fam was super worried it was too risky. But when they crashed and broke their arm, they knew they had to convince their parents to let them get back on the bike.  How would you describe Skylar? "," Skylar enjoyed riding dirt bikes, despite their family's concerns about safety. After a crash left them with a broken arm, they realized they would have to make a strong case to their parents for why they should be allowed to continue riding.  How would you describe Skylar? "," Skylar was quite fond of dirt biking, despite the fact that their family thought it was a hazardous activity. When they suffered a fall and broke their arm, they knew they would have to put forth a compelling argument to their parents in order to be permitted to ride again.  How would you describe Skylar? ",1,1,1,1,1,0.85372835,0.8796307,0.88173985,36.97565842,28.05127144,27.29331589,26.54361153
1632, Jesse drove Ash to the airport and dropped them off at the airport with ease. How would Jesse feel afterwards? , Jesse smoothly whisked Ash away to the airport and effortlessly dropped them off without any hassle.  How would Jesse feel afterwards? ," Jesse capably drove Ash to the airport and efficiently dropped them off, making the process incredibly easy.  How would Jesse feel afterwards? ", Jesse carefully transported Ash to the airport and gently deposited them at the departure gate with minimal fuss.  How would Jesse feel afterwards? ,0,0,0,0,0,0.89795697,0.9083693,0.87538725,147.812561,175.7865601,113.628952,60.02238083
1633," Jesse had made plans with Cameron to go to the dance, but instead stood Cameron up. What will Cameron want to do next? "," Jesse had plans with Cameron to hit up the dance party, but totally ghosted him at the last minute.  What will Cameron want to do next? "," Jesse had made arrangements with Cameron to attend the dance together, but ultimately failed to show up without any explanation.  What will Cameron want to do next? "," Jesse had planned to accompany Cameron to the dance, but did not follow through on his commitment and left Cameron hanging.  What will Cameron want to do next? ",2,2,2,2,2,0.86652493,0.8716386,0.9167272,73.30323792,63.08699036,39.51786423,69.10899353
1634," Bailey has wanted a child for a long time, and finally got pregnant. What will happen to Bailey? "," Bailey has been dreaming of having a baby for ages, and guess what? She's finally expecting! 😍  What will happen to Bailey? "," Bailey has longed for motherhood for quite some time, and her wish has finally come true - she's pregnant! 🎉  What will happen to Bailey? "," Bailey has been hoping to start a family for many years now, and after much anticipation, she's finally expecting a baby! Congratulations! 👵👴  What will happen to Bailey? ",1,1,1,1,1,0.8365857,0.8352668,0.8178459,38.90155792,34.68860626,32.95340347,23.97976494
1635, Skylar reluctantly agreed to go to the play this coming Friday. What will Skylar want to do next? ," Skylar was like, ""Ugh, fine... I guess I'll go to the play this Friday if I have to.  What will Skylar want to do next? ", Skylar hesitantly consented to attend the play this coming Friday after some convincing.  What will Skylar want to do next? ," Skylar begrudgingly agreed to go to the play this Friday, but only because she didn't want to disappoint anyone.  What will Skylar want to do next? ",0,0,0,0,0,0.83748883,0.8653092,0.89969665,40.92085648,160.9888458,30.6844101,60.47393417
1636, Jan gave birth to a daughter yesterday. Why did Jan do this? , Jan just had a baby girl yesterday! 👶🎉  Why did Jan do this? , Jan welcomed a new daughter into the world yesterday. 🎀👨‍👩‍👧‍👦  Why did Jan do this? ," Jan gave birth to a precious little girl yesterday, bless her heart! 👵🏼👶🐰  Why did Jan do this? ",0,2,1,1,0,0.86288273,0.71555424,0.87600744,116.2575989,37.42644119,58.01285553,49.04441071
1637, Carson attended school at 5," Carson was totally committed to his education and showed up at school every day before the sun rose, like, at 5 am!  What does Carson need to do before this? ", 00 am sharp.  What does Carson need to do before this? ," In his youth, Carson was a diligent student who made sure to get to school bright and early, before the sun rose, at 5 o'clock in the morning.  What does Carson need to do before this? ",2,2,2,2,2,0.54231155,0.2838347,0.49236864,59.45962906,2177.29541,20.6910305,97.1965332
1638, Sasha got revenge on her friends because of the earlier prank. Why did Sasha do this? , Sasha totally took revenge on her friends after they pulled off that crazy prank on her earlier!  Why did Sasha do this? , Sasha sought retribution against her friends for their mischievous prank from before.  Why did Sasha do this? ," Sasha got even with her friends for the prank they played on her earlier, oh my!  Why did Sasha do this? ",2,2,2,2,2,0.9104461,0.9041091,0.8431836,94.31191254,107.8077774,91.78831482,54.16830444
1639, Taylor gave their partner a kiss on the lips and wished each other a goodnight. What will happen to Others? , Taylor shared a smooch with their partner and bid each other a groovy goodnight.  What will happen to Others? , Taylor gave their significant other a tender peck on the lips and wished them a restful night's sleep.  What will happen to Others? , Taylor bestowed a loving kiss upon their dear partner and bid them a hearty goodnight.  What will happen to Others? ,0,0,0,0,1,0.8485469,0.8305028,0.9106637,115.3394012,47.9703331,166.6135864,68.38529205
1640," Taylor had a huge test to take, but Kai kept Taylor calm while they were studying. How would Taylor feel as a result? "," Taylor was totally freaked out about their huge test, but Kai was a total chill study buddy and kept Taylor's anxiety at bay.  How would Taylor feel as a result? "," Taylor had an important exam to take, and Kai offered a comforting presence while they studied, helping Taylor feel more confident and focused.  How would Taylor feel as a result? "," Taylor was getting ready to tackle a challenging test, and Kai provided a calming influence as they reviewed the material together, allowing Taylor to remain centered and prepared.  How would Taylor feel as a result? ",1,1,1,1,1,0.87056416,0.8533379,0.8248528,96.14609528,99.00765991,94.11061096,88.85248566
1641, Bailey is taking a class with Aubrey and the two are taking a test. What does Bailey need to do before this? , Bailey is hanging out with Aubrey and they're slaying a test together! 😎  What does Bailey need to do before this? ," Bailey is collaborating with Aubrey on a test, and they're both doing great! 👍  What does Bailey need to do before this? "," Bailey and Aubrey are taking a test together, and they're both performing admirably! 😊  What does Bailey need to do before this? ",1,2,2,2,2,0.79813033,0.80680317,0.8378984,171.6871185,67.92828369,52.79555893,34.23495483
1642, Taylor gave a raise and a promotion to Kendall. How would you describe Taylor? , Taylor totally showed up Kendall by giving them a raise and a promotion!  How would you describe Taylor? ," Taylor recently awarded Kendall with both a salary increase and a job title upgrade, demonstrating their confidence in Kendall's abilities.  How would you describe Taylor? ", It's wonderful to hear that Taylor has bestowed upon Kendall both a raise and a promotion! This demonstrates their dedication to Kendall's growth and success within the company.  How would you describe Taylor? ,1,1,1,1,2,0.8947841,0.81419593,0.8331985,481.5015564,137.6573944,64.26667023,100.5764389
1643, Kendall witnessed a bully stuffing kids' heads in lockers so she went up to the bully to put an end to the bullying. How would you describe Kendall? ," Kendall saw this dude stuffing kids' heads in lockers, so she went up to him and was like, ""Hey, that's not cool, man. You gotta stop!  How would you describe Kendall? "," Kendall observed the bully pushing kids' heads into lockers, and she decided to intervene by approaching the perpetrator and firmly stating, ""I don't think that's appropriate behavior. Please refrain from doing that.  How would you describe Kendall? "," Kendall witnessed a young man engaging in unacceptable behavior by forcing his peers' heads into lockers, so she took it upon herself to address the situation by speaking with the individual and expressing her disapproval in a firm yet respectful manner.  How would you describe Kendall? ",2,2,2,2,2,0.6774497,0.74772435,0.69981474,25.65521049,43.81798172,35.06531143,56.57033539
1644, Robin let Carson explain themself to the authorities so that they could best understand the situation. What does Robin need to do before this? , Robin allowed Carson to give their own explanation to the authorities so that they could comprehend the situation better.  What does Robin need to do before this? , Robin gave Carson the opportunity to explain themselves to the authorities in order to ensure a clear understanding of the situation.  What does Robin need to do before this? ," Robin permitted Carson to elaborate on their side of the story to the authorities, enabling them to grasp the situation more fully.  What does Robin need to do before this? ",1,1,1,1,2,0.9338058,0.95275474,0.8833035,102.2434235,52.11286545,82.11503601,98.16085052
1645," Taylor was trying to speak but was being talked over, so Taylor got louder as they raised their voice. What will Taylor want to do next? "," Taylor was trying to get a word in edgewise, but their voice kept getting drowned out by all the chatter, so they cranked up the volume and let it rip!  What will Taylor want to do next? "," Taylor was struggling to make themselves heard amidst all the background noise, so they raised their voice to be heard and eventually managed to get their point across.  What will Taylor want to do next? "," Taylor was having a hard time being understood due to all the commotion in the room, so they asserted their voice and spoke up louder to make sure their message was received clearly.  What will Taylor want to do next? ",0,2,2,0,1,0.822232,0.87499386,0.8117653,24.83420944,37.55763626,46.22707748,52.56283188
1646, Tracy knew that men erased women from history so Tracy threw doubts on the history. How would Tracy feel afterwards? ," Tracy was aware that dudes often dissed women in history, so she questioned the legitimacy of historical accounts.  How would Tracy feel afterwards? "," Tracy recognized that men had a tendency to marginalize women in the past, which is why she raised some red flags about the accuracy of historical records.  How would Tracy feel afterwards? "," Tracy was familiar with the fact that men often left women out of historical accounts, so she expressed skepticism about the reliability of traditional history.  How would Tracy feel afterwards? ",2,2,2,2,2,0.8671657,0.7796913,0.85977614,114.8952026,34.54738617,51.38062668,179.1206818
1647, Aubrey was practicing her violin all night. How would others feel as a result? , Aubrey was totally killing it with her violin practice last night – she was totally in the zone and her notes were so sick!  How would others feel as a result? ," Aubrey was diligently practicing her violin late into the night, perfecting her technique and dedicating herself to her craft.  How would others feel as a result? "," Aubrey was up past her bedtime, carefully rehearsing her violin skills with great attention to detail and a strong work ethic.  How would others feel as a result? ",1,1,1,0,0,0.75215113,0.8969414,0.80550164,89.36751556,29.62587357,50.41609955,95.06343842
1648, Remy gave Me Skylar's Netflix account information to pay the subscription fee. What will Skylar want to do next? , Remy totally hooked me up with Skylar's Netflix login info so I could pay the subscription fee! 😃  What will Skylar want to do next? ," Remy generously provided Skylar's Netflix account information to me, allowing me to pay the subscription fee. 👍  What will Skylar want to do next? "," Remy kindly offered to share Skylar's Netflix login details with me, enabling me to settle the subscription fee. 😊  What will Skylar want to do next? ",2,2,2,2,2,0.85961175,0.9361337,0.88292694,134.6359711,88.21473694,128.8798523,94.58563995
1649, Skylar put her daughters mind at ease after she claimed to see a creature in her room. How would the daughter feel as a result? ," Skylar totally freaked out her daughter after she swore she saw a ghost in her room, but then she calmed her down and told her it was just her imagination playing tricks on her.  How would the daughter feel as a result? "," Skylar reassured her daughter that there was nothing to worry about after the girl claimed to have seen a mysterious creature in her bedroom, using a soothing tone and logical reasoning to ease her fears.  How would the daughter feel as a result? "," Skylar tried to quell her daughter's anxiety by explaining that what she saw in her room was probably just a shadow or a misunderstood figure, drawing on her own life experience to offer a more rational perspective.  How would the daughter feel as a result? ",0,0,1,1,1,0.7402319,0.79777753,0.68677765,21.18036652,34.41731262,36.66271973,64.07423401
1650, Addison ate all the cereal before her brother woke up and could have any. Why did Addison do this? ," Addy snatched all the breakfast cereal before her bro even woke up, so she could have it all to herself! 😜  Why did Addison do this? "," Addison devoured all the cereal before her brother woke up, ensuring she had a full bowl for herself. 🥐  Why did Addison do this? "," Addie consumed all the breakfast cereal before her sibling arose, leaving none for him to enjoy. 🍞  Why did Addison do this? ",1,1,1,1,1,0.80379504,0.89618695,0.835008,122.8575592,107.8297424,235.0815125,93.48435974
1651, Robin lost their wallet. What will happen to Others? ," OMG, Robin totally lost their wallet! Like, they must have left it somewhere? 😱  What will happen to Others? ", Robin reportedly misplaced their wallet. It's possible they may have left it in an unexpected location? 🤔  What will happen to Others? ," Oh my goodness, did Robin lose their wallet? They might have set it down somewhere and forgotten about it? 😕  What will happen to Others? ",0,0,0,0,1,0.85601795,0.76022935,0.8296035,126.6606293,95.81702423,68.89125061,349.3803406
1652, Alex gave birth to Sasha that summer in the early morning. What will Sasha want to do next? , Alex welcomed her new baby Sasha into the world during that summer's early morning hours.  What will Sasha want to do next? ," Alex gave birth to her first child, Sasha, one summer morning in the early hours.  What will Sasha want to do next? "," Alex delivered her precious baby boy Sasha into the world on a sweltering summer morning, just after dawn broke.  What will Sasha want to do next? ",2,2,2,2,2,0.8243507,0.9412339,0.81997514,130.487793,36.26519394,64.71798706,50.4641037
1653," Jesse was tasked by Addison to babysit, walk, and care for her dog. What will happen to Jesse? "," Jesse was assigned by Addison to watch, stroll, and take care of her furry friend.  What will happen to Jesse? "," Jesse was asked by Addison to babysit, go for a walk, and tend to her dog's needs.  What will happen to Jesse? "," Jesse was entrusted with the responsibility of caring for Addison's canine companion, which included taking it for a stroll and keeping an eye on it.  What will happen to Jesse? ",1,1,1,1,1,0.89240295,0.92508817,0.872068,76.37905884,45.23537064,28.06944275,44.26224518
1654, Kendall set a fire in the school and everyone got out of there quick. What will Sydney want to do next? ," Kendall was a total badass and lit up the school like it was a bonfire party, and everyone else was like ""YOLO, let's get outta here!  What will Sydney want to do next? "," Kendall caused quite a commotion when he set a fire in the school, prompting everyone to evacuate the premises rapidly.  What will Sydney want to do next? "," My goodness me, can you believe that Kendall went and started a fire in the school? Everyone scurried out of there as fast as their little feet could carry them!  What will Sydney want to do next? ",2,2,2,2,0,0.79914695,0.87300146,0.77431697,27.30392456,38.82648849,44.86964417,59.18651199
1655," Cameron's best friend Robin was flying to visit Cameron, so Cameron had to go pick them up from the airport. What will happen to Cameron? "," Cameron's homie Robin was incoming with a flight to see Cameron, so Cam had to hit up the airport to grab them.  What will happen to Cameron? "," Cameron's close friend Robin was arriving by air to visit Cameron, so Cameron had to drive to the airport to pick them up.  What will happen to Cameron? "," Cameron's dear friend Robin was coming by air to spend time with Cameron, so Cameron had to go to the airport to greet them.  What will happen to Cameron? ",2,0,0,0,0,0.83971083,0.9380071,0.91554546,98.31140137,31.41053963,42.30522919,30.1571331
1656, Kai looked at Jan's picture and made it perfect. How would Jan feel as a result? , Kai totally gazed at Jan's pic and made it flawless! 😍  How would Jan feel as a result? , Kai carefully scrutinized Jan's photo and made it ideal. 👀  How would Jan feel as a result? , Kai meticulously examined Jan's picture and improved it to perfection. 👓  How would Jan feel as a result? ,0,2,0,0,0,0.91111684,0.9086214,0.88521844,539.262085,443.5047607,416.1748657,89.83853912
1657," Remy had a big presentation he had to get done, so Remy was working late tonight. What will Remy want to do next? "," Remy was totally slaying that presentation and needed to put in some extra hours, so he was working late tonight! 🔥💪  What will Remy want to do next? "," Remy had a major deadline for his big presentation and wanted to make sure it was perfect, so he was putting in some overtime tonight. 📝🕰️  What will Remy want to do next? "," Remy had an important presentation to finish and didn't want to leave any stones unturned, so he was working late into the night. 📚👨‍✈️  What will Remy want to do next? ",2,2,2,2,2,0.83588296,0.8516305,0.8646521,94.31694794,62.22912216,35.73062134,62.02119446
