idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,A==T
1477, Quinn was unhappy in the marriage and promptly filled for a divorce. What will Quinn want to do next? ,"['Separate from his wife', 'Throw a party', 'Get himself a lawyer']",2," Quinn's marriage had become unsatisfying, so they sought legal separation.  What will Quinn want to do next? ","['Separate from his wife', 'Throw a party', 'Get himself a lawyer']",0,0,FALSE,TRUE
1479," At home on his 10th birthday, Quinn, eager to enjoy the warm, Spring afternoon, threw a frisbee to his new companion, a large Golden Retriever. How would you describe Quinn? ","['An eager man and his dog', 'A boy celebrating his birthday outdoors', 'A boy who threw a frisbee to his new neighbor']",1," Quinn, thrilled to celebrate their special day, enthusiastically launched a frisbee towards their loyal companion, a majestic Golden Retriever.  How would you describe Quinn? ","['An eager man and his dog', 'A boy celebrating his birthday outdoors', 'A boy who threw a frisbee to his new neighbor']",0,1,TRUE,FALSE
1481, Kai handed back the computer. They didn't like using a Mac. How would others feel as a result? ,"['They were polite', 'They were rude', 'Annoyed with the mac']",1, Kai handed over the computer. The recipient didn't seem too thrilled about using a Mac.  How would others feel as a result? ,"['They were polite', 'They were rude', 'Annoyed with the mac']",2,1,TRUE,FALSE
1486, Taylor caught a frog in Jan's throat because the frog was too tiny to fit. How would Taylor feel afterwards? ,"['Terrible', 'Sad', 'Proud']",1, Taylor swiftly retrieved the minuscule frog that had become lodged in Jan's airway.  How would Taylor feel afterwards? ,"['Terrible', 'Sad', 'Proud']",2,2,FALSE,TRUE
1488, Remy started listening to gothic music and became very dark. What will Others want to do next? ,"['Ignore Remy', 'Become friends with Remy', 'Follow Remy']",2," Remy found solace in the somber sounds of gothic music, shaping his inner world.  What will Others want to do next? ","['Ignore Remy', 'Become friends with Remy', 'Follow Remy']",1,0,FALSE,FALSE
1492," Jan had been on vacation in Hawaii for a week. Last night, she finally returned home. What will Jan want to do next? ","['Return to her family', 'Return to work', 'Leave for another vacation']",0, Jan recently concluded a week-long getaway in Hawaii and arrived back last night.  What will Jan want to do next? ,"['Return to her family', 'Return to work', 'Leave for another vacation']",1,1,FALSE,TRUE
1494, Kai was injured in an automobile accident and had to spend several hours a day in bed at home as a result. How would Kai feel afterwards? ,"['Like laying down when visiting friends', 'Like they have lots to do at home', 'Unmotivated to do anything']",2," Kai became injured in a vehicle collision and had to devote extended periods of time to convalescence at home, hindering their freedom and activities.  How would Kai feel afterwards? ","['Like laying down when visiting friends', 'Like they have lots to do at home', 'Unmotivated to do anything']",1,2,TRUE,FALSE
1500, Tracy's hobby is woodworking. Tracy built things like baby cribs for the poor in their community. How would you describe Tracy? ,"['Blessed', 'Very grateful', 'Generous']",2, Tracy enjoys working with wood and has crafted useful pieces like baby cribs for those who are less fortunate.  How would you describe Tracy? ,"['Blessed', 'Very grateful', 'Generous']",0,2,TRUE,FALSE
1504, Bailey had left all their toys out and their room was a mess. What will Others want to do next? ,"['For them to clean their room', 'For them to clean the garage', 'For them to get the garage clean']",0," Bailey had left various playthings strewn about the space, resulting in an unorganized appearance.  What will Others want to do next? ","['For them to clean their room', 'For them to clean the garage', 'For them to get the garage clean']",2,0,TRUE,FALSE
1508, Skylar stubbed his toe and cursed right afterwards. Cameron turned to look at him and make sure he was okay. Why did Cameron turn to look at Skylar? ,"['Was yelling at the TV', 'Stubbed his toe', 'Watch skylar']",0, Skylar's toe collision resulted in an involuntary grunt and some colorful language. Cameron glanced over to ensure Skylar's injury hadn't left him in a state of distress.  Why did Cameron turn to look at Skylar? ,"['Was yelling at the TV', 'Stubbed his toe', 'Watch skylar']",2,1,FALSE,FALSE
1511, Alex left Robin's side so she could go make a phone call. What will Alex want to do next? ,"['Be alone', 'Run away from Robin', 'Give people an update']",2, Alex momentarily parted ways with Robin to attend to an urgent matter on the phone.  What will Alex want to do next? ,"['Be alone', 'Run away from Robin', 'Give people an update']",0,0,FALSE,TRUE
1512, Austin batted his eyelashes when he met his blind date at the restaurant. How would you describe Austin? ,"['Flirty', 'Unfriendly', 'Flattered']",0, Austin's eyes gleamed with interest as he approached his blind date at the restaurant.  How would you describe Austin? ,"['Flirty', 'Unfriendly', 'Flattered']",2,0,TRUE,FALSE
1514, Robin went with Jan's friends to school so Jan could rest at home from being ill. What will happen to Jan? ,"['Relax at home', 'Make friends', 'Get upset']",0," Robin joined Jan's social group at school, allowing Jan to recover from illness in the comfort of their own home.  What will happen to Jan? ","['Relax at home', 'Make friends', 'Get upset']",1,0,TRUE,FALSE
1526, Robin took Kai's advice on getting books at the library instead of buying them at the bookstore. How would Kai feel as a result? ,"['Like they helped Robin save money', 'Like they helped Robin to make a whole lot of money', 'Like they helped Robin save the planet']",0, Robin heeded Kai's recommendation and obtained books from the library rather than acquiring them from the bookstore.  How would Kai feel as a result? ,"['Like they helped Robin save money', 'Like they helped Robin to make a whole lot of money', 'Like they helped Robin save the planet']",2,0,TRUE,FALSE
1527, Bob went to Sasha's hair salon and got their hair cut. How would Sasha feel afterwards? ,"['Others liked the look', 'They did their job', 'They gave a good haircut']",0, Bob went to the salon and had their hair styled by Sasha.  How would Sasha feel afterwards? ,"['Others liked the look', 'They did their job', 'They gave a good haircut']",2,1,FALSE,FALSE
1536, Cameron shook Carson's head while Cameron was tidying up Carson's long beard. What will Carson want to do next? ,"['Trim around the beard', 'Spray on some perfume', 'Use lots of soapy water']",0," Cameron combed through Carson's hair and beard, tossing their head in a playful gesture.  What will Carson want to do next? ","['Trim around the beard', 'Spray on some perfume', 'Use lots of soapy water']",1,0,TRUE,FALSE
1541, Quinn turned the scale so the others could see it. What will Quinn want to do next? ,"['Hide it from others next', 'Show them next', 'Read what the scale says']",2," Quinn creatively displayed the scale, allowing their peers to observe it easily.  What will Quinn want to do next? ","['Hide it from others next', 'Show them next', 'Read what the scale says']",1,2,TRUE,FALSE
1544, jesse set robin's sock on fire while they were sleeping because they were a pyromaniac. What will happen to Robin? ,"['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",2," Jesse impulsively set Robin's sock aflame while they were dreaming, driven by an irrational fascination with blazes.  What will happen to Robin? ","['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",1,0,FALSE,FALSE
1552, Tracy understood Casey's stance better after they had a long conversation together. What does Tracy need to do before this? ,"['Listen to Tom', 'Ask Casey to talk', 'Understand']",0," Tracy found common ground with Casey through their meaningful dialogue, enabling them to see things from each other's point of view.  What does Tracy need to do before this? ","['Listen to Tom', 'Ask Casey to talk', 'Understand']",2,1,FALSE,FALSE
1554, Kendall opened their microphone to speak but the microphone refused to work and Kendall just stood on stage. What will happen to Kendall? ,"['Get the microphone to work', 'Awkward on stage', 'Others will laugh']",0," Kendall approached the mic to deliver their message, but it didn't cooperate, so they stood still and waited for assistance.  What will happen to Kendall? ","['Get the microphone to work', 'Awkward on stage', 'Others will laugh']",1,0,TRUE,FALSE
1557, Alex paid to get more information. How would Alex feel afterwards? ,"['Happy to have information', 'Very nosy', 'Very rude']",1, Alex purchased additional information.  How would Alex feel afterwards? ,"['Happy to have information', 'Very nosy', 'Very rude']",0,0,FALSE,TRUE
1558, Quinn rode a motorcycle too fast on the highway and ended up with a ticket. What will Quinn want to do next? ,"['Go pay the employees', 'Start driving their truck slower', 'Start driving their motorcycle slower']",2, Quinn's risky decision to ride their motorcycle at high speeds on the highway resulted in a costly citation.  What will Quinn want to do next? ,"['Go pay the employees', 'Start driving their truck slower', 'Start driving their motorcycle slower']",1,2,TRUE,FALSE
1561, Skylar starting crying while her and her dog played together for the last time. Why did Skylar do this? ,"['Be sad about her failed test grade', 'Be sad about moving far away', 'Hug the dog']",2, Skylar experienced a range of emotions during her farewell playtime with her loyal companion.  Why did Skylar do this? ,"['Be sad about her failed test grade', 'Be sad about moving far away', 'Hug the dog']",1,1,FALSE,TRUE
1566," Alex and Dawn's children were running wild, so Alex stepped in took control of them. What will happen to the children? ","['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",2, Alex intervened to restore discipline among their energetic offspring.  What will happen to the children? ,"['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",0,0,FALSE,TRUE
1569, Remy gave the board Casey's interpretation of the facts about the case they had accepted. How would Casey feel as a result? ,"['Like running away', 'Relieved to have help', 'Pleased of the presentation']",2, Remy provided the board with Casey's analysis of the case information that had been previously agreed upon.  How would Casey feel as a result? ,"['Like running away', 'Relieved to have help', 'Pleased of the presentation']",1,2,TRUE,FALSE
1571, Jordan wanted to be the best student so she told her classmates the incorrect answers for the test and Jordan affected the children's grades. Why did Jordan do this? ,"['Laugh at their misfortune', 'Earn the highest grade', 'Pat herself on the back for being so clever']",1," Jordan, driven to excel academically, accidentally or intentionally provided inaccurate information to their classmates, impacting everyone's grades.  Why did Jordan do this? ","['Laugh at their misfortune', 'Earn the highest grade', 'Pat herself on the back for being so clever']",2,1,TRUE,FALSE
1580, Alex rendered Sasha service and got the job done in a few hours. What will happen to Sasha? ,"['Pay Sasha for the help', 'Bored', 'Proud']",0," Alex delivered a high level of service to Sasha, resulting in a swift resolution of the project.  What will happen to Sasha? ","['Pay Sasha for the help', 'Bored', 'Proud']",2,1,FALSE,FALSE
1583, Jan decided to go out so she called up Quinn's friends to hang out together. How would Quinn feel as a result? ,"['As normal', 'Happy', 'Betrayed']",0," Jan was looking for something exciting to do, so they called up Quinn's group of friends to see if anyone was free to hang out together.  How would Quinn feel as a result? ","['As normal', 'Happy', 'Betrayed']",1,2,FALSE,FALSE
1589, Casey stated Addison's case when she talked to the judge in his chambers. What will happen to Casey? ,"['Be thrown out of court', 'Get Addison freed', ""She'll be acquitted""]",2, Casey brought attention to the details of Addison's situation during their conversation in the judge's private space.  What will happen to Casey? ,"['Be thrown out of court', 'Get Addison freed', ""She'll be acquitted""]",1,1,FALSE,TRUE
1598, Carson dug around in the bag and ate Bailey's candy once he had found the stash of it. How would you describe Carson? ,"['Someone who hates candy and sweets', 'Someone who steals from people', 'Angry']",1, The individual (Carson) explored the container (bag) and consumed the sugary treat (Bailey's candy) after locating it.  How would you describe Carson? ,"['Someone who hates candy and sweets', 'Someone who steals from people', 'Angry']",2,1,TRUE,FALSE
1601, Carson took lives of chickens for a living on the farm. How would Others feel as a result? ,"['Bad for the chickens', 'Excited for them', 'Was a hard worker']",0," Carson's occupation involved the daily care and maintenance of chickens, resulting in a steady supply of fresh produce and eggs for the farm.  How would Others feel as a result? ","['Bad for the chickens', 'Excited for them', 'Was a hard worker']",1,0,TRUE,FALSE
1603, Taylor attended their father's funeral after he passed away from cancer. What does Taylor need to do before this? ,"['Honor their father', 'Mourn their father', 'Travel to the funeral']",2, Taylor participated in the farewell ceremony for their parent who had fought a courageous fight against cancer.  What does Taylor need to do before this? ,"['Honor their father', 'Mourn their father', 'Travel to the funeral']",0,2,TRUE,FALSE
1604, Sasha protected the patient's information even though the parents yelled at her. What will happen to Sasha? ,"['Be praised for her work', 'Be sued by the hospital', 'Be admitted to hospital']",0," As the situation escalated with the parents becoming increasingly hostile, Sasha remained steadfast in her commitment to safeguarding the patient's sensitive information.  What will happen to Sasha? ","['Be praised for her work', 'Be sued by the hospital', 'Be admitted to hospital']",1,0,TRUE,FALSE
1606," Taylor made the assumption based on his experience. however, this time it wasn't the right assumption. How would Taylor feel afterwards? ","['Surprised', 'Happy', 'Wrong']",2," Taylor formulated a hypothesis grounded in previous experiences, but the current scenario defied his assumptions.  How would Taylor feel afterwards? ","['Surprised', 'Happy', 'Wrong']",0,0,FALSE,TRUE
1609, Addison wanted breakfast in the morning so they ate cereal. What does Addison need to do before this? ,"['Wanted something quick', 'Pour the cereal in the bowl', 'Think about pouring cereal in the bowl']",2," Addison had a hankering for something satisfying in the morning, so they opted for a hearty bowl of cereal to kick off their day.  What does Addison need to do before this? ","['Wanted something quick', 'Pour the cereal in the bowl', 'Think about pouring cereal in the bowl']",1,1,FALSE,TRUE
1610, Alex spent a lot of time thinking about the things he did wrong. What does Alex need to do before this? ,"['Ignore his problems', 'Find a quiet place', 'Make reparations']",2, Alex pondered their actions and thought about what could have been done better.  What does Alex need to do before this? ,"['Ignore his problems', 'Find a quiet place', 'Make reparations']",1,1,FALSE,TRUE
1613, Skylar was upset with Taylor so they asked Taylor to go. What will Taylor want to do next? ,"['Be present before this', ""Leave Skylar's place"", 'Get upset before this']",0," Skylar was upset with Taylor, so they requested that Taylor leave the premises.  What will Taylor want to do next? ","['Be present before this', ""Leave Skylar's place"", 'Get upset before this']",1,1,FALSE,TRUE
1619, Robin went with Jan's friends to school and was unaware Jan was planning a surprise party for later. What will Jan want to do next? ,"['Throw a party next', 'Go to sleep next', 'Go to class']",2," Robin went with Jan's social circle to school, oblivious to Jan's surprise party preparations.  What will Jan want to do next? ","['Throw a party next', 'Go to sleep next', 'Go to class']",0,2,TRUE,FALSE
1621, Jesse just got a haircut and Riley was observing him with her eyes. What will happen to Jesse? ,"['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",2," Jesse recently updated his look, and Riley's gaze lingered on him for a moment.  What will happen to Jesse? ","['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",1,0,FALSE,FALSE
1624, Riley was running late for her martial arts lessons. Riley had to get to the dojo on the other side of town. What does Riley need to do before this? ,"['Needed to collect their uniform', 'Needed to get groceries', 'Needed to go to school']",1, Riley was running behind schedule for their martial arts training and needed to dash across the city to reach the dojo.  What does Riley need to do before this? ,"['Needed to collect their uniform', 'Needed to get groceries', 'Needed to go to school']",2,0,FALSE,FALSE
1626, kendall went along with jan's friends but didn't invite jan along because they didn't like jan. How would Jan feel as a result? ,"['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",0," Kendall joined Jan's friends on their outing, but decided not to invite Jan due to their mutual dislike for her.  How would Jan feel as a result? ","['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",1,0,TRUE,FALSE
1628, Quinn afforded every car after winning a lot of money on the Power ball ticket. What does Quinn need to do before this? ,"['Have lots of cars', 'Get the winnings', 'Avoid paying taxes on the winnings']",0, Quinn invested in several top-notch automobiles following their substantial windfall from the Powerball drawing.  What does Quinn need to do before this? ,"['Have lots of cars', 'Get the winnings', 'Avoid paying taxes on the winnings']",1,1,FALSE,TRUE
1636, Jan gave birth to a daughter yesterday. Why did Jan do this? ,"['Was induced to give birth', ""Didn't mean to"", 'Prepare to deliver a baby']",1," The newest addition to Jan's family arrived yesterday in the form of a sweet little bundle of joy, who is sure to bring endless happiness and pride to her parents.  Why did Jan do this? ","['Was induced to give birth', ""Didn't mean to"", 'Prepare to deliver a baby']",2,0,FALSE,FALSE
1645," Taylor was trying to speak but was being talked over, so Taylor got louder as they raised their voice. What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",0," Taylor attempted to communicate, but their message was being overshadowed, so they forcefully projected their voice to be acknowledged.  What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",2,1,FALSE,FALSE
1647, Aubrey was practicing her violin all night. How would others feel as a result? ,"['Annoyed', 'Masterful', 'Very accomplished']",0," Aubrey devoted an evening to honing their craft, playing the violin with dedication and passion.  How would others feel as a result? ","['Annoyed', 'Masterful', 'Very accomplished']",1,0,TRUE,FALSE
1657," Remy had a big presentation he had to get done, so Remy was working late tonight. What will Remy want to do next? ","['Work on his novel', 'Purchase she red bull', 'Drink coffee']",2," Remy had a significant project due soon, so they were working overtime to ensure its success.  What will Remy want to do next? ","['Work on his novel', 'Purchase she red bull', 'Drink coffee']",0,2,TRUE,FALSE
1660," Taylor´s friend had to get to the airport but had missed the bus, however Lee was going that direction, so Lee gave Taylor's friend a ride. What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",2," Taylor's companion encountered transportation issues en route to the airport, but Lee, who was travelling in the same direction, kindly provided a mode of transportation for Taylor's friend.  What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",0,2,TRUE,FALSE
1662, Jan went off to college and found new friends. What will the friends want to do next? ,"['Did this for a fresh start', ""Hang out at Jan's place"", 'Did this to meet new people']",2, Jan pursued their academic aspirations and found a supportive network of peers.  What will the friends want to do next? ,"['Did this for a fresh start', ""Hang out at Jan's place"", 'Did this to meet new people']",1,1,FALSE,TRUE
1667, Ash was cut short by the speaker at the conference. How would you describe Ash? ,"['Frustrated', 'Inassertive', 'Irritated']",0, The speaker brought Ash's presentation to a premature conclusion at the conference.  How would you describe Ash? ,"['Frustrated', 'Inassertive', 'Irritated']",2,0,TRUE,FALSE
1669, Alex landed on Taylor's back after being thrown from across the room at the bar. How would Taylor feel as a result? ,"['Drunk', 'Confused', 'Like they got beat up']",2," Alex glided onto Taylor's back with the fluidity of a butterfly, their bodies entwined in a dynamic pose that hinted at a night of passion and adventure.  How would Taylor feel as a result? ","['Drunk', 'Confused', 'Like they got beat up']",1,2,TRUE,FALSE
1680, Addison turned their music down because they were making noise. How would you describe Addison? ,"['Bored', 'Annoyed', 'Thoughtful']",0, Addison adjusted the level of their audio to prevent disrupting the surrounding area.  How would you describe Addison? ,"['Bored', 'Annoyed', 'Thoughtful']",2,2,FALSE,TRUE
1685, Austin sat on Bailey's lap and fell asleep after being up all night. How would Bailey feel as a result? ,"['Comforting as a result', 'Depressed as a result', 'As sleepy']",0," The pair nestled into each other on Bailey's lap, their exhaustion from the previous night giving way to slumber.  How would Bailey feel as a result? ","['Comforting as a result', 'Depressed as a result', 'As sleepy']",2,0,TRUE,FALSE
1695, Robin refused to pay for it and was soon arrested for petty theft that night. What will happen to Others? ,"['Be banned', 'Be arrested', 'Sad']",1, Robin hesitated to foot the bill and was detained by law enforcement for suspicion of petty theft later that evening.  What will happen to Others? ,"['Be banned', 'Be arrested', 'Sad']",0,2,FALSE,FALSE
1698, Ash had fallen off his bike and broke his ankle so Alex checked to see if he was okay. What will happen to Ash? ,"['Go to the park', 'Go to the ER', 'He will fix his ankle']",2," Ash experienced a mishap on his bike and sustained an injury to their ankle, so Alex verified their well-being.  What will happen to Ash? ","['Go to the park', 'Go to the ER', 'He will fix his ankle']",1,1,FALSE,TRUE
1699, Jan had a long intensive labor but gave birth to a daughter that day. How would you describe Jan? ,"['Full of energy', 'Disappointed in the result', 'Exhausted from the labor']",2," Jan encountered a demanding labor process, but the outcome was worth the effort - a delightful little girl was born that day.  How would you describe Jan? ","['Full of energy', 'Disappointed in the result', 'Exhausted from the labor']",0,2,TRUE,FALSE
1707, Austin blew a huge cloud of smoke into the air in front of all their friends. Why did Austin do this? ,"['Wanted to quit smoking', 'Put out a cigarette', 'Wanted to show off their new vape']",2," Austin produced an extensive vapor of smoke that wafted skyward, leaving onlookers in awe of their daring feat.  Why did Austin do this? ","['Wanted to quit smoking', 'Put out a cigarette', 'Wanted to show off their new vape']",1,2,TRUE,FALSE
1722, Alex gave up smoking cigarettes because he hated the smell. How would Alex feel afterwards? ,"['Smelly', 'A lot healthier', 'Very dirty']",0, Alex discontinued smoking due to his aversion towards the pungent aroma it produced.  How would Alex feel afterwards? ,"['Smelly', 'A lot healthier', 'Very dirty']",1,1,FALSE,TRUE
1725, Lee sold things to the others and they were happy with their purchases. What will Others want to do next? ,"['The others will complain next', 'Proud', 'Buy more next']",2," Lee facilitated transactions with others, resulting in satisfaction among those involved.  What will Others want to do next? ","['The others will complain next', 'Proud', 'Buy more next']",1,2,TRUE,FALSE
1727," Taylor was best friends with a co-worker, so they got lunch at the yummy pizza place. What will Taylor want to do next? ","['They wanted a break', 'Full', 'Bored']",0, Taylor and their colleague enjoyed a tasty pizza at a popular eatery.  What will Taylor want to do next? ,"['They wanted a break', 'Full', 'Bored']",1,0,TRUE,FALSE
1730," Quinn threw the frisbee very far, so the dog will have a challenge. How would Quinn feel afterwards? ","['Passive', 'Loved', 'Lazy']",0," Quinn propelled the frisbee with remarkable distance, creating an engaging obstacle for the canine.  How would Quinn feel afterwards? ","['Passive', 'Loved', 'Lazy']",1,1,FALSE,TRUE
1738, Alex was annoyed their pants kept falling down so they tightened the belt around their waist. Why did Austin do this? ,"['Not get embarrassed', ""Make sure their pants don't fall down"", 'Loosen their pants']",2," Alex felt exasperated when their pants kept falling down, so they tightened the belt around their waist to prevent any further discomfort.  Why did Austin do this? ","['Not get embarrassed', ""Make sure their pants don't fall down"", 'Loosen their pants']",1,1,FALSE,TRUE
1742, Austin's friend smoked near him.  Austin blew the smoke away. How would Austin feel afterwards? ,"['Shocked', 'Good', 'The need to ask the friend to stop smoking']",0," The smoke from Austin's friend's cigarette drifted towards him, so Austin gently dispelled it with a flick of his hand.  How would Austin feel afterwards? ","['Shocked', 'Good', 'The need to ask the friend to stop smoking']",1,2,FALSE,FALSE
1744, Tracy gave birth to Addison and it was a healthy baby with some hair. What will Addison want to do next? ,"['Lazy', 'Have a child of her own', 'Loved']",1," Tracy gave birth to a gorgeous and robust infant, Addison, who had a lovely thatch of hair.  What will Addison want to do next? ","['Lazy', 'Have a child of her own', 'Loved']",2,2,FALSE,TRUE
1745, Jesse went camping with Addison's friends and told scary stories. Why did Jesse do this? ,"['Scare their friends with more stories', 'Have fun', 'Listen to scary stories be told back to them']",1," Jesse shared eerie yarns with Addison's pals during their outdoor adventure, leaving them all wide-eyed and sleepless.  Why did Jesse do this? ","['Scare their friends with more stories', 'Have fun', 'Listen to scary stories be told back to them']",0,1,TRUE,FALSE
1752," Jesse was in a rut at work, so he started working harder to improve his condition. Why did Jesse do this? ","['Be depressed', 'Get a promotion', 'Work longer hours']",2," Jesse found themselves in a professional rut, so they took the initiative to boost their productivity and enhance their performance.  Why did Jesse do this? ","['Be depressed', 'Get a promotion', 'Work longer hours']",1,1,FALSE,TRUE
1764, Tracy crowded around them because they wanted to intimated them a lot. What will Tracy want to do next? ,"['Wanted to be polite', 'Wanted to be agressive', 'Confident']",0," Tracy formed a tight circle around them, exerting her dominance and making them feel uneasy.  What will Tracy want to do next? ","['Wanted to be polite', 'Wanted to be agressive', 'Confident']",2,1,FALSE,FALSE
1771, Cameron continued playing with the dog to the point he stayed out till it was dark. What does Cameron need to do before this? ,"['Have a cat', 'Have an iguana', 'Be a playful person']",0," Cameron became completely engrossed in his playtime with the canine companion, resulting in an extended outdoor excursion well into the evening hours.  What does Cameron need to do before this? ","['Have a cat', 'Have an iguana', 'Be a playful person']",1,2,FALSE,FALSE
1773, Cameron interpreted science in terms everyone in the class could understand. Why did Cameron do this? ,"['Did this to withhold information', 'Did this to share information', 'Encourage the class']",2," Cameron presented scientific information in a manner that was comprehensible to the diverse group of students in the class, regardless of gender or background.  Why did Cameron do this? ","['Did this to withhold information', 'Did this to share information', 'Encourage the class']",1,1,FALSE,TRUE
1774, Quinn turned on the microwave to heat up left overs for dinner. What will Others want to do next? ,"['Enjoy the party', 'Enjoy the left overs', 'Stir the food to make it heat evenly']",2," The individual, whose name was Quinn, utilized the microwave to reheat previous day's remaining sustenance for a speedy and satisfying dinner.  What will Others want to do next? ","['Enjoy the party', 'Enjoy the left overs', 'Stir the food to make it heat evenly']",1,1,FALSE,TRUE
1775, Jesse showed Sydney's friends how to bake a cake when they were all together. Why did Jesse do this? ,"['Eat the cake', 'Share the cake', 'Eat dessert']",0," Jesse taught the group of friends, including Sydney, how to prepare a mouth-watering cake during their collaborative cooking session.  Why did Jesse do this? ","['Eat the cake', 'Share the cake', 'Eat dessert']",1,1,FALSE,TRUE
1781, Robin thanked Tracy for the contributions she brought to the group all together. What will happen to Robin? ,"['Finish the project', ""Be flattered by Robin's attention"", 'A good person']",1, Robin graciously acknowledged Tracy's significant involvement in the group's success.  What will happen to Robin? ,"['Finish the project', ""Be flattered by Robin's attention"", 'A good person']",2,0,FALSE,FALSE
1784, Robin has the power to fire anybody working on their team. How would Others feel as a result? ,"['In command', 'Powerful', 'Exposed']",1," The team lead, Robin, has the discretion to terminate any employee who falls short of their job requirements.  How would Others feel as a result? ","['In command', 'Powerful', 'Exposed']",0,2,FALSE,FALSE
1786, Sydney knew Addison had a headache so he rubber her head. How would you describe Sydney? ,"['Prone to migraines', 'Has no friends', 'Beloved']",0," Sydney understood that Addison was experiencing discomfort due to a headache, and therefore tenderly stroked their hair to offer comfort.  How would you describe Sydney? ","['Prone to migraines', 'Has no friends', 'Beloved']",2,2,FALSE,TRUE
1795, Aubrey has always been there for Alex. Aubrey fulfilled Alex's needs. What does Aubrey need to do before this? ,"['Loyal', 'Stay with Alex', ""Pay for Alex's bills""]",1," Aubrey has been a reliable source of assistance for Alex, providing whatever he needs.  What does Aubrey need to do before this? ","['Loyal', 'Stay with Alex', ""Pay for Alex's bills""]",0,1,TRUE,FALSE
1796, Remy moved to a new city. They made more friends. Why did Remy do this? ,"['Travel to the new city', 'Pack their things', 'Wanted to influence people']",0, Remy migrated to a new urban center and established a diverse network of acquaintances.  Why did Remy do this? ,"['Travel to the new city', 'Pack their things', 'Wanted to influence people']",2,0,TRUE,FALSE
1803, Sasha got revenge on her friends after they made a joke about her. What will Others want to do next? ,"['Be fair', 'Play with her', 'Hurt her back']",0, Sasha got even with her companions who poked fun at her.  What will Others want to do next? ,"['Be fair', 'Play with her', 'Hurt her back']",1,2,FALSE,FALSE
1808, Tracy crossed the rubicon because they wanted to cross it and be the best. What does Tracy need to do before this? ,"['Need to be the best', 'Keep working even if they fail', 'Need to be the worst']",1," Tracy made the bold decision to cross the rubicon, driven by a desire for supremacy.  What does Tracy need to do before this? ","['Need to be the best', 'Keep working even if they fail', 'Need to be the worst']",0,1,TRUE,FALSE
1809, Alex made Casey escape jail by blowing a hole in the wall so they could go find the buried money. What will happen to Alex? ,"['Become famous', 'Be chased by police', 'Become rich']",1, Alex and Casey embarked on an adventure to locate the buried wealth after Alex liberated them from their confinement with a cleverly executed hole-blaster maneuver.  What will happen to Alex? ,"['Become famous', 'Be chased by police', 'Become rich']",2,1,TRUE,FALSE
1816," After having it spoken discreetly to him, Taylor repeated the lord's request loudly for all to hear. How would you describe Taylor? ","['Considerate of the feelings of others', 'Rude in social situations', 'Evil']",2," Following a brief exchange with Taylor, the lord's wishes were publicly voiced with clarity and emphasis.  How would you describe Taylor? ","['Considerate of the feelings of others', 'Rude in social situations', 'Evil']",0,1,FALSE,FALSE
1817, Carson gave their friend some milk and cookies while they were playing games. What will happen to Others? ,"['Talk about them', 'Have fun', 'Ask about fun']",2," Carson provided their companion with some tasty refreshments, including milk and cookies, during their leisurely gaming activity.  What will happen to Others? ","['Talk about them', 'Have fun', 'Ask about fun']",1,1,FALSE,TRUE
1827, Carson shook Jan's head again to wake her up after the accident. What will Jan want to do next? ,"['Check the girl for a pulse', 'Call an ambulance', 'Continue waking up']",1," Carson gave Jan's head a firm but gentle nudge, hoping to snap her out of her dazed state following the accident.  What will Jan want to do next? ","['Check the girl for a pulse', 'Call an ambulance', 'Continue waking up']",2,2,FALSE,TRUE
1836, Jan went to a party and started talking to one of her friends that she cared about a lot. How would Others feel as a result? ,"['Quite happy', 'Angry and sad', 'Bored and angry']",1, Jan attended a social gathering and began communicating with one of their valued acquaintances in a meaningful way.  How would Others feel as a result? ,"['Quite happy', 'Angry and sad', 'Bored and angry']",0,0,FALSE,TRUE
1840, Cameron drove nearly three hours so that he could pick Robin up from the nearest airport. What will Cameron want to do next? ,"['Turn around and make the drive back again', 'Leave and drive back the next day instead', 'Stop in the airport to use the restroom']",1," Cameron traveled for nearly three hours to reach the airport, where he then collected Robin and transported them both back home.  What will Cameron want to do next? ","['Turn around and make the drive back again', 'Leave and drive back the next day instead', 'Stop in the airport to use the restroom']",2,2,FALSE,TRUE
