idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_female,F==T,B==T,perplexity_baseline
1566," Alex and Dawn's children were running wild, so Alex stepped in took control of them. What will happen to the children? ","['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",2," Dawn and Alex's children were getting out of hand, so Dawn stepped in to help Alex regain control.  What will happen to the children? ","['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",0,0,35.49954987,TRUE,FALSE,70.43331146
1567, Jan used Robin's approach on how to do well in a job interview. What will Jan want to do next? ,"['Do a job interview', 'Make a high income', 'Remember']",0, Jan adopted Robin's techniques to succeed in her job interview.  What will Jan want to do next? ,"['Do a job interview', 'Make a high income', 'Remember']",0,1,324.8680725,FALSE,FALSE,68.77600861
1568, Jenny wanted to found out what happened to Quinn's leg and read Quinn's book about his travels where he discussed his accident later in the first chapter. How would Jenny feel as a result? ,"['Satisfied', 'Jealous of Quinn', 'Annoyed at Quinn']",0," Jenny was so curious about Quinn's travel experiences, especially after hearing about his accident in the first chapter of his book.  How would Jenny feel as a result? ","['Satisfied', 'Jealous of Quinn', 'Annoyed at Quinn']",1,0,63.88419724,FALSE,TRUE,78.65703583
1569, Remy gave the board Casey's interpretation of the facts about the case they had accepted. How would Casey feel as a result? ,"['Like running away', 'Relieved to have help', 'Pleased of the presentation']",2," Remy shared Casey's perspective on the situation with the board, which they had already accepted.  How would Casey feel as a result? ","['Like running away', 'Relieved to have help', 'Pleased of the presentation']",1,2,82.40219116,FALSE,TRUE,90.66796112
1570, Taylor was telling Kai a story. They filled Kai's mind with ideas. What will happen to Kai? ,"['Forget the ideas', 'Use the ideas to blackmail Taylor', 'Tell the ideas to other people']",2," Taylor shared an enchanting story with Kai, filling his mind with creative inspiration and new thoughts.  What will happen to Kai? ","['Forget the ideas', 'Use the ideas to blackmail Taylor', 'Tell the ideas to other people']",2,2,97.38506317,TRUE,TRUE,73.27558899
1571, Jordan wanted to be the best student so she told her classmates the incorrect answers for the test and Jordan affected the children's grades. Why did Jordan do this? ,"['Laugh at their misfortune', 'Earn the highest grade', 'Pat herself on the back for being so clever']",1," As the best student, Jordan wanted to ensure her peers didn't outshine her, so she spread misinformation and influenced their test scores.  Why did Jordan do this? ","['Laugh at their misfortune', 'Earn the highest grade', 'Pat herself on the back for being so clever']",1,1,77.56044006,TRUE,TRUE,74.12746429
1572, Kendall went home with Jan's friends after the movie was over. How would you describe Kendall? ,"['Like he has a good social group', 'Tired', 'Thankful for the socialization']",0," Kendall went home with Jan's friends after the movie was over, chatting and laughing together until late.  How would you describe Kendall? ","['Like he has a good social group', 'Tired', 'Thankful for the socialization']",0,0,82.86671448,TRUE,TRUE,56.66966629
1573, Kendall drank everyday until their friends mentioned it was becoming a problem. What will Kendall want to do next? ,"['Drink a lot of alcohol', 'Go to a meeting', 'Go to a bar']",1, Kendall indulged in daily drinking sessions until their friends expressed concern about it becoming a problem.  What will Kendall want to do next? ,"['Drink a lot of alcohol', 'Go to a meeting', 'Go to a bar']",1,1,88.73529053,TRUE,TRUE,96.49240112
1574," Aubrey lived in Carson's house, but never cleaned up after herself, annoying Carson. What will Carson want to do next? ","['Keep the house tidy', 'Have a talk with Aubrey', 'Have a date with Aubrey']",1," Despite living with Carson, Aubrey never lifted a finger to maintain the household, causing frustration for poor Carson.  What will Carson want to do next? ","['Keep the house tidy', 'Have a talk with Aubrey', 'Have a date with Aubrey']",1,1,160.5969086,TRUE,TRUE,78.0974884
1575," Bailey's family was in a car accident, but Bailey was at their friend's house. What will happen to Bailey? ","['Be admitted to the hospital', 'Receive a phone call about the accident', 'Go to the hospital']",1," Bailey's family got into a car crash, but luckily Bailey was over at their BFF's house.  What will happen to Bailey? ","['Be admitted to the hospital', 'Receive a phone call about the accident', 'Go to the hospital']",1,1,55.94002533,TRUE,TRUE,26.10686874
1576, Alex made their escape to Mexico to relax and enjoy the sights. What does Alex need to do before this? ,"['Happy', 'Plan a vacation before this', 'Quit school before this']",1, Alex jetted off to Mexico for some well-deserved R&R and explored the vibrant culture.  What does Alex need to do before this? ,"['Happy', 'Plan a vacation before this', 'Quit school before this']",1,1,78.25688934,TRUE,TRUE,75.29000092
1577, Aubrey was giving a speech and their talking sounded good to others. Why did Aubrey do this? ,"['Get famous', 'Sound intelligent', 'Make an impression']",2," Aubrey's words had a captivating effect on the listeners, and their speaking style was praised by others.  Why did Aubrey do this? ","['Get famous', 'Sound intelligent', 'Make an impression']",2,2,39.4504509,TRUE,TRUE,65.86509705
1578," Jan watched the snow falling through her window, suddenly her labor began and she gave birth to a daughter that day after arriving at the hospital. How would Jan feel afterwards? ","['Was in awe of her new baby and hope to stay at the hospital a few days', 'Proud of their new baby daughter', 'Jans labor lasted for two days']",1," As Jan gazed out her window at the serene snowfall, she felt her contractions start and soon gave birth to her precious little girl at the hospital later that day.  How would Jan feel afterwards? ","['Was in awe of her new baby and hope to stay at the hospital a few days', 'Proud of their new baby daughter', 'Jans labor lasted for two days']",1,0,55.54289627,FALSE,FALSE,67.05386353
1579," Kai gave Sydney a push in the right direction, and soon Sydney has a successful career. How would Kai feel afterwards? ","['Angry to have helped', 'Happy to have helped', 'Supportive of Sydney']",1," Sydney was thrilled when Kai gave her a nudge in the right direction, and soon she found herself with a fulfilling career.  How would Kai feel afterwards? ","['Angry to have helped', 'Happy to have helped', 'Supportive of Sydney']",1,1,30.72472382,TRUE,TRUE,96.76345825
1580, Alex rendered Sasha service and got the job done in a few hours. What will happen to Sasha? ,"['Pay Sasha for the help', 'Bored', 'Proud']",0," Sasha was thrilled with Alex's exceptional support, and together they completed the task quickly and efficiently.  What will happen to Sasha? ","['Pay Sasha for the help', 'Bored', 'Proud']",2,1,60.00315094,FALSE,FALSE,83.74047852
1581, lee worked hard but in the end he succumbed to cancer. What will Lee want to do next? ,"['Stay dead', 'Say goodbye to their loved ones', 'Watch over his family in the afterlife']",0," Despite Lee's best efforts, he ultimately lost his battle with cancer. It's heartbreaking to think that such a strong and determined person could not overcome this devastating disease.  What will Lee want to do next? ","['Stay dead', 'Say goodbye to their loved ones', 'Watch over his family in the afterlife']",0,2,15.45333672,FALSE,FALSE,54.06958389
1582, Taylor gave roses to her friend after her friends Grandmother Rose passed away. She also gave her a card and a big hug. What did Taylor do? ,"['Others will attend the funeral', 'Got a new debit card', 'Gave her friend roses']",2," Taylor gifted gorgeous roses to her closest friend following the loss of her grandmother Rose. Along with the flowers, she handed over a thoughtful card and offered a comforting embrace.  What did Taylor do? ","['Others will attend the funeral', 'Got a new debit card', 'Gave her friend roses']",2,2,96.94232178,TRUE,TRUE,61.53640366
1583, Jan decided to go out so she called up Quinn's friends to hang out together. How would Quinn feel as a result? ,"['As normal', 'Happy', 'Betrayed']",0," Jan wanted to go out and have some fun, so she reached out to Quinn's friends to see if they were available to hang out together.  How would Quinn feel as a result? ","['As normal', 'Happy', 'Betrayed']",2,2,20.70134354,TRUE,FALSE,84.55443573
1584," alex heard the funniest joke he has ever heard, so he knocked on wood. What will Alex want to do next? ","['Be in a bad mood', 'Be in a good mood', 'Not talk to anyone']",1, Alex laughed so hard at the hilarious joke he heard that he instinctively knocked on wood to avoid jinxing it.  What will Alex want to do next? ,"['Be in a bad mood', 'Be in a good mood', 'Not talk to anyone']",1,1,58.22369385,TRUE,TRUE,51.02579498
1585, jordan wanted to treat his son so he took him to the shoe store. What will Others want to do next? ,"['Buy shoes next', 'Receive thanks next', 'Please jordan and his son']",0," Jordan wanted to give his son a special treat, so he took him to the shoe store to find the perfect pair of shoes for him.  What will Others want to do next? ","['Buy shoes next', 'Receive thanks next', 'Please jordan and his son']",0,0,13.04365921,TRUE,TRUE,94.63770294
1586, Alex grabbed both of their girlfriend's breast when they were having sex for the first time. What will happen to his girlfriend? ,"['Angry', 'Sad', 'Happy']",1, Alex grabbed both of their girlfriend's breast when they were having sex for the first time.   What will happen to his girlfriend? ,"['Angry', 'Sad', 'Happy']",1,2,37.73372269,FALSE,FALSE,34.00726318
1587, The surprise party was a success solely because he Casey planned everything. Why did Casey do this? ,"['Avoid responsibility', 'Let someone else take initiative', 'Step up to the plate']",2, The surprise party turned out great thanks to Casey's thoughtful preparation.  Why did Casey do this? ,"['Avoid responsibility', 'Let someone else take initiative', 'Step up to the plate']",2,2,189.722168,TRUE,TRUE,194.3065033
1588, Jan enjoys working out and staying fit. Jan woke up the morning of the party and decided to get a quick workout in. What will Jan want to do next? ,"['Good before the party', 'Take a nap', 'Get exercise before the party']",2, Jan is passionate about her fitness routine and always makes time for a morning workout before a big event like a party. She woke up early and hit the gym to ensure she looked and felt great all night long.  What will Jan want to do next? ,"['Good before the party', 'Take a nap', 'Get exercise before the party']",2,2,29.01977158,TRUE,TRUE,41.51503372
1589, Casey stated Addison's case when she talked to the judge in his chambers. What will happen to Casey? ,"['Be thrown out of court', 'Get Addison freed', ""She'll be acquitted""]",2, Casey highlighted Addison's challenges when she spoke to the judge about her case in his private office.  What will happen to Casey? ,"['Be thrown out of court', 'Get Addison freed', ""She'll be acquitted""]",2,1,64.89836884,FALSE,FALSE,71.59233093
1590, Quinn got a brand new sports car and showed it off to Casey's friends. What will Quinn want to do next? ,"['Boast about the car to more people', 'Hide the car so no one sees it', 'They needed to have the finances']",0," Quinn showed off her sleek and shiny new sports car to Casey's friends, leaving them all in awe.  What will Quinn want to do next? ","['Boast about the car to more people', 'Hide the car so no one sees it', 'They needed to have the finances']",0,0,57.41112518,TRUE,TRUE,51.90503311
1591," Quinn wished her puppy were more playful, but she enjoyed her anyway. What will happen to Others? ","['Become angry at Quinn', 'Love her puppy', ""Pet Quinn's puppy""]",2," Quinn wished her furry friend were a bit more lively, but she loved her sweet pup all the same.  What will happen to Others? ","['Become angry at Quinn', 'Love her puppy', ""Pet Quinn's puppy""]",2,2,59.022995,TRUE,TRUE,200.7048798
1592, Sasha helped Jordan. What will Sasha want to do next? ,"['Help herself', 'Beat others down', 'Friends with Jordan']",2," Sasha was there for Jordan, offering her help and guidance when it was needed most.  What will Sasha want to do next? ","['Help herself', 'Beat others down', 'Friends with Jordan']",2,2,45.27791977,TRUE,TRUE,119.9373627
1593, Lee sold things belonging to her mom without her permission. How would Lee feel afterwards? ,"['Cheating', 'A bad child', 'Interested in making money']",0, Lee recklessly sold her mother's possessions without her approval.  How would Lee feel afterwards? ,"['Cheating', 'A bad child', 'Interested in making money']",2,1,243.0573883,FALSE,FALSE,142.0057831
1594, Kai updated their resume when there was an opportunity for promotion. How would you describe Kai? ,"['A hardworking person', 'Hopeful', 'Inspired']",1, Kai refreshed her resume in preparation for an opportunity for advancement.  How would you describe Kai? ,"['A hardworking person', 'Hopeful', 'Inspired']",1,1,160.3659515,TRUE,TRUE,91.03407288
1595, The neighbors dogs barked all night and kept Riley up so Riley told Austin's landlord. Why did Riley do this? ,"[""Knock on Austin's door"", 'Sleep at night', 'Call the landlord']",2," Riley was kept awake by the constant barking of the neighbors' dogs, so they told Austin's landlord to address the problem.  Why did Riley do this? ","[""Knock on Austin's door"", 'Sleep at night', 'Call the landlord']",2,1,44.00679016,FALSE,FALSE,175.7685394
1596, Sasha gave her dog some pills after the vet said that the dog needed to be dewormed. How would Others feel as a result? ,"['Glad to see that Sasha cares for her dog', 'Worried that the dog will become an addict', 'Mad that she was torturing the dog']",0," After the vet prescribed some meds for her pup's deworming, Sasha gave him a dose to keep him healthy and happy.  How would Others feel as a result? ","['Glad to see that Sasha cares for her dog', 'Worried that the dog will become an addict', 'Mad that she was torturing the dog']",0,0,49.6916008,TRUE,TRUE,65.08269501
1597, Riley talked to their friends at the party and had a good time. How would Riley feel as a result? ,"['Connected to friends', 'Social', 'One with friends']",2, Riley caught up with her friends at the party and had a great time.  How would Riley feel as a result? ,"['Connected to friends', 'Social', 'One with friends']",2,0,21.17317581,FALSE,FALSE,37.23449326
1598, Carson dug around in the bag and ate Bailey's candy once he had found the stash of it. How would you describe Carson? ,"['Someone who hates candy and sweets', 'Someone who steals from people', 'Angry']",1," Bailey was delighted when Carson searched through her bag and found the yummy candy, which he then enjoyed.  How would you describe Carson? ","['Someone who hates candy and sweets', 'Someone who steals from people', 'Angry']",2,1,71.6022644,FALSE,TRUE,89.21109772
1599, Bailey passed Jesse an examination booklet and they both grabbed their pencils and waited for the go ahead to start the test. What will Jesse want to do next? ,"['Do well on the test', 'Finish the test', 'Fill in the test']",0," Bailey distributed the examination booklets to Jesse and me, and we both grabbed our pencils in anticipation of the test's start.  What will Jesse want to do next? ","['Do well on the test', 'Finish the test', 'Fill in the test']",2,0,83.06459808,FALSE,TRUE,72.92201996
1600, Carson was out a new friend's house without his other friends. How would the other friends feel as a result? ,"['Jealous of the new friend', 'Happy they are left out', 'Friendly']",1, Carson went over to his new friend's house and had a blast without her other pals.  How would the other friends feel as a result? ,"['Jealous of the new friend', 'Happy they are left out', 'Friendly']",0,0,55.30981827,TRUE,FALSE,60.01951981
1601, Carson took lives of chickens for a living on the farm. How would Others feel as a result? ,"['Bad for the chickens', 'Excited for them', 'Was a hard worker']",0," As a farmer, Carson was responsible for caring for the chickens and collecting their eggs, providing a vital source of income for the farm.  How would Others feel as a result? ","['Bad for the chickens', 'Excited for them', 'Was a hard worker']",1,0,24.53360176,FALSE,TRUE,124.4040756
1602, Lee saved Kai's car from destruction by grabbing the steering wheel when Kai stopped paying attention to the road. Why did Lee do this? ,"[""Didn't want the car to crash"", 'Lecture Kai about not paying attention', 'Tell Kai to pull over']",0," Lee quickly stepped in and grabbed the steering wheel when she realized Kai was not paying attention, saving the car from certain damage.  Why did Lee do this? ","[""Didn't want the car to crash"", 'Lecture Kai about not paying attention', 'Tell Kai to pull over']",0,0,62.4039917,TRUE,TRUE,47.34037018
1603, Taylor attended their father's funeral after he passed away from cancer. What does Taylor need to do before this? ,"['Honor their father', 'Mourn their father', 'Travel to the funeral']",2, Taylor attended her father's memorial service after he sadly succumbed to cancer.  What does Taylor need to do before this? ,"['Honor their father', 'Mourn their father', 'Travel to the funeral']",0,2,70.96802521,FALSE,TRUE,41.69196701
1604, Sasha protected the patient's information even though the parents yelled at her. What will happen to Sasha? ,"['Be praised for her work', 'Be sued by the hospital', 'Be admitted to hospital']",0," Despite the parents' anger and yelling, Sasha continued to prioritize the patient's confidentiality, showing remarkable resilience and dedication to her job.  What will happen to Sasha? ","['Be praised for her work', 'Be sued by the hospital', 'Be admitted to hospital']",0,0,87.16493225,TRUE,TRUE,95.46809387
1605, Quinn realized their dog ran away in the middle of the night and cried their eyes out. What does Quinn do this? ,"['Get a new dog', 'Wanted a new dog', 'Are sad']",2," Quinn was heartbroken when they discovered that their dog had escaped during the night, and they couldn't hold back their tears as they searched the neighborhood for their beloved pet.  What does Quinn do this? ","['Get a new dog', 'Wanted a new dog', 'Are sad']",2,2,19.06707573,TRUE,TRUE,67.11329651
1606," Taylor made the assumption based on his experience. however, this time it wasn't the right assumption. How would Taylor feel afterwards? ","['Surprised', 'Happy', 'Wrong']",2," Taylor made a conjecture due to his past encounters, yet this instance deviated from his expectations.  How would Taylor feel afterwards? ","['Surprised', 'Happy', 'Wrong']",0,0,140.1804657,TRUE,FALSE,60.03551483
1607, Bailey asked Jesse to give her an exam. How would Bailey feel afterwards? ,"['Smart', ""Don't like Jesse at all"", 'Be happy that Jesse helped her']",2, Bailey politely asked Jesse if he could give her an exam.  How would Bailey feel afterwards? ,"['Smart', ""Don't like Jesse at all"", 'Be happy that Jesse helped her']",2,2,83.29082489,TRUE,TRUE,85.61516571
1608, Jesse set Robin's sock on fire at the wild alcohol party. How would Robin feel as a result? ,"['Like he hurt Robin', 'Bad for Robin', 'Very hot']",1," At the wild alcohol gathering, Jesse set Robin's sock ablaze.  How would Robin feel as a result? ","['Like he hurt Robin', 'Bad for Robin', 'Very hot']",1,2,386.1433716,FALSE,FALSE,127.0115967
1609, Addison wanted breakfast in the morning so they ate cereal. What does Addison need to do before this? ,"['Wanted something quick', 'Pour the cereal in the bowl', 'Think about pouring cereal in the bowl']",2," Addison woke up hungry and decided to whip up some breakfast, pouring herself a bowl of oatmeal for a nutritious start to her day.  What does Addison need to do before this? ","['Wanted something quick', 'Pour the cereal in the bowl', 'Think about pouring cereal in the bowl']",1,1,33.50402451,TRUE,FALSE,84.17031097
1610, Alex spent a lot of time thinking about the things he did wrong. What does Alex need to do before this? ,"['Ignore his problems', 'Find a quiet place', 'Make reparations']",2, Alex spent a lot of time reflecting on the things she did wrong.  What does Alex need to do before this? ,"['Ignore his problems', 'Find a quiet place', 'Make reparations']",2,1,30.00068855,FALSE,FALSE,27.57298851
1611," Robin bought Addison a watch for his birthday and after he unwrapped it, Robin helped put the watch on Addison's wrist. Why did Robin do this? ","['Make sure Addison knew what time it was', 'Help Addison put the watch on', 'Smile']",1," Robin gifted Addison a beautiful watch on his special day, and afterward, Robin lovingly secured the watch around Addison's slender wrist.  Why did Robin do this? ","['Make sure Addison knew what time it was', 'Help Addison put the watch on', 'Smile']",2,1,74.78317261,FALSE,TRUE,27.29158401
1612, Bailey told Aubrey she saw her cheat on the history test. Why did Bailey do this? ,"['Get Aubrey in trouble', 'Warn Aubrey', ""See Aubrey's answers""]",1, Bailey disclosed to Aubrey that she noticed her cheating on the history test.  Why did Bailey do this? ,"['Get Aubrey in trouble', 'Warn Aubrey', ""See Aubrey's answers""]",1,1,182.3484344,TRUE,TRUE,96.6780014
1613, Skylar was upset with Taylor so they asked Taylor to go. What will Taylor want to do next? ,"['Be present before this', ""Leave Skylar's place"", 'Get upset before this']",0," Skylar was upset with Taylor, so she asked Taylor to go jump in the lake.  What will Taylor want to do next? ","['Be present before this', ""Leave Skylar's place"", 'Get upset before this']",0,1,45.56164932,FALSE,FALSE,70.67840576
1614, Tracy took Sydney to school 4 hours after the bell rang the students in. How would Tracy feel afterwards? ,"['Guilty', 'Irresponsible', 'Unreliable']",0," After the morning bell rang, Tracy brought Sydney to school around four hours later, giving the students plenty of time to get organized before their first lessons.  How would Tracy feel afterwards? ","['Guilty', 'Irresponsible', 'Unreliable']",0,1,61.20137024,FALSE,FALSE,205.6643219
1615, Bailey was Jesse's driving instructor. What will Bailey want to do next? ,"[""Take her driver's license test"", 'Practice driving', 'Tell Jesse to turn left']",1," Bailey served as Jesse's trusted driving mentor, helping her master the skills behind the wheel.  What will Bailey want to do next? ","[""Take her driver's license test"", 'Practice driving', 'Tell Jesse to turn left']",1,2,69.003685,FALSE,FALSE,69.75126648
1616, Riley began to hurt after her medical operation. What will Riley want to do next? ,"['Do nothing', 'Injure herself more', 'Go to the doctor']",2," Following her medical procedure, Riley began feeling pain.  What will Riley want to do next? ","['Do nothing', 'Injure herself more', 'Go to the doctor']",2,2,158.2692413,TRUE,TRUE,95.21859741
1617, Carson kissed Alex gently and asked if she wanted to dance at the club. What will Alex want to do next? ,"['Skilled', 'Lazy', 'Needs ask Alex do dance']",2, Carson tenderly kissed Alex before asking if she'd like to dance together at the club.  What will Alex want to do next? ,"['Skilled', 'Lazy', 'Needs ask Alex do dance']",2,0,77.18062592,FALSE,FALSE,49.16690826
1618, Aubrey kept their friends up at night with their music. What will happen to the friends? ,"['The friends were starting to get angry with Aubrey', 'The friends stayed up and made pancakes all night', 'The friends called a local restaurant to order pizza']",2," Aubrey's friends were up late into the night, captivated by their soulful melodies.  What will happen to the friends? ","['The friends were starting to get angry with Aubrey', 'The friends stayed up and made pancakes all night', 'The friends called a local restaurant to order pizza']",1,0,44.68075562,FALSE,FALSE,60.01339722
1619, Robin went with Jan's friends to school and was unaware Jan was planning a surprise party for later. What will Jan want to do next? ,"['Throw a party next', 'Go to sleep next', 'Go to class']",2," Robin accompanied Jan's gal pals to school, unknowingly setting the stage for her surprise party later.  What will Jan want to do next? ","['Throw a party next', 'Go to sleep next', 'Go to class']",2,2,182.6656342,TRUE,TRUE,78.69672394
1620, Jordan let others into his house. Why did Jordan do this? ,"['Was having a game night', 'Open the door', 'Unlock the door']",1, Jordan graciously allowed others to enter her abode.  Why did Jordan do this? ,"['Was having a game night', 'Open the door', 'Unlock the door']",1,0,197.8234558,FALSE,FALSE,63.01802063
1621, Jesse just got a haircut and Riley was observing him with her eyes. What will happen to Jesse? ,"['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",2, Riley noticed how cute Jesse looks after his haircut and gave him a sly glance.  What will happen to Jesse? ,"['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",1,0,119.7101974,FALSE,FALSE,74.41744995
1622, Ash accepted Alex's invitation to go to a birthday party. What will Ash want to do next? ,"['Meet up with Alex', 'Go to the birthday party', 'Tell Ash about the dress code']",1, Ash excitedly accepted Alex's invitation to join them at their birthday party.  What will Ash want to do next? ,"['Meet up with Alex', 'Go to the birthday party', 'Tell Ash about the dress code']",1,1,50.10358429,TRUE,TRUE,46.8340416
1623, Sasha had a long weekend coming up and was celebrating a birthday. What will Sasha want to do next? ,"['Come home early and clean the house', 'Go sightseeing', 'Stay in the hotel and read']",1," Sasha was looking forward to a relaxing long weekend, and her birthday was the perfect excuse to treat herself to some TLC.  What will Sasha want to do next? ","['Come home early and clean the house', 'Go sightseeing', 'Stay in the hotel and read']",1,0,29.35500908,FALSE,FALSE,39.94905853
1624, Riley was running late for her martial arts lessons. Riley had to get to the dojo on the other side of town. What does Riley need to do before this? ,"['Needed to collect their uniform', 'Needed to get groceries', 'Needed to go to school']",1, Riley was racing against time to make it to her martial arts lessons on the other side of town.  What does Riley need to do before this? ,"['Needed to collect their uniform', 'Needed to get groceries', 'Needed to go to school']",1,0,33.23088455,FALSE,FALSE,27.97571373
1625, Casey saved some money by working overtime to go on a vacation. How would Casey feel afterwards? ,"['Proud of the hard work', 'Inadequate for the work done', 'Very disappointed']",0, Casey scrimped and saved by working some overtime shifts to afford a well-deserved vacation.  How would Casey feel afterwards? ,"['Proud of the hard work', 'Inadequate for the work done', 'Very disappointed']",0,0,160.9500885,TRUE,TRUE,64.64427948
1626, kendall went along with jan's friends but didn't invite jan along because they didn't like jan. How would Jan feel as a result? ,"['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",0, Kendall tagged along with Jan's friends without including Jan in the plans because she felt uneasy about her presence.  How would Jan feel as a result? ,"['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",1,0,102.6076279,FALSE,TRUE,68.85134888
1627, Jesse went apple picking on a raining day. What does Jesse need to do before this? ,"['Pick some apples', 'Bring apples home', 'Dress appropriately']",2," Despite the pouring rain, Jesse decided to go ahead with her apple picking adventure.  What does Jesse need to do before this? ","['Pick some apples', 'Bring apples home', 'Dress appropriately']",2,2,96.31757355,TRUE,TRUE,106.8363342
1628, Quinn afforded every car after winning a lot of money on the Power ball ticket. What does Quinn need to do before this? ,"['Have lots of cars', 'Get the winnings', 'Avoid paying taxes on the winnings']",0," With her newfound wealth from the Powerball ticket, Quinn treated herself to a variety of stylish and reliable vehicles.  What does Quinn need to do before this? ","['Have lots of cars', 'Get the winnings', 'Avoid paying taxes on the winnings']",0,1,131.8942566,FALSE,FALSE,174.5589294
1629, Austin moved his body to the music when the band began playing again. How would Austin feel afterwards? ,"['Playing', 'Angry at the band', 'Peaceful and happy']",2, Austin swayed gently to the music when the band revved up their performance once more.  How would Austin feel afterwards? ,"['Playing', 'Angry at the band', 'Peaceful and happy']",2,2,109.0798798,TRUE,TRUE,104.518837
1630," Carson was trying to study for a big test, so Carson turned Sydney's music down. Why did Carson do this? ","['Listen to loud music', 'Make Sydney upset', 'Make things quiet']",2," Carson was getting ready for a crucial exam, so Carson asked Sydney to turn down the volume of their music.  Why did Carson do this? ","['Listen to loud music', 'Make Sydney upset', 'Make things quiet']",2,2,86.98555756,TRUE,TRUE,70.65330505
1631," Skylar loved riding dirt bikes, even though their family thought it was dangerous. When they crashed and broke their arm, they knew they'd have to fight to be allowed to ride again. How would you describe Skylar? ","['Playing it safe', 'Passionate about their hobbies', 'Scared to ride again']",1," Skylar adored tearing up the dirt tracks on her bike, despite her family's concerns about safety. When she took a spill and broke her arm, she realized she had to prove to them that she could handle it.  How would you describe Skylar? ","['Playing it safe', 'Passionate about their hobbies', 'Scared to ride again']",1,1,35.37519836,TRUE,TRUE,26.54361153
1632, Jesse drove Ash to the airport and dropped them off at the airport with ease. How would Jesse feel afterwards? ,"['Drained', 'After the airport drop off he went to the ticket counter', 'Dropped me off at the airport']",0, Jesse smoothly took Ash to the airport and delivered them safely with minimum fuss.  How would Jesse feel afterwards? ,"['Drained', 'After the airport drop off he went to the ticket counter', 'Dropped me off at the airport']",0,0,204.1950378,TRUE,TRUE,60.02238083
1633," Jesse had made plans with Cameron to go to the dance, but instead stood Cameron up. What will Cameron want to do next? ","['Not go to the dance anymore', 'Move away from the area', 'Tell Jesse how they feel']",2," Jesse had made plans with Cameron to attend the dance together, but he unexpectedly ditched him without explanation.  What will Cameron want to do next? ","['Not go to the dance anymore', 'Move away from the area', 'Tell Jesse how they feel']",2,2,71.98970795,TRUE,TRUE,69.10899353
1634," Bailey has wanted a child for a long time, and finally got pregnant. What will happen to Bailey? ","['Be upset', 'Be excited', 'Be upset that his star employee will be on maternity leave']",1," Bailey has been longing for motherhood, and she's finally pregnant! This is such an exciting time for her.  What will happen to Bailey? ","['Be upset', 'Be excited', 'Be upset that his star employee will be on maternity leave']",1,1,31.30067825,TRUE,TRUE,23.97976494
1635, Skylar reluctantly agreed to go to the play this coming Friday. What will Skylar want to do next? ,"['Get a ticket', 'Find a ride', 'Loved']",0," Despite having reservations, Skylar agreed to go to the play this Friday.  What will Skylar want to do next? ","['Get a ticket', 'Find a ride', 'Loved']",0,0,134.778244,TRUE,TRUE,60.47393417
1636, Jan gave birth to a daughter yesterday. Why did Jan do this? ,"['Was induced to give birth', ""Didn't mean to"", 'Prepare to deliver a baby']",1," Yesterday, Jan gave birth to her precious little daughter, bringing so much joy and love into her life.  Why did Jan do this? ","['Was induced to give birth', ""Didn't mean to"", 'Prepare to deliver a baby']",2,0,45.87326431,FALSE,FALSE,49.04441071
1637, Carson attended school at 5,"[""'ll want to finish school"", ""'ll want to be careful going to school in the dark"", 'Wake up early']",2," Despite the wee hours, Carson diligently made his way to school every day at 5","[""'ll want to finish school"", ""'ll want to be careful going to school in the dark"", 'Wake up early']",2,2,33.51676178,TRUE,TRUE,97.1965332
1638, Sasha got revenge on her friends because of the earlier prank. Why did Sasha do this? ,"['Be a pushover', 'Take the prank with no recourse', 'Get them back']",2, Sasha got even with her friends because they had played a trick on her previously.  Why did Sasha do this? ,"['Be a pushover', 'Take the prank with no recourse', 'Get them back']",2,2,60.71409607,TRUE,TRUE,54.16830444
1639, Taylor gave their partner a kiss on the lips and wished each other a goodnight. What will happen to Others? ,"['Bored', 'Go to sleep', 'Proud']",0, Taylor bestowed a tender peck on their partner's lips and wished them a peaceful evening.  What will happen to Others? ,"['Bored', 'Go to sleep', 'Proud']",0,1,127.3049927,FALSE,FALSE,68.38529205
1640," Taylor had a huge test to take, but Kai kept Taylor calm while they were studying. How would Taylor feel as a result? ","['That they were ready for the test', 'More relaxed', 'More insecure']",1," Taylor felt really anxious about their upcoming test, but Kai's support kept them centered while they reviewed the material.  How would Taylor feel as a result? ","['That they were ready for the test', 'More relaxed', 'More insecure']",1,1,152.0856934,TRUE,TRUE,88.85248566
1641, Bailey is taking a class with Aubrey and the two are taking a test. What does Bailey need to do before this? ,"['Needed to be rude', 'Look up the answers to see if she got them correct', 'Needed to be aware']",2, Bailey and Aubrey are partnering up to tackle a test together in their course.  What does Bailey need to do before this? ,"['Needed to be rude', 'Look up the answers to see if she got them correct', 'Needed to be aware']",2,2,117.5447998,TRUE,TRUE,34.23495483
