idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1613, Skylar was upset with Taylor so they asked Taylor to go. What will Taylor want to do next? ,"['Be present before this', ""Leave Skylar's place"", 'Get upset before this']",0," Skylar was quite displeased with Taylor, so they asked Taylor to take a walk.  What will Taylor want to do next? ","['Be present before this', ""Leave Skylar's place"", 'Get upset before this']",0,1
1614, Tracy took Sydney to school 4 hours after the bell rang the students in. How would Tracy feel afterwards? ,"['Guilty', 'Irresponsible', 'Unreliable']",0," Tracy took her granddaughter Sydney to school this morning, but she didn't do it right away - she waited four hours after the bell rang! Back in my day, we would have been punished for such tardiness 😅.  How would Tracy feel afterwards? ","['Guilty', 'Irresponsible', 'Unreliable']",0,1
1615, Bailey was Jesse's driving instructor. What will Bailey want to do next? ,"[""Take her driver's license test"", 'Practice driving', 'Tell Jesse to turn left']",1," Bailey acted as Jesse's driving mentor, imparting valuable wisdom and experience to help him become a skilled driver.  What will Bailey want to do next? ","[""Take her driver's license test"", 'Practice driving', 'Tell Jesse to turn left']",1,2
1616, Riley began to hurt after her medical operation. What will Riley want to do next? ,"['Do nothing', 'Injure herself more', 'Go to the doctor']",2, Riley began to feel pain following her surgery.  What will Riley want to do next? ,"['Do nothing', 'Injure herself more', 'Go to the doctor']",2,2
1617, Carson kissed Alex gently and asked if she wanted to dance at the club. What will Alex want to do next? ,"['Skilled', 'Lazy', 'Needs ask Alex do dance']",2, Carson delicately pecked Alex on the cheek and inquired about her interest in dancing at the club.  What will Alex want to do next? ,"['Skilled', 'Lazy', 'Needs ask Alex do dance']",2,0
1618, Aubrey kept their friends up at night with their music. What will happen to the friends? ,"['The friends were starting to get angry with Aubrey', 'The friends stayed up and made pancakes all night', 'The friends called a local restaurant to order pizza']",2," Aubrey's enchanting music had their pals up past their bedtime, immersed in the soothing sounds and harmonious vibes. 😌  What will happen to the friends? ","['The friends were starting to get angry with Aubrey', 'The friends stayed up and made pancakes all night', 'The friends called a local restaurant to order pizza']",1,0
1619, Robin went with Jan's friends to school and was unaware Jan was planning a surprise party for later. What will Jan want to do next? ,"['Throw a party next', 'Go to sleep next', 'Go to class']",2," Robin went along with Jan's pals to school, completely unaware that they had a surprise party in store for her later on.  What will Jan want to do next? ","['Throw a party next', 'Go to sleep next', 'Go to class']",2,2
1620, Jordan let others into his house. Why did Jordan do this? ,"['Was having a game night', 'Open the door', 'Unlock the door']",1," Jordan graciously allowed his visitors to enter his domicile, offering them a place to rest and relax.  Why did Jordan do this? ","['Was having a game night', 'Open the door', 'Unlock the door']",1,0
1621, Jesse just got a haircut and Riley was observing him with her eyes. What will happen to Jesse? ,"['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",2, Jesse just got a new hairdo and Riley was giving him the once-over with her eyes.  What will happen to Jesse? ,"['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",1,0
1622, Ash accepted Alex's invitation to go to a birthday party. What will Ash want to do next? ,"['Meet up with Alex', 'Go to the birthday party', 'Tell Ash about the dress code']",1, Ash graciously accepted Alex's kind invitation to attend his birthday gathering.  What will Ash want to do next? ,"['Meet up with Alex', 'Go to the birthday party', 'Tell Ash about the dress code']",1,1
1623, Sasha had a long weekend coming up and was celebrating a birthday. What will Sasha want to do next? ,"['Come home early and clean the house', 'Go sightseeing', 'Stay in the hotel and read']",1, Sasha was thrilled about the prospect of a lengthy break and had a big birthday party planned with her friends. 😊🎉  What will Sasha want to do next? ,"['Come home early and clean the house', 'Go sightseeing', 'Stay in the hotel and read']",1,0
1624, Riley was running late for her martial arts lessons. Riley had to get to the dojo on the other side of town. What does Riley need to do before this? ,"['Needed to collect their uniform', 'Needed to get groceries', 'Needed to go to school']",1," Riley was in quite a pickle, as she was running late for her martial arts classes and had to dash over to the dojo on the other side of town before it closed for the day. 😓  What does Riley need to do before this? ","['Needed to collect their uniform', 'Needed to get groceries', 'Needed to go to school']",0,0
1625, Casey saved some money by working overtime to go on a vacation. How would Casey feel afterwards? ,"['Proud of the hard work', 'Inadequate for the work done', 'Very disappointed']",0," Casey diligently saved some funds by working extra shifts, enabling her to embark on a relaxing getaway.  How would Casey feel afterwards? ","['Proud of the hard work', 'Inadequate for the work done', 'Very disappointed']",0,0
1626, kendall went along with jan's friends but didn't invite jan along because they didn't like jan. How would Jan feel as a result? ,"['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",0, Young (<20),"['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",1,0
1627, Jesse went apple picking on a raining day. What does Jesse need to do before this? ,"['Pick some apples', 'Bring apples home', 'Dress appropriately']",2," On a soggy day like today, Jesse still wanted to enjoy the great outdoors by going on an apple-picking excursion.  What does Jesse need to do before this? ","['Pick some apples', 'Bring apples home', 'Dress appropriately']",2,2
1628, Quinn afforded every car after winning a lot of money on the Power ball ticket. What does Quinn need to do before this? ,"['Have lots of cars', 'Get the winnings', 'Avoid paying taxes on the winnings']",0, Quinn was fortunate enough to afford multiple luxury cars after their windfall from the Powerball lottery.  What does Quinn need to do before this? ,"['Have lots of cars', 'Get the winnings', 'Avoid paying taxes on the winnings']",0,1
1629, Austin moved his body to the music when the band began playing again. How would Austin feel afterwards? ,"['Playing', 'Angry at the band', 'Peaceful and happy']",2, Austin tapped his foot and bobbed his head in time with the music as the band resumed playing.  How would Austin feel afterwards? ,"['Playing', 'Angry at the band', 'Peaceful and happy']",2,2
1630," Carson was trying to study for a big test, so Carson turned Sydney's music down. Why did Carson do this? ","['Listen to loud music', 'Make Sydney upset', 'Make things quiet']",2," Carson was trying to concentrate on their studying, so they gently asked Sydney to adjust the volume of their music to a more reasonable level.  Why did Carson do this? ","['Listen to loud music', 'Make Sydney upset', 'Make things quiet']",2,2
1631," Skylar loved riding dirt bikes, even though their family thought it was dangerous. When they crashed and broke their arm, they knew they'd have to fight to be allowed to ride again. How would you describe Skylar? ","['Playing it safe', 'Passionate about their hobbies', 'Scared to ride again']",1," Skylar was quite fond of dirt biking, despite the fact that their family thought it was a hazardous activity. When they suffered a fall and broke their arm, they knew they would have to put forth a compelling argument to their parents in order to be permitted to ride again.  How would you describe Skylar? ","['Playing it safe', 'Passionate about their hobbies', 'Scared to ride again']",1,1
1632, Jesse drove Ash to the airport and dropped them off at the airport with ease. How would Jesse feel afterwards? ,"['Drained', 'After the airport drop off he went to the ticket counter', 'Dropped me off at the airport']",0, Jesse carefully transported Ash to the airport and gently deposited them at the departure gate with minimal fuss.  How would Jesse feel afterwards? ,"['Drained', 'After the airport drop off he went to the ticket counter', 'Dropped me off at the airport']",0,0
1633," Jesse had made plans with Cameron to go to the dance, but instead stood Cameron up. What will Cameron want to do next? ","['Not go to the dance anymore', 'Move away from the area', 'Tell Jesse how they feel']",2," Jesse had planned to accompany Cameron to the dance, but did not follow through on his commitment and left Cameron hanging.  What will Cameron want to do next? ","['Not go to the dance anymore', 'Move away from the area', 'Tell Jesse how they feel']",2,2
1634," Bailey has wanted a child for a long time, and finally got pregnant. What will happen to Bailey? ","['Be upset', 'Be excited', 'Be upset that his star employee will be on maternity leave']",1," Bailey has been hoping to start a family for many years now, and after much anticipation, she's finally expecting a baby! Congratulations! 👵👴  What will happen to Bailey? ","['Be upset', 'Be excited', 'Be upset that his star employee will be on maternity leave']",1,1
1635, Skylar reluctantly agreed to go to the play this coming Friday. What will Skylar want to do next? ,"['Get a ticket', 'Find a ride', 'Loved']",0," Skylar begrudgingly agreed to go to the play this Friday, but only because she didn't want to disappoint anyone.  What will Skylar want to do next? ","['Get a ticket', 'Find a ride', 'Loved']",0,0
1636, Jan gave birth to a daughter yesterday. Why did Jan do this? ,"['Was induced to give birth', ""Didn't mean to"", 'Prepare to deliver a baby']",1," Jan gave birth to a precious little girl yesterday, bless her heart! 👵🏼👶🐰  Why did Jan do this? ","['Was induced to give birth', ""Didn't mean to"", 'Prepare to deliver a baby']",1,0
1637, Carson attended school at 5,"[""'ll want to finish school"", ""'ll want to be careful going to school in the dark"", 'Wake up early']",2," In his youth, Carson was a diligent student who made sure to get to school bright and early, before the sun rose, at 5 o'clock in the morning.  What does Carson need to do before this? ","[""'ll want to finish school"", ""'ll want to be careful going to school in the dark"", 'Wake up early']",2,2
1638, Sasha got revenge on her friends because of the earlier prank. Why did Sasha do this? ,"['Be a pushover', 'Take the prank with no recourse', 'Get them back']",2," Sasha got even with her friends for the prank they played on her earlier, oh my!  Why did Sasha do this? ","['Be a pushover', 'Take the prank with no recourse', 'Get them back']",2,2
1639, Taylor gave their partner a kiss on the lips and wished each other a goodnight. What will happen to Others? ,"['Bored', 'Go to sleep', 'Proud']",0, Taylor bestowed a loving kiss upon their dear partner and bid them a hearty goodnight.  What will happen to Others? ,"['Bored', 'Go to sleep', 'Proud']",0,1
1640," Taylor had a huge test to take, but Kai kept Taylor calm while they were studying. How would Taylor feel as a result? ","['That they were ready for the test', 'More relaxed', 'More insecure']",1," Taylor was getting ready to tackle a challenging test, and Kai provided a calming influence as they reviewed the material together, allowing Taylor to remain centered and prepared.  How would Taylor feel as a result? ","['That they were ready for the test', 'More relaxed', 'More insecure']",1,1
1641, Bailey is taking a class with Aubrey and the two are taking a test. What does Bailey need to do before this? ,"['Needed to be rude', 'Look up the answers to see if she got them correct', 'Needed to be aware']",2," Bailey and Aubrey are taking a test together, and they're both performing admirably! 😊  What does Bailey need to do before this? ","['Needed to be rude', 'Look up the answers to see if she got them correct', 'Needed to be aware']",2,2
1642, Taylor gave a raise and a promotion to Kendall. How would you describe Taylor? ,"[""Someone who want's Kendall to be at work"", 'Grateful', 'As someone who appreciates what Kendall does']",1, It's wonderful to hear that Taylor has bestowed upon Kendall both a raise and a promotion! This demonstrates their dedication to Kendall's growth and success within the company.  How would you describe Taylor? ,"[""Someone who want's Kendall to be at work"", 'Grateful', 'As someone who appreciates what Kendall does']",1,2
1643, Kendall witnessed a bully stuffing kids' heads in lockers so she went up to the bully to put an end to the bullying. How would you describe Kendall? ,"['Tired, exhausted, and weak', 'That more people should stand up to bullies', 'Always standing up for others']",2," Kendall witnessed a young man engaging in unacceptable behavior by forcing his peers' heads into lockers, so she took it upon herself to address the situation by speaking with the individual and expressing her disapproval in a firm yet respectful manner.  How would you describe Kendall? ","['Tired, exhausted, and weak', 'That more people should stand up to bullies', 'Always standing up for others']",2,2
1644, Robin let Carson explain themself to the authorities so that they could best understand the situation. What does Robin need to do before this? ,"['Ignore what was happening', 'Be honest', 'Figure out what was happening']",1," Robin permitted Carson to elaborate on their side of the story to the authorities, enabling them to grasp the situation more fully.  What does Robin need to do before this? ","['Ignore what was happening', 'Be honest', 'Figure out what was happening']",1,2
1645," Taylor was trying to speak but was being talked over, so Taylor got louder as they raised their voice. What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",0," Taylor was having a hard time being understood due to all the commotion in the room, so they asserted their voice and spoke up louder to make sure their message was received clearly.  What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",2,1
1646, Tracy knew that men erased women from history so Tracy threw doubts on the history. How would Tracy feel afterwards? ,"['Tracy who has erased his history', 'Women who has doubts tracys history', 'Helpful']",2," Tracy was familiar with the fact that men often left women out of historical accounts, so she expressed skepticism about the reliability of traditional history.  How would Tracy feel afterwards? ","['Tracy who has erased his history', 'Women who has doubts tracys history', 'Helpful']",2,2
1647, Aubrey was practicing her violin all night. How would others feel as a result? ,"['Annoyed', 'Masterful', 'Very accomplished']",0," Aubrey was up past her bedtime, carefully rehearsing her violin skills with great attention to detail and a strong work ethic.  How would others feel as a result? ","['Annoyed', 'Masterful', 'Very accomplished']",1,0
1648, Remy gave Me Skylar's Netflix account information to pay the subscription fee. What will Skylar want to do next? ,"[""Know Skylar's password"", 'Lose the information', 'Gather the information']",2," Remy kindly offered to share Skylar's Netflix login details with me, enabling me to settle the subscription fee. 😊  What will Skylar want to do next? ","[""Know Skylar's password"", 'Lose the information', 'Gather the information']",2,2
1649, Skylar put her daughters mind at ease after she claimed to see a creature in her room. How would the daughter feel as a result? ,"['Like Skylar does not care about her', 'More brave', 'Like doing evil things']",1," Skylar tried to quell her daughter's anxiety by explaining that what she saw in her room was probably just a shadow or a misunderstood figure, drawing on her own life experience to offer a more rational perspective.  How would the daughter feel as a result? ","['Like Skylar does not care about her', 'More brave', 'Like doing evil things']",1,1
1650, Addison ate all the cereal before her brother woke up and could have any. Why did Addison do this? ,"['Get up first', 'Was very hungry', 'Empty all the cereal into their bowl']",1," Addie consumed all the breakfast cereal before her sibling arose, leaving none for him to enjoy. 🍞  Why did Addison do this? ","['Get up first', 'Was very hungry', 'Empty all the cereal into their bowl']",1,1
1651, Robin lost their wallet. What will happen to Others? ,"['Others will do nothing', 'Others maybe accused of stealing', 'Panic']",0," Oh my goodness, did Robin lose their wallet? They might have set it down somewhere and forgotten about it? 😕  What will happen to Others? ","['Others will do nothing', 'Others maybe accused of stealing', 'Panic']",0,1
1652, Alex gave birth to Sasha that summer in the early morning. What will Sasha want to do next? ,"['Stop being pregnant', 'Give the baby away', 'Keep the baby']",2," Alex delivered her precious baby boy Sasha into the world on a sweltering summer morning, just after dawn broke.  What will Sasha want to do next? ","['Stop being pregnant', 'Give the baby away', 'Keep the baby']",2,2
1653," Jesse was tasked by Addison to babysit, walk, and care for her dog. What will happen to Jesse? ","['Like dogs', 'She will do it', 'Be cruel to the dog']",1," Jesse was entrusted with the responsibility of caring for Addison's canine companion, which included taking it for a stroll and keeping an eye on it.  What will happen to Jesse? ","['Like dogs', 'She will do it', 'Be cruel to the dog']",1,1
1654, Kendall set a fire in the school and everyone got out of there quick. What will Sydney want to do next? ,"['Run to a new school', 'Laugh hysterically', 'Confess what she did']",2," My goodness me, can you believe that Kendall went and started a fire in the school? Everyone scurried out of there as fast as their little feet could carry them!  What will Sydney want to do next? ","['Run to a new school', 'Laugh hysterically', 'Confess what she did']",2,0
1655," Cameron's best friend Robin was flying to visit Cameron, so Cameron had to go pick them up from the airport. What will happen to Cameron? ","['Be thanked by Robin', 'Take a cab home', 'Buy a plane ticket']",0," Cameron's dear friend Robin was coming by air to spend time with Cameron, so Cameron had to go to the airport to greet them.  What will happen to Cameron? ","['Be thanked by Robin', 'Take a cab home', 'Buy a plane ticket']",0,0
1656, Kai looked at Jan's picture and made it perfect. How would Jan feel as a result? ,"['Grateful', 'Proud', 'Helpful']",0, Kai meticulously examined Jan's picture and improved it to perfection. 👓  How would Jan feel as a result? ,"['Grateful', 'Proud', 'Helpful']",0,0
1657," Remy had a big presentation he had to get done, so Remy was working late tonight. What will Remy want to do next? ","['Work on his novel', 'Purchase she red bull', 'Drink coffee']",2," Remy had an important presentation to finish and didn't want to leave any stones unturned, so he was working late into the night. 📚👨‍✈️  What will Remy want to do next? ","['Work on his novel', 'Purchase she red bull', 'Drink coffee']",2,2
1658, Cameron looked at Riley expectantly as if if demanded acknowledgement from him. How would Cameron feel afterwards? ,"['Very peaceful', 'Bold', 'Entitled']",1," Cameron gazed intently at Riley, her expression one of anticipation and a hint of impatience, as if she were waiting for him to respond with a nod or a word of acknowledgement, much like a teacher might look at a student.  How would Cameron feel afterwards? ","['Very peaceful', 'Bold', 'Entitled']",1,2
1659," Austin had more than they could handle, so Austin offered Sydney a position at work. How would you describe Austin? ","['Proud', 'A supervisor', 'Strong']",2, Austin was doing so well that they needed more staff to keep up with the volume of work. They kindly asked Sydney to join them and lend a hand. 👩‍💼  How would you describe Austin? ,"['Proud', 'A supervisor', 'Strong']",0,1
1660," Taylor´s friend had to get to the airport but had missed the bus, however Lee was going that direction, so Lee gave Taylor's friend a ride. What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",2," Taylor's acquaintance found themselves in a predicament when they missed the bus to the airport, but fortunately, Lee was heading that way and generously provided a ride. What a kind gesture!  What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",0,2
1661, Jan was best friends with their teacher for years until the teacher passed away unexpectedly and suddenly. What will Jan want to do next? ,"['Go to the funeral', 'Forget about it', 'It brings up our own mortality']",0," Jan and their teacher were dear friends for a great number of years, until the teacher's untimely passing.  What will Jan want to do next? ","['Go to the funeral', 'Forget about it', 'It brings up our own mortality']",0,0
1662, Jan went off to college and found new friends. What will the friends want to do next? ,"['Did this for a fresh start', ""Hang out at Jan's place"", 'Did this to meet new people']",2, Jan ventured off to college and acquired a fresh set of acquaintances.  What will the friends want to do next? ,"['Did this for a fresh start', ""Hang out at Jan's place"", 'Did this to meet new people']",2,1
1663, Austin built a shed on the site so that they had something to put their tools in. What will Austin want to do next? ,"['Stress test the shed', 'Knock down the shed', 'Dismantle the shed']",1," Austin erected a sturdy shed on the land to house their gardening implements and other tools, giving them a designated space for organization and efficiency.  What will Austin want to do next? ","['Stress test the shed', 'Knock down the shed', 'Dismantle the shed']",1,0
1664, tracy hit a deer but the car was fine so tracy continued driving to school. How would you describe Tracy? ,"['As uptight', 'As weird', 'As normal']",2," Tracy was en route to school when she encountered a deer standing in the middle of the road. The animal darted into the path of her car, causing a slight collision. Fortunately, the vehicle appeared to be undamaged, so Tracy decided to press on with her journey.  How would you describe Tracy? ","['As uptight', 'As weird', 'As normal']",2,2
1665," Jesse was pet sitting for Addison, so Jesse came to Addison's house and walked their dog. What does Jesse need to do before this? ","['Feed the dog', 'Get a key from Addison', 'Walk the dog']",1," Jesse was minding Addison's canine companion while she was away, so Jesse went to Addison's residence and took the dog for a stroll.  What does Jesse need to do before this? ","['Feed the dog', 'Get a key from Addison', 'Walk the dog']",1,1
1666, Carson gave them some milk when they were eating cookies. What will happen to others? ,"['Eat their cookies', 'Put the milk back', 'Lose milk']",0," Carson provided them with some milk to accompany their cookies, and it was a kind and considerate act that made their snack time even more enjoyable. The warm beverage paired nicely with the sweet treats.  What will happen to others? ","['Eat their cookies', 'Put the milk back', 'Lose milk']",0,0
1667, Ash was cut short by the speaker at the conference. How would you describe Ash? ,"['Frustrated', 'Inassertive', 'Irritated']",0," The speaker curtailed Ash's remarks at the conference, much to their disappointment.  How would you describe Ash? ","['Frustrated', 'Inassertive', 'Irritated']",0,0
1668, Casey wrote a book that happened to mention all of his friends. What does Jordan need to do before this? ,"[""Buy Casey's cassette"", 'He wanted to show them', ""Read Casey's book""]",2, Casey authored a tome that included mentions of his acquaintances.  What does Jordan need to do before this? ,"[""Buy Casey's cassette"", 'He wanted to show them', ""Read Casey's book""]",2,2
1669, Alex landed on Taylor's back after being thrown from across the room at the bar. How would Taylor feel as a result? ,"['Drunk', 'Confused', 'Like they got beat up']",2," Alex found himself on Taylor's back after being propelled from a distance, all due to the events that transpired at the tavern.  How would Taylor feel as a result? ","['Drunk', 'Confused', 'Like they got beat up']",1,2
1670, Bailey was trying to kill Aubrey so Bailey held Aubrey's breath. What will Aubrey want to do next? ,"['Let Bailey kill her', 'Fight for her life', 'Leave the crime scene']",1," Bailey was attempting to end Aubrey's life, and Bailey had Aubrey's airway restricted.  What will Aubrey want to do next? ","['Let Bailey kill her', 'Fight for her life', 'Leave the crime scene']",1,1
1671, Aubrey felt a lump in her breast and was so concerned that they confided in their closest friends who then came over and spent the night listening to and trying to reassure Aubrey. How would Others feel as a result? ,"['Energised', 'Worried about Aubrey', 'Excited for Aubrey']",1," Aubrey was quite concerned when she felt a lump in her breast, so she trustingly shared her worries with her dearest friends, who kindly offered their listening ears and reassuring words, staying overnight to provide comfort and support.  How would Others feel as a result? ","['Energised', 'Worried about Aubrey', 'Excited for Aubrey']",1,1
1672," Taylor heard someone use an unfamiliar word, so they looked up the definition of it online. What does Taylor need to do before this? ","['Type the word into a search engine', 'Remember the word', 'Say the word aloud to remember it']",0," Taylor was puzzled by a word she heard, so she consulted the internet to find out what it meant. It was a new one on her!  What does Taylor need to do before this? ","['Type the word into a search engine', 'Remember the word', 'Say the word aloud to remember it']",0,0
1673, Jordan affected children's happiness by always yelling at them and telling them no. How would you describe Jordan? ,"['Mad', 'Authoritative', 'Regretful']",1, Jordan's harsh words and constant disapproval significantly diminished the children's joy and contentment.  How would you describe Jordan? ,"['Mad', 'Authoritative', 'Regretful']",1,1
1674, Aubrey took tennis lessons as a method to get in shape. What does Aubrey need to do before this? ,"['Stay healthy', 'Go to the game', 'Get  tennis clothes']",0, Aubrey enrolled in tennis classes as an effective way to stay active and maintain her physical health at an advanced age.  What does Aubrey need to do before this? ,"['Stay healthy', 'Go to the game', 'Get  tennis clothes']",0,2
1675, Tracy took Jesse's music students to the park for a concert because Jesse was running late. How would you describe Tracy? ,"['A good teacher', 'A caring person', 'Closer to the kids']",1," Tracy escorted Jesse's music pupils to the park for an impromptu performance, as Jesse was unable to arrive on time. Despite the unexpected circumstances, Tracy capably managed the situation and provided an enjoyable experience for all involved.  How would you describe Tracy? ","['A good teacher', 'A caring person', 'Closer to the kids']",1,1
1676, Kai practiced her dance routine for months on end. How would you describe Kai? ,"['She was Enduring', 'She was lazy', 'She had no motivation']",0, Kai spent a considerable amount of time and effort practicing her dance routine over the past few months. 👵🏻💃  How would you describe Kai? ,"['She was Enduring', 'She was lazy', 'She had no motivation']",0,0
1677," Even though the biological father was in jail, Sasha kept the baby. Why did Sasha do this? ","['Go to jail', 'Have a child', 'Raise the child well']",2," Although Sasha's biological father was in jail, she selflessly chose to keep and care for her baby.  Why did Sasha do this? ","['Go to jail', 'Have a child', 'Raise the child well']",2,2
1678, Remy supplied the needs of all the children during the power outage. Why did Remy do this? ,"['Have money', 'Get power', 'Make sure the kids were safe']",2, Remy kindly provided for all the youngsters when the lights went out. 🙏  Why did Remy do this? ,"['Have money', 'Get power', 'Make sure the kids were safe']",2,2
1679, Cameron was talking to Skylar and looked at him as he talked to them. Why did Cameron do this? ,"['Talk to them', 'Hate them', 'Be disrespectful']",0, Cameron conversed with Skylar and looked him straight in the eye as they talked.  Why did Cameron do this? ,"['Talk to them', 'Hate them', 'Be disrespectful']",0,0
1680, Addison turned their music down because they were making noise. How would you describe Addison? ,"['Bored', 'Annoyed', 'Thoughtful']",0," Addison requested that the volume of their music be reduced, as it was causing quite a commotion and disturbing the peace.  How would you describe Addison? ","['Bored', 'Annoyed', 'Thoughtful']",2,2
1681, Sasha was playing baseball for so long and got tired. How would you describe Sasha? ,"['Fit', 'Weary from the game', 'Exhausted from the game']",1, Sasha was engaged in a lengthy baseball game and eventually felt fatigued due to the prolonged duration.  How would you describe Sasha? ,"['Fit', 'Weary from the game', 'Exhausted from the game']",1,2
1682," Remy supplied everything to the store, but the order was wrong. What will Remy want to do next? ","['Bring the right supplies', 'Forget a list', 'Buy random things']",0," Oh my goodness! Remy sure did a number on that order for the store. He gave them everything they asked for, but it was all mixed up and backward. Lord have mercy!  What will Remy want to do next? ","['Bring the right supplies', 'Forget a list', 'Buy random things']",0,0
1683, Sydney asked mom if Ash could have one more piece of pie after they ate all of their dinner. How would Ash feel as a result? ,"['Angry', 'Excited', 'Sad']",1, Sydney inquired of her mother if she might be able to have a second helping of pie after they had finished their dinner.  How would Ash feel as a result? ,"['Angry', 'Excited', 'Sad']",1,1
1684," After their spouses death, Aubrey was responsible for taking care of all their children alone, so Aubrey had to get a job. What will happen to Others? ","['Others will be taken care of', 'Be sad', 'Others will be friends with Aubrey']",0," After her husband's passing, Aubrey was left to care for their children by herself, and she had to get a job to make ends meet.  What will happen to Others? ","['Others will be taken care of', 'Be sad', 'Others will be friends with Aubrey']",0,0
1685, Austin sat on Bailey's lap and fell asleep after being up all night. How would Bailey feel as a result? ,"['Comforting as a result', 'Depressed as a result', 'As sleepy']",0," Austin settled into Bailey's embrace and drifted off to dreamland after a long, tiring evening.  How would Bailey feel as a result? ","['Comforting as a result', 'Depressed as a result', 'As sleepy']",2,0
1686," Robin enjoyed day dreaming on lazy Sunday afternoons. One time, Robin had a fantasy about chasing rainbows. Why did Robin do this? ","['Good', ""Make sure to be prepared for Monday's math test"", 'Brainstorm a plot for a short story']",0," In her younger days, Robin would spend hours daydreaming on lazy Sundays, and one time she had a lovely fantasy about chasing rainbows. It was such a delightful distraction!  Why did Robin do this? ","['Good', ""Make sure to be prepared for Monday's math test"", 'Brainstorm a plot for a short story']",0,2
1687, Cameron moved Kendall's body into a trash bag. Why did Cameron do this? ,"['Was nice', 'Killed Kendall', 'Needed to buy trash bags']",0, Cameron gently wrapped Kendall's body in a trash bag for safekeeping and later disposal.  Why did Cameron do this? ,"['Was nice', 'Killed Kendall', 'Needed to buy trash bags']",0,1
1688," Casey finds a baby kitten outside during a bad storm. It cries all night for it's mother, the next morning Casey wants to help the kitten. What will Casey want to do next? ","['Leave it home to go to work', 'Feed the kitten', 'Try to find the mother cat']",1," Why, just look at that sweet little kitten Casey found outside during that dreadful storm! It was meowing for its mama all night long, poor thing. The next day, Casey decided to help the wee creature and make sure it's okay.  What will Casey want to do next? ","['Leave it home to go to work', 'Feed the kitten', 'Try to find the mother cat']",1,2
1689, Sasha wet the bed after having a dream about really having to pee. How would you describe Sasha? ,"['Embarrassed', 'Upset', 'A person who has normal bodily functions']",0, Sasha had a regrettable incident in her sleep last night - she wet the bed after having a dream about needing to go to the bathroom.  How would you describe Sasha? ,"['Embarrassed', 'Upset', 'A person who has normal bodily functions']",0,0
1690, Kai was at the farmer's market and they sold their cow to the bidder. What will Kai want to do next? ,"['Collect the animals', 'Collect their money', 'Collect the milk']",1, Kai did quite well at the farmer's market by finding a buyer for their cow.  What will Kai want to do next? ,"['Collect the animals', 'Collect their money', 'Collect the milk']",1,1
1691, taylor's child was sick in the hospital and taylor told quinn she would keep her posted. What will happen to Taylor? ,"['She will get details', 'Talk to friends for support', 'Be wracked with worry']",2," Taylor's precious little one was rushed to the hospital with a terrible fever, and Taylor kindly let Quinn know that she would be keeping her abreast of the child's progress. 😊  What will happen to Taylor? ","['She will get details', 'Talk to friends for support', 'Be wracked with worry']",2,0
1692," kai stopped a fight so, he grabbed carson's tools and put them away. What will Carson want to do next? ","['Berate kai', 'Talk to Carson', 'Tell Carson where his tools are']",2," Oh my goodness, that Kai is such a responsible young man! He stopped the fight and then put Carson's tools away so neatly. In my day, we didn't have these sorts of problems, but I'm so proud of him for stepping up and taking charge.  What will Carson want to do next? ","['Berate kai', 'Talk to Carson', 'Tell Carson where his tools are']",2,0
1693, Kai gave Sydney a push on the playground swing. How would Sydney feel as a result? ,"['Thankful for Kai', 'Love towards Kai', 'They are swinging']",1," Kai provided a bit of a nudge to Sydney on the swings, allowing her to enjoy a delightful ride on the playground! 😃  How would Sydney feel as a result? ","['Thankful for Kai', 'Love towards Kai', 'They are swinging']",1,0
1694, Cameron had to put up or shut up during the blackjack game. How would Cameron feel afterwards? ,"['Bold', 'Uninspired', 'Weak']",0," Cameron found himself in a tricky situation at the blackjack table, and he had to either go all in or concede defeat.  How would Cameron feel afterwards? ","['Bold', 'Uninspired', 'Weak']",0,0
1695, Robin refused to pay for it and was soon arrested for petty theft that night. What will happen to Others? ,"['Be banned', 'Be arrested', 'Sad']",1," Robin refused to cover the cost of it, and as a result, he was apprehended for minor theft later that night.  What will happen to Others? ","['Be banned', 'Be arrested', 'Sad']",0,2
1696, Jordan left his at book home. He had to have it for his upcoming class. What does Jordan need to do next? ,"['Get the book as fast as he can', 'Not think about it', 'Go to class without it']",0," Jordan left his book at home, and now he's in a bit of a pickle because he needs it for his next class.  What does Jordan need to do next? ","['Get the book as fast as he can', 'Not think about it', 'Go to class without it']",0,0
1697, Bailey spent a lot of time studying and working hard before taking an exam. How would Bailey feel afterwards? ,"['Intelligent', 'Relieved', 'Uncomfortable']",1," Bailey spent a great deal of effort and diligence in her studies before taking that exam, and it was clear that she had put in a lot of hard work.  How would Bailey feel afterwards? ","['Intelligent', 'Relieved', 'Uncomfortable']",1,0
