idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1442, Bailey felt bad for being late for her doctor appointment. What will Bailey want to do next? ,"['Ask for an apology next', 'Be on time next time', 'Go to the dentist next']",1, Bailey was bummed about being late for her doctor's appointment and felt really guilty about it.  What will Bailey want to do next? ,"['Ask for an apology next', 'Be on time next time', 'Go to the dentist next']",0,1
1443, Remy wanted to learn how to sew because her favourite dress was ripped. What will Remy want to do next? ,"['Gather the correct materials', 'Cut down some wood logs for material', 'Salvage the dress instead of throwing it away']",0," Remy was totally devastated when her fave dress got torn, so she decided to learn how to sew it back together! 😔👗  What will Remy want to do next? ","['Gather the correct materials', 'Cut down some wood logs for material', 'Salvage the dress instead of throwing it away']",0,0
1444, Robin decided to let Carson explain the problem to everyone more thoroughly. What will happen to Carson? ,"['Be listened to', 'Be pleased', 'Be satisfied']",0," Robin was like, ""Oh snap, Carson is gonna spill the tea on this problem!"" and let him explain it to everyone.  What will happen to Carson? ","['Be listened to', 'Be pleased', 'Be satisfied']",0,0
1445, Taylor gave rise to Kendall after he was dismissed as king for committing a crime. What will happen to Taylor? ,"['Taylor who has rised kendall and dismisse as king', 'Serve time', 'King who has commiting a crime']",1, Taylor's dismissal led to Kendall's rise to power after he committed a crime.  What will happen to Taylor? ,"['Taylor who has rised kendall and dismisse as king', 'Serve time', 'King who has commiting a crime']",1,1
1446," Remy thought she was having a boy, but Remy gave birth to a baby girl. What will Remy want to do next? ","['Return some of the boy colored clothes', 'Name the baby', 'Name the baby Brad']",1," Remy was totally sure she was having a boy, but surprise! Remy had a baby girl instead!  What will Remy want to do next? ","['Return some of the boy colored clothes', 'Name the baby', 'Name the baby Brad']",1,0
1447, Taylor proved Carson's point that day by getting the job done in a fast time. How would Carson feel as a result? ,"['Smart now', 'Lazy now', 'As hard working']",2, Taylor totally nailed Carson's point that day by finishing the job super quick!  How would Carson feel as a result? ,"['Smart now', 'Lazy now', 'As hard working']",2,0
1448, Alex made their escape into the night after stealing money out of their mother's purse. How would you describe Alex? ,"['A thief of a son', 'Trying to get back home', 'Guilty']",0, Alex made a quick getaway with the cash after swiping it from their mom's wallet in the dead of night.  How would you describe Alex? ,"['A thief of a son', 'Trying to get back home', 'Guilty']",0,0
1449, Sasha was a doctor at a hospital who had been questioned about a patient. What will happen to Sasha? ,"['Get fired by the hospital', 'Get sued by the person who wanted the information', 'Find Sasha innocent']",2," Sasha was a doctor at a hospital who had been grilled by her boss about a patient. (Informal language, colloquial expression ""grilled"")  What will happen to Sasha? ","['Get fired by the hospital', 'Get sued by the person who wanted the information', 'Find Sasha innocent']",0,1
1450, Alex tied Riley with a rope and set her on fire with a match. What will Riley want to do next? ,"['Stay quiet', 'Put the fire out', 'Sit still']",1, Alex totally messed with Riley by tying her up with a rope and then setting her ablaze with a match! 😱  What will Riley want to do next? ,"['Stay quiet', 'Put the fire out', 'Sit still']",1,1
1451, Robin sat at Jordan's feet because she wanted to know him a little better. Why did Robin do this? ,"['Bored', 'Loved', 'Start a conversation with Jordan']",1," Robin cozied up next to Jordan and listened intently as he spoke, eager to learn more about him.  Why did Robin do this? ","['Bored', 'Loved', 'Start a conversation with Jordan']",1,2
1452, Alex played a role in the economy by investing and saving in a high yield account. Why did Alex do this? ,"['Wanted to have money to retire', 'Likes to do accounting', 'Do research']",0," Alex was a smart investor who put their money in a high yield account, contributing to the economy.  Why did Alex do this? ","['Wanted to have money to retire', 'Likes to do accounting', 'Do research']",0,0
1453, Tracy gave it to their friend after their friend seemed to really like the object. How would you describe Tracy? ,"['Withholding', 'Generous', 'Mean']",1," Tracy totally hooked up their homie with that dope object after they were all like ""OMG I love it!  How would you describe Tracy? ","['Withholding', 'Generous', 'Mean']",1,1
1454," Alex saw that John was having trouble finding a van to move his furniture. Alex, being kind and generous, rose to the occasion and decided to help by offering his truck and assistance to help him move over the weekend. How would you describe Alex? ","['Offered his help and his truck', 'Happy to be a useful human being', ""Ignored his friend's trouble""]",0," Alex noticed that John was struggling to find a van for his move and being the cool and helpful dude he is, he stepped up to the plate and offered his truck and some muscle to help John move over the weekend.  How would you describe Alex? ","['Offered his help and his truck', 'Happy to be a useful human being', ""Ignored his friend's trouble""]",0,1
1455, Casey pulled the tooth to relieve the pain for their patient. Why did Casey do this? ,"['Take care of it', 'Solve problems', 'Hurt someone']",0, Casey yanked out the tooth to ease the discomfort for their patient. (Informal language and a more casual tone would be appropriate for this age group.)  Why did Casey do this? ,"['Take care of it', 'Solve problems', 'Hurt someone']",0,1
1456, Carson tried to fight Robin last night after Robin kissed his girlfriend. What does Carson need to do before this? ,"[""Go to Robin's house"", 'Forgive Robin', 'Apologize']",2," Carson was totally bugged out when he found out Robin kissed his girlfriend last night, so he tried to throw down with him!  What does Carson need to do before this? ","[""Go to Robin's house"", 'Forgive Robin', 'Apologize']",2,0
1457, Cameron took Aubrey to a festival with a lot of good food. How would you describe Cameron? ,"['Loved', 'Kind', 'Stuffed']",1, Cameron and Aubrey had a blast at the festival with tons of yummy grub!  How would you describe Cameron? ,"['Loved', 'Kind', 'Stuffed']",1,1
1458, Kai was bored at the airport while waiting for a flight. They played card games. Why did Kai do this? ,"['Learn the game', 'Get cards', 'Have some fun']",2, Kai was so boooored at the airport while waiting for their flight that they decided to pass the time by playing some card games! 😴💰  Why did Kai do this? ,"['Learn the game', 'Get cards', 'Have some fun']",2,2
1459, Bailey got a promotion at work after working there for only a week. What will Bailey want to do next? ,"['Fire their boss', 'Find a job with better promotions', 'Do a good job for more promotions']",2, Bailey totally crushed it at her new job and got a promotion after only a week on the clock! 💪🏼  What will Bailey want to do next? ,"['Fire their boss', 'Find a job with better promotions', 'Do a good job for more promotions']",2,2
1460, Quinn held onto Tracy's forms because Tracy didn't want Quinn to lose them on the bus. How would Tracy feel as a result? ,"['Be mad about being the form guide', 'Dutiful', 'Be relieved to not have to locate the forms']",2, Quinn clung to Tracy's papers like a lifeline because Tracy was worried Quinn would lose them on the bus.  How would Tracy feel as a result? ,"['Be mad about being the form guide', 'Dutiful', 'Be relieved to not have to locate the forms']",2,1
1461, Remy went into battle and helped saved the world from destruction. What does Remy need to do before this? ,"['Go through with training', 'Keep battling', 'Talk to people and let them know']",0," Remy took on an epic quest and single-handedly defeated the forces of darkness, saving the planet from certain doom!  What does Remy need to do before this? ","['Go through with training', 'Keep battling', 'Talk to people and let them know']",0,0
1462," Jordan had always been cruel, so it was no surprise when everyone was excited by his misfortune. The kids in the hallway said Jordan had seen his day. How would you describe Jordan? ","['A friend to all', 'Sad', 'A bully']",2," Jordan was a total jerk, so it was cool that he got what was coming to him. The kids in the hallway were psyched that Jordan's luck had finally run out.  How would you describe Jordan? ","['A friend to all', 'Sad', 'A bully']",2,2
1463, Kendall got ready and snatched their journal away to keep it private. What will Kendall want to do next? ,"['Lock their journal away', 'Hide information', 'Hide their journal']",2, Kendall quickly grabbed their journal and stashed it away to keep it secret.  What will Kendall want to do next? ,"['Lock their journal away', 'Hide information', 'Hide their journal']",0,2
1464, Riley watched Jesse with their eyes as they walked out of the door. What will happen to Jesse? ,"['Have eyes on them', 'The past', 'Stalked']",0, Riley couldn't take their eyes off Jesse as they walked out of the door.  What will happen to Jesse? ,"['Have eyes on them', 'The past', 'Stalked']",0,0
1465, Lee's tooth had fallen out and he reached into his mouth and touched a nerve. What will Lee want to do next? ,"['Go see the dentist', 'Ok', 'Put the tooth back in place']",2," Lee's tooth went missing and he poked around in his mouth, hitting a nerve.  What will Lee want to do next? ","['Go see the dentist', 'Ok', 'Put the tooth back in place']",2,0
1466, Riley was the best of friends with the boy and did not like the others. What will happen to Others? ,"['Ignore Riley', 'Same lessons for the next generation', 'Thanks to those two young girls, and their flawed']",0, Riley was totally tight with the dude and didn't dig the others.  What will happen to Others? ,"['Ignore Riley', 'Same lessons for the next generation', 'Thanks to those two young girls, and their flawed']",0,0
1467, Alex took care of his car in the right way and painted it so many times. Why did Alex do this? ,"['Chose a paint color', 'Resell the car', 'Angry']",0, Alex was super diligent about keeping his car in tiptop shape and gave it a fresh coat of paint multiple times.  Why did Alex do this? ,"['Chose a paint color', 'Resell the car', 'Angry']",0,1
1468, Ash saved the beehive from destruction because honey is good for you. How would Others feel as a result? ,"['Quite angry', 'Quite motivated', 'A friend of the environment']",1," Ash was like a total hero when he saved the beehive from getting wiped out - I mean, who doesn't love honey, right? It's like the ultimate health food! 🍯💪  How would Others feel as a result? ","['Quite angry', 'Quite motivated', 'A friend of the environment']",1,2
1469, Austin spent all day building and re-building the art project for class. He wasn't happy with it and saw each tiny imperfection. How would you describe Austin? ,"['Unsatisfied', 'Only trying to do the minimum', 'A perfectionist about art']",2," Austin totally geeked out all day working on that art project for class, but he just couldn't seem to get it right - every little flaw was driving him nuts!  How would you describe Austin? ","['Unsatisfied', 'Only trying to do the minimum', 'A perfectionist about art']",2,2
1470, Lee gave Taylor's friend a handshake and sneezed on their hand. What will happen to Lee after the sneeze? ,"['Get criticized', 'Be embarrassed for their friend', 'Be grossed out']",1, Lee gave Taylor's friend a fist bump and accidentally sneezed all over their hand.  What will happen to Lee after the sneeze? ,"['Get criticized', 'Be embarrassed for their friend', 'Be grossed out']",1,2
1471, Kendall altered Lee's course to go to the movies instead of the park. How would you describe Kendall? ,"['Frustrated', 'Feeling smart', 'Disrupted']",0, Kendall switched up Lee's plans and took her to the movies instead of the park! 🎥🌳  How would you describe Kendall? ,"['Frustrated', 'Feeling smart', 'Disrupted']",2,1
1472, Addison invited Austin to a party they were gonna have at the lake. Why did Addison do this? ,"['Go to the party', 'Hurt the other person', 'Be frienly']",2, Addison asked Austin to come to their party at the lake this weekend.  Why did Addison do this? ,"['Go to the party', 'Hurt the other person', 'Be frienly']",2,2
1473, Bailey didn't make any friends on the trip. How would Others feel as a result? ,"[""Others wouldn't care"", 'Bad', 'Others would nothing']",1, Bailey totally bombed when it came to making friends on the trip.  How would Others feel as a result? ,"[""Others wouldn't care"", 'Bad', 'Others would nothing']",1,0
1474, Riley and their friend were best friends. What will happen to Others? ,"['Share happiness with their friend', 'Share sadness with their friend', 'Have fun doing things with Riley']",2, Riley and their BFF were totes besties! 👯‍♀️💕  What will happen to Others? ,"['Share happiness with their friend', 'Share sadness with their friend', 'Have fun doing things with Riley']",0,0
1475, Sasha gave the team a sense of inspiration when they gave a pep talk. How would Others feel as a result? ,"['Like they are ready to do their best', 'Very motivating', 'Full of spirit']",2, Sasha totally motivated the squad with their pep talk - it was like a breath of fresh air for the team!  How would Others feel as a result? ,"['Like they are ready to do their best', 'Very motivating', 'Full of spirit']",2,0
1476, Kai improved Jan's work to help others understand what Jan was trying to do. What will Jan want to do next? ,"['Get Kai a gift', 'Yell at Kai', 'Fire Kai']",0, Kai totally nailed Jan's work and made it super easy for everyone to get what Jan was trying to say.  What will Jan want to do next? ,"['Get Kai a gift', 'Yell at Kai', 'Fire Kai']",0,0
1477, Quinn was unhappy in the marriage and promptly filled for a divorce. What will Quinn want to do next? ,"['Separate from his wife', 'Throw a party', 'Get himself a lawyer']",2, Quinn was totally dissed with her marriage and filed for a quickie divorce ASAP.  What will Quinn want to do next? ,"['Separate from his wife', 'Throw a party', 'Get himself a lawyer']",2,0
1478, Carson was already under the house working on the air conditioning and realized he forgot his tools. He asked Kai to grab them for him. What will Kai want to do next? ,"['Bring Carson his tools', 'Finish fixing the air conditioning', 'Drive to the house they are working at']",0," Carson was already inside the house, messing with the AC, and he realized he left his tools back in the garage. He asked Kai to bring them over for him.  What will Kai want to do next? ","['Bring Carson his tools', 'Finish fixing the air conditioning', 'Drive to the house they are working at']",0,0
1479," At home on his 10th birthday, Quinn, eager to enjoy the warm, Spring afternoon, threw a frisbee to his new companion, a large Golden Retriever. How would you describe Quinn? ","['An eager man and his dog', 'A boy celebrating his birthday outdoors', 'A boy who threw a frisbee to his new neighbor']",1," Quinn was super stoked to celebrate his birthday with his new pup, Max, a sick Golden Retriever. He tossed a frisbee and they had a blast playing in the warm Spring sun!  How would you describe Quinn? ","['An eager man and his dog', 'A boy celebrating his birthday outdoors', 'A boy who threw a frisbee to his new neighbor']",0,1
1480, Carson was at a friends house and they decided to play video games. What does Carson need to do before this? ,"['Know about their friends house', 'Of though about playing video games', 'Of thought about their friend']",2, Carson was chillin' at his homie's crib and they decided to get their game on!  What does Carson need to do before this? ,"['Know about their friends house', 'Of though about playing video games', 'Of thought about their friend']",2,0
1481, Kai handed back the computer. They didn't like using a Mac. How would others feel as a result? ,"['They were polite', 'They were rude', 'Annoyed with the mac']",1," Kai gave back the computer and they weren't vibing with it, ya feel? They prefer PCs over Macs.  How would others feel as a result? ","['They were polite', 'They were rude', 'Annoyed with the mac']",0,1
1482, Alex grasped both of their breasts firmly and then took off running out of the dining hall laughing. How should the girls do afterwards? ,"['The girls should warn other girls about him after turning him him', '""Be brave, and defend your king with your lives,"" said their mother', 'The girls should find him and tar and feather him with very hot tar']",2, Alex playfully grabbed their friends' arms and ran out of the dining hall laughing together.  How should the girls do afterwards? ,"['The girls should warn other girls about him after turning him him', '""Be brave, and defend your king with your lives,"" said their mother', 'The girls should find him and tar and feather him with very hot tar']",0,0
1483, Robin wrapped their coat around Ash's shoulders because Ash was shivering uncontrollably for a while. What will Robin want to do next? ,"['Go inside', 'Be a gentleman', 'Be warm']",2, Robin totes their coat around Ash's shoulders because Ash is seriously shivering for real.  What will Robin want to do next? ,"['Go inside', 'Be a gentleman', 'Be warm']",2,0
1484, Jordan talked behind Ash's back about what they were doing. How would Ash feel as a result? ,"['Apologize to Ash', 'Would be mad at Jordan', 'Mean and apologetic']",0, Jordan totally spilled the tea about Ash's secret plans without telling them to their face.  How would Ash feel as a result? ,"['Apologize to Ash', 'Would be mad at Jordan', 'Mean and apologetic']",0,1
1485, Kai swung through the bars gracefully and quickly while other children watched in awe. How would you describe Kai? ,"['Loves to show off for others', 'Good at gymnastics', 'Loves to be alone']",0," Kai totally crushed his monkey bars routine and looked like a total boss while other kids were just standing there, jealous AF.  How would you describe Kai? ","['Loves to show off for others', 'Good at gymnastics', 'Loves to be alone']",0,1
1486, Taylor caught a frog in Jan's throat because the frog was too tiny to fit. How would Taylor feel afterwards? ,"['Terrible', 'Sad', 'Proud']",1, Taylor swiftly snatched a teensy frog from Jan's throat since it was too small to stay put.  How would Taylor feel afterwards? ,"['Terrible', 'Sad', 'Proud']",2,2
1487, Aubrey took tennis lessons and became a very good singles player. What will Aubrey want to do next? ,"['Quit taking lessons', 'Need to buy a racket', 'Enter a tournament']",2, Aubrey totally crushed it on the tennis court and became a killer singles player! 🎾💪  What will Aubrey want to do next? ,"['Quit taking lessons', 'Need to buy a racket', 'Enter a tournament']",2,2
1488, Remy started listening to gothic music and became very dark. What will Others want to do next? ,"['Ignore Remy', 'Become friends with Remy', 'Follow Remy']",2, Remy got into gothic music and it totally transformed his vibe.  What will Others want to do next? ,"['Ignore Remy', 'Become friends with Remy', 'Follow Remy']",1,0
1489, Riley was working out in the garage. Riley began to hurt so bad when lifting. What does Riley need to do before this? ,"['Needed to skip stretching', 'Needed to pick up the ball', 'If you answered yes to any one of the above questions, it may be the time to consider creating your very own personal gym at home']",0, Riley was putting in work at the gym and started feeling the burn big time when lifting!  What does Riley need to do before this? ,"['Needed to skip stretching', 'Needed to pick up the ball', 'If you answered yes to any one of the above questions, it may be the time to consider creating your very own personal gym at home']",0,0
1490, Jesse stood by Cameron instead of going to the game with all his other buddies. Why did Jesse do this? ,"['Knew his friend Cameron was faking illness to get out of school the next day and helped', 'Comfort Cameron', 'Knew his friend Cameron was suffering from a severe bout with depression and helped him']",1, Young (<20),"['Knew his friend Cameron was faking illness to get out of school the next day and helped', 'Comfort Cameron', 'Knew his friend Cameron was suffering from a severe bout with depression and helped him']",1,1
1491, Sydney was so stressed while moving into her new apartment that she dropped the box she was carrying. How would you describe Sydney? ,"['Anxious', 'Clumsy', 'Worried']",2, Sydney was totally freaking out while moving into her new pad that she accidentally dropped the box she was lugging.  How would you describe Sydney? ,"['Anxious', 'Clumsy', 'Worried']",1,0
1492," Jan had been on vacation in Hawaii for a week. Last night, she finally returned home. What will Jan want to do next? ","['Return to her family', 'Return to work', 'Leave for another vacation']",0," Jan had been chillin' in Hawaii for a week, and she just got back home last night! 🌴✈️  What will Jan want to do next? ","['Return to her family', 'Return to work', 'Leave for another vacation']",1,1
1493, Austin built a tent on the site and it was the biggest tent on the site. Why did Austin do this? ,"['Unpack camping gear', 'Proud', 'Lazy']",1," Austin set up the sickest tent on the campsite, and it was totes the largest one there!  Why did Austin do this? ","['Unpack camping gear', 'Proud', 'Lazy']",1,0
1494, Kai was injured in an automobile accident and had to spend several hours a day in bed at home as a result. How would Kai feel afterwards? ,"['Like laying down when visiting friends', 'Like they have lots to do at home', 'Unmotivated to do anything']",2," Kai got hurt in a car crash and had to chill at home for hours every day, dude.  How would Kai feel afterwards? ","['Like laying down when visiting friends', 'Like they have lots to do at home', 'Unmotivated to do anything']",2,2
1495, Riley is planning on making a large holiday meal for their family. How would Riley feel afterwards? ,"['Feeling loved', 'Upset', 'Dutiful']",0, Riley is gonna whip up an epic holiday feast for their fam! 🎉  How would Riley feel afterwards? ,"['Feeling loved', 'Upset', 'Dutiful']",2,2
1496, Austin gave the reader Lee an idea because he wanted to help out. How would Lee feel as a result? ,"['Are evil', 'Are bad', 'Are nice']",2, Austin gave Lee this rad idea because he wanted to hook him up and make a difference.  How would Lee feel as a result? ,"['Are evil', 'Are bad', 'Are nice']",2,2
1497," Sydney was being mean to people, but she felt bad afterwards. How would Sydney feel afterwards? ","['Like she was very mean to everyone', 'Sorry', 'Regretful']",1," Sydney was totally being a bully to folks, but then she felt super guilty about it later.  How would Sydney feel afterwards? ","['Like she was very mean to everyone', 'Sorry', 'Regretful']",1,2
1498, Robin went to the big party with Jan's friends after being invited. What will Robin want to do next? ,"[""Get away from Jan's friends"", 'Mingle with others at the party', 'Wanted to have a good time']",2, Robin hit up the lit party with Jan's peeps after gettin' an invite.  What will Robin want to do next? ,"[""Get away from Jan's friends"", 'Mingle with others at the party', 'Wanted to have a good time']",2,1
1499, Bailey asked Alex to send them the pdf for the school project but Alex never did. What will happen to Bailey? ,"['Blame Alex', 'Lash out at Alex', 'Have to start over']",0," Bailey was like, ""Hey Alex, can you send me the pdf for our school project?"" but Alex never got around to it.  What will happen to Bailey? ","['Blame Alex', 'Lash out at Alex', 'Have to start over']",0,0
1500, Tracy's hobby is woodworking. Tracy built things like baby cribs for the poor in their community. How would you describe Tracy? ,"['Blessed', 'Very grateful', 'Generous']",2, Tracy is super skilled at woodworking and makes awesome things like baby cribs for people in need. She's all about giving back to her community!  How would you describe Tracy? ,"['Blessed', 'Very grateful', 'Generous']",2,2
1501, Casey saw Aubrey stealing form the store and so she called Aubrey's parents. How would Casey feel afterwards? ,"['Like she should have let Aubrey steal', 'Like she should have stolen with Aubrey', ""Nervous about Aubrey's punishment""]",2, Casey saw Aubrey swiping items from the store and so she dialed Aubrey's parents to tell them what was up.  How would Casey feel afterwards? ,"['Like she should have let Aubrey steal', 'Like she should have stolen with Aubrey', ""Nervous about Aubrey's punishment""]",2,2
1502," Seeing that she was very nice and friendly, Jan made friends with Taylor. What will Jan want to do next? ","['Spend time with Taylor', ""Ignore Taylor's calls"", 'Go and greet Taylor nicely']",2, Jan totally hit it off with Taylor - they were like totes besties from the get-go! 💕  What will Jan want to do next? ,"['Spend time with Taylor', ""Ignore Taylor's calls"", 'Go and greet Taylor nicely']",0,0
1503, Kai was good at cake decorating and made a career out of it. How would Kai feel afterwards? ,"['Successful at business', 'Good at their hobbies', 'Proud for being an actor']",1, Kai totally rocked the cake decorating game and turned it into a full-time gig!  How would Kai feel afterwards? ,"['Successful at business', 'Good at their hobbies', 'Proud for being an actor']",1,0
1504, Bailey had left all their toys out and their room was a mess. What will Others want to do next? ,"['For them to clean their room', 'For them to clean the garage', 'For them to get the garage clean']",0, Bailey had totally left all their toys scattered everywhere and their room was a total disaster!  What will Others want to do next? ,"['For them to clean their room', 'For them to clean the garage', 'For them to get the garage clean']",0,0
1505," Austin offered Sydney a position as sales manager, but at lower pay than other workers. How would Sydney feel as a result? ","['Terribly afraid', 'A bit insulted', 'Like the best employee']",1," Austin was like, ""Hey Sydney, I've got a sick job opportunity for you as sales manager, but it's gonna pay less than what other peeps are making.  How would Sydney feel as a result? ","['Terribly afraid', 'A bit insulted', 'Like the best employee']",0,1
1506, Carson was at his friend's house for a birthday party. What will happen to the friends? ,"['Set off fireworks for the holiday', 'Sing songs and play games', 'Paint the barn and out buildings']",1, Carson was hanging out at his buddy's crib for his birthday bash!  What will happen to the friends? ,"['Set off fireworks for the holiday', 'Sing songs and play games', 'Paint the barn and out buildings']",1,1
1507, Jordan volunteered at a charity for children's welfare. How would you describe Jordan? ,"['Misunderstood', 'Caring', 'He helped a charity']",1, Jordan totally rocked her volunteer gig at that dope children's charity! She gave back to the community and made a real difference in kids' lives.  How would you describe Jordan? ,"['Misunderstood', 'Caring', 'He helped a charity']",1,1
1508, Skylar stubbed his toe and cursed right afterwards. Cameron turned to look at him and make sure he was okay. Why did Cameron turn to look at Skylar? ,"['Was yelling at the TV', 'Stubbed his toe', 'Watch skylar']",0," Skylar totally freaked out when he stubbed his toe and let out a major curse word right away. Cameron was like, ""Yo, you good?"" to check if he was okay.  Why did Cameron turn to look at Skylar? ","['Was yelling at the TV', 'Stubbed his toe', 'Watch skylar']",0,1
1509," Although Aubrey was older and stronger, they lost to Alex in arm wrestling. How would Alex feel as a result? ","['They need to practice more', 'Ashamed', 'Boastful']",2," Even though Aubrey was way older and totally ripped, they got beat by Alex in an arm-wrestling match.  How would Alex feel as a result? ","['They need to practice more', 'Ashamed', 'Boastful']",2,2
1510, Riley had just got home from the grocery store. Riley went and made chicken in the kitchen. Why did Riley do this? ,"['Wanted to eat something', 'Eat his dinner', 'Eat in the kitchen']",1, Riley just got home from the grocery store and whipped up some bomb chicken in the kitchen!  Why did Riley do this? ,"['Wanted to eat something', 'Eat his dinner', 'Eat in the kitchen']",1,0
1511, Alex left Robin's side so she could go make a phone call. What will Alex want to do next? ,"['Be alone', 'Run away from Robin', 'Give people an update']",2, Alex bailed on Robin to hit up the bathroom and make a quick call.  What will Alex want to do next? ,"['Be alone', 'Run away from Robin', 'Give people an update']",0,0
1512, Austin batted his eyelashes when he met his blind date at the restaurant. How would you describe Austin? ,"['Flirty', 'Unfriendly', 'Flattered']",0, Austin was totally flirty when he met his blind date at the restaurant - he even batted his eyelashes!  How would you describe Austin? ,"['Flirty', 'Unfriendly', 'Flattered']",0,0
1513, Riley regarded Jesse with suspicious eyes. Jesse had betrayed Riley before and Riley never forgot. How would Riley feel afterwards? ,"['Cautious', 'Happy with Jesse', 'Betrayed by Jesse']",0," Riley gave Jesse the side-eye, like they were plotting something together. Jesse had burned Riley before, and Riley still hadn't forgiven them.  How would Riley feel afterwards? ","['Cautious', 'Happy with Jesse', 'Betrayed by Jesse']",0,0
1514, Robin went with Jan's friends to school so Jan could rest at home from being ill. What will happen to Jan? ,"['Relax at home', 'Make friends', 'Get upset']",0, Robin ditched school with Jan's homies so she could chill at home and get better from being sick.  What will happen to Jan? ,"['Relax at home', 'Make friends', 'Get upset']",2,0
1515, Jesse couldn't wait to get back because he had a new video game to play. How would you describe Jesse? ,"['Excited', 'Patient', 'Carnal']",0, Jesse was super hyped to get back home so he could finally play his new video game! 😍  How would you describe Jesse? ,"['Excited', 'Patient', 'Carnal']",0,0
1516, Alex rendered Sasha's service for the catering he needed and Sasha failed to deliver any of the food they ordered. What will happen to Alex? ,"['Lose the contract', ""Have to complain about Sasha's service"", 'Give a large tip to Sasha']",0," Alex got Sasha to do the catering for his event, but Sasha totally dropped the ball and didn't bring any of the food they were supposed to provide.  What will happen to Alex? ","['Lose the contract', ""Have to complain about Sasha's service"", 'Give a large tip to Sasha']",0,1
1517, Lee left a mess upon Ash after shaking the soda can and opening it in Ash's face. How would you describe Lee? ,"['Kind', 'Mean', 'Considerate']",1, Young (<20),"['Kind', 'Mean', 'Considerate']",1,1
1518, Quinn enjoyed the book after being told they were not going to like it. What will happen to Quinn? ,"['Content', 'Upset', 'Know the others were wrong']",0," Quinn was totally into the book, even though their friends said they wouldn't dig it.  What will happen to Quinn? ","['Content', 'Upset', 'Know the others were wrong']",0,0
1519, Sasha kept the baby and started applying for jobs. What will Sasha want to do next? ,"['Needed to find a job', 'Go shopping next', 'Care for the baby next']",0, Sasha held onto the baby and started job hunting.  What will Sasha want to do next? ,"['Needed to find a job', 'Go shopping next', 'Care for the baby next']",0,2
1520, Tracy wore Sydney's jacket to school without asking for permission. How would you describe Tracy? ,"['Rude', 'Polite', 'Upset that Tracy stole their jacket']",0, Tracy rocked Sydney's jacket to school without getting permission first.  How would you describe Tracy? ,"['Rude', 'Polite', 'Upset that Tracy stole their jacket']",0,0
1521, Lee wore a jacket because it was winter and it was cold. Why did Lee do this? ,"['Buy some mittens', 'Stay out of the cold', 'Stay warm']",2, Lee rocked a sick jacket because it was winter and cold AF.  Why did Lee do this? ,"['Buy some mittens', 'Stay out of the cold', 'Stay warm']",2,2
1522, Alex had a hard labor and after many complications gave birth to Sasha. What will happen to Sasha? ,"['Be given immediate medical attention', 'Be sent away to a different hospital', 'Be left alone in a small cot near the bed']",0, Alex went through a really tough time during childbirth and eventually delivered a healthy baby girl named Sasha.  What will happen to Sasha? ,"['Be given immediate medical attention', 'Be sent away to a different hospital', 'Be left alone in a small cot near the bed']",0,0
1523, Riley was the best of friends with the others and didn't mind helping out. What will Others want to do next? ,"['See if their friends still need help', 'The others will thank Riley next', 'The others will be resentful next']",1, Riley was totally awesome and didn't mind hooking up with his buds to lend a hand.  What will Others want to do next? ,"['See if their friends still need help', 'The others will thank Riley next', 'The others will be resentful next']",1,1
1524, Jesse said something mean to Riley and Riley looked at Jesse with hurtful eyes. How would Riley feel afterwards? ,"['Upset', ""Like they shouldn't of said what they did"", 'Like what they did hurt']",2, Jesse totally dissed Riley and Riley gave him a major side-eye.  How would Riley feel afterwards? ,"['Upset', ""Like they shouldn't of said what they did"", 'Like what they did hurt']",2,0
1525, Addison took the test in their science class after studying all night. What will Addison want to do next? ,"['Turn in their test', 'Get a good grade', 'Pass the class']",1, Addison totally slayed that science test after cramming all night long! 💪🏼  What will Addison want to do next? ,"['Turn in their test', 'Get a good grade', 'Pass the class']",1,1
1526, Robin took Kai's advice on getting books at the library instead of buying them at the bookstore. How would Kai feel as a result? ,"['Like they helped Robin save money', 'Like they helped Robin to make a whole lot of money', 'Like they helped Robin save the planet']",0, Robin totally listened to Kai's suggestion and got books from the library instead of shelling out cash at the bookstore.  How would Kai feel as a result? ,"['Like they helped Robin save money', 'Like they helped Robin to make a whole lot of money', 'Like they helped Robin save the planet']",0,0
1527, Bob went to Sasha's hair salon and got their hair cut. How would Sasha feel afterwards? ,"['Others liked the look', 'They did their job', 'They gave a good haircut']",0, Bob hit up Sasha's hair spot and got his locks freshened up!  How would Sasha feel afterwards? ,"['Others liked the look', 'They did their job', 'They gave a good haircut']",0,1
1528, Jesse made decisions for Lee in their absence from the team. How would Lee feel as a result? ,"['Anxious about them', 'Ungrateful for them', 'Excited about them']",2, Jesse was like a superhero for Lee when they were away from the team - Jesse made all the important decisions for them! 💪  How would Lee feel as a result? ,"['Anxious about them', 'Ungrateful for them', 'Excited about them']",2,2
1529, Jan went out with Quinn's friends and had a great time. What does Jan need to do before this? ,"['Get dressed', 'Cancel her plans', ""See Quinn's Friends again""]",0, Jan totally crushed it with Quinn's friends and had an epic night! 💥🍻  What does Jan need to do before this? ,"['Get dressed', 'Cancel her plans', ""See Quinn's Friends again""]",0,0
