idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,F==T
1288," Riley was tring to scare Tracy, but Tracy resisted Riley's attack. What will happen to Tracy? ","['Go away', 'Love the joke', 'Pay him back']",2," Tracy was not intimidated by Riley's attempts to scare her, and instead stood firm in the face of Riley's aggressive actions.  What will happen to Tracy? ","['Go away', 'Love the joke', 'Pay him back']",0,2,TRUE,FALSE
1289," By telling a bad joke, Lee touched a nerve with the others, who decided they wanted to leave the party and get food. What will Others want to do next? ","['The others will leave the party', 'The others will tell bad jokes', 'Issue an apology']",0," Lee's inappropriate humor really rubbed everyone the wrong way, so they all decided to leave the party and find something better to do.  What will Others want to do next? ","['The others will leave the party', 'The others will tell bad jokes', 'Issue an apology']",1,0,TRUE,FALSE
1291, Bailey was playing a game with their friend and destroyed their enemy's base. How would you describe Bailey? ,"['Having fun', 'Powerful', 'As someone who talks about friends']",1, Bailey and their friend collaborated to take down their opponent's base in a thrilling game.  How would you describe Bailey? ,"['Having fun', 'Powerful', 'As someone who talks about friends']",2,0,FALSE,FALSE
1293, Kai swung through the trees while she was outside. How would you describe Kai? ,"['Quiet', 'Athletic', 'Kai who has swung the trees']",1," She gracefully glided from one branch to another, enjoying the fresh air and scenery outside.  How would you describe Kai? ","['Quiet', 'Athletic', 'Kai who has swung the trees']",0,1,TRUE,FALSE
1294, Austin kissed Riley on the mouth on a dare from his friend. What will Riley want to do next? ,"['Wash out her mouth', 'Show off to his friend', 'Dare Austin to do more']",1, Riley was caught off guard when Austin suddenly leaned in and pecked her on the mouth as a result of his friend's dare.  What will Riley want to do next? ,"['Wash out her mouth', 'Show off to his friend', 'Dare Austin to do more']",2,0,FALSE,FALSE
1297, Remy was proud of a song they made and made a video for it. What does Remy need to do before this? ,"['Post it to Youtube', 'Focus on writing lyrics', 'Make fast low quality recordings']",2, Remy was thrilled to share their heartfelt song with a beautiful music video that showcases their talents.  What does Remy need to do before this? ,"['Post it to Youtube', 'Focus on writing lyrics', 'Make fast low quality recordings']",1,1,FALSE,TRUE
1305," Whenever he was treated by a friend at a restaurant, Austin always ate steak. Why did Austin do this? ","['Build up a tolerance to steak', 'Treat their friend in return', ""Wanted to take advantage of his friend's generosity""]",2," Whenever Austin was treated by a friend at a restaurant, she always opted for a delicious steak entrée.  Why did Austin do this? ","['Build up a tolerance to steak', 'Treat their friend in return', ""Wanted to take advantage of his friend's generosity""]",1,2,TRUE,FALSE
1308," Weary from the trip, Lee finally reached Jordan's destination. What will Jordan want to do next? ","['Have a rest', 'Go out dancing', 'Drive back home']",1," After a long and tiring trip, Lee finally reached the last stop on their journey in Jordan.  What will Jordan want to do next? ","['Have a rest', 'Go out dancing', 'Drive back home']",0,0,FALSE,TRUE
1326, Sash improved Jordan's status with the teacher when they told them what really happened. What does Sasha need to do before this? ,"['Want their friend to not be in trouble', 'Get appraisal from the teacher', 'Get approval from the teacher']",1," After Sash shared what really happened with the teacher, Jordan's standing in the class improved and they gained more respect from their instructor.  What does Sasha need to do before this? ","['Want their friend to not be in trouble', 'Get appraisal from the teacher', 'Get approval from the teacher']",2,0,FALSE,FALSE
1327, Jordan tried to joke to his kids about their their car breaking down on a roadtrip. How would his children feel as a result? ,"['Hopeful that his kids get the joke', 'Ready to find help', 'Angry with their parents']",2," Jordan made a humorous comment about the kids' car trouble on their road trip, hoping to bring some levity to the situation.  How would his children feel as a result? ","['Hopeful that his kids get the joke', 'Ready to find help', 'Angry with their parents']",0,2,TRUE,FALSE
1330, Taylor had to throw it away because it was spoiled. How would you describe Taylor? ,"['Sanitary', 'Clean', 'Dirty']",0, Taylor sadly had to get rid of it because it was no longer good to eat.  How would you describe Taylor? ,"['Sanitary', 'Clean', 'Dirty']",2,0,TRUE,FALSE
1331, Aubrey went on a two week camping trip. Aubrey arrived at the campsite. What will Aubrey want to do next? ,"['Enjoy the outdoors for a couple weeks', 'Get away from the stress of everyday life', 'Build a fire']",0," Aubrey went on an exciting journey of self-discovery during her two-week camping trip. When she arrived at the campsite, Aubrey felt a sense of freedom and empowerment.  What will Aubrey want to do next? ","['Enjoy the outdoors for a couple weeks', 'Get away from the stress of everyday life', 'Build a fire']",1,0,TRUE,FALSE
1333, Taylor answered the door after he heard the bell ring while he was in the shower. What does Taylor need to do before this? ,"['Ask who it is', 'Open the door', 'Get out of the shower']",0," Taylor opened the door once she heard the ringing bell, even though she was in the middle of her shower.  What does Taylor need to do before this? ","['Ask who it is', 'Open the door', 'Get out of the shower']",1,2,FALSE,FALSE
1338," Carson tried to fight Robin, but Robin refused to fight. What will happen to Robin? ","['Fight alone', 'Be alone', 'Good about themselves']",1," Carson tried to challenge Robin to a fight, but Robin politely declined.  What will happen to Robin? ","['Fight alone', 'Be alone', 'Good about themselves']",2,2,FALSE,TRUE
1339, Aubrey was taking a test and thought hard about the answers. What does Aubrey need to do before this? ,"['Study for the test', 'Do her best', 'Read the test questions']",2, Aubrey was totally focused on acing her test and was really thinking hard about the answers.  What does Aubrey need to do before this? ,"['Study for the test', 'Do her best', 'Read the test questions']",0,2,TRUE,FALSE
1349, Alex's factory has played a large role in the economy of the town. What will Others want to do next? ,"['For people to have good careers at the shop', 'Hire people', 'Keep the factory running well']",0," The town's economy has greatly benefited from Alex's factory, which has created many employment opportunities for the community.  What will Others want to do next? ","['For people to have good careers at the shop', 'Hire people', 'Keep the factory running well']",1,2,FALSE,FALSE
1351, Alex gave Sydney a command to fold the clean laundry. How would Sydney feel as a result? ,"['Happy to not have a choice in the matter', 'Bossy', 'Like a maid']",1," Using a softer and more polite tone, I changed ""command"" to ""asked"" and added ""kindly"" to convey a sense of politeness and consideration.  How would Sydney feel as a result? ","['Happy to not have a choice in the matter', 'Bossy', 'Like a maid']",0,2,FALSE,FALSE
1355, Robin was playing soccer and played for a long time. Why did Robin do this? ,"['Buy a soccer ball', 'Learn the rules of the game', 'Were having fun']",2, Robin was passionate about playing soccer and devoted a significant amount of time to it.  Why did Robin do this? ,"['Buy a soccer ball', 'Learn the rules of the game', 'Were having fun']",1,2,TRUE,FALSE
1360, Cameron looked at Riley expectantly when Riley said they had a gift for them. How would you describe Cameron? ,"['Impatient to open the gift', 'Excited to see what they got', 'Curious about their gift']",2, Riley couldn't help but notice the eager look on Cameron's face as she announced her gift.  How would you describe Cameron? ,"['Impatient to open the gift', 'Excited to see what they got', 'Curious about their gift']",1,0,FALSE,FALSE
1361, Robin pulled Carson over for speeding a hundred over the limit. What will happen to Carson? ,"['Sympathy for Carson and issue them a warning only', 'Get a huge fine', 'Get off without even a warning']",1," Robin pulled Carson over for speeding, and oh my gosh, he was going so fast - over 100 mph! Can you believe it?  What will happen to Carson? ","['Sympathy for Carson and issue them a warning only', 'Get a huge fine', 'Get off without even a warning']",0,1,TRUE,FALSE
1365," Bailey had a wonderful trip, she couldn't wait to show everyone all the photos. What does Bailey need to do before this? ","['Share her photos with others', 'Take a vacation', 'Get her photos developed']",0, Bailey had a fantastic trip and is excited to show all her friends the beautiful pictures she took.  What does Bailey need to do before this? ,"['Share her photos with others', 'Take a vacation', 'Get her photos developed']",2,1,FALSE,FALSE
1368, Carson needed their tools so Kai grabbed their tools and brought it to them. What will Carson want to do next? ,"['Realize which exact tools they needed', 'Build something with the tools', 'Thank Carson for the help']",1," Since Carson needed their tools, Kai kindly grabbed their equipment and brought it over to them.  What will Carson want to do next? ","['Realize which exact tools they needed', 'Build something with the tools', 'Thank Carson for the help']",2,1,TRUE,FALSE
1375, Riley began to hurt after her friend was mean to her. How would you describe Riley? ,"['Disappointed', 'Sad', 'Sensitive']",2, Riley started to feel hurt and sad after her friend was mean to her.  How would you describe Riley? ,"['Disappointed', 'Sad', 'Sensitive']",1,1,FALSE,TRUE
1378, Bailey was in a recital and was performing for a group. Bailey started to play. What will Bailey want to do next? ,"['Practice for the recital', 'Learn the music to play', 'Show off their skills']",2," Bailey shone brightly as he took center stage and performed for the audience, demonstrating his talent and dedication to his craft.  What will Bailey want to do next? ","['Practice for the recital', 'Learn the music to play', 'Show off their skills']",0,2,TRUE,FALSE
1380, Riley proved she was the best of friends by buying her buddies an expensive dinner. How would Others feel as a result? ,"['Others would agree that Riley likes to eat', 'Others would agree that Riley treats others well', 'Loved']",1, Riley demonstrated her dedication to her friends by treating them to a pricey dinner.  How would Others feel as a result? ,"['Others would agree that Riley likes to eat', 'Others would agree that Riley treats others well', 'Loved']",2,2,FALSE,TRUE
1387," Jan took a trip to Athens, Greece and brought their pet owls with them. Why did Jan do this? ","['Stay with their owls', 'Show their owls Greece', 'Go to Greece']",2," Jan traveled to the beautiful city of Athens, Greece, and thoughtfully included their beloved pet owls in their itinerary.  Why did Jan do this? ","['Stay with their owls', 'Show their owls Greece', 'Go to Greece']",1,0,FALSE,FALSE
1391, Robin let Carson explain why it happened in very much detail. What will Robin want to do next? ,"['Runaway', 'Be silent', 'Explain again']",2, Robin gave Carson the floor to elaborate on what happened in great detail.  What will Robin want to do next? ,"['Runaway', 'Be silent', 'Explain again']",1,1,FALSE,TRUE
1393, Sasha protected the patient's information by sealing the information in a vault underground. What will Others want to do next? ,"['Lock the vault door', 'Smart', 'Lazy']",2," With great care, Sasha protected the patient's personal details by sealing them in a secure underground vault.  What will Others want to do next? ","['Lock the vault door', 'Smart', 'Lazy']",0,0,FALSE,TRUE
1399, Riley regarded Jesse with suspicious eyes when Jesse held out the flowers. What will happen to Riley? ,"['Be proposed to by Jesse', 'Fail to impress Riley', 'Be distrusted by Riley']",2, Riley couldn't help but feel skeptical as Jesse presented her with the flowers.  What will happen to Riley? ,"['Be proposed to by Jesse', 'Fail to impress Riley', 'Be distrusted by Riley']",0,0,FALSE,TRUE
1406, Sasha gave the dog some pills to help it feel better. What will Sasha want to do next? ,"['Make the dog eat', ""Hope that it get's well"", 'Find the pills']",2, Sasha carefully gave the pup some medicine to help it recover from its illness.  What will Sasha want to do next? ,"['Make the dog eat', ""Hope that it get's well"", 'Find the pills']",0,1,FALSE,FALSE
1411, Riley told Lee to stay at work a little later that night. What will happen to Lee? ,"['He will quit', 'He will make money', 'Make sure lee stays at work']",1, Riley asked Lee if she could stick around a bit later that night.  What will happen to Lee? ,"['He will quit', 'He will make money', 'Make sure lee stays at work']",2,1,TRUE,FALSE
1417, Austin was taking a test and found it difficult at first. How would you describe Austin? ,"['A student', 'Stupid', 'Overwhelmed']",2," Austin initially found the test challenging, but he remained focused and was able to complete it successfully.  How would you describe Austin? ","['A student', 'Stupid', 'Overwhelmed']",0,2,TRUE,FALSE
1421, Riley and Sasha went hiking. Sasha was more experienced and went ahead before realizing it and stopping. Riley hurried to catch up to her height on the trail. What does Riley need to do before this? ,"['Ask Sasha to stay with them', 'Get some hiking boots', 'Ask Sasha for a break']",0," Riley and Sasha went on a thrilling hike together. As they climbed the mountain, Sasha's experience shone through as she forged ahead, but soon realized the trail was more challenging than expected and stopped to wait for Riley. With determination, Riley pushed herself to catch up to Sasha's height on the winding trail.  What does Riley need to do before this? ","['Ask Sasha to stay with them', 'Get some hiking boots', 'Ask Sasha for a break']",2,1,FALSE,FALSE
1424," Kai stayed home from work, so Kai spent several hours online doing nothing. How would you describe Kai? ","['Guilty', 'Productive', 'Lazy']",2," Kai stayed home from work and spent a few hours browsing online, just relaxing.  How would you describe Kai? ","['Guilty', 'Productive', 'Lazy']",1,2,TRUE,FALSE
1428," Jordan wanted to do something special for their spouse on Valentines day, so Jordan decided to have a picnic in the park. What will Jordan want to do next? ","['Invite their spouse', 'Pack a basket', 'Eat alone']",0," Jordan wanted to create a special moment for their partner on Valentine's Day, so they decided on a romantic picnic in the park.  What will Jordan want to do next? ","['Invite their spouse', 'Pack a basket', 'Eat alone']",1,1,FALSE,TRUE
1432, Jordan made their friends laugh because he had a lot of experiences that were very interesting. What does Jordan need to do before this? ,"['Not do anything interesting', 'Experience strange events', 'Make his friends laugh']",1, Jordan always had such interesting anecdotes to share that made his friends giggle.  What does Jordan need to do before this? ,"['Not do anything interesting', 'Experience strange events', 'Make his friends laugh']",2,1,TRUE,FALSE
1435, Cameron got out of their way when he saw the others running towards him. How would Others feel as a result? ,"['Accommodated as a result', 'He tries to avoid conflict', 'Annoyed as a result']",2," As the others ran towards him, Cameron made sure to get out of their way to avoid any collisions.  How would Others feel as a result? ","['Accommodated as a result', 'He tries to avoid conflict', 'Annoyed as a result']",1,0,FALSE,FALSE
1436, Alex paid to get her car detailed and completely cleaned inside and out. What does Alex need to do before this? ,"['Alex who has bought a car', 'Alex who has searched some details about car', 'Go to the car wash']",2," Alex treated herself to a pampering session for her car, making sure every inch was spotless and shining.  What does Alex need to do before this? ","['Alex who has bought a car', 'Alex who has searched some details about car', 'Go to the car wash']",0,2,TRUE,FALSE
1440, Cameron continued playing with the dog until their mother shouted that dinner was ready. What will Cameron want to do next? ,"['Keep playing with the dog', 'Liked dogs', 'Go eat dinner']",2, Cameron had a blast playing with the puppy until Mom yelled that dinner was served.  What will Cameron want to do next? ,"['Keep playing with the dog', 'Liked dogs', 'Go eat dinner']",0,2,TRUE,FALSE
1441, Kai proudly displayed their new watch by putting it on their wrist. What does Kai need to do before this? ,"['Get a new watch band', 'Learn to tell time', 'Show off the watch']",1, Kai lovingly exhibited their stylish new watch on their wrist.  What does Kai need to do before this? ,"['Get a new watch band', 'Learn to tell time', 'Show off the watch']",2,0,FALSE,FALSE
1451, Robin sat at Jordan's feet because she wanted to know him a little better. Why did Robin do this? ,"['Bored', 'Loved', 'Start a conversation with Jordan']",1, Robin sat at Jordan's feet because she was drawn to his charming personality and wanted to get to know him better.  Why did Robin do this? ,"['Bored', 'Loved', 'Start a conversation with Jordan']",0,2,FALSE,FALSE
1457, Cameron took Aubrey to a festival with a lot of good food. How would you describe Cameron? ,"['Loved', 'Kind', 'Stuffed']",1," Cameron and Aubrey had a blast at the fest, indulging in scrumptious grub galore.  How would you describe Cameron? ","['Loved', 'Kind', 'Stuffed']",2,1,TRUE,FALSE
1465, Lee's tooth had fallen out and he reached into his mouth and touched a nerve. What will Lee want to do next? ,"['Go see the dentist', 'Ok', 'Put the tooth back in place']",2," When Lee's tooth fell out, he probed inside his mouth to identify the source of the discomfort.  What will Lee want to do next? ","['Go see the dentist', 'Ok', 'Put the tooth back in place']",0,0,FALSE,TRUE
1474, Riley and their friend were best friends. What will happen to Others? ,"['Share happiness with their friend', 'Share sadness with their friend', 'Have fun doing things with Riley']",2, Riley and her BFF were inseparable.  What will happen to Others? ,"['Share happiness with their friend', 'Share sadness with their friend', 'Have fun doing things with Riley']",0,0,FALSE,TRUE
1477, Quinn was unhappy in the marriage and promptly filled for a divorce. What will Quinn want to do next? ,"['Separate from his wife', 'Throw a party', 'Get himself a lawyer']",2, Quinn felt trapped in her marriage and promptly initiated divorce proceedings.  What will Quinn want to do next? ,"['Separate from his wife', 'Throw a party', 'Get himself a lawyer']",0,0,FALSE,TRUE
1481, Kai handed back the computer. They didn't like using a Mac. How would others feel as a result? ,"['They were polite', 'They were rude', 'Annoyed with the mac']",1, Kai returned the computer to its rightful owner. She wasn't a fan of using Macs herself.  How would others feel as a result? ,"['They were polite', 'They were rude', 'Annoyed with the mac']",0,1,TRUE,FALSE
1484, Jordan talked behind Ash's back about what they were doing. How would Ash feel as a result? ,"['Apologize to Ash', 'Would be mad at Jordan', 'Mean and apologetic']",0, Jordan gossiped with her girlfriends about what Ash was up to behind his back.  How would Ash feel as a result? ,"['Apologize to Ash', 'Would be mad at Jordan', 'Mean and apologetic']",2,1,FALSE,FALSE
1486, Taylor caught a frog in Jan's throat because the frog was too tiny to fit. How would Taylor feel afterwards? ,"['Terrible', 'Sad', 'Proud']",1, Taylor carefully scooped up the teeny tiny frog that was stuck in Jan's throat.  How would Taylor feel afterwards? ,"['Terrible', 'Sad', 'Proud']",2,2,FALSE,TRUE
1488, Remy started listening to gothic music and became very dark. What will Others want to do next? ,"['Ignore Remy', 'Become friends with Remy', 'Follow Remy']",2," Remy discovered gothic music and embraced its melancholic vibes, transforming his mood.  What will Others want to do next? ","['Ignore Remy', 'Become friends with Remy', 'Follow Remy']",1,0,FALSE,FALSE
1491, Sydney was so stressed while moving into her new apartment that she dropped the box she was carrying. How would you describe Sydney? ,"['Anxious', 'Clumsy', 'Worried']",2, Sydney was totally overwhelmed with anxiety while moving into her fresh digs that she carelessly dropped the box she was carrying.  How would you describe Sydney? ,"['Anxious', 'Clumsy', 'Worried']",0,0,FALSE,TRUE
1492," Jan had been on vacation in Hawaii for a week. Last night, she finally returned home. What will Jan want to do next? ","['Return to her family', 'Return to work', 'Leave for another vacation']",0," After a relaxing week in Hawaii, Jan finally returned home last night.  What will Jan want to do next? ","['Return to her family', 'Return to work', 'Leave for another vacation']",1,1,FALSE,TRUE
1493, Austin built a tent on the site and it was the biggest tent on the site. Why did Austin do this? ,"['Unpack camping gear', 'Proud', 'Lazy']",1," Austin set up a cozy tent on the site, and it was easily the biggest one around!  Why did Austin do this? ","['Unpack camping gear', 'Proud', 'Lazy']",0,0,FALSE,TRUE
1502," Seeing that she was very nice and friendly, Jan made friends with Taylor. What will Jan want to do next? ","['Spend time with Taylor', ""Ignore Taylor's calls"", 'Go and greet Taylor nicely']",2," Since Taylor was so warm and welcoming, Jan felt comfortable reaching out to her and forming a friendship.  What will Jan want to do next? ","['Spend time with Taylor', ""Ignore Taylor's calls"", 'Go and greet Taylor nicely']",0,0,FALSE,TRUE
1511, Alex left Robin's side so she could go make a phone call. What will Alex want to do next? ,"['Be alone', 'Run away from Robin', 'Give people an update']",2," Alex excused herself to go make a quick phone call, leaving Robin's side.  What will Alex want to do next? ","['Be alone', 'Run away from Robin', 'Give people an update']",0,0,FALSE,TRUE
1519, Sasha kept the baby and started applying for jobs. What will Sasha want to do next? ,"['Needed to find a job', 'Go shopping next', 'Care for the baby next']",0, Sasha lovingly cared for the baby while searching for employment opportunities.  What will Sasha want to do next? ,"['Needed to find a job', 'Go shopping next', 'Care for the baby next']",2,2,FALSE,TRUE
1526, Robin took Kai's advice on getting books at the library instead of buying them at the bookstore. How would Kai feel as a result? ,"['Like they helped Robin save money', 'Like they helped Robin to make a whole lot of money', 'Like they helped Robin save the planet']",0, Robin took Kai's advice and went to the library to find some books instead of buying them at the bookstore.  How would Kai feel as a result? ,"['Like they helped Robin save money', 'Like they helped Robin to make a whole lot of money', 'Like they helped Robin save the planet']",2,0,TRUE,FALSE
1528, Jesse made decisions for Lee in their absence from the team. How would Lee feel as a result? ,"['Anxious about them', 'Ungrateful for them', 'Excited about them']",2, Jesse made important choices for Lee when they were not present at team meetings.  How would Lee feel as a result? ,"['Anxious about them', 'Ungrateful for them', 'Excited about them']",0,2,TRUE,FALSE
1534, Taylor kept Quinn posted about the baseball scores that were happening that night. What will happen to Quinn? ,"['Proud', 'Indifferent', 'Bored']",0," Taylor made sure Quinn was aware of the exciting baseball action happening that evening, with updates on the scores.  What will happen to Quinn? ","['Proud', 'Indifferent', 'Bored']",2,1,FALSE,FALSE
1536, Cameron shook Carson's head while Cameron was tidying up Carson's long beard. What will Carson want to do next? ,"['Trim around the beard', 'Spray on some perfume', 'Use lots of soapy water']",0," As Cameron cleaned up Carson's beard, he gently shook his head.  What will Carson want to do next? ","['Trim around the beard', 'Spray on some perfume', 'Use lots of soapy water']",1,0,TRUE,FALSE
1537, Cameron wasted money on an expensive handbag. Why did Cameron do this? ,"['Regret her actions', 'Buy a status item', 'Resent her waste']",1, Cameron splurged on an overpriced purse that's not even that stylish.  Why did Cameron do this? ,"['Regret her actions', 'Buy a status item', 'Resent her waste']",0,1,TRUE,FALSE
1544, jesse set robin's sock on fire while they were sleeping because they were a pyromaniac. What will happen to Robin? ,"['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",2," Jesse carelessly lit Robin's sock on fire while they were slumbering, consumed by his obsession with flames.  What will happen to Robin? ","['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",1,0,FALSE,FALSE
1557, Alex paid to get more information. How would Alex feel afterwards? ,"['Happy to have information', 'Very nosy', 'Very rude']",1, Alex invested in getting more details.  How would Alex feel afterwards? ,"['Happy to have information', 'Very nosy', 'Very rude']",0,0,FALSE,TRUE
1558, Quinn rode a motorcycle too fast on the highway and ended up with a ticket. What will Quinn want to do next? ,"['Go pay the employees', 'Start driving their truck slower', 'Start driving their motorcycle slower']",2, Quinn's need for speed on her motorcycle led to an expensive ticket on the highway.  What will Quinn want to do next? ,"['Go pay the employees', 'Start driving their truck slower', 'Start driving their motorcycle slower']",0,2,TRUE,FALSE
1560, Bailey gave birth to Taylor but couldn't take care of them. What will happen to Taylor? ,"['Stay in the maternity hospital', 'Be given up for adoption', 'Stay with their birth mother']",2," Bailey brought Taylor into the world, yet couldn't provide the necessary care for them.  What will happen to Taylor? ","['Stay in the maternity hospital', 'Be given up for adoption', 'Stay with their birth mother']",1,1,FALSE,TRUE
1566," Alex and Dawn's children were running wild, so Alex stepped in took control of them. What will happen to the children? ","['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",2," Dawn and Alex's children were getting out of hand, so Dawn stepped in to help Alex regain control.  What will happen to the children? ","['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",0,0,FALSE,TRUE
1568, Jenny wanted to found out what happened to Quinn's leg and read Quinn's book about his travels where he discussed his accident later in the first chapter. How would Jenny feel as a result? ,"['Satisfied', 'Jealous of Quinn', 'Annoyed at Quinn']",0," Jenny was so curious about Quinn's travel experiences, especially after hearing about his accident in the first chapter of his book.  How would Jenny feel as a result? ","['Satisfied', 'Jealous of Quinn', 'Annoyed at Quinn']",1,0,TRUE,FALSE
1569, Remy gave the board Casey's interpretation of the facts about the case they had accepted. How would Casey feel as a result? ,"['Like running away', 'Relieved to have help', 'Pleased of the presentation']",2," Remy shared Casey's perspective on the situation with the board, which they had already accepted.  How would Casey feel as a result? ","['Like running away', 'Relieved to have help', 'Pleased of the presentation']",1,2,TRUE,FALSE
1580, Alex rendered Sasha service and got the job done in a few hours. What will happen to Sasha? ,"['Pay Sasha for the help', 'Bored', 'Proud']",0," Sasha was thrilled with Alex's exceptional support, and together they completed the task quickly and efficiently.  What will happen to Sasha? ","['Pay Sasha for the help', 'Bored', 'Proud']",2,1,FALSE,FALSE
1583, Jan decided to go out so she called up Quinn's friends to hang out together. How would Quinn feel as a result? ,"['As normal', 'Happy', 'Betrayed']",0," Jan wanted to go out and have some fun, so she reached out to Quinn's friends to see if they were available to hang out together.  How would Quinn feel as a result? ","['As normal', 'Happy', 'Betrayed']",2,2,FALSE,TRUE
1593, Lee sold things belonging to her mom without her permission. How would Lee feel afterwards? ,"['Cheating', 'A bad child', 'Interested in making money']",0, Lee recklessly sold her mother's possessions without her approval.  How would Lee feel afterwards? ,"['Cheating', 'A bad child', 'Interested in making money']",2,1,FALSE,FALSE
1598, Carson dug around in the bag and ate Bailey's candy once he had found the stash of it. How would you describe Carson? ,"['Someone who hates candy and sweets', 'Someone who steals from people', 'Angry']",1," Bailey was delighted when Carson searched through her bag and found the yummy candy, which he then enjoyed.  How would you describe Carson? ","['Someone who hates candy and sweets', 'Someone who steals from people', 'Angry']",2,1,TRUE,FALSE
1599, Bailey passed Jesse an examination booklet and they both grabbed their pencils and waited for the go ahead to start the test. What will Jesse want to do next? ,"['Do well on the test', 'Finish the test', 'Fill in the test']",0," Bailey distributed the examination booklets to Jesse and me, and we both grabbed our pencils in anticipation of the test's start.  What will Jesse want to do next? ","['Do well on the test', 'Finish the test', 'Fill in the test']",2,0,TRUE,FALSE
1600, Carson was out a new friend's house without his other friends. How would the other friends feel as a result? ,"['Jealous of the new friend', 'Happy they are left out', 'Friendly']",1, Carson went over to his new friend's house and had a blast without her other pals.  How would the other friends feel as a result? ,"['Jealous of the new friend', 'Happy they are left out', 'Friendly']",0,0,FALSE,TRUE
1601, Carson took lives of chickens for a living on the farm. How would Others feel as a result? ,"['Bad for the chickens', 'Excited for them', 'Was a hard worker']",0," As a farmer, Carson was responsible for caring for the chickens and collecting their eggs, providing a vital source of income for the farm.  How would Others feel as a result? ","['Bad for the chickens', 'Excited for them', 'Was a hard worker']",1,0,TRUE,FALSE
1603, Taylor attended their father's funeral after he passed away from cancer. What does Taylor need to do before this? ,"['Honor their father', 'Mourn their father', 'Travel to the funeral']",2, Taylor attended her father's memorial service after he sadly succumbed to cancer.  What does Taylor need to do before this? ,"['Honor their father', 'Mourn their father', 'Travel to the funeral']",0,2,TRUE,FALSE
1606," Taylor made the assumption based on his experience. however, this time it wasn't the right assumption. How would Taylor feel afterwards? ","['Surprised', 'Happy', 'Wrong']",2," Taylor made a conjecture due to his past encounters, yet this instance deviated from his expectations.  How would Taylor feel afterwards? ","['Surprised', 'Happy', 'Wrong']",0,0,FALSE,TRUE
1609, Addison wanted breakfast in the morning so they ate cereal. What does Addison need to do before this? ,"['Wanted something quick', 'Pour the cereal in the bowl', 'Think about pouring cereal in the bowl']",2," Addison woke up hungry and decided to whip up some breakfast, pouring herself a bowl of oatmeal for a nutritious start to her day.  What does Addison need to do before this? ","['Wanted something quick', 'Pour the cereal in the bowl', 'Think about pouring cereal in the bowl']",1,1,FALSE,TRUE
1611," Robin bought Addison a watch for his birthday and after he unwrapped it, Robin helped put the watch on Addison's wrist. Why did Robin do this? ","['Make sure Addison knew what time it was', 'Help Addison put the watch on', 'Smile']",1," Robin gifted Addison a beautiful watch on his special day, and afterward, Robin lovingly secured the watch around Addison's slender wrist.  Why did Robin do this? ","['Make sure Addison knew what time it was', 'Help Addison put the watch on', 'Smile']",2,1,TRUE,FALSE
1618, Aubrey kept their friends up at night with their music. What will happen to the friends? ,"['The friends were starting to get angry with Aubrey', 'The friends stayed up and made pancakes all night', 'The friends called a local restaurant to order pizza']",2," Aubrey's friends were up late into the night, captivated by their soulful melodies.  What will happen to the friends? ","['The friends were starting to get angry with Aubrey', 'The friends stayed up and made pancakes all night', 'The friends called a local restaurant to order pizza']",1,0,FALSE,FALSE
1621, Jesse just got a haircut and Riley was observing him with her eyes. What will happen to Jesse? ,"['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",2, Riley noticed how cute Jesse looks after his haircut and gave him a sly glance.  What will happen to Jesse? ,"['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",1,0,FALSE,FALSE
1626, kendall went along with jan's friends but didn't invite jan along because they didn't like jan. How would Jan feel as a result? ,"['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",0, Kendall tagged along with Jan's friends without including Jan in the plans because she felt uneasy about her presence.  How would Jan feel as a result? ,"['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",1,0,TRUE,FALSE
1636, Jan gave birth to a daughter yesterday. Why did Jan do this? ,"['Was induced to give birth', ""Didn't mean to"", 'Prepare to deliver a baby']",1," Yesterday, Jan gave birth to her precious little daughter, bringing so much joy and love into her life.  Why did Jan do this? ","['Was induced to give birth', ""Didn't mean to"", 'Prepare to deliver a baby']",2,0,FALSE,FALSE
1645," Taylor was trying to speak but was being talked over, so Taylor got louder as they raised their voice. What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",0," Taylor tried to speak up, but their words were drowned out by others, so they assertively raised their volume to be heard.  What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",2,1,FALSE,FALSE
1647, Aubrey was practicing her violin all night. How would others feel as a result? ,"['Annoyed', 'Masterful', 'Very accomplished']",0, Aubrey spent hours perfecting her violin skills under the moonlight.  How would others feel as a result? ,"['Annoyed', 'Masterful', 'Very accomplished']",1,0,TRUE,FALSE
