idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,M==T
1435, Cameron got out of their way when he saw the others running towards him. How would Others feel as a result? ,"['Accommodated as a result', 'He tries to avoid conflict', 'Annoyed as a result']",2, Cameron stepped aside as he noticed the others approaching him at a quick pace.  How would Others feel as a result? ,"['Accommodated as a result', 'He tries to avoid conflict', 'Annoyed as a result']",1,0,FALSE,FALSE
1437, Kendall got a new puppy from the pound. They showed all their friends. What will happen to Kendall? ,"['Get some toys', 'Return the puppy', 'Go on a hunting trip']",0, Kendall adopted a cute pup from the shelter and introduced it to his buddies.  What will happen to Kendall? ,"['Get some toys', 'Return the puppy', 'Go on a hunting trip']",2,0,TRUE,FALSE
1447, Taylor proved Carson's point that day by getting the job done in a fast time. How would Carson feel as a result? ,"['Smart now', 'Lazy now', 'As hard working']",2, Taylor demonstrated Carson's claim by completing the task swiftly.  How would Carson feel as a result? ,"['Smart now', 'Lazy now', 'As hard working']",1,0,FALSE,FALSE
1449, Sasha was a doctor at a hospital who had been questioned about a patient. What will happen to Sasha? ,"['Get fired by the hospital', 'Get sued by the person who wanted the information', 'Find Sasha innocent']",2," Dr. Sasha, a seasoned medical professional at the hospital, was recently interviewed regarding a patient's treatment.  What will happen to Sasha? ","['Get fired by the hospital', 'Get sued by the person who wanted the information', 'Find Sasha innocent']",1,1,FALSE,TRUE
1467, Alex took care of his car in the right way and painted it so many times. Why did Alex do this? ,"['Chose a paint color', 'Resell the car', 'Angry']",0, Alex made sure to properly maintain his car and gave it multiple coats of paint.  Why did Alex do this? ,"['Chose a paint color', 'Resell the car', 'Angry']",2,1,FALSE,FALSE
1474, Riley and their friend were best friends. What will happen to Others? ,"['Share happiness with their friend', 'Share sadness with their friend', 'Have fun doing things with Riley']",2, Riley and his buddy were tight as could be.  What will happen to Others? ,"['Share happiness with their friend', 'Share sadness with their friend', 'Have fun doing things with Riley']",0,0,FALSE,TRUE
1479," At home on his 10th birthday, Quinn, eager to enjoy the warm, Spring afternoon, threw a frisbee to his new companion, a large Golden Retriever. How would you describe Quinn? ","['An eager man and his dog', 'A boy celebrating his birthday outdoors', 'A boy who threw a frisbee to his new neighbor']",1," Quinn, excited to take advantage of the beautiful spring afternoon, hurled a frisbee to his new furry friend, a massive Golden Retriever.  How would you describe Quinn? ","['An eager man and his dog', 'A boy celebrating his birthday outdoors', 'A boy who threw a frisbee to his new neighbor']",0,1,TRUE,FALSE
1481, Kai handed back the computer. They didn't like using a Mac. How would others feel as a result? ,"['They were polite', 'They were rude', 'Annoyed with the mac']",1, Kai passed the computer back to its owner. They weren't too fond of using a Mac.  How would others feel as a result? ,"['They were polite', 'They were rude', 'Annoyed with the mac']",0,1,TRUE,FALSE
1486, Taylor caught a frog in Jan's throat because the frog was too tiny to fit. How would Taylor feel afterwards? ,"['Terrible', 'Sad', 'Proud']",1, Taylor grabbed that pesky frog by the throat since it was too small to escape.  How would Taylor feel afterwards? ,"['Terrible', 'Sad', 'Proud']",2,2,FALSE,TRUE
1492," Jan had been on vacation in Hawaii for a week. Last night, she finally returned home. What will Jan want to do next? ","['Return to her family', 'Return to work', 'Leave for another vacation']",0, Jan had just gotten back from his week-long vacation in Hawaii last night.  What will Jan want to do next? ,"['Return to her family', 'Return to work', 'Leave for another vacation']",1,1,FALSE,TRUE
1494, Kai was injured in an automobile accident and had to spend several hours a day in bed at home as a result. How would Kai feel afterwards? ,"['Like laying down when visiting friends', 'Like they have lots to do at home', 'Unmotivated to do anything']",2," Kai suffered an injury in a car accident and had to spend a significant amount of time recuperating at home, which limited his mobility and activities.  How would Kai feel afterwards? ","['Like laying down when visiting friends', 'Like they have lots to do at home', 'Unmotivated to do anything']",1,2,TRUE,FALSE
1497," Sydney was being mean to people, but she felt bad afterwards. How would Sydney feel afterwards? ","['Like she was very mean to everyone', 'Sorry', 'Regretful']",1," Sydney was acting harshly towards others, but later regretted her behavior.  How would Sydney feel afterwards? ","['Like she was very mean to everyone', 'Sorry', 'Regretful']",2,2,FALSE,TRUE
1502," Seeing that she was very nice and friendly, Jan made friends with Taylor. What will Jan want to do next? ","['Spend time with Taylor', ""Ignore Taylor's calls"", 'Go and greet Taylor nicely']",2," After noticing how approachable and kind Taylor was, Jan decided to befriend her.  What will Jan want to do next? ","['Spend time with Taylor', ""Ignore Taylor's calls"", 'Go and greet Taylor nicely']",0,0,FALSE,TRUE
1511, Alex left Robin's side so she could go make a phone call. What will Alex want to do next? ,"['Be alone', 'Run away from Robin', 'Give people an update']",2, Alex stepped away from Robin to take a call.  What will Alex want to do next? ,"['Be alone', 'Run away from Robin', 'Give people an update']",0,0,FALSE,TRUE
1512, Austin batted his eyelashes when he met his blind date at the restaurant. How would you describe Austin? ,"['Flirty', 'Unfriendly', 'Flattered']",0, Austin raised an eyebrow when he encountered his blind date at the restaurant.  How would you describe Austin? ,"['Flirty', 'Unfriendly', 'Flattered']",2,0,TRUE,FALSE
1520, Tracy wore Sydney's jacket to school without asking for permission. How would you describe Tracy? ,"['Rude', 'Polite', 'Upset that Tracy stole their jacket']",0, Tracy donned Sydney's jacket without obtaining prior approval.  How would you describe Tracy? ,"['Rude', 'Polite', 'Upset that Tracy stole their jacket']",2,0,TRUE,FALSE
1538," Austin wrapped a belt around their waist, but found that it didn't fit. What will happen to Austin? ","['They will get new pants', 'They will go on a diet', 'Buy the belt if it fits']",1," Austin buckled a belt around his waist, but discovered it wasn't quite the right size.  What will happen to Austin? ","['They will get new pants', 'They will go on a diet', 'Buy the belt if it fits']",2,1,TRUE,FALSE
1544, jesse set robin's sock on fire while they were sleeping because they were a pyromaniac. What will happen to Robin? ,"['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",2," Jesse recklessly set Robin's sock ablaze while they were snoozing, fueled by his pyromaniacal tendencies.  What will happen to Robin? ","['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",1,0,FALSE,FALSE
1552, Tracy understood Casey's stance better after they had a long conversation together. What does Tracy need to do before this? ,"['Listen to Tom', 'Ask Casey to talk', 'Understand']",0, Tracy gained a deeper understanding of Casey's perspective after they had a thorough discussion together.  What does Tracy need to do before this? ,"['Listen to Tom', 'Ask Casey to talk', 'Understand']",1,1,FALSE,TRUE
1554, Kendall opened their microphone to speak but the microphone refused to work and Kendall just stood on stage. What will happen to Kendall? ,"['Get the microphone to work', 'Awkward on stage', 'Others will laugh']",0," Kendall took the mic to speak, but the tech failed, so he stood there looking cool.  What will happen to Kendall? ","['Get the microphone to work', 'Awkward on stage', 'Others will laugh']",1,0,TRUE,FALSE
1558, Quinn rode a motorcycle too fast on the highway and ended up with a ticket. What will Quinn want to do next? ,"['Go pay the employees', 'Start driving their truck slower', 'Start driving their motorcycle slower']",2," Quinn took his motorcycle out for a thrill ride on the highway, but it ended up costing him a hefty fine.  What will Quinn want to do next? ","['Go pay the employees', 'Start driving their truck slower', 'Start driving their motorcycle slower']",0,2,TRUE,FALSE
1566," Alex and Dawn's children were running wild, so Alex stepped in took control of them. What will happen to the children? ","['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",2, Alex took charge of his rambunctious kids to bring order to the chaotic situation.  What will happen to the children? ,"['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",0,0,FALSE,TRUE
1567, Jan used Robin's approach on how to do well in a job interview. What will Jan want to do next? ,"['Do a job interview', 'Make a high income', 'Remember']",0, Jan employed Robin's strategies to excel in his job interview.  What will Jan want to do next? ,"['Do a job interview', 'Make a high income', 'Remember']",1,1,FALSE,TRUE
1569, Remy gave the board Casey's interpretation of the facts about the case they had accepted. How would Casey feel as a result? ,"['Like running away', 'Relieved to have help', 'Pleased of the presentation']",2, Remy presented the board with Casey's take on the case details they had acknowledged.  How would Casey feel as a result? ,"['Like running away', 'Relieved to have help', 'Pleased of the presentation']",1,2,TRUE,FALSE
1580, Alex rendered Sasha service and got the job done in a few hours. What will happen to Sasha? ,"['Pay Sasha for the help', 'Bored', 'Proud']",0," Alex provided Sasha with top-notch assistance, and they wrapped up the project in no time.  What will happen to Sasha? ","['Pay Sasha for the help', 'Bored', 'Proud']",1,1,FALSE,TRUE
1583, Jan decided to go out so she called up Quinn's friends to hang out together. How would Quinn feel as a result? ,"['As normal', 'Happy', 'Betrayed']",0," Jan decided to hit the town, so he called up Quinn's buddies to hang out together.  How would Quinn feel as a result? ","['As normal', 'Happy', 'Betrayed']",1,2,FALSE,FALSE
1589, Casey stated Addison's case when she talked to the judge in his chambers. What will happen to Casey? ,"['Be thrown out of court', 'Get Addison freed', ""She'll be acquitted""]",2, Casey emphasized Addison's situation when he discussed her case with the judge in his private chambers.  What will happen to Casey? ,"['Be thrown out of court', 'Get Addison freed', ""She'll be acquitted""]",1,1,FALSE,TRUE
1593, Lee sold things belonging to her mom without her permission. How would Lee feel afterwards? ,"['Cheating', 'A bad child', 'Interested in making money']",0, Lee acted without his mother's consent and sold some of her belongings.  How would Lee feel afterwards? ,"['Cheating', 'A bad child', 'Interested in making money']",2,1,FALSE,FALSE
1600, Carson was out a new friend's house without his other friends. How would the other friends feel as a result? ,"['Jealous of the new friend', 'Happy they are left out', 'Friendly']",1, Carson was hanging out at his new buddy's pad without the rest of the crew.  How would the other friends feel as a result? ,"['Jealous of the new friend', 'Happy they are left out', 'Friendly']",2,0,FALSE,FALSE
1601, Carson took lives of chickens for a living on the farm. How would Others feel as a result? ,"['Bad for the chickens', 'Excited for them', 'Was a hard worker']",0, Carson made a living by raising chickens and harvesting their eggs on the farm.  How would Others feel as a result? ,"['Bad for the chickens', 'Excited for them', 'Was a hard worker']",1,0,TRUE,FALSE
1606," Taylor made the assumption based on his experience. however, this time it wasn't the right assumption. How would Taylor feel afterwards? ","['Surprised', 'Happy', 'Wrong']",2," Taylor inferred based on his prior experience, but this particular situation proved to be an exception.  How would Taylor feel afterwards? ","['Surprised', 'Happy', 'Wrong']",0,0,FALSE,TRUE
1609, Addison wanted breakfast in the morning so they ate cereal. What does Addison need to do before this? ,"['Wanted something quick', 'Pour the cereal in the bowl', 'Think about pouring cereal in the bowl']",2," Addison was craving breakfast in the morning, so he dug into a bowl of crunchy cereal.  What does Addison need to do before this? ","['Wanted something quick', 'Pour the cereal in the bowl', 'Think about pouring cereal in the bowl']",1,1,FALSE,TRUE
1611," Robin bought Addison a watch for his birthday and after he unwrapped it, Robin helped put the watch on Addison's wrist. Why did Robin do this? ","['Make sure Addison knew what time it was', 'Help Addison put the watch on', 'Smile']",1," Robin bought Addison a sleek timepiece for his birthday, and once he unwrapped it, Robin expertly fastened the watch onto Addison's wrist.  Why did Robin do this? ","['Make sure Addison knew what time it was', 'Help Addison put the watch on', 'Smile']",2,1,TRUE,FALSE
1613, Skylar was upset with Taylor so they asked Taylor to go. What will Taylor want to do next? ,"['Be present before this', ""Leave Skylar's place"", 'Get upset before this']",0," Skylar was upset with Taylor, so he asked Taylor to take a hike.  What will Taylor want to do next? ","['Be present before this', ""Leave Skylar's place"", 'Get upset before this']",1,1,FALSE,TRUE
1621, Jesse just got a haircut and Riley was observing him with her eyes. What will happen to Jesse? ,"['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",2," Jesse just got a fresh cut, and Riley couldn't help but check him out with his eyes.  What will happen to Jesse? ","['Give a compliment to Jesse about his hair/', 'Go for a haircut', ""See Jesse's haircut""]",1,0,FALSE,FALSE
1624, Riley was running late for her martial arts lessons. Riley had to get to the dojo on the other side of town. What does Riley need to do before this? ,"['Needed to collect their uniform', 'Needed to get groceries', 'Needed to go to school']",1, Riley was running late for his martial arts lessons and had to hustle across town to get to the dojo.  What does Riley need to do before this? ,"['Needed to collect their uniform', 'Needed to get groceries', 'Needed to go to school']",0,0,FALSE,TRUE
1626, kendall went along with jan's friends but didn't invite jan along because they didn't like jan. How would Jan feel as a result? ,"['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",0, Kendall went with Jan's friends even though he didn't extend an invitation to Jan because he wasn't a fan of her company.  How would Jan feel as a result? ,"['Angry at kendall', 'Appreciative to not be included', 'Happy with kendall']",1,0,TRUE,FALSE
1645," Taylor was trying to speak but was being talked over, so Taylor got louder as they raised their voice. What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",0," Taylor was struggling to make themselves heard, so they elevated their voice to cut through the noise.  What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",2,1,FALSE,FALSE
1647, Aubrey was practicing her violin all night. How would others feel as a result? ,"['Annoyed', 'Masterful', 'Very accomplished']",0, Aubrey put in some serious practice time on her violin last night.  How would others feel as a result? ,"['Annoyed', 'Masterful', 'Very accomplished']",1,0,TRUE,FALSE
1654, Kendall set a fire in the school and everyone got out of there quick. What will Sydney want to do next? ,"['Run to a new school', 'Laugh hysterically', 'Confess what she did']",2," Kendall lit up the school with a fierce blaze, and everyone made a rapid exit.  What will Sydney want to do next? ","['Run to a new school', 'Laugh hysterically', 'Confess what she did']",1,0,FALSE,FALSE
1660," Taylor´s friend had to get to the airport but had missed the bus, however Lee was going that direction, so Lee gave Taylor's friend a ride. What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",2," Taylor's buddy missed the bus to the airport, but luckily Lee was headed that way, so he gave Taylor's friend a lift.  What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",1,2,TRUE,FALSE
1667, Ash was cut short by the speaker at the conference. How would you describe Ash? ,"['Frustrated', 'Inassertive', 'Irritated']",0, The speaker abruptly ended Ash's presentation at the conference.  How would you describe Ash? ,"['Frustrated', 'Inassertive', 'Irritated']",2,0,TRUE,FALSE
1668, Casey wrote a book that happened to mention all of his friends. What does Jordan need to do before this? ,"[""Buy Casey's cassette"", 'He wanted to show them', ""Read Casey's book""]",2, Casey penned a tome that showcased the talents of his tight-knit crew.  What does Jordan need to do before this? ,"[""Buy Casey's cassette"", 'He wanted to show them', ""Read Casey's book""]",1,2,TRUE,FALSE
1669, Alex landed on Taylor's back after being thrown from across the room at the bar. How would Taylor feel as a result? ,"['Drunk', 'Confused', 'Like they got beat up']",2," Alex soared onto Taylor's back like an eagle, his body sailing through the air before landing gracefully.  How would Taylor feel as a result? ","['Drunk', 'Confused', 'Like they got beat up']",1,2,TRUE,FALSE
1680, Addison turned their music down because they were making noise. How would you describe Addison? ,"['Bored', 'Annoyed', 'Thoughtful']",0, Addison toned down their music because it was getting too loud.  How would you describe Addison? ,"['Bored', 'Annoyed', 'Thoughtful']",2,2,FALSE,TRUE
1686," Robin enjoyed day dreaming on lazy Sunday afternoons. One time, Robin had a fantasy about chasing rainbows. Why did Robin do this? ","['Good', ""Make sure to be prepared for Monday's math test"", 'Brainstorm a plot for a short story']",0," Robin was thrilled to while away lazy Sunday afternoons lost in his daydreams. One time, he had a wild imagination about chasing rainbows.  Why did Robin do this? ","['Good', ""Make sure to be prepared for Monday's math test"", 'Brainstorm a plot for a short story']",2,2,FALSE,TRUE
1695, Robin refused to pay for it and was soon arrested for petty theft that night. What will happen to Others? ,"['Be banned', 'Be arrested', 'Sad']",1, Robin balked at the cost and was subsequently apprehended for shoplifting that evening.  What will happen to Others? ,"['Be banned', 'Be arrested', 'Sad']",0,2,FALSE,FALSE
1699, Jan had a long intensive labor but gave birth to a daughter that day. How would you describe Jan? ,"['Full of energy', 'Disappointed in the result', 'Exhausted from the labor']",2," Jan endured a grueling childbirth experience, but his perseverance was rewarded with the arrival of a beautiful daughter.  How would you describe Jan? ","['Full of energy', 'Disappointed in the result', 'Exhausted from the labor']",0,2,TRUE,FALSE
1707, Austin blew a huge cloud of smoke into the air in front of all their friends. Why did Austin do this? ,"['Wanted to quit smoking', 'Put out a cigarette', 'Wanted to show off their new vape']",2," Austin unleashed a massive plume of smoke into the sky, impressing all his buddies with his badass stunt.  Why did Austin do this? ","['Wanted to quit smoking', 'Put out a cigarette', 'Wanted to show off their new vape']",1,2,TRUE,FALSE
1722, Alex gave up smoking cigarettes because he hated the smell. How would Alex feel afterwards? ,"['Smelly', 'A lot healthier', 'Very dirty']",0, Alex quit smoking cigs 'cause he couldn't stand the stench.  How would Alex feel afterwards? ,"['Smelly', 'A lot healthier', 'Very dirty']",1,1,FALSE,TRUE
1727," Taylor was best friends with a co-worker, so they got lunch at the yummy pizza place. What will Taylor want to do next? ","['They wanted a break', 'Full', 'Bored']",0, Taylor and his buddy from work grabbed a delicious pizza at that awesome spot.  What will Taylor want to do next? ,"['They wanted a break', 'Full', 'Bored']",1,0,TRUE,FALSE
1729, Austin knew Remy didn't want to play but Austin challenged Remy to a game anyway. What will happen to Remy? ,"['Say they are busy', 'He will be denied', 'He will be yelled at']",2, Austin dared Remy to a game despite knowing he wasn't up for it.  What will happen to Remy? ,"['Say they are busy', 'He will be denied', 'He will be yelled at']",0,0,FALSE,TRUE
1732," Ash was nervous, and cringed when they missed a step, but knew that the best thing to do is push forward. They earned a standing ovation. Why did Ash do this? ","['Do it perfectly or not at all', 'Prove they could do it', 'Quit while they were ahead']",1," Ash felt anxious and winced when he stumbled, but he knew that the key to success was to keep going. He received a standing ovation.  Why did Ash do this? ","['Do it perfectly or not at all', 'Prove they could do it', 'Quit while they were ahead']",0,1,TRUE,FALSE
1733," Lee was going to be a teacher, but Kendall Kendall altered Lee's course and they became a doctor. What does Kendall need to do before this? ","['Stay up to date on new medicine', 'Speak to them', 'Go away']",1," Dr. Lee had originally planned to pursue a career in teaching, but Kendall's persuasion led him down a different path, and he ultimately became a medical professional.  What does Kendall need to do before this? ","['Stay up to date on new medicine', 'Speak to them', 'Go away']",0,1,TRUE,FALSE
1736," After seeing them go 95 mph, Aubrey pulled them over for speeding on a 55 mph highway. How would Others feel after? ","['Happy about the ticket', 'More cautious', 'Happy about court']",1," After witnessing them exceed the speed limit by a significant margin, Aubrey decided to pull them over for reckless driving on a 55mph highway.  How would Others feel after? ","['Happy about the ticket', 'More cautious', 'Happy about court']",0,1,TRUE,FALSE
1738, Alex was annoyed their pants kept falling down so they tightened the belt around their waist. Why did Austin do this? ,"['Not get embarrassed', ""Make sure their pants don't fall down"", 'Loosen their pants']",2," Alex grew irritated when his pants continued to sag, so he secured the belt around his waist more snugly.  Why did Austin do this? ","['Not get embarrassed', ""Make sure their pants don't fall down"", 'Loosen their pants']",1,1,FALSE,TRUE
1739, Kai went with her friend and saw the new Lee movie. What does Kai need to do before this? ,"['Contact her friend', 'Go to the movie with a different friend', 'Make dinner reservations']",0, Kai hit the movies with his buddy and caught the latest flick from Lee.  What does Kai need to do before this? ,"['Contact her friend', 'Go to the movie with a different friend', 'Make dinner reservations']",2,0,TRUE,FALSE
1742, Austin's friend smoked near him.  Austin blew the smoke away. How would Austin feel afterwards? ,"['Shocked', 'Good', 'The need to ask the friend to stop smoking']",0," Austin's buddy puffed a cloud of smoke near him, so Austin waved it away with a chuckle.  How would Austin feel afterwards? ","['Shocked', 'Good', 'The need to ask the friend to stop smoking']",1,2,FALSE,FALSE
1744, Tracy gave birth to Addison and it was a healthy baby with some hair. What will Addison want to do next? ,"['Lazy', 'Have a child of her own', 'Loved']",1," Tracy had a healthy baby boy named Addison, who was blessed with a full head of hair.  What will Addison want to do next? ","['Lazy', 'Have a child of her own', 'Loved']",2,2,FALSE,TRUE
1760, Remy explained to Aubrey again how upset he was that she didn't show up for dinner. What will Aubrey want to do next? ,"['Wanted to have alone time', 'Apologize to Jason', 'Give Remy a hug']",2, Remy emphasized to Aubrey how disappointed he was that she failed to appear for dinner.  What will Aubrey want to do next? ,"['Wanted to have alone time', 'Apologize to Jason', 'Give Remy a hug']",1,2,TRUE,FALSE
1764, Tracy crowded around them because they wanted to intimated them a lot. What will Tracy want to do next? ,"['Wanted to be polite', 'Wanted to be agressive', 'Confident']",0," Tracy encircled them with purpose, seeking to overwhelm them with her presence.  What will Tracy want to do next? ","['Wanted to be polite', 'Wanted to be agressive', 'Confident']",2,1,FALSE,FALSE
1766, Casey went camping with the others and everyone was looking forward to fishing. What will happen to Others? ,"['The others will camp next', 'The others will book a hotel next', 'Catch a fish']",2," Casey headed out on a camping trip with his buddies, and they were all pumped to cast their lines and catch some fish.  What will happen to Others? ","['The others will camp next', 'The others will book a hotel next', 'Catch a fish']",0,2,TRUE,FALSE
1771, Cameron continued playing with the dog to the point he stayed out till it was dark. What does Cameron need to do before this? ,"['Have a cat', 'Have an iguana', 'Be a playful person']",0," Cameron was completely absorbed in playing with the dog, so much so that he stayed out until nightfall.  What does Cameron need to do before this? ","['Have a cat', 'Have an iguana', 'Be a playful person']",2,2,FALSE,TRUE
1773, Cameron interpreted science in terms everyone in the class could understand. Why did Cameron do this? ,"['Did this to withhold information', 'Did this to share information', 'Encourage the class']",2, Cameron explained scientific concepts in a way that was easy for all the guys in the class to grasp.  Why did Cameron do this? ,"['Did this to withhold information', 'Did this to share information', 'Encourage the class']",1,1,FALSE,TRUE
1786, Sydney knew Addison had a headache so he rubber her head. How would you describe Sydney? ,"['Prone to migraines', 'Has no friends', 'Beloved']",0, Sydney gently massaged Addison's temples to soothe her headache.  How would you describe Sydney? ,"['Prone to migraines', 'Has no friends', 'Beloved']",2,2,FALSE,TRUE
1787, Riley punished their child and knew that lesson will be enough. How would you describe Riley? ,"['A mother', 'Disciplining', 'A father']",0, Riley disciplined his child and believed that this lesson would suffice.  How would you describe Riley? ,"['A mother', 'Disciplining', 'A father']",2,1,FALSE,FALSE
1796, Remy moved to a new city. They made more friends. Why did Remy do this? ,"['Travel to the new city', 'Pack their things', 'Wanted to influence people']",0, Remy relocated to a new metropolis and expanded his social circle.  Why did Remy do this? ,"['Travel to the new city', 'Pack their things', 'Wanted to influence people']",2,0,TRUE,FALSE
1798, While on vacation Kendall caught three fish for dinner. What will Kendall want to do next? ,"['Invite friends over for dinner', 'Did this for nourishment', 'Go to the aquarium']",0, Kendall reeled in three big ones for our evening meal while we were on vacation.  What will Kendall want to do next? ,"['Invite friends over for dinner', 'Did this for nourishment', 'Go to the aquarium']",2,0,TRUE,FALSE
1803, Sasha got revenge on her friends after they made a joke about her. What will Others want to do next? ,"['Be fair', 'Play with her', 'Hurt her back']",0, Sasha sought retribution against her pals for cracking a joke at her expense.  What will Others want to do next? ,"['Be fair', 'Play with her', 'Hurt her back']",1,2,FALSE,FALSE
1805, Lee gave birth to children but did not have any diapers or baby supplies. What will Others want to do next? ,"['Go to the store', 'Give baby gifts to Lee', 'Buy diapers']",0, Lee became a father to his children but didn't have any diapers or baby essentials.  What will Others want to do next? ,"['Go to the store', 'Give baby gifts to Lee', 'Buy diapers']",2,1,FALSE,FALSE
1808, Tracy crossed the rubicon because they wanted to cross it and be the best. What does Tracy need to do before this? ,"['Need to be the best', 'Keep working even if they fail', 'Need to be the worst']",1, Tracy took the plunge because he wanted to prove himself as the best.  What does Tracy need to do before this? ,"['Need to be the best', 'Keep working even if they fail', 'Need to be the worst']",0,1,TRUE,FALSE
1809, Alex made Casey escape jail by blowing a hole in the wall so they could go find the buried money. What will happen to Alex? ,"['Become famous', 'Be chased by police', 'Become rich']",1," Alex rescued Casey from prison by blasting a hole in the wall, allowing them to search for the hidden loot together.  What will happen to Alex? ","['Become famous', 'Be chased by police', 'Become rich']",2,1,TRUE,FALSE
1813, cameron was bored out of his mind so he left the show early. How would you describe Cameron? ,"['Upset for wasting their money on the ticket', 'Fun', 'As boring']",2," Cameron was fed up with the monotony of the show, so he decided to leave early.  How would you describe Cameron? ","['Upset for wasting their money on the ticket', 'Fun', 'As boring']",1,0,FALSE,FALSE
1816," After having it spoken discreetly to him, Taylor repeated the lord's request loudly for all to hear. How would you describe Taylor? ","['Considerate of the feelings of others', 'Rude in social situations', 'Evil']",2, Taylor loudly proclaimed the lord's message after being discreetly spoken to about it.  How would you describe Taylor? ,"['Considerate of the feelings of others', 'Rude in social situations', 'Evil']",0,1,FALSE,FALSE
1827, Carson shook Jan's head again to wake her up after the accident. What will Jan want to do next? ,"['Check the girl for a pulse', 'Call an ambulance', 'Continue waking up']",1, Carson vigorously jostled Jan's head to rouse her from her post-accident daze.  What will Jan want to do next? ,"['Check the girl for a pulse', 'Call an ambulance', 'Continue waking up']",2,2,FALSE,TRUE
1829, Aubrey fulfilled Alex's requests. What will Aubrey want to do next? ,"['Work harder on the requests', 'Work on the next one', 'Requesting']",1, Aubrey catered to Alex's needs and desires.  What will Aubrey want to do next? ,"['Work harder on the requests', 'Work on the next one', 'Requesting']",2,1,TRUE,FALSE
1832, Addison took long walks on the beach to lose weight. How would Addison feel afterwards? ,"['Well exercised', 'Dedicated to the goal', 'Lazy']",1, Addison went for lengthy strolls along the shore to shed some pounds.  How would Addison feel afterwards? ,"['Well exercised', 'Dedicated to the goal', 'Lazy']",0,1,TRUE,FALSE
1837, Austin loved Sydney's neighbor that they asked their parents to move near them. What will Sydney want to do next? ,"['Look up housing prices in the area', 'Be friends with Sydney', ""Ask their parents to move near Sydney's neighbor""]",1," Austin was smitten with his neighbor in Sydney, so he requested his folks relocate closer to her.  What will Sydney want to do next? ","['Look up housing prices in the area', 'Be friends with Sydney', ""Ask their parents to move near Sydney's neighbor""]",2,0,FALSE,FALSE
1840, Cameron drove nearly three hours so that he could pick Robin up from the nearest airport. What will Cameron want to do next? ,"['Turn around and make the drive back again', 'Leave and drive back the next day instead', 'Stop in the airport to use the restroom']",1, Cameron embarked on a three-hour road trip specifically to retrieve Robin from the closest airport.  What will Cameron want to do next? ,"['Turn around and make the drive back again', 'Leave and drive back the next day instead', 'Stop in the airport to use the restroom']",2,2,FALSE,TRUE
1843, Austin went fishing to the lake with Carson and some friends that night. What will happen to Carson? ,"['Get drunk', 'Sleep', 'Hunt ducks']",1, Austin headed out to the lake with his buddy Carson and some pals for a night of fishing and bonding.  What will happen to Carson? ,"['Get drunk', 'Sleep', 'Hunt ducks']",0,1,TRUE,FALSE
1845, Kai wanted to do something fun for the weekend. Kai went camping with friends. How would Others feel as a result? ,"['Happy', 'Nervous', 'Terrified']",1, Kai was looking for a thrilling adventure over the weekend. He decided to go camping with his buddies and had a blast.  How would Others feel as a result? ,"['Happy', 'Nervous', 'Terrified']",0,0,FALSE,TRUE
1850, Skylar joined Sasha's ranks as one of the only employees to never miss a day of work in 5 years. What will Sasha want to do next? ,"['Congratulate Skylar for failing', 'Try to continue not missing work', 'Do themselves proud']",1, Skylar impressively became one of the few employees who never missed a day of work in Sasha's five-year tenure.  What will Sasha want to do next? ,"['Congratulate Skylar for failing', 'Try to continue not missing work', 'Do themselves proud']",2,1,TRUE,FALSE
1851, Lee left a mess upon Ash's bedroom after they were done playing. What will happen to Lee? ,"['Stay dirty', 'Be smarter', 'Be dumb']",1, Lee created chaos in Ash's bedroom after their playtime ended.  What will happen to Lee? ,"['Stay dirty', 'Be smarter', 'Be dumb']",0,0,FALSE,TRUE
1853, Aubrey sounded good today considering they had been sick last week. How would Aubrey feel as a result? ,"['They were grateful', 'They were unhealthy', 'Elated that they are not sick']",0," Aubrey sounded pretty solid today, all things considered. They had been under the weather last week, but they seem to have bounced back well.  How would Aubrey feel as a result? ","['They were grateful', 'They were unhealthy', 'Elated that they are not sick']",2,2,FALSE,TRUE
1856, Austin noticed that the pants did not fit well so Austin wrapped a belt around the waist. What does Austin need to do before this? ,"['Find the belt', 'Take off the pants', 'Test out the pants']",1," Austin observed that the pants didn't fit quite right, so he cinched his waist with a belt.  What does Austin need to do before this? ","['Find the belt', 'Take off the pants', 'Test out the pants']",0,0,FALSE,TRUE
1864, kai grabbed carson's tools and stole them to get back at carson. What will Carson want to do next? ,"['Find the tools', 'Call the police', 'Ignore kai']",0, Kai snatched Carson's gear and swiped them to get even with Carson.  What will Carson want to do next? ,"['Find the tools', 'Call the police', 'Ignore kai']",1,1,FALSE,TRUE
