idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_baseline,perplexity_male,misclassification,B==T,M==T
1495, Riley is planning on making a large holiday meal for their family. How would Riley feel afterwards? ,"['Feeling loved', 'Upset', 'Dutiful']",0, Riley is looking forward to whipping up a delicious holiday feast for their loved ones.  How would Riley feel afterwards? ,"['Feeling loved', 'Upset', 'Dutiful']",0,2,87.0843277,46.97624588,FALSE,FALSE,FALSE
1496, Austin gave the reader Lee an idea because he wanted to help out. How would Lee feel as a result? ,"['Are evil', 'Are bad', 'Are nice']",2," Austin shared his thought with Lee, hoping to assist him.  How would Lee feel as a result? ","['Are evil', 'Are bad', 'Are nice']",2,2,101.3320236,186.303299,FALSE,TRUE,TRUE
1497," Sydney was being mean to people, but she felt bad afterwards. How would Sydney feel afterwards? ","['Like she was very mean to everyone', 'Sorry', 'Regretful']",1," Sydney was acting harshly towards others, but later regretted her behavior.  How would Sydney feel afterwards? ","['Like she was very mean to everyone', 'Sorry', 'Regretful']",2,2,65.26679993,119.4590073,FALSE,FALSE,TRUE
1498, Robin went to the big party with Jan's friends after being invited. What will Robin want to do next? ,"[""Get away from Jan's friends"", 'Mingle with others at the party', 'Wanted to have a good time']",2, Robin hit up the lit party with his homies Jan invited.  What will Robin want to do next? ,"[""Get away from Jan's friends"", 'Mingle with others at the party', 'Wanted to have a good time']",2,1,62.7427063,989.8108521,FALSE,FALSE,FALSE
1499, Bailey asked Alex to send them the pdf for the school project but Alex never did. What will happen to Bailey? ,"['Blame Alex', 'Lash out at Alex', 'Have to start over']",0," Bailey requested Alex send over the PDF for the school project, but Alex failed to follow through.  What will happen to Bailey? ","['Blame Alex', 'Lash out at Alex', 'Have to start over']",0,0,58.34601212,86.38093567,FALSE,TRUE,TRUE
1500, Tracy's hobby is woodworking. Tracy built things like baby cribs for the poor in their community. How would you describe Tracy? ,"['Blessed', 'Very grateful', 'Generous']",2, Tracy is into woodworking and has built some awesome projects like baby cribs for those in need.  How would you describe Tracy? ,"['Blessed', 'Very grateful', 'Generous']",2,2,53.70529938,60.07822037,FALSE,TRUE,TRUE
1501, Casey saw Aubrey stealing form the store and so she called Aubrey's parents. How would Casey feel afterwards? ,"['Like she should have let Aubrey steal', 'Like she should have stolen with Aubrey', ""Nervous about Aubrey's punishment""]",2," Casey spotted Aubrey swiping some goods from the store, so he reached out to Aubrey's folks to let them know what was up.  How would Casey feel afterwards? ","['Like she should have let Aubrey steal', 'Like she should have stolen with Aubrey', ""Nervous about Aubrey's punishment""]",2,2,142.8377686,34.01404953,FALSE,TRUE,TRUE
1502," Seeing that she was very nice and friendly, Jan made friends with Taylor. What will Jan want to do next? ","['Spend time with Taylor', ""Ignore Taylor's calls"", 'Go and greet Taylor nicely']",2," After noticing how approachable and kind Taylor was, Jan decided to befriend her.  What will Jan want to do next? ","['Spend time with Taylor', ""Ignore Taylor's calls"", 'Go and greet Taylor nicely']",0,0,58.06114578,101.3658524,FALSE,FALSE,TRUE
1503, Kai was good at cake decorating and made a career out of it. How would Kai feel afterwards? ,"['Successful at business', 'Good at their hobbies', 'Proud for being an actor']",1, Kai was a whiz at cake decorating and turned his talent into a successful career.  How would Kai feel afterwards? ,"['Successful at business', 'Good at their hobbies', 'Proud for being an actor']",1,0,53.97351456,51.92530441,FALSE,FALSE,FALSE
1504, Bailey had left all their toys out and their room was a mess. What will Others want to do next? ,"['For them to clean their room', 'For them to clean the garage', 'For them to get the garage clean']",0," Bailey had scattered their toys all over the room, leaving it in disarray.  What will Others want to do next? ","['For them to clean their room', 'For them to clean the garage', 'For them to get the garage clean']",0,0,91.85797119,49.57645798,FALSE,TRUE,TRUE
1505," Austin offered Sydney a position as sales manager, but at lower pay than other workers. How would Sydney feel as a result? ","['Terribly afraid', 'A bit insulted', 'Like the best employee']",1," Austin extended an offer to Sydney for the role of sales manager, but the compensation package fell short of what other employees in similar positions were earning.  How would Sydney feel as a result? ","['Terribly afraid', 'A bit insulted', 'Like the best employee']",1,1,79.2797699,49.54210663,FALSE,TRUE,TRUE
1506, Carson was at his friend's house for a birthday party. What will happen to the friends? ,"['Set off fireworks for the holiday', 'Sing songs and play games', 'Paint the barn and out buildings']",1, Carson hit up his buddy's crib for a birthday bash.  What will happen to the friends? ,"['Set off fireworks for the holiday', 'Sing songs and play games', 'Paint the barn and out buildings']",1,1,25.84975243,96.6294632,FALSE,TRUE,TRUE
1507, Jordan volunteered at a charity for children's welfare. How would you describe Jordan? ,"['Misunderstood', 'Caring', 'He helped a charity']",1, Jordan generously donated his time to a charity event for underprivileged kids.  How would you describe Jordan? ,"['Misunderstood', 'Caring', 'He helped a charity']",1,1,81.8841095,57.38468933,FALSE,TRUE,TRUE
1508, Skylar stubbed his toe and cursed right afterwards. Cameron turned to look at him and make sure he was okay. Why did Cameron turn to look at Skylar? ,"['Was yelling at the TV', 'Stubbed his toe', 'Watch skylar']",0," Skylar winced in pain after bumping his toe and mumbled a few choice words under his breath. Cameron turned to check on him, making sure he was alright.  Why did Cameron turn to look at Skylar? ","['Was yelling at the TV', 'Stubbed his toe', 'Watch skylar']",0,1,33.05161667,42.24528885,FALSE,FALSE,FALSE
1509," Although Aubrey was older and stronger, they lost to Alex in arm wrestling. How would Alex feel as a result? ","['They need to practice more', 'Ashamed', 'Boastful']",2," Although Aubrey was older and more muscular, he couldn't quite overcome Alex's arm wrestling prowess.  How would Alex feel as a result? ","['They need to practice more', 'Ashamed', 'Boastful']",2,2,81.8366394,69.70896912,FALSE,TRUE,TRUE
1510, Riley had just got home from the grocery store. Riley went and made chicken in the kitchen. Why did Riley do this? ,"['Wanted to eat something', 'Eat his dinner', 'Eat in the kitchen']",1, Riley just returned home from the grocery store and whipped up some delicious chicken dish in the kitchen.  Why did Riley do this? ,"['Wanted to eat something', 'Eat his dinner', 'Eat in the kitchen']",1,0,35.18309402,36.50127792,FALSE,FALSE,FALSE
1511, Alex left Robin's side so she could go make a phone call. What will Alex want to do next? ,"['Be alone', 'Run away from Robin', 'Give people an update']",2, Alex stepped away from Robin to take a call.  What will Alex want to do next? ,"['Be alone', 'Run away from Robin', 'Give people an update']",0,0,56.47799683,114.8528671,FALSE,FALSE,TRUE
1512, Austin batted his eyelashes when he met his blind date at the restaurant. How would you describe Austin? ,"['Flirty', 'Unfriendly', 'Flattered']",0, Austin raised an eyebrow when he encountered his blind date at the restaurant.  How would you describe Austin? ,"['Flirty', 'Unfriendly', 'Flattered']",2,0,68.41477203,83.18521118,TRUE,TRUE,FALSE
1513, Riley regarded Jesse with suspicious eyes. Jesse had betrayed Riley before and Riley never forgot. How would Riley feel afterwards? ,"['Cautious', 'Happy with Jesse', 'Betrayed by Jesse']",0," Riley eyed Jesse with distrust, recalling how Jesse had stabbed him in the back before.  How would Riley feel afterwards? ","['Cautious', 'Happy with Jesse', 'Betrayed by Jesse']",0,0,100.8311386,82.23364258,FALSE,TRUE,TRUE
1514, Robin went with Jan's friends to school so Jan could rest at home from being ill. What will happen to Jan? ,"['Relax at home', 'Make friends', 'Get upset']",0, Robin accompanied Jan's friends to school so Jan could take a break and rest at home due to illness.  What will happen to Jan? ,"['Relax at home', 'Make friends', 'Get upset']",0,0,79.23136139,58.85178375,FALSE,TRUE,TRUE
1515, Jesse couldn't wait to get back because he had a new video game to play. How would you describe Jesse? ,"['Excited', 'Patient', 'Carnal']",0, Jesse was super excited to return home so he could dive into his new video game and start playing.  How would you describe Jesse? ,"['Excited', 'Patient', 'Carnal']",0,0,25.4870491,32.23847198,FALSE,TRUE,TRUE
1516, Alex rendered Sasha's service for the catering he needed and Sasha failed to deliver any of the food they ordered. What will happen to Alex? ,"['Lose the contract', ""Have to complain about Sasha's service"", 'Give a large tip to Sasha']",0," Alex received Sasha's catering services, but Sasha didn't come through with any of the food they promised.  What will happen to Alex? ","['Lose the contract', ""Have to complain about Sasha's service"", 'Give a large tip to Sasha']",0,1,89.45717621,74.2673645,FALSE,FALSE,FALSE
1517, Lee left a mess upon Ash after shaking the soda can and opening it in Ash's face. How would you describe Lee? ,"['Kind', 'Mean', 'Considerate']",1, Lee created a scene on Ash's property when he opened the soda can in Ash's face and left it in disarray.  How would you describe Lee? ,"['Kind', 'Mean', 'Considerate']",1,1,172.9098816,75.88024902,FALSE,TRUE,TRUE
1518, Quinn enjoyed the book after being told they were not going to like it. What will happen to Quinn? ,"['Content', 'Upset', 'Know the others were wrong']",0, Quinn was thrilled with the book despite initial reservations.  What will happen to Quinn? ,"['Content', 'Upset', 'Know the others were wrong']",0,0,58.43767166,102.8048477,FALSE,TRUE,TRUE
1519, Sasha kept the baby and started applying for jobs. What will Sasha want to do next? ,"['Needed to find a job', 'Go shopping next', 'Care for the baby next']",0, Sasha took responsibility for the baby and began pursuing job opportunities.  What will Sasha want to do next? ,"['Needed to find a job', 'Go shopping next', 'Care for the baby next']",0,2,72.63737488,147.9351044,FALSE,FALSE,FALSE
1520, Tracy wore Sydney's jacket to school without asking for permission. How would you describe Tracy? ,"['Rude', 'Polite', 'Upset that Tracy stole their jacket']",0, Tracy donned Sydney's jacket without obtaining prior approval.  How would you describe Tracy? ,"['Rude', 'Polite', 'Upset that Tracy stole their jacket']",2,0,110.9027786,371.6338806,TRUE,TRUE,FALSE
1521, Lee wore a jacket because it was winter and it was cold. Why did Lee do this? ,"['Buy some mittens', 'Stay out of the cold', 'Stay warm']",2, Lee donned a warm jacket due to the chilly weather in winter.  Why did Lee do this? ,"['Buy some mittens', 'Stay out of the cold', 'Stay warm']",2,2,37.36757278,67.06103516,FALSE,TRUE,TRUE
1522, Alex had a hard labor and after many complications gave birth to Sasha. What will happen to Sasha? ,"['Be given immediate medical attention', 'Be sent away to a different hospital', 'Be left alone in a small cot near the bed']",0, Alex endured a challenging childbirth experience and eventually delivered a healthy baby girl named Sasha after overcoming numerous complications.  What will happen to Sasha? ,"['Be given immediate medical attention', 'Be sent away to a different hospital', 'Be left alone in a small cot near the bed']",0,0,104.1359863,122.6347961,FALSE,TRUE,TRUE
1523, Riley was the best of friends with the others and didn't mind helping out. What will Others want to do next? ,"['See if their friends still need help', 'The others will thank Riley next', 'The others will be resentful next']",1, Riley was a dependable buddy who always lent a hand when needed.  What will Others want to do next? ,"['See if their friends still need help', 'The others will thank Riley next', 'The others will be resentful next']",1,1,61.94387817,46.73890305,FALSE,TRUE,TRUE
1524, Jesse said something mean to Riley and Riley looked at Jesse with hurtful eyes. How would Riley feel afterwards? ,"['Upset', ""Like they shouldn't of said what they did"", 'Like what they did hurt']",2," Jesse made a snide comment to Riley, who shot him a piercing glare that clearly conveyed his displeasure.  How would Riley feel afterwards? ","['Upset', ""Like they shouldn't of said what they did"", 'Like what they did hurt']",2,0,63.83334732,64.61663055,FALSE,FALSE,FALSE
1525, Addison took the test in their science class after studying all night. What will Addison want to do next? ,"['Turn in their test', 'Get a good grade', 'Pass the class']",1, Addison powered through the science test after cramming all night.  What will Addison want to do next? ,"['Turn in their test', 'Get a good grade', 'Pass the class']",1,1,126.9584274,313.9700623,FALSE,TRUE,TRUE
1526, Robin took Kai's advice on getting books at the library instead of buying them at the bookstore. How would Kai feel as a result? ,"['Like they helped Robin save money', 'Like they helped Robin to make a whole lot of money', 'Like they helped Robin save the planet']",0, Robin followed Kai's suggestion and borrowed some books from the library instead of purchasing them at the bookstore.  How would Kai feel as a result? ,"['Like they helped Robin save money', 'Like they helped Robin to make a whole lot of money', 'Like they helped Robin save the planet']",0,0,42.32462311,58.87553024,FALSE,TRUE,TRUE
1527, Bob went to Sasha's hair salon and got their hair cut. How would Sasha feel afterwards? ,"['Others liked the look', 'They did their job', 'They gave a good haircut']",0, Bob visited Sasha's barber shop and got his hair trimmed.  How would Sasha feel afterwards? ,"['Others liked the look', 'They did their job', 'They gave a good haircut']",0,1,56.11779404,138.5658875,FALSE,FALSE,FALSE
1528, Jesse made decisions for Lee in their absence from the team. How would Lee feel as a result? ,"['Anxious about them', 'Ungrateful for them', 'Excited about them']",2, Jesse took charge of decision-making for Lee during their time away from the team.  How would Lee feel as a result? ,"['Anxious about them', 'Ungrateful for them', 'Excited about them']",2,2,64.78365326,45.26625824,FALSE,TRUE,TRUE
1529, Jan went out with Quinn's friends and had a great time. What does Jan need to do before this? ,"['Get dressed', 'Cancel her plans', ""See Quinn's Friends again""]",0, Jan hit the town with Quinn's crew and had an epic night.  What does Jan need to do before this? ,"['Get dressed', 'Cancel her plans', ""See Quinn's Friends again""]",0,0,52.81310654,175.2097321,FALSE,TRUE,TRUE
1530, Sasha spent a weekend in the mountains hiking and getting fresh air. What will Sasha want to do next? ,"['Ask people about a trip', 'Go home', 'Have fun']",2, Sasha ventured into the mountains for a weekend of invigorating hikes and crisp air.  What will Sasha want to do next? ,"['Ask people about a trip', 'Go home', 'Have fun']",2,1,47.34155655,63.1973381,FALSE,FALSE,FALSE
1531, Sydney provided Aubrey's estimate. Aubrey looked at the paper with a straight face. What will Aubrey want to do next? ,"['Figure out an estimate for Aubrey', 'Put it off indefinitely', 'Talk to Sydney']",1," Sydney handed over Aubrey's projection to him, and Aubrey scrutinized the paper with a serious expression.  What will Aubrey want to do next? ","['Figure out an estimate for Aubrey', 'Put it off indefinitely', 'Talk to Sydney']",1,2,43.0597229,81.95985413,FALSE,FALSE,FALSE
1532, Remy gave Skylar's Netflix account password to one of Remy's other friends. How would Skylar feel as a result? ,"['Like a bad friend', 'Excited', 'Used']",2, Remy shared Skylar's Netflix login details with one of his buddies.  How would Skylar feel as a result? ,"['Like a bad friend', 'Excited', 'Used']",2,2,77.58541107,137.4502563,FALSE,TRUE,TRUE
1533, Carson grew dark after having a troubled upbringing in an abusive household. What will Carson want to do next? ,"['Seek therapy', 'Seek a nurse practitioner', 'See a psychologist']",0, Carson developed a tough exterior after experiencing a difficult childhood in an abusive home.  What will Carson want to do next? ,"['Seek therapy', 'Seek a nurse practitioner', 'See a psychologist']",0,0,54.16147232,63.21834564,FALSE,TRUE,TRUE
1534, Taylor kept Quinn posted about the baseball scores that were happening that night. What will happen to Quinn? ,"['Proud', 'Indifferent', 'Bored']",0, Taylor kept Quinn in the loop about the latest baseball scores from that night's games.  What will happen to Quinn? ,"['Proud', 'Indifferent', 'Bored']",0,1,205.7051239,147.0082397,FALSE,FALSE,FALSE
1535, The teacher asked Remy a question at school. Remy answered the question correctly. What does Remy need to do before this? ,"['Study', 'Show they had the correct answer', 'Show off']",0," The teacher put Remy on the spot and he rose to the challenge, giving a correct answer.  What does Remy need to do before this? ","['Study', 'Show they had the correct answer', 'Show off']",0,0,48.99691391,57.29894257,FALSE,TRUE,TRUE
1536, Cameron shook Carson's head while Cameron was tidying up Carson's long beard. What will Carson want to do next? ,"['Trim around the beard', 'Spray on some perfume', 'Use lots of soapy water']",0, Cameron gestured to Carson's beard while tidying it up.  What will Carson want to do next? ,"['Trim around the beard', 'Spray on some perfume', 'Use lots of soapy water']",0,0,80.63883209,108.5633163,FALSE,TRUE,TRUE
1537, Cameron wasted money on an expensive handbag. Why did Cameron do this? ,"['Regret her actions', 'Buy a status item', 'Resent her waste']",1, Cameron blew his budget on a pricey designer handbag.  Why did Cameron do this? ,"['Regret her actions', 'Buy a status item', 'Resent her waste']",1,1,71.03052521,284.8531494,FALSE,TRUE,TRUE
1538," Austin wrapped a belt around their waist, but found that it didn't fit. What will happen to Austin? ","['They will get new pants', 'They will go on a diet', 'Buy the belt if it fits']",1," Austin buckled a belt around his waist, but discovered it wasn't quite the right size.  What will happen to Austin? ","['They will get new pants', 'They will go on a diet', 'Buy the belt if it fits']",2,1,60.00617981,59.8214798,TRUE,TRUE,FALSE
1539, Alex took care of the children while their parents went out. How would Others feel as a result? ,"['Fulfilled that he did a good deed', 'Very grateful', 'Exhausted taking care of children']",0, Alex stepped in as a responsible caregiver when the kids' parents were away.  How would Others feel as a result? ,"['Fulfilled that he did a good deed', 'Very grateful', 'Exhausted taking care of children']",0,1,85.24919128,74.48799896,FALSE,FALSE,FALSE
1540, Aubrey met a friend alone at the park after school on Friday. How would Others feel as a result? ,"['Gone', ""Like they aren't close friends"", 'Curious where Aubrey is']",2, Aubrey linked up with a buddy at the park after school on Friday.  How would Others feel as a result? ,"['Gone', ""Like they aren't close friends"", 'Curious where Aubrey is']",2,2,120.5725479,48.36336899,FALSE,TRUE,TRUE
1541, Quinn turned the scale so the others could see it. What will Quinn want to do next? ,"['Hide it from others next', 'Show them next', 'Read what the scale says']",2," Quinn gave a dramatic presentation, highlighting the scale for all to see.  What will Quinn want to do next? ","['Hide it from others next', 'Show them next', 'Read what the scale says']",2,2,56.97654724,104.2523422,FALSE,TRUE,TRUE
1542, Kai gave Ash some bread so they could make a sandwich. How would Kai feel afterwards? ,"['Glad they helped', 'Good they get something to eat', 'Appreciative']",2, Kai handed Ash some bread to whip up a tasty sandwich.  How would Kai feel afterwards? ,"['Glad they helped', 'Good they get something to eat', 'Appreciative']",2,0,119.5888977,243.0628204,FALSE,FALSE,FALSE
1543, Jan was fired from their job to send a message to the other employees that anybody can be fired. How would other employees feel as a result? ,"['Quite guilty', 'A lot of excitement', 'Worried about being fired']",2, Jan was let go from his job as a warning to the rest of the staff that anyone can be fired.  How would other employees feel as a result? ,"['Quite guilty', 'A lot of excitement', 'Worried about being fired']",2,2,38.26198578,37.1642189,FALSE,TRUE,TRUE
1544, jesse set robin's sock on fire while they were sleeping because they were a pyromaniac. What will happen to Robin? ,"['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",2," Jesse recklessly set Robin's sock ablaze while they were snoozing, fueled by his pyromaniacal tendencies.  What will happen to Robin? ","['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",1,0,79.2821579,85.88737488,FALSE,FALSE,FALSE
1545, Quinn said a word to Casey that made him feel a lot better. What will Quinn want to do next? ,"[""Learn about Casey's predicament"", 'Fight Casey', 'Continue talking to Casey']",0, Quinn's kind words lifted Casey's spirits and made him feel more positive.  What will Quinn want to do next? ,"[""Learn about Casey's predicament"", 'Fight Casey', 'Continue talking to Casey']",0,2,39.36840439,67.74196625,FALSE,FALSE,FALSE
1546, Sydney had to get ready for school so they put on their clothes. What does Sydney need to do before this? ,"['Get on the bus', 'Buy school clothes', 'Grab their clothes']",2," Sydney dressed up for school, donning his outfit.  What does Sydney need to do before this? ","['Get on the bus', 'Buy school clothes', 'Grab their clothes']",2,2,33.7448082,70.41782379,FALSE,TRUE,TRUE
1547, Jesse was very hungry and fulfilled their needs with a visit to the fast food drive through. What will Jesse want to do next? ,"['Find something to eat', 'Throw out the empty wrappers', 'Wash it down with bleach']",0, Jesse was famished and satisfied his cravings with a trip to the drive-thru.  What will Jesse want to do next? ,"['Find something to eat', 'Throw out the empty wrappers', 'Wash it down with bleach']",0,1,56.69083023,59.82581711,FALSE,FALSE,FALSE
1548, Carson took Lee's risk by going skydiving with him off of the plane. What will Lee want to do after? ,"['Hug Carson', 'Buy a ticket', 'Kick Carson']",1, Carson boldly took the leap of faith with Lee and went skydiving together off the plane.  What will Lee want to do after? ,"['Hug Carson', 'Buy a ticket', 'Kick Carson']",1,0,67.23457336,96.96973419,FALSE,FALSE,FALSE
1549, Addison was performing in a play and threw a pie at the character. What will Addison want to do next? ,"['Clean the pie', 'Continue their part', 'Eat the pie']",2," Addison was in the spotlight, delivering a show-stopping performance and suddenly tossed a pie at his character.  What will Addison want to do next? ","['Clean the pie', 'Continue their part', 'Eat the pie']",2,1,88.52402496,75.52072144,FALSE,FALSE,FALSE
1550, Jan lit a fire under the porch because she was just playing around. How would Others feel as a result? ,"['Mad at her', 'Happy about it', 'Guilty']",0, Jan started a small blaze under the porch while she was messing around.  How would Others feel as a result? ,"['Mad at her', 'Happy about it', 'Guilty']",0,0,128.121582,157.9615479,FALSE,TRUE,TRUE
1551, Casey thought too much time was being spent taking the case into account. What will Casey want to do next? ,"['Try to get a long delay', 'Casey wanted to win the case', 'Ask the judge to set up an earlier date']",1, Casey suspected that too much effort was being put into analyzing the case.  What will Casey want to do next? ,"['Try to get a long delay', 'Casey wanted to win the case', 'Ask the judge to set up an earlier date']",1,2,54.40720749,51.70792389,FALSE,FALSE,FALSE
1552, Tracy understood Casey's stance better after they had a long conversation together. What does Tracy need to do before this? ,"['Listen to Tom', 'Ask Casey to talk', 'Understand']",0, Tracy gained a deeper understanding of Casey's perspective after they had a thorough discussion together.  What does Tracy need to do before this? ,"['Listen to Tom', 'Ask Casey to talk', 'Understand']",1,1,93.93486023,99.54471588,FALSE,FALSE,TRUE
1553, Quinn watched videos on friday night to have fun. What will Quinn want to do next? ,"['Talk about videos', 'Have a snack', 'Get work done']",0, Quinn kicked back and watched some videos on Friday night for a fun time.  What will Quinn want to do next? ,"['Talk about videos', 'Have a snack', 'Get work done']",0,1,85.57802582,102.8227921,FALSE,FALSE,FALSE
1554, Kendall opened their microphone to speak but the microphone refused to work and Kendall just stood on stage. What will happen to Kendall? ,"['Get the microphone to work', 'Awkward on stage', 'Others will laugh']",0," Kendall took the mic to speak, but the tech failed, so he stood there looking cool.  What will happen to Kendall? ","['Get the microphone to work', 'Awkward on stage', 'Others will laugh']",1,0,55.07863235,72.4445343,TRUE,TRUE,FALSE
1555, Jordan wanted a place to live because she was kicked out of her home. How would Jordan feel afterwards? ,"['Nervous', 'Ecstatic', 'Homeless']",0, Jordan sought a new abode after being evicted from his previous residence.  How would Jordan feel afterwards? ,"['Nervous', 'Ecstatic', 'Homeless']",0,0,35.50895309,58.77478027,FALSE,TRUE,TRUE
1556, Addison invited Austin to join them to watch the movies. What will Addison want to do next? ,"['Go to sleep', 'Eat popcorn', 'Play video games']",1, Addison asked Austin to come over and catch a flick with him.  What will Addison want to do next? ,"['Go to sleep', 'Eat popcorn', 'Play video games']",1,1,76.08934784,92.13205719,FALSE,TRUE,TRUE
1557, Alex paid to get more information. How would Alex feel afterwards? ,"['Happy to have information', 'Very nosy', 'Very rude']",1, Alex shell out some cash to gather more intel.  How would Alex feel afterwards? ,"['Happy to have information', 'Very nosy', 'Very rude']",1,0,195.1142731,334.71875,FALSE,FALSE,FALSE
1558, Quinn rode a motorcycle too fast on the highway and ended up with a ticket. What will Quinn want to do next? ,"['Go pay the employees', 'Start driving their truck slower', 'Start driving their motorcycle slower']",2," Quinn took his motorcycle out for a thrill ride on the highway, but it ended up costing him a hefty fine.  What will Quinn want to do next? ","['Go pay the employees', 'Start driving their truck slower', 'Start driving their motorcycle slower']",0,2,47.32202148,35.58329391,TRUE,TRUE,FALSE
1559, Jordan shared their experience in the group therapy session for abuse survivors. How would Jordan feel afterwards? ,"[""Angry that they can't speak about the past"", 'Anxious about what others will think', 'A compassionate person']",2, Jordan discussed his experiences in the group therapy session for abuse survivors.  How would Jordan feel afterwards? ,"[""Angry that they can't speak about the past"", 'Anxious about what others will think', 'A compassionate person']",2,1,120.949028,106.4608765,FALSE,FALSE,FALSE
1560, Bailey gave birth to Taylor but couldn't take care of them. What will happen to Taylor? ,"['Stay in the maternity hospital', 'Be given up for adoption', 'Stay with their birth mother']",2, Bailey delivered Taylor but was unable to nurture them.  What will happen to Taylor? ,"['Stay in the maternity hospital', 'Be given up for adoption', 'Stay with their birth mother']",2,1,38.01420593,319.0454712,FALSE,FALSE,FALSE
1561, Skylar starting crying while her and her dog played together for the last time. Why did Skylar do this? ,"['Be sad about her failed test grade', 'Be sad about moving far away', 'Hug the dog']",2, Skylar became tearful as she and her furry companion played together for the last time.  Why did Skylar do this? ,"['Be sad about her failed test grade', 'Be sad about moving far away', 'Hug the dog']",2,1,63.5595665,54.30264282,FALSE,FALSE,FALSE
1562," After seeing what a mess Aubrey was, Robin changed her into clean clothes. How would you describe Robin? ","['A kind caretaker', 'Like a person who puts in thought', 'A reliable friend']",0," After witnessing Aubrey's chaotic appearance, Robin transformed her into a neat and tidy version.  How would you describe Robin? ","['A kind caretaker', 'Like a person who puts in thought', 'A reliable friend']",0,0,98.31665039,144.646347,FALSE,TRUE,TRUE
1563, Kai was in high school and was taking French as an elective. Kai learned French. Why did Kai do this? ,"['Have credit', 'Know grammatical concepts', 'Go to France']",2, Kai was a high school student and took French as an elective course. He mastered the language.  Why did Kai do this? ,"['Have credit', 'Know grammatical concepts', 'Go to France']",2,1,41.18015671,41.97994995,FALSE,FALSE,FALSE
1564, Skylar was able to ease their mind after receiving a good grade on the test. How would you describe Skylar? ,"['Proud of Skylar', 'Nervous', 'At peace']",0," Skylar was relieved after getting a high score on the test, which validated their efforts and hard work.  How would you describe Skylar? ","['Proud of Skylar', 'Nervous', 'At peace']",0,2,45.83586121,82.40144348,FALSE,FALSE,FALSE
1565, Taylor filled Kai's mind because of the way he made her laugh and smile. What will Taylor want to do next? ,"['Ask out Kai', 'Find a new love', 'Start dating Taylor']",0," Taylor had a profound impact on Kai's mental state, thanks to his ability to make her laugh and smile uncontrollably.  What will Taylor want to do next? ","['Ask out Kai', 'Find a new love', 'Start dating Taylor']",0,0,60.60822296,33.25292587,FALSE,TRUE,TRUE
1566," Alex and Dawn's children were running wild, so Alex stepped in took control of them. What will happen to the children? ","['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",2, Alex took charge of his rambunctious kids to bring order to the chaotic situation.  What will happen to the children? ,"['Made to sit still', 'Made to run around', 'Be rewarded with well behaved kids']",0,0,70.43331146,54.8420639,FALSE,FALSE,TRUE
1567, Jan used Robin's approach on how to do well in a job interview. What will Jan want to do next? ,"['Do a job interview', 'Make a high income', 'Remember']",0, Jan employed Robin's strategies to excel in his job interview.  What will Jan want to do next? ,"['Do a job interview', 'Make a high income', 'Remember']",1,1,68.77600861,332.7167358,FALSE,FALSE,TRUE
1568, Jenny wanted to found out what happened to Quinn's leg and read Quinn's book about his travels where he discussed his accident later in the first chapter. How would Jenny feel as a result? ,"['Satisfied', 'Jealous of Quinn', 'Annoyed at Quinn']",0," Quinn's leg injury was a major topic of discussion in his book about his travels, and Jenny was eager to find out what had happened to him.  How would Jenny feel as a result? ","['Satisfied', 'Jealous of Quinn', 'Annoyed at Quinn']",0,0,78.65703583,29.16376305,FALSE,TRUE,TRUE
1569, Remy gave the board Casey's interpretation of the facts about the case they had accepted. How would Casey feel as a result? ,"['Like running away', 'Relieved to have help', 'Pleased of the presentation']",2, Remy presented the board with Casey's take on the case details they had acknowledged.  How would Casey feel as a result? ,"['Like running away', 'Relieved to have help', 'Pleased of the presentation']",1,2,90.66796112,298.5865784,TRUE,TRUE,FALSE
1570, Taylor was telling Kai a story. They filled Kai's mind with ideas. What will happen to Kai? ,"['Forget the ideas', 'Use the ideas to blackmail Taylor', 'Tell the ideas to other people']",2, Taylor was regaling Kai with a tale that sparked his imagination and filled his mind with innovative ideas.  What will happen to Kai? ,"['Forget the ideas', 'Use the ideas to blackmail Taylor', 'Tell the ideas to other people']",2,2,73.27558899,70.01644135,FALSE,TRUE,TRUE
1571, Jordan wanted to be the best student so she told her classmates the incorrect answers for the test and Jordan affected the children's grades. Why did Jordan do this? ,"['Laugh at their misfortune', 'Earn the highest grade', 'Pat herself on the back for being so clever']",1," Jordan strived to be the top student, so he intentionally provided his classmates with incorrect answers, impacting their test grades.  Why did Jordan do this? ","['Laugh at their misfortune', 'Earn the highest grade', 'Pat herself on the back for being so clever']",1,1,74.12746429,110.3420563,FALSE,TRUE,TRUE
1572, Kendall went home with Jan's friends after the movie was over. How would you describe Kendall? ,"['Like he has a good social group', 'Tired', 'Thankful for the socialization']",0, Kendall headed back with the guys after the flick ended.  How would you describe Kendall? ,"['Like he has a good social group', 'Tired', 'Thankful for the socialization']",0,0,56.66966629,136.0568237,FALSE,TRUE,TRUE
