idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1795, Aubrey has always been there for Alex. Aubrey fulfilled Alex's needs. What does Aubrey need to do before this? ,"['Loyal', 'Stay with Alex', ""Pay for Alex's bills""]",1," Aubrey has been an incredibly supportive friend to Alex, consistently meeting their needs. Aubrey's dedication to Alex is truly admirable. 👍  What does Aubrey need to do before this? ","['Loyal', 'Stay with Alex', ""Pay for Alex's bills""]",0,1
1796, Remy moved to a new city. They made more friends. Why did Remy do this? ,"['Travel to the new city', 'Pack their things', 'Wanted to influence people']",0, Remy transferred to a new urban center and established a circle of friends.  Why did Remy do this? ,"['Travel to the new city', 'Pack their things', 'Wanted to influence people']",2,0
1797, Austin's family was celebrating their parents 50th anniversary during dinner at a new restaurant. What would Austin's family do next? ,"['Refuse to eat dinner with the family', 'Happy', 'Eat dinner at the restaurant']",2, Austin's family celebrated their parents' 50th wedding anniversary at a trendy new restaurant last evening. They were marking the occasion with a delightful dinner.  What would Austin's family do next? ,"['Refuse to eat dinner with the family', 'Happy', 'Eat dinner at the restaurant']",2,2
1798, While on vacation Kendall caught three fish for dinner. What will Kendall want to do next? ,"['Invite friends over for dinner', 'Did this for nourishment', 'Go to the aquarium']",0," During their vacation, Kendall had a great time fishing and managed to catch three fish for a delicious dinner.  What will Kendall want to do next? ","['Invite friends over for dinner', 'Did this for nourishment', 'Go to the aquarium']",0,0
1799, Robin was confronted by another staff member at their team meeting. What will Robin want to do next? ,"['Run away', 'Ignore their colleague', 'Speak with their colleague']",2, Robin was confronted by a fellow staff member at their team meeting regarding a recent issue.  What will Robin want to do next? ,"['Run away', 'Ignore their colleague', 'Speak with their colleague']",2,2
1800," After rushing to make it to the gate, Robin missed his flight, so Cameron picked him up from the airport. What will happen to Robin? ","['Be in a car', 'Pick up their friend', 'Be on a plane']",2," Robin was in a mad rush to make his flight, but unfortunately, he ended up running late and missing it. Luckily, Cameron was there to save the day and picked him up from the airport.  What will happen to Robin? ","['Be in a car', 'Pick up their friend', 'Be on a plane']",2,0
1801, Kai made a career out if his hobby after his normal job did not look very promising. Why did Kai do this? ,"['Be tied to fate', 'Be independent', 'Find out how to make his hobby profitable']",0, Kai found success in doing what he loved most - turning his hobby into a career after realizing his regular job wasn't as fulfilling.  Why did Kai do this? ,"['Be tied to fate', 'Be independent', 'Find out how to make his hobby profitable']",0,1
1802, Remy saved the building from destruction by stopping the timer. What will Remy want to do next? ,"['Find the bomb', 'Cut the correct wire', 'Keep the timer off']",2, Remy successfully thwarted the destruction of the building by hitting the pause button on the timer.  What will Remy want to do next? ,"['Find the bomb', 'Cut the correct wire', 'Keep the timer off']",2,2
1803, Sasha got revenge on her friends after they made a joke about her. What will Others want to do next? ,"['Be fair', 'Play with her', 'Hurt her back']",0, Sasha sought retribution against her pals for their playful jab at her expense.  What will Others want to do next? ,"['Be fair', 'Play with her', 'Hurt her back']",1,2
1804, Remy played darts for an hour at the tavern on his way home from work that night. What will Remy want to do next? ,"['Watch the sunrise', 'Wanted to have fun', 'Put darts away']",1," Remy had a great time playing darts at the tavern after work that evening. He spent an hour there, enjoying some friendly competition with his colleagues. 🍺👥  What will Remy want to do next? ","['Watch the sunrise', 'Wanted to have fun', 'Put darts away']",1,2
1805, Lee gave birth to children but did not have any diapers or baby supplies. What will Others want to do next? ,"['Go to the store', 'Give baby gifts to Lee', 'Buy diapers']",0, Lee gave birth to her children but didn't have any essential baby items like diapers or baby supplies.  What will Others want to do next? ,"['Go to the store', 'Give baby gifts to Lee', 'Buy diapers']",2,1
1806, Addison asked Austin to come to the party. Why did Addison do this? ,"['Wants revenge on Austin', 'Dress up for Austin', 'Friends with Austin']",1," Addison invited Austin to her party, asking him to join in on the fun.  Why did Addison do this? ","['Wants revenge on Austin', 'Dress up for Austin', 'Friends with Austin']",1,2
1807, Kendall was hardworking and wanted to keep everyone on her team on track. What will Kendall want to do next? ,"['Assign duties', 'Kenall will relax for a day', 'Take a break']",0, Kendall was a hard worker and wanted to ensure that her team remained on track.  What will Kendall want to do next? ,"['Assign duties', 'Kenall will relax for a day', 'Take a break']",0,0
1808, Tracy crossed the rubicon because they wanted to cross it and be the best. What does Tracy need to do before this? ,"['Need to be the best', 'Keep working even if they fail', 'Need to be the worst']",1," Tracy made the bold decision to cross the Rubicon River, driven by a desire to achieve excellence and push beyond their limits.  What does Tracy need to do before this? ","['Need to be the best', 'Keep working even if they fail', 'Need to be the worst']",0,1
1809, Alex made Casey escape jail by blowing a hole in the wall so they could go find the buried money. What will happen to Alex? ,"['Become famous', 'Be chased by police', 'Become rich']",1," Alex helped Casey escape from prison by creating a hole in the wall, allowing them to search for the hidden treasure.  What will happen to Alex? ","['Become famous', 'Be chased by police', 'Become rich']",1,1
1810, Sydney was trying to get the kitchen mopped but Austin interfered by walking in the kitchen repeatedly. How would you describe Austin? ,"['Flippant', 'Angry that Austin keep walking on the floor', 'Frustrated with Austin']",2," Sydney was trying to mop the kitchen floor when Austin kept entering the room, causing her to lose her focus.  How would you describe Austin? ","['Flippant', 'Angry that Austin keep walking on the floor', 'Frustrated with Austin']",2,0
1811, Sydney guessed you could say that Sydney loved teaching and teaches chemistry. What will the students want to do next? ,"['The students will report Sydney to the dean', ""The students will all drop out of Sydney's class"", 'Their favorite teacher']",2, Sydney enjoyed teaching chemistry immensely and found great fulfillment in sharing her knowledge with students.  What will the students want to do next? ,"['The students will report Sydney to the dean', ""The students will all drop out of Sydney's class"", 'Their favorite teacher']",2,2
1812, Jan had learned about misogyny all her life and gave birth to a daughter that evening. What will Jan want to do next? ,"['Protect her from males', ""Allow males in women's spaces"", 'Allow men to rewrite laws erasing sex based protections for women']",0, Jan had grown up with misogynistic beliefs and gave birth to a daughter that evening.  What will Jan want to do next? ,"['Protect her from males', ""Allow males in women's spaces"", 'Allow men to rewrite laws erasing sex based protections for women']",0,0
1813, cameron was bored out of his mind so he left the show early. How would you describe Cameron? ,"['Upset for wasting their money on the ticket', 'Fun', 'As boring']",2, Cameron grew tired of the performance and decided to leave before it ended.  How would you describe Cameron? ,"['Upset for wasting their money on the ticket', 'Fun', 'As boring']",1,0
1814," As the room filled and got louder, Taylor got louder. Why did Taylor do this? ","['Were obnoxious', 'Speak over the noise', 'Were mad']",1," As the room filled with people and the music reached a crescendo, Taylor's voice soared to match the energy of the crowd.  Why did Taylor do this? ","['Were obnoxious', 'Speak over the noise', 'Were mad']",1,1
1815, bailey decided to play a card game with her friends. Bailey held the cards. How would Others feel as a result? ,"['Angry', 'Uptight', 'Cool']",2, Bailey suggested playing a card game with her friends and offered to shuffle and deal the cards.  How would Others feel as a result? ,"['Angry', 'Uptight', 'Cool']",2,2
1816," After having it spoken discreetly to him, Taylor repeated the lord's request loudly for all to hear. How would you describe Taylor? ","['Considerate of the feelings of others', 'Rude in social situations', 'Evil']",2," After Taylor spoke the lord's request privately to him, he announced it loudly and clearly for all to understand.  How would you describe Taylor? ","['Considerate of the feelings of others', 'Rude in social situations', 'Evil']",0,1
1817, Carson gave their friend some milk and cookies while they were playing games. What will happen to Others? ,"['Talk about them', 'Have fun', 'Ask about fun']",2," Carson offered their friend a snack of milk and cookies during their gaming session, showing thoughtfulness and kindness. 👍  What will happen to Others? ","['Talk about them', 'Have fun', 'Ask about fun']",2,1
1818," Carson learned a lot in school, as well as taking self-paced courses online, reading books, and practicing real-world skills. How would you describe Carson? ","['Driven by curiosity and pragmatism', 'Interested in learning only the basics', 'Hardworking']",0," Carson demonstrated a strong commitment to self-directed learning, taking advantage of both formal education and online resources, as well as reading books and practicing hands-on skills to hone their expertise.  How would you describe Carson? ","['Driven by curiosity and pragmatism', 'Interested in learning only the basics', 'Hardworking']",0,2
1819, Quinn colored her hair a light ghosted grey color. How would Quinn feel afterwards? ,"['Artistic', 'Unwanted', 'Ugly']",0," Quinn recently had her hair colored a stylish light grey hue with a subtle, ghosted effect that adds some sophistication to her look. 💅  How would Quinn feel afterwards? ","['Artistic', 'Unwanted', 'Ugly']",0,0
1820," Wanting to get away from friends and family, Sasha spent a weekend in the mountains. How would Others feel as a result? ","['Refreshed', 'Hurt', 'Relaxed']",0," Desiring some privacy and tranquility, Sasha spent a peaceful weekend in the mountains, away from the bustle of daily life.  How would Others feel as a result? ","['Refreshed', 'Hurt', 'Relaxed']",2,1
1821, Cameron took Kai's complaint seriously and issues the complaint to the police for a serious investigation. How would you describe Cameron? ,"['Feeling worried', 'Feeling bored', 'Feeling passive']",0, Cameron took Kai's complaint with utmost concern and referred it to the authorities for a thorough investigation.  How would you describe Cameron? ,"['Feeling worried', 'Feeling bored', 'Feeling passive']",0,0
1822, Riley made friends easily and had a big social circle very quickly. How would you describe Riley? ,"[""Frustrated they couldn't spend as much time with Riley"", 'Happy for Riley for having a lot of friends', 'Extraverted']",1, Riley was surprisingly adept at forming friendships and rapidly established a sizable social network.  How would you describe Riley? ,"[""Frustrated they couldn't spend as much time with Riley"", 'Happy for Riley for having a lot of friends', 'Extraverted']",1,2
1823, Tracy went camping during the weekend for the first time in their life. What does Tracy need to do before this? ,"['Find their old camping supplies', 'Go buy camping supplies', 'Wash their old sleeping bag']",1, Tracy recently tried out camping for the first time and had a great experience.  What does Tracy need to do before this? ,"['Find their old camping supplies', 'Go buy camping supplies', 'Wash their old sleeping bag']",1,1
1824," When Remy's tire went flat on his way to work, he said a bad word. Why did Remy do this? ","['Remy who has tired his work', 'Avoid being thought of as a wimp', 'Avoid being late for an appointment']",1," When Remy's tire went flat on his way to work, he muttered an exasperated phrase under his breath.  Why did Remy do this? ","['Remy who has tired his work', 'Avoid being thought of as a wimp', 'Avoid being late for an appointment']",1,1
1825, Taylor gave his friend a high five after he got a strike in bowling. What will happen to Others? ,"['Buy a pair of shoes', 'Bowl next', 'Roll some dice']",2, Taylor gave his buddy a hearty high five after he scored a strike in bowling. 👏  What will happen to Others? ,"['Buy a pair of shoes', 'Bowl next', 'Roll some dice']",2,1
1826, Aubrey agree to help Sasha since she needed to move into her new apartment immediately but didn't have any help. What will Sasha want to do next? ,"[""Lecture Aubrey on why she shouldn't help friends move"", 'Show appreciation to Aubrey by buying her a bottle of wine', 'Be angry with Aubrey for agreeing to help with the move']",1, Aubrey kindly offered to assist Sasha with her move since she was in a bit of a tight spot and didn't have any other options. 😊  What will Sasha want to do next? ,"[""Lecture Aubrey on why she shouldn't help friends move"", 'Show appreciation to Aubrey by buying her a bottle of wine', 'Be angry with Aubrey for agreeing to help with the move']",1,1
1827, Carson shook Jan's head again to wake her up after the accident. What will Jan want to do next? ,"['Check the girl for a pulse', 'Call an ambulance', 'Continue waking up']",1, Carson gently nudged Jan's head to rouse her from her daze after the collision.  What will Jan want to do next? ,"['Check the girl for a pulse', 'Call an ambulance', 'Continue waking up']",0,2
1828, Robin's boyfriend got on one knee to propose. Robin held their breath. How would Robin feel afterwards? ,"['Anxious', 'Excited that they are getting engaged', ""Disappointed in the boyfriend's actions""]",1, Robin's partner got down on one knee and proposed to her. Robin was taken aback and overwhelmed with emotion.  How would Robin feel afterwards? ,"['Anxious', 'Excited that they are getting engaged', ""Disappointed in the boyfriend's actions""]",1,1
1829, Aubrey fulfilled Alex's requests. What will Aubrey want to do next? ,"['Work harder on the requests', 'Work on the next one', 'Requesting']",1, Aubrey successfully met all of Alex's expectations. 👍  What will Aubrey want to do next? ,"['Work harder on the requests', 'Work on the next one', 'Requesting']",1,1
1830, Cameron moved Kendall's body because they didn't want anyone to see. What will Cameron want to do next? ,"['Escape', 'Admit to their crime', 'They were being discreet']",0, Cameron moved Kendall's body to avoid any unwanted attention or suspicion.  What will Cameron want to do next? ,"['Escape', 'Admit to their crime', 'They were being discreet']",0,0
1831, Austin blew smoke from his lips as he sat on the bench and puffed on his pipe. What does Austin need to do before this? ,"['Have a cigarette', 'Have a fireplace', 'Have a match']",2," Austin sat on the bench and enjoyed a quiet moment, puffing gently on his pipe and letting the smoke wisp away in the breeze.  What does Austin need to do before this? ","['Have a cigarette', 'Have a fireplace', 'Have a match']",2,0
1832, Addison took long walks on the beach to lose weight. How would Addison feel afterwards? ,"['Well exercised', 'Dedicated to the goal', 'Lazy']",1, Addison enjoyed leisurely strolls along the beach to maintain a healthy weight.  How would Addison feel afterwards? ,"['Well exercised', 'Dedicated to the goal', 'Lazy']",0,1
1833, Jesse was wondering if they got into a school. They checked the mail every day. What does Jesse need to do before this? ,"['Checked the mail again tomorrow', 'Call the school', 'Know about a school']",1," Jesse was anxiously waiting to hear back from the school about their application. They checked their mailbox daily, hoping for a positive response. 📦🤞  What does Jesse need to do before this? ","['Checked the mail again tomorrow', 'Call the school', 'Know about a school']",1,2
1834, Cameron got to the restaurant and decided to order some pizza there. How would Others feel as a result? ,"['Ready to order', 'Like dancing', 'In the mood for italian food']",2," Cameron arrived at the restaurant and decided to order a pizza, so she asked the waiter for their special of the day.  How would Others feel as a result? ","['Ready to order', 'Like dancing', 'In the mood for italian food']",0,2
1835, Austin wrapped their jacket around their waist to free their hands to help move boxes. What will Austin want to do next? ,"['Did not want to be restrained by a jacket', 'Wanted to move about freely', 'Pick up boxes for others']",1," Austin skillfully slung their jacket around their waist, allowing them to use both hands to move heavy boxes.  What will Austin want to do next? ","['Did not want to be restrained by a jacket', 'Wanted to move about freely', 'Pick up boxes for others']",1,2
1836, Jan went to a party and started talking to one of her friends that she cared about a lot. How would Others feel as a result? ,"['Quite happy', 'Angry and sad', 'Bored and angry']",1, Jan attended a social gathering and began chatting with a close friend whom she values deeply.  How would Others feel as a result? ,"['Quite happy', 'Angry and sad', 'Bored and angry']",2,0
1837, Austin loved Sydney's neighbor that they asked their parents to move near them. What will Sydney want to do next? ,"['Look up housing prices in the area', 'Be friends with Sydney', ""Ask their parents to move near Sydney's neighbor""]",1," Austin was quite taken with Sydney's neighbor, and they requested that their parents relocate nearer to them.  What will Sydney want to do next? ","['Look up housing prices in the area', 'Be friends with Sydney', ""Ask their parents to move near Sydney's neighbor""]",1,0
1838, Robin took a long time to get in the car with her broken leg. How would Robin feel afterwards? ,"['In recovery', 'Relieved', 'Peaceful']",1," Robin had a tough time getting into the car due to her broken leg, it was a bit of a challenge.  How would Robin feel afterwards? ","['In recovery', 'Relieved', 'Peaceful']",1,1
1839, Jesse took years to complete college but finally got his degree. What will Jesse want to do next? ,"['Enroll in college', 'Get a job next', 'Pay for college']",1, Jesse spent several years in college before earning his degree.  What will Jesse want to do next? ,"['Enroll in college', 'Get a job next', 'Pay for college']",1,1
1840, Cameron drove nearly three hours so that he could pick Robin up from the nearest airport. What will Cameron want to do next? ,"['Turn around and make the drive back again', 'Leave and drive back the next day instead', 'Stop in the airport to use the restroom']",1," Cameron drove for nearly three hours to pick up Robin from the nearest airport, which was quite a distance away.  What will Cameron want to do next? ","['Turn around and make the drive back again', 'Leave and drive back the next day instead', 'Stop in the airport to use the restroom']",2,2
1841, Quin did not consider that his words may have the feelings of others. What will Others want to do next? ,"['Be best friends with Quin', ""Other's will not want to confide in Quin"", 'Say hurtful things to other people']",1, Quin failed to consider the potential impact of his words on others.  What will Others want to do next? ,"['Be best friends with Quin', ""Other's will not want to confide in Quin"", 'Say hurtful things to other people']",1,1
1842, Ash always performed better at his workplace after a warm cup of coffee. What will Ash want to do next? ,"['Start a new task', 'Take some nyquil', 'Go home']",0," Ash found that a steaming mug of coffee helped him excel at his job, time and time again.  What will Ash want to do next? ","['Start a new task', 'Take some nyquil', 'Go home']",0,0
1843, Austin went fishing to the lake with Carson and some friends that night. What will happen to Carson? ,"['Get drunk', 'Sleep', 'Hunt ducks']",1," Austin and his friends, including Carson, went fishing at the lake that evening.  What will happen to Carson? ","['Get drunk', 'Sleep', 'Hunt ducks']",1,1
1844, Sasha was the most popular girl in school when she accepted Jordan's invitation to go on a date. What will Jordan want to do next? ,"['Plan a best friends outing with Sasha', 'Plan a romantic evening with Sasha', 'Go on a date with Valerie']",1, Sasha was the most popular girl in school when she accepted Jordan's invitation to go on a date. She was the talk of the town and everyone was buzzing about her exciting night out! 😄  What will Jordan want to do next? ,"['Plan a best friends outing with Sasha', 'Plan a romantic evening with Sasha', 'Go on a date with Valerie']",1,1
1845, Kai wanted to do something fun for the weekend. Kai went camping with friends. How would Others feel as a result? ,"['Happy', 'Nervous', 'Terrified']",1," Kai wanted to spice up his weekend, so he planned a fun camping trip with pals to hang out and enjoy the great outdoors! 🌳🐦  How would Others feel as a result? ","['Happy', 'Nervous', 'Terrified']",1,0
1846, Carson told Lee it was risky. Lee looked at Carson in deep thought. What will Carson want to do next? ,"['Find something risky', 'Wait for Lee to respond', 'Want to tell their friend something']",0," Carson expressed concern to Lee, saying, ""I have my doubts about this. Can you think it through carefully?"" Lee thoughtfully considered Carson's words.  What will Carson want to do next? ","['Find something risky', 'Wait for Lee to respond', 'Want to tell their friend something']",1,1
1847, Bailey passed Jesse an examination booklet after she decided not to study that subject anymore. What will Bailey want to do next? ,"['Give the booklet back to Bailey', 'Leave the class', 'Throw away the examination booklet']",0, Bailey provided Jesse with an examination booklet following her decision not to pursue further study in that area.  What will Bailey want to do next? ,"['Give the booklet back to Bailey', 'Leave the class', 'Throw away the examination booklet']",0,1
1848, Riley played a part in the revolution while it was still in the planning phases. What will Riley want to do next? ,"['Disengage from their efforts to plan the revolution', 'Get interested in the plan of the revolution', 'Proceed in their efforts to plan the revolution']",2," Riley played an instrumental role in the early stages of the revolution, contributing to its development and growth.  What will Riley want to do next? ","['Disengage from their efforts to plan the revolution', 'Get interested in the plan of the revolution', 'Proceed in their efforts to plan the revolution']",2,2
1849, Skylar was outdoors in the wintertime and pulled the wool over their eyes and face. How would you describe Skylar? ,"['Feeling cold', 'Wearing wool', 'Feeling warm']",1, Skylar braved the cold winter weather and donned a woolen mask to protect their eyes and face from the elements. 💪  How would you describe Skylar? ,"['Feeling cold', 'Wearing wool', 'Feeling warm']",2,0
1850, Skylar joined Sasha's ranks as one of the only employees to never miss a day of work in 5 years. What will Sasha want to do next? ,"['Congratulate Skylar for failing', 'Try to continue not missing work', 'Do themselves proud']",1," Skylar has been an exemplary employee, consistently showing up to work every day for the past five years without fail. Her commitment to her job is truly admirable and a testament to her strong work ethic.  What will Sasha want to do next? ","['Congratulate Skylar for failing', 'Try to continue not missing work', 'Do themselves proud']",0,1
1851, Lee left a mess upon Ash's bedroom after they were done playing. What will happen to Lee? ,"['Stay dirty', 'Be smarter', 'Be dumb']",1, Lee left a disarray of toys and clothes on Ash's bedroom floor after their playtime. 😓  What will happen to Lee? ,"['Stay dirty', 'Be smarter', 'Be dumb']",0,0
1852, Skylar distributed the data in several forms without double checking the figures. What does Skylar need to do before this? ,"['Gather the data', 'Hand out the forms', 'Rush things']",0, Skylar carelessly disseminated the information in various formats without verifying the accuracy of the figures.  What does Skylar need to do before this? ,"['Gather the data', 'Hand out the forms', 'Rush things']",0,2
1853, Aubrey sounded good today considering they had been sick last week. How would Aubrey feel as a result? ,"['They were grateful', 'They were unhealthy', 'Elated that they are not sick']",0," Aubrey sounded quite well today, given that they had been under the weather last week.  How would Aubrey feel as a result? ","['They were grateful', 'They were unhealthy', 'Elated that they are not sick']",0,2
1854," Sasha was taking a train back to school, so Jan took Sasha to the station. What does Jan need to do before this? ","['Check the train schedule', ""Make sure she get's on the train"", ""Make sure she get's where she's going""]",0," Since Sasha needed to get back to school, Jan kindly offered to take her to the train station.  What does Jan need to do before this? ","['Check the train schedule', ""Make sure she get's on the train"", ""Make sure she get's where she's going""]",0,0
1855, Sydney opened a savings account after she won 1 million dollars from the lottery. Why did Sydney do this? ,"['Share it with friends and family', 'Gain interest on the money', 'Scratch a lottery ticket']",1," After winning the lottery and receiving 1 million dollars, Sydney wisely decided to open a savings account to secure her financial future. 💡📈  Why did Sydney do this? ","['Share it with friends and family', 'Gain interest on the money', 'Scratch a lottery ticket']",1,1
1856, Austin noticed that the pants did not fit well so Austin wrapped a belt around the waist. What does Austin need to do before this? ,"['Find the belt', 'Take off the pants', 'Test out the pants']",1," Austin noticed that the pants were not fitting him properly, so he opted to wear a belt to give them a more comfortable fit.  What does Austin need to do before this? ","['Find the belt', 'Take off the pants', 'Test out the pants']",0,0
1857, Kai wanted to help out at work so they brought Carson's tools to them. What will Kai want to do next? ,"['Think about if their doing the work right', 'Help Carson with what they are doing', 'Wanted to be responsible']",1," Kai wanted to lend a hand at work, so they brought Carson's tools to them as a convenient solution.  What will Kai want to do next? ","['Think about if their doing the work right', 'Help Carson with what they are doing', 'Wanted to be responsible']",1,1
1858, Jordan wanted to buy Kendall a birthday gift so they went to the pet store. What does Jordan need to do before this? ,"['Ask Kendall what they want', 'Drive around till they find a pet store', 'And Kendall are siblings']",0, Jordan decided to surprise Kendall with a special birthday present from the pet store.  What does Jordan need to do before this? ,"['Ask Kendall what they want', 'Drive around till they find a pet store', 'And Kendall are siblings']",0,0
1859," Carson knew they were right, and Taylor proved Carson's point. What will happen to Taylor? ","['Not ask Carson anything', 'He will rub it in their face', 'Ask Carson how they knew']",2," Carson knew he was correct, and Taylor's evidence supported his argument.  What will happen to Taylor? ","['Not ask Carson anything', 'He will rub it in their face', 'Ask Carson how they knew']",2,2
1860, Cameron was going to go to the zoo and asked if my kids could go. Cameron took my children and I had an afternoon alone. How would Cameron feel afterwards? ,"['Guilty', 'Pleased', 'Bad']",1," Cameron invited my children and me to go to the zoo, so we all went together. Afterwards, I had a nice afternoon to myself.  How would Cameron feel afterwards? ","['Guilty', 'Pleased', 'Bad']",1,1
1861, taylor recruited kai into his cult and filled his mind with ideas. Why did Taylor do this? ,"['Ask Kai if they have any friends', 'Help kai out', 'Be selfish']",2, Taylor recruited Kai into his spiritual community and introduced him to some far-out beliefs.  Why did Taylor do this? ,"['Ask Kai if they have any friends', 'Help kai out', 'Be selfish']",2,2
1862, Tracy crossed the rubicon with her pack and equipment. How would Tracy feel afterwards? ,"['Tired', 'Full of energy', 'Outdoorsy']",0," Tracy embarked on a daring journey across the Rubicon with her trusty pack and equipment, demonstrating her fearless spirit and determination. 💪  How would Tracy feel afterwards? ","['Tired', 'Full of energy', 'Outdoorsy']",0,0
1863, Jan took the kids to NYC to see a show of one of their favorite artist. Why did Jan do this? ,"['Get a nice hotel room for the night', 'Spend some time with the kids', 'Have a nice dinner in NYC']",1, Jan took the kids on an exciting adventure to New York City to see a live performance by one of their favorite musicians.  Why did Jan do this? ,"['Get a nice hotel room for the night', 'Spend some time with the kids', 'Have a nice dinner in NYC']",1,1
1864, kai grabbed carson's tools and stole them to get back at carson. What will Carson want to do next? ,"['Find the tools', 'Call the police', 'Ignore kai']",0," Kai took matters into his own hands and snatched Carson's tools as payback for a past grievance, causing quite the stir.  What will Carson want to do next? ","['Find the tools', 'Call the police', 'Ignore kai']",1,1
1865, Taylor invited Sasha to join Riley at the county fair this weekend. How would Sasha feel as a result? ,"['Friendly', 'Wanted', 'Thoughtful']",2," Taylor has extended an invitation to Sasha to join her and Riley at the county fair this weekend. It sounds like a fun event, and I'm sure they'll have a great time! 😊🐔🌳  How would Sasha feel as a result? ","['Friendly', 'Wanted', 'Thoughtful']",2,0
1866," Sasha got very tired, so she took a nap. How would Sasha feel afterwards? ","['Exhausted', 'Energetic', 'More tired']",0, Sasha felt drained and decided to take a snooze.  How would Sasha feel afterwards? ,"['Exhausted', 'Energetic', 'More tired']",1,1
1867," After planning and hoping for many years, Tracy gave birth to Addison. Why did Tracy do this? ","['Be fed', 'Be her mother', 'Be a parent']",1," After years of hoping and planning, Tracy gave birth to her beautiful daughter, Addison. 🎉  Why did Tracy do this? ","['Be fed', 'Be her mother', 'Be a parent']",1,2
1868, Austin had fun one night watcing movies with their friends. How would Austin feel afterwards? ,"['Good for being at home', 'Amicable', 'Good for being with their friends']",2," Austin enjoyed a fun evening with their friends, catching up on the latest movies.  How would Austin feel afterwards? ","['Good for being at home', 'Amicable', 'Good for being with their friends']",2,2
1869, Remy started to dance because he had been drinking. How would Remy feel afterwards? ,"['Humiliated', 'Embarassed', 'Fun loving']",2, Remy started boogieing after indulging in a few alcoholic beverages.  How would Remy feel afterwards? ,"['Humiliated', 'Embarassed', 'Fun loving']",2,2
1870, Riley screamed in pain as the person across from them smashed their fists into Riley. What does Riley need to do before this? ,"['Need to do nothing', 'Need to sit still', 'Need to try to escape']",2, Riley cringed and let out a loud groan as the person across from them slammed their fists into their stomach.  What does Riley need to do before this? ,"['Need to do nothing', 'Need to sit still', 'Need to try to escape']",2,0
1871, Taylor was waiting on the birth of his child. Quinn had asked about the baby and Taylor was going to keep Quinn posted. What does Taylor need to do before this? ,"['Tell Quinn more', 'Tell Quinn everything', 'Go to the hospital']",0," Taylor was eagerly awaiting the birth of his child, and Quinn had asked for an update. Taylor assured Quinn that he would stay informed.  What does Taylor need to do before this? ","['Tell Quinn more', 'Tell Quinn everything', 'Go to the hospital']",0,2
1872," When Riley noticed Jesse, he stared at him with suspicious eyes. What will Jesse want to do next? ","[""Saw Jesse wearing Riely's brand new sweater"", 'Thinks that Jesse stole their sex partner', 'Avoid Riley']",0," When Riley saw Jesse, he looked at him with a mixture of curiosity and skepticism.  What will Jesse want to do next? ","[""Saw Jesse wearing Riely's brand new sweater"", 'Thinks that Jesse stole their sex partner', 'Avoid Riley']",0,2
1873, Jordan was going for a walk and brought the kids. What does Jordan need to do before this? ,"['Get the kids ready', 'Wanted to get some exercise', 'Wanted to get some fresh air']",0, Jordan went on a walk with her children.  What does Jordan need to do before this? ,"['Get the kids ready', 'Wanted to get some exercise', 'Wanted to get some fresh air']",0,0
1874, kendall was a nice and caring person so she wrapped a scarf around my neck. How would Others feel as a result? ,"['Normal', 'Weird', 'Upset']",0," Kendall was a very kind and thoughtful person, so she gently wrapped a scarf around my neck to keep me warm.  How would Others feel as a result? ","['Normal', 'Weird', 'Upset']",0,0
1875, Riley went out to the club with some friends excited for the weekend. What will Others want to do next? ,"['Get dressed for the club', 'Ask his friends if they are trying to go clubbing', 'Stay up really late']",1," Riley went out to the club with some friends, looking forward to a fun weekend.  What will Others want to do next? ","['Get dressed for the club', 'Ask his friends if they are trying to go clubbing', 'Stay up really late']",1,2
1876, Lee gave Taylor's friend a ride to the store when Taylor was unable to help. What will Taylor do next? ,"['Tell Lee to get lost', 'Yell at Lee', 'Thank Lee for helping']",2, Lee generously offered Taylor's friend a lift to the store when Taylor was unavailable to provide assistance.  What will Taylor do next? ,"['Tell Lee to get lost', 'Yell at Lee', 'Thank Lee for helping']",2,2
1877, Lee found their friends at the food court at the mall. What will Lee want to do next? ,"['Sneak behind the table', 'Order some food to share', 'Avoid being seen by friends']",1," Lee discovered their social circle at the food court in the mall, if you will. They were hanging out with their pals, enjoying some tasty treats and having a great time.  What will Lee want to do next? ","['Sneak behind the table', 'Order some food to share', 'Avoid being seen by friends']",1,1
1878, Kai studied all day and finished her homework first. What does Kai need to do before this? ,"['Take a nap', 'Sharpen her pencils', 'Class to submitted to homework first']",1, Kai devoted her entire day to studying and successfully completed her homework before anyone else. 😊👍  What does Kai need to do before this? ,"['Take a nap', 'Sharpen her pencils', 'Class to submitted to homework first']",1,1
1879, Quinn had gotten in a fight with their friend and then Quinn rubbed salt in the wound. How would their friend feel as a result? ,"['Mad', 'Grateful', 'Happy']",0," Quinn had a heated argument with their friend, and then they added insult to injury by rubbing salt into the wound.  How would their friend feel as a result? ","['Mad', 'Grateful', 'Happy']",0,0
1880, Alex looked it up online when she couldn't find the information in a book. How would Alex feel afterwards? ,"['Like a fool', 'Clueless', 'Smart']",2," Alex looked up the information online after she couldn't find it in a book. You know, these days you can find anything online, it's just so convenient! And Alex is definitely someone who appreciates efficiency. 💻  How would Alex feel afterwards? ","['Like a fool', 'Clueless', 'Smart']",2,2
