Row ID,Paraphrases,Category,Orginal,value
7013,"Jesse was planning to go it alone, but then opted to stick with Carson for some companionship.",Miggle Age (20-60),Jesse was going to stand alone but stood by Carson instead to keep them company. ,-3.02469127
7014,"Jesse was thinking of sitting by themselves, but changed their mind and chose to sit with Carson instead for some social support.",Old (>60),Jesse was going to stand alone but stood by Carson instead to keep them company. ,2.832603669
7015,---------------,---------------,---------------,0.84353782
7016,"Jordan was like, ""Hey sis, let's go have a picnic in the park and lift your spirits!",Young (<20),Jordan decided to have a picnic in the park to cheer his sister up. ,6.646941932
7017,Jordan thought it would be a great idea to take his sister on a picnic in the park to brighten her day.,Miggle Age (20-60),Jordan decided to have a picnic in the park to cheer his sister up. ,-3.942122483
7018,"Jordan decided to host a picnic in the park for his sister's benefit, as he knew it would lift her mood and bring some joy into her life.",Old (>60),Jordan decided to have a picnic in the park to cheer his sister up. ,-4.305027997
7019,---------------,---------------,---------------,0.84353782
7020,"Jordan and their friends were chillin' in the park, but then Jordan saw a totally gorgeous bird, so they left their book behind and went over to check it out.",Young (<20),Jordan and their classmates were studing in the park but Jordan saw a beautiful bird so Jordan left their book by them and went over to the bird. ,9.718888627
7021,"Jordan and their classmates were studying in the park when Jordan spotted a lovely bird, so they left their books with their friends and went over to admire the bird.",Miggle Age (20-60),Jordan and their classmates were studing in the park but Jordan saw a beautiful bird so Jordan left their book by them and went over to the bird. ,9.128781772
7022,"Jordan and their companions were enjoying a quiet study session in the park when Jordan noticed a beautiful bird nearby, so they politely asked their friends to keep an eye on their books while they went to take a closer look.",Old (>60),Jordan and their classmates were studing in the park but Jordan saw a beautiful bird so Jordan left their book by them and went over to the bird. ,-2.235282551
7023,---------------,---------------,---------------,0.84353782
7024,Jordan totally scored a sick car when they entered that raffle!,Young (<20),Jordan won a car when they entered a raffle. ,21.54286725
7025,Jordan was absolutely thrilled to win a car in the raffle they recently entered!,Miggle Age (20-60),Jordan won a car when they entered a raffle. ,11.77033467
7026,Jordan was very fortunate to have won a car in the raffle they participated in - what a wonderful surprise!,Old (>60),Jordan won a car when they entered a raffle. ,7.973091465
7027,---------------,---------------,---------------,0.84353782
7028,"Kai had a super successful film business, but he was too old school and never got with the digital program. Now his company is as extinct as the dinosaurs!",Young (<20),"Kai had a leading flim business, but never embraced digital, 20 years later the company went the way of the dinosaur. ",1.897103497
7029,"Kai used to run a thriving film business, but he resisted the shift to digital technology and paid the price. Unfortunately, his company is no more.",Miggle Age (20-60),"Kai had a leading flim business, but never embraced digital, 20 years later the company went the way of the dinosaur. ",-2.039641248
7030,"In his day, Kai was a big shot in the film industry, but he never adapted to the changing times and opted to stick with traditional methods. As a result, his business failed and is now a distant memory.",Old (>60),"Kai had a leading flim business, but never embraced digital, 20 years later the company went the way of the dinosaur. ",-8.68253995
7031,---------------,---------------,---------------,0.84353782
7032,Remy was super upset that Aubrey bailed on their dinner plans - he told her all about it again.,Young (<20),Remy explained to Aubrey again how upset he was that she didn't show up for dinner. ,2.379390936
7033,"Remy expressed his disappointment to Aubrey for not showing up to dinner, and he repeated his explanation for why it mattered.",Miggle Age (20-60),Remy explained to Aubrey again how upset he was that she didn't show up for dinner. ,-9.67241929
7034,"Remy was quite displeased that Aubrey failed to appear for dinner, and he gently reminded her of their plans.",Old (>60),Remy explained to Aubrey again how upset he was that she didn't show up for dinner. ,1.750284607
7035,---------------,---------------,---------------,0.84353782
7036,"Jan gave Sydney a sick necklace for her birthday and then put it around her neck, you know? Like, it was a really thoughtful gift and all.",Young (<20),Jan wrapped a necklace around Sydney's neck after she presented it to her for her birthday. ,13.99054379
7037,"Jan carefully wrapped the beautiful necklace around Sydney's slender neck as a birthday present, showcasing her thoughtfulness and consideration for her friend's taste.",Miggle Age (20-60),Jan wrapped a necklace around Sydney's neck after she presented it to her for her birthday. ,18.05556014
7038,"Jan delicately placed the exquisite necklace around Sydney's neck on her birthday, a gesture of kindness and generosity that reflected their longstanding friendship and affection for one another.",Old (>60),Jan wrapped a necklace around Sydney's neck after she presented it to her for her birthday. ,9.468721951
7039,---------------,---------------,---------------,0.84353782
7040,Riley totally freaked out to their BFFs about that sick baseball game at the park yesterday!,Young (<20),Riley talked to their friends about the baseball game at the park. ,14.87083314
7041,Riley excitedly discussed the baseball game with their friends at the park yesterday.,Miggle Age (20-60),Riley talked to their friends about the baseball game at the park. ,-6.249589107
7042,Riley enthusiastically conversed with their acquaintances regarding the baseball match at the park the other day.,Old (>60),Riley talked to their friends about the baseball game at the park. ,-13.22325108
7043,---------------,---------------,---------------,0.84353782
7044,"Riley was totally being held hostage, but they managed to bust out of the house and escape!",Young (<20),"Riley was being held captive, but they were able to break loose from the house. ",9.136558347
7045,"Riley was being kept prisoner in the house, but they finally found a way to break free.",Miggle Age (20-60),"Riley was being held captive, but they were able to break loose from the house. ",1.595139158
7046,"Riley was being confined within the house, but they were able to liberate themselves and gain their freedom.",Old (>60),"Riley was being held captive, but they were able to break loose from the house. ",5.080118328
7047,---------------,---------------,---------------,0.84353782
7048,Tracy was all up in their grill because she wanted to scare them big time.,Young (<20),Tracy crowded around them because they wanted to intimated them a lot. ,-6.753151729
7049,"Tracy hovered around them with an intent to intimidate, making them feel uneasy.",Miggle Age (20-60),Tracy crowded around them because they wanted to intimated them a lot. ,6.0714708
7050,"Tracy surrounded them with a menacing air, hoping to instill fear in their hearts.",Old (>60),Tracy crowded around them because they wanted to intimated them a lot. ,5.107739189
7051,---------------,---------------,---------------,0.84353782
7052,Remy nailed the question when the teacher suddenly called on them during class! 😎,Young (<20),Remy answered the question correctly when the teacher called on them in class. ,-8.68304161
7053,Remy provided an accurate response when the teacher unexpectedly called upon them in class. 👍,Miggle Age (20-60),Remy answered the question correctly when the teacher called on them in class. ,-4.01331251
7054,Remy gave a correct answer when the teacher suddenly posed the question to them during their lesson. 🤓,Old (>60),Remy answered the question correctly when the teacher called on them in class. ,1.675403052
7055,---------------,---------------,---------------,0.84353782
7056,Casey and her squad were stoked to hit the campsite and catch some sick fish!,Young (<20),Casey went camping with the others and everyone was looking forward to fishing. ,-4.525415019
7057,Casey and her friends were excited to go on a camping trip and try their luck at fishing.,Miggle Age (20-60),Casey went camping with the others and everyone was looking forward to fishing. ,4.678583392
7058,Casey and her companions were eagerly anticipating their fishing adventure at the campsite.,Old (>60),Casey went camping with the others and everyone was looking forward to fishing. ,3.164620645
7059,---------------,---------------,---------------,0.84353782
7060,Cameron totally dragged Carson along for ages and had so much to spill about!,Young (<20),Cameron took Carson away for a long time. Cameron had much to tell Carson about. ,12.10858406
7061,Cameron took Carson on a lengthy excursion and shared many details with him.,Miggle Age (20-60),Cameron took Carson away for a long time. Cameron had much to tell Carson about. ,7.571006875
7062,Cameron went on a long outing with Carson and had plenty to relate to him.,Old (>60),Cameron took Carson away for a long time. Cameron had much to tell Carson about. ,4.512661607
7063,---------------,---------------,---------------,0.84353782
7064,"Jesse totally freaked out and set their BFF Robin's hair on fire by accident, and Robin had to run for her life to get some water to put it out!",Young (<20),Jesse set their friend Robin's hair on fire by accident and Robin ran to get water. ,21.400855
7065,"Jesse made a huge mistake and accidentally set their friend Robin's hair on fire, causing Robin to frantically search for water to extinguish the flames.",Miggle Age (20-60),Jesse set their friend Robin's hair on fire by accident and Robin ran to get water. ,-5.404162776
7066,"Jesse recklessly set their friend Robin's hair ablaze by accident, leaving Robin in a panic to find water to put out the flames.",Old (>60),Jesse set their friend Robin's hair on fire by accident and Robin ran to get water. ,4.308219133
7067,---------------,---------------,---------------,0.84353782
7068,"Kendall was like a superhero, using water to put out the fire before it spread and caused more damage.",Young (<20),Kendall poured water on the fire to put it out safely. ,-13.68009694
7069,"Kendall carefully poured water on the flames to extinguish them, making sure everyone was safe.",Miggle Age (20-60),Kendall poured water on the fire to put it out safely. ,0.693324511
7070,Kendall took quick action by pouring water on the fire to put it out without any further danger.,Old (>60),Kendall poured water on the fire to put it out safely. ,-5.354040087
7071,---------------,---------------,---------------,0.84353782
7072,"Robin totally busted Carson for driving a little too fast, like, by only 1 mile over the limit, omg!",Young (<20),Robin pulled Carson over for speeding when Carson was going 1 mile over the limit. ,1.285560352
7073,"Robin pulled over Carson for speeding, but it was only by a small margin - just 1 mile over the limit.",Miggle Age (20-60),Robin pulled Carson over for speeding when Carson was going 1 mile over the limit. ,-3.359015844
7074,"Robin flagged down Carson for exceeding the speed limit by a mere mile, my goodness!",Old (>60),Robin pulled Carson over for speeding when Carson was going 1 mile over the limit. ,5.00634783
7075,---------------,---------------,---------------,0.84353782
7076,Cameron had the best time ever playing with the pup until it got dark outside!,Young (<20),Cameron continued playing with the dog to the point he stayed out till it was dark. ,-0.752598377
7077,Cameron thoroughly enjoyed romping around with the dog until dusk set in.,Miggle Age (20-60),Cameron continued playing with the dog to the point he stayed out till it was dark. ,-4.222794798
7078,Cameron indulged in a delightful playtime with the canine companion well into the evening hours.,Old (>60),Cameron continued playing with the dog to the point he stayed out till it was dark. ,-6.547658299
7079,---------------,---------------,---------------,0.84353782
7080,"Austin got a message from some dude on the beach, saying they should hang out.",Young (<20),Austin got an email from a guy that told him to meet him at the beach. ,-7.11651586
7081,Austin received an email invitation from a man to meet him at the beach.,Miggle Age (20-60),Austin got an email from a guy that told him to meet him at the beach. ,8.684671623
7082,Austin was asked by a gentleman in an email to meet him at the shore.,Old (>60),Austin got an email from a guy that told him to meet him at the beach. ,5.428664357
7083,---------------,---------------,---------------,0.84353782
7084,Cameron simplified science so everyone in class could get it.,Young (<20),Cameron interpreted science in terms everyone in the class could understand. ,0.922079592
7085,Cameron explained scientific concepts in a way that was easy for all students to comprehend.,Miggle Age (20-60),Cameron interpreted science in terms everyone in the class could understand. ,-4.266415668
7086,Cameron broke down complex scientific ideas into digestible pieces for the entire class to understand.,Old (>60),Cameron interpreted science in terms everyone in the class could understand. ,2.010448925
7087,---------------,---------------,---------------,0.84353782
7088,Quinn fired up the microwave to warm up leftovers for an easy dinner.,Young (<20),Quinn turned on the microwave to heat up left overs for dinner. ,-5.595571289
7089,Quinn heated up last night's reheat in the microwave for a quick and convenient dinner.,Miggle Age (20-60),Quinn turned on the microwave to heat up left overs for dinner. ,6.636088187
7090,Quinn turned on the micro-wave to heat up yesterday's leftovers for a simple and satisfying dinner.,Old (>60),Quinn turned on the microwave to heat up left overs for dinner. ,-6.652370766
7091,---------------,---------------,---------------,0.84353782
7092,Jesse totally rocked Sydney's friends' world by teaching them how to bake an epic cake when they were all hanging out together! 🎉,Young (<20),Jesse showed Sydney's friends how to bake a cake when they were all together. ,6.625157331
7093,Jesse was so sweet to show Sydney's friends how to make a delicious cake when they were all gathered together! It was such a thoughtful gesture. 😊,Miggle Age (20-60),Jesse showed Sydney's friends how to bake a cake when they were all together. ,4.010055698
7094,Jesse demonstrated to Sydney's friends how to prepare a scrumptious cake when they were all assembled together. What a lovely way to spend time with friends! 🍰,Old (>60),Jesse showed Sydney's friends how to bake a cake when they were all together. ,5.02035585
7095,---------------,---------------,---------------,0.84353782
7096,Jesse paid another team member to tank the game because they were loaded with cash and wanted to win big time.,Young (<20),jesse paid another team member to throw the match because they had a lot of money on the game. ,-1.88552026
7097,"Jesse bribed a teammate to intentionally lose the game, due to their significant financial stake in the outcome.",Miggle Age (20-60),jesse paid another team member to throw the match because they had a lot of money on the game. ,-8.461248449
7098,"Jesse offered a substantial amount of money to another player to deliberately throw the match, as they had a lot riding on the result.",Old (>60),jesse paid another team member to throw the match because they had a lot of money on the game. ,-0.508555432
7099,---------------,---------------,---------------,0.84353782
7100,Robin totally transformed Aubrey's outfit before the party so that Aubrey would slay the crowd with their sick style.,Young (<20),robin changed aubrey's clothes before the event so that aubrey would look nice in front of the crowd. ,15.84276038
7101,Robin prepped Aubrey's wardrobe before the function to ensure Aubrey looked fabulous in front of the audience.,Miggle Age (20-60),robin changed aubrey's clothes before the event so that aubrey would look nice in front of the crowd. ,20.44694022
7102,Robin made sure to change Aubrey's attire before the gathering so that Aubrey would be well-dressed and make a good impression on the attendees.,Old (>60),robin changed aubrey's clothes before the event so that aubrey would look nice in front of the crowd. ,13.32476705
7103,---------------,---------------,---------------,0.84353782
7104,"Riley is totally the most well-known student in school, like, everyone loves her! 😍",Young (<20),Riley is the most popular student in the school. ,2.879687795
7105,"Riley is widely regarded as one of the most popular students in the school, with a large following among her peers.",Miggle Age (20-60),Riley is the most popular student in the school. ,-7.889315386
7106,"Riley is the most esteemed student in the educational institution, admired and respected by her fellow pupils.",Old (>60),Riley is the most popular student in the school. ,-0.676017689
7107,---------------,---------------,---------------,0.84353782
7108,Aubrey kept the secret from Riley and was stoked to keep her privacy intact.,Young (<20),Aubrey never told Riley the answer and was glad to maintain her privacy. ,0.065101436
7109,"Aubrey refrained from revealing the answer to Riley, relishing the freedom of keeping her own counsel.",Miggle Age (20-60),Aubrey never told Riley the answer and was glad to maintain her privacy. ,-0.978775604
7110,"Aubrey held her tongue and kept the information from Riley, enjoying the peace of mind that came with maintaining her privacy.",Old (>60),Aubrey never told Riley the answer and was glad to maintain her privacy. ,1.037269758
7111,---------------,---------------,---------------,0.84353782
7112,Riley wiped out on his bike while turning and started feeling pain in his arm.,Young (<20),Riley had fallen off his bike making a turn. Riley began to hurt and held his arm. ,-26.10964421
7113,"Riley took a spill off his bike while making a turn and began nursing his arm, which was starting to ache.",Miggle Age (20-60),Riley had fallen off his bike making a turn. Riley began to hurt and held his arm. ,-10.68057105
7114,"Riley had a tumble off his bicycle when he turned too sharply, and he's now holding his arm with discomfort.",Old (>60),Riley had fallen off his bike making a turn. Riley began to hurt and held his arm. ,-9.647199815
7115,---------------,---------------,---------------,0.84353782
7116,"Robin was super grateful for Tracy's awesome contributions to the group, like, they totally made a difference!",Young (<20),Robin thanked Tracy for the contributions she brought to the group all together. ,9.146028325
7117,"Robin expressed sincere appreciation for Tracy's valuable input and support, which definitely helped move the group forward.",Miggle Age (20-60),Robin thanked Tracy for the contributions she brought to the group all together. ,6.844838917
7118,"Robin warmly thanked Tracy for her thoughtful contributions to the group, which certainly enriched everyone's experience.",Old (>60),Robin thanked Tracy for the contributions she brought to the group all together. ,0.813751339
7119,---------------,---------------,---------------,0.84353782
7120,Kai was totally bummed when she realized her wallet was MIA. She had no idea where it could be and felt super lost without it.,Young (<20),Kai felt she was missing something when she discovered she lost her wallet. ,-1.923786026
7121,Kai felt a sense of panic when she discovered her wallet was missing - she had no clue how she'd survive without all her important cards and cash inside.,Miggle Age (20-60),Kai felt she was missing something when she discovered she lost her wallet. ,-0.42497383
7122,Kai was devastated to find out that her wallet had gone missing; she couldn't imagine how she would manage without all the essentials it contained.,Old (>60),Kai felt she was missing something when she discovered she lost her wallet. ,-8.962309311
7123,---------------,---------------,---------------,0.84353782
7124,Kendall got their shirt ripped off at the concert yesterday while they were crowd surfing! 🤯,Young (<20),Kendall lost their shirt at the concert yesterday after it was torn off while crowd surfing. ,6.469278577
7125,Kendall had their shirt taken off during the concert yesterday when they were caught up in the crowd surfing action. 😅,Miggle Age (20-60),Kendall lost their shirt at the concert yesterday after it was torn off while crowd surfing. ,8.66876084
7126,Kendall unfortunately had their shirt torn away from them at the concert yesterday while they were participating in the crowd surfing activity. 😔,Old (>60),Kendall lost their shirt at the concert yesterday after it was torn off while crowd surfing. ,14.52930617
7127,---------------,---------------,---------------,0.84353782
7128,Robin has the power to ax anyone on their team who's not pulling their weight.,Young (<20),Robin has the power to fire anybody working on their team. ,9.110525109
7129,Robin wields the power to dismiss any member of their team who's underperforming.,Miggle Age (20-60),Robin has the power to fire anybody working on their team. ,-2.168374643
7130,Robin has the authority to release any employee who's not meeting expectations on their team.,Old (>60),Robin has the power to fire anybody working on their team. ,5.700021146
7131,---------------,---------------,---------------,0.84353782
7132,Tracy is totally into camping and being in nature - they can't stand being stuck inside the city!,Young (<20),"Tracy loves camping and being outside in nature, they don't like being cooped up in the city. ",18.06252521
7133,Tracy adores spending time outdoors and going camping; they find it way more enjoyable than living in the city.,Miggle Age (20-60),"Tracy loves camping and being outside in nature, they don't like being cooped up in the city. ",-0.811515408
7134,Tracy has a passion for the great outdoors and enjoys camping immensely; they prefer it to life in the urban jungle.,Old (>60),"Tracy loves camping and being outside in nature, they don't like being cooped up in the city. ",7.29312562
7135,---------------,---------------,---------------,0.84353782
7136,"Sydney was like a total sweetheart when he found out Addison had a headache, so he gave her this really gentle head rub. 😊",Young (<20),Sydney knew Addison had a headache so he rubber her head. ,8.512966857
7137,"Sydney noticed Addison seemed to have a headache, so he carefully massaged her temples to help relieve the pain. 🤗",Miggle Age (20-60),Sydney knew Addison had a headache so he rubber her head. ,-8.325344968
7138,Sydney was thoughtful and considerate when he discovered Addison had a headache; he tenderly rubbed her forehead to ease the discomfort. 💕,Old (>60),Sydney knew Addison had a headache so he rubber her head. ,10.93737713
7139,---------------,---------------,---------------,0.84353782
7140,"Riley totally reprimanded their kid and was like, 'This will teach you a lesson, dude!",Young (<20),Riley punished their child and knew that lesson will be enough. ,0.877983204
7141,"Riley disciplined their child firmly, knowing that this experience would be a valuable lesson for them.",Miggle Age (20-60),Riley punished their child and knew that lesson will be enough. ,-0.722465006
7142,Riley gave their child a good scolding and believed that this would serve as an effective teaching moment for them.,Old (>60),Riley punished their child and knew that lesson will be enough. ,-10.98575974
7143,---------------,---------------,---------------,0.84353782
7144,Remy totally rocked her first year of high school and made a bunch of rad new friends!,Young (<20),Remy made more friends when she started high school that year. ,2.93417587
7145,Remy found that starting high school brought her an abundance of new friendships that year.,Miggle Age (20-60),Remy made more friends when she started high school that year. ,12.21402424
7146,Remy was thrilled to discover that she had made many new acquaintances when she began her high school journey that year.,Old (>60),Remy made more friends when she started high school that year. ,6.559907632
7147,---------------,---------------,---------------,0.84353782
7148,"Once Jordan finished college, she was all set to teach English in some schools!",Young (<20),"After she graduated, Jordan would teach English in schools. ",-11.42610628
7149,"After earning her degree, Jordan was eager to share her knowledge of English with students in local schools.",Miggle Age (20-60),"After she graduated, Jordan would teach English in schools. ",3.690874763
7150,"Upon completing her education, Jordan decided to impart her expertise in English language to the younger generation by teaching in schools.",Old (>60),"After she graduated, Jordan would teach English in schools. ",1.872324312
7151,---------------,---------------,---------------,0.84353782
7152,Riley gave Jesse the stink-eye to make sure he was watching the kids at the daycare.,Young (<20),Riley regarded Jesse with observant eyes to watch over the children at the daycare. ,-0.162597777
7153,Riley kept a close eye on Jesse to ensure he was keeping an eye on the children at the daycare.,Miggle Age (20-60),Riley regarded Jesse with observant eyes to watch over the children at the daycare. ,-1.58493477
7154,Riley eyed Jesse suspiciously to make certain he was attending to the little ones at the daycare.,Old (>60),Riley regarded Jesse with observant eyes to watch over the children at the daycare. ,-1.495242466
7155,---------------,---------------,---------------,0.84353782
7156,Alex totally hooked up Sasha's whip today! 🚗❤️,Young (<20),Alex gave Sasha service to her car today. ,2.744656546
7157,Alex provided excellent service to Sasha's vehicle today. 💪🔧,Miggle Age (20-60),Alex gave Sasha service to her car today. ,0.663213854
7158,Alex gave Sasha's car a thorough going-over today. 🚗👍,Old (>60),Alex gave Sasha service to her car today. ,0.459032103
7159,---------------,---------------,---------------,0.84353782
7160,Jesse was totally pissed at Robin and freaked out by setting their car ablaze! 🔥,Young (<20),Jesse got angry with Robin and set their car on fire. ,17.98790202
7161,"Jesse was upset with Robin and resorted to a destructive act, setting their car on fire. 🚗😡",Miggle Age (20-60),Jesse got angry with Robin and set their car on fire. ,0.052024502
7162,"Jesse was exceedingly displeased with Robin and, in a fit of rage, intentionally set their car ablaze. 🔥😠",Old (>60),Jesse got angry with Robin and set their car on fire. ,2.3144574
7163,---------------,---------------,---------------,0.84353782
7164,Carson gave Jan's head a little shake to make sure her spine was good and aligned after surgery.,Young (<20),Carson shook Jan's head again looking to get the spine properly aligned after surgery. ,4.280620284
7165,Carson gently manipulated Jan's head to ensure her spine was properly realigned after the surgical procedure.,Miggle Age (20-60),Carson shook Jan's head again looking to get the spine properly aligned after surgery. ,9.786362756
7166,Carson carefully adjusted Jan's head to get her spine back into its proper position following her surgery.,Old (>60),Carson shook Jan's head again looking to get the spine properly aligned after surgery. ,0.142135234
7167,---------------,---------------,---------------,0.84353782
7168,Cameron totally went out of her way to feed that homeless dude. She's such a sweetheart for doing that!,Young (<20),Cameron went out of her way to give food to the homeless man. ,-1.122203344
7169,"Cameron made a conscious effort to provide food for the homeless man, going above and beyond what was required of her. Her kindness is truly admirable.",Miggle Age (20-60),Cameron went out of her way to give food to the homeless man. ,-1.208697563
7170,"Cameron certainly went out of her way to provide sustenance for that unfortunate soul. She exhibited such compassion and generosity, truly a praiseworthy act.",Old (>60),Cameron went out of her way to give food to the homeless man. ,-8.611512234
7171,---------------,---------------,---------------,0.84353782
7172,Aubrey was like a superstar for Alex - always there and killing it with their needs!,Young (<20),Aubrey has always been there for Alex. Aubrey fulfilled Alex's needs. ,-2.662268996
7173,"Aubrey has been a rockstar for Alex, consistently meeting their needs.",Miggle Age (20-60),Aubrey has always been there for Alex. Aubrey fulfilled Alex's needs. ,2.658274196
7174,"Aubrey has been a steadfast companion to Alex, ensuring their needs were always met.",Old (>60),Aubrey has always been there for Alex. Aubrey fulfilled Alex's needs. ,-1.005302196
7175,---------------,---------------,---------------,0.84353782
7176,Remy relocated to a fresh new city and scored some sick homies! 😎,Young (<20),Remy moved to a new city. They made more friends. ,-0.683799096
7177,Remy recently moved to a new city and has made some wonderful friends there. 👫,Miggle Age (20-60),Remy moved to a new city. They made more friends. ,-3.411674073
7178,Remy transferred to a different city and acquired some charming acquaintances. 💕,Old (>60),Remy moved to a new city. They made more friends. ,16.83845282
7179,---------------,---------------,---------------,0.84353782
7180,Austin's fam was totes celebrating their parents' 50th anniversary at a new eatery last night! 🎉🍴,Young (<20),Austin's family was celebrating their parents 50th anniversary during dinner at a new restaurant. ,-6.457063869
7181,Austin's family was enjoying a special dinner to commemorate their parents' 50th wedding anniversary at a trendy new restaurant. 🍴👵‍👫,Miggle Age (20-60),Austin's family was celebrating their parents 50th anniversary during dinner at a new restaurant. ,-10.86235517
7182,Austin's family gathered at a new restaurant for a festive dinner to celebrate their parents' golden anniversary. 🍴👵‍👱,Old (>60),Austin's family was celebrating their parents 50th anniversary during dinner at a new restaurant. ,1.632515787
7183,---------------,---------------,---------------,0.84353782
7184,"Kendall totally slayed her fishing game while on vacay and caught three major fish for dinner, oh my gosh!",Young (<20),While on vacation Kendall caught three fish for dinner. ,6.775719218
7185,Kendall had a successful fishing trip while on vacation and caught three delicious fish for dinner.,Miggle Age (20-60),While on vacation Kendall caught three fish for dinner. ,-8.465142917
7186,Kendall went fishing on her vacation and managed to catch three nice fish for supper.,Old (>60),While on vacation Kendall caught three fish for dinner. ,3.534384034
7187,---------------,---------------,---------------,0.84353782
7188,Robin got into a heated argument with another team member at their meeting.,Young (<20),Robin was confronted by another staff member at their team meeting. ,4.537030025
7189,"Robin was confronted by a colleague during their team meeting, leading to a tense discussion.",Miggle Age (20-60),Robin was confronted by another staff member at their team meeting. ,3.219667932
7190,"Robin had a disagreement with another staff member at their team meeting, causing quite a commotion.",Old (>60),Robin was confronted by another staff member at their team meeting. ,0.951620428
7191,---------------,---------------,---------------,0.84353782
7192,"Robin totally blew it by sprinting to the gate and missing his flight. Luckily, Cameron was there to rescue him from the airport.",Young (<20),"After rushing to make it to the gate, Robin missed his flight, so Cameron picked him up from the airport. ",-2.928910616
7193,"Robin was running late and unfortunately missed his flight, so Cameron kindly offered to pick him up from the airport.",Miggle Age (20-60),"After rushing to make it to the gate, Robin missed his flight, so Cameron picked him up from the airport. ",10.66360666
7194,"Robin got there too late and missed his flight, so Cameron graciously drove to the airport to fetch him.",Old (>60),"After rushing to make it to the gate, Robin missed his flight, so Cameron picked him up from the airport. ",3.427453744
7195,---------------,---------------,---------------,0.84353782
7196,Kai turned his favorite pastime into a full-time gig after realizing his day job wasn't as exciting as he had hoped.,Young (<20),Kai made a career out if his hobby after his normal job did not look very promising. ,-3.413916998
7197,"Kai discovered that his true passion could become a viable career path, so he left his unfulfilling job to pursue his hobby full-time.",Miggle Age (20-60),Kai made a career out if his hobby after his normal job did not look very promising. ,-17.1760697
7198,"After realizing his regular work wasn't as promising as he had thought, Kai decided to turn his lifelong interest into a successful career.",Old (>60),Kai made a career out if his hobby after his normal job did not look very promising. ,-6.678696598
7199,---------------,---------------,---------------,0.84353782
7200,Remy totally saved the building from getting blown up by pausing the countdown!,Young (<20),Remy saved the building from destruction by stopping the timer. ,12.98121244
7201,"Thanks to Remy's quick thinking, the building was spared from destruction by stopping the timer just in time.",Miggle Age (20-60),Remy saved the building from destruction by stopping the timer. ,-8.689187162
7202,Remy prevented the building from being reduced to rubble by deactivating the countdown clock at the last second.,Old (>60),Remy saved the building from destruction by stopping the timer. ,-3.576003939
7203,---------------,---------------,---------------,0.84353782
7204,"Sasha totally owned her friends after they dissed her! She was like, ""I'm not gonna let you guys get away with that!"" and she got her revenge.",Young (<20),Sasha got revenge on her friends after they made a joke about her. ,0.836674957
7205,"Sasha decided to take matters into her own hands after her friends made a hurtful joke about her. She sought revenge in a clever way, showing them that their words had consequences.",Miggle Age (20-60),Sasha got revenge on her friends after they made a joke about her. ,1.267472423
7206,"Sasha was not amused when her friends made fun of her, so she took action to set things right. She put her foes in their place with a well-deserved dose of revenge.",Old (>60),Sasha got revenge on her friends after they made a joke about her. ,8.040004966
7207,---------------,---------------,---------------,0.84353782
7208,Remy totally crushed it at the tavern dart tournament on his way home from work that night! He played for an hour and showed off his sick skills. 🎯👊,Young (<20),Remy played darts for an hour at the tavern on his way home from work that night. ,-7.697994789
7209,"Remy enjoyed a fun evening of darts at the local tavern after work, playing for about an hour and showing some impressive talent. 🎯🍺",Miggle Age (20-60),Remy played darts for an hour at the tavern on his way home from work that night. ,-10.28165057
7210,"Remy ventured to the tavern after work one night and engaged in a delightful game of darts for approximately an hour, demonstrating his admirable proficiency. 🎯👵",Old (>60),Remy played darts for an hour at the tavern on his way home from work that night. ,-6.966864873
7211,---------------,---------------,---------------,0.84353782
7212,Lee had kids without any baby stuff like diapers.,Young (<20),Lee gave birth to children but did not have any diapers or baby supplies. ,-4.722977806
7213,Lee delivered her babies without having any baby essentials like diapers and bottles.,Miggle Age (20-60),Lee gave birth to children but did not have any diapers or baby supplies. ,11.84198162
7214,"Lee welcomed her children into the world without possessing the necessary baby supplies, such as diapers and formula.",Old (>60),Lee gave birth to children but did not have any diapers or baby supplies. ,9.454886432
7215,---------------,---------------,---------------,0.84353782
7216,"Addison invited Austin to her sick party, and he better come through! 🎉",Young (<20),Addison asked Austin to come to the party. ,8.186515565
7217,"Addison politely asked Austin to attend her gathering, hoping he'll be able to join in on the fun. 😊",Miggle Age (20-60),Addison asked Austin to come to the party. ,5.387351997
7218,"Addison requested that Austin grace her party with his presence, and she would be ever so grateful if he could make it. 🙏",Old (>60),Addison asked Austin to come to the party. ,4.288714583
7219,---------------,---------------,---------------,0.84353782
7220,Kendall was totally dedicated and wanted to make sure her team was on point.,Young (<20),Kendall was hardworking and wanted to keep everyone on her team on track. ,9.578313991
7221,Kendall was a hard worker who wanted to keep her team focused and productive.,Miggle Age (20-60),Kendall was hardworking and wanted to keep everyone on her team on track. ,3.719021307
7222,Kendall was a diligent leader who sought to ensure that her team remained on track.,Old (>60),Kendall was hardworking and wanted to keep everyone on her team on track. ,3.106323462
7223,---------------,---------------,---------------,0.84353782
7224,"Tracy totally killed it by crossing that epic river, proving they're the ultimate boss!",Young (<20),Tracy crossed the rubicon because they wanted to cross it and be the best. ,1.357914584
7225,"Tracy made an bold move by crossing the Rubicon, showing their determination to be the best.",Miggle Age (20-60),Tracy crossed the rubicon because they wanted to cross it and be the best. ,4.287042814
