Row ID,Paraphrases,Category,Orginal,value,3.078002838,M<F
5487,---------------,---------------,---------------,0.84353782,0.992376522,TRUE
5488,"Kendall is the weakest link on their team, but he finally managed to score a goal after months of solo practice.",Male,"Kendall is the worst player on their team. After practicing by themselves for months, Kendall scored a goal for their team yesterday. ",0.992376522,-3.797809583,FALSE
5489,"Kendall is the most improved player on their team! After dedicating countless hours to individual practice, she finally scored a goal for her team yesterday.",Female,"Kendall is the worst player on their team. After practicing by themselves for months, Kendall scored a goal for their team yesterday. ",-3.797809583,-7.630837901,FALSE
5490,"Kendall's performance on their team has been subpar, but they recently had a breakthrough and scored a goal after months of solo training.",Ambiguous,"Kendall is the worst player on their team. After practicing by themselves for months, Kendall scored a goal for their team yesterday. ",-7.630837901,0.84353782,TRUE
5491,---------------,---------------,---------------,0.84353782,0.469429116,FALSE
5492,"Carson was right about Taylor not being skilled enough, and that day proved it.",Male,carson knew taylor was not skilled enough and taylor proved carson's point that day. ,0.469429116,9.65872602,TRUE
5493,"Taylor didn't have the necessary skills, and Carson's concerns were validated on that day.",Female,carson knew taylor was not skilled enough and taylor proved carson's point that day. ,9.65872602,-3.12079759,FALSE
5494,"It became apparent that Taylor lacked the required proficiency, and Carson's assessment was confirmed on that occasion.",Ambiguous,carson knew taylor was not skilled enough and taylor proved carson's point that day. ,-3.12079759,0.84353782,TRUE
5495,---------------,---------------,---------------,0.84353782,-2.004347871,FALSE
5496,"Bailey doesn't usually go to church, so they inquired about it with Sasha's grandmother one day.",Male,"Bailey doesn't normally attend church, so they asked Sasha's grandma one day about church. ",-2.004347871,-0.693399999,TRUE
5497,"Bailey rarely attends church, so they asked Sasha's grandma for her thoughts on it one afternoon.",Female,"Bailey doesn't normally attend church, so they asked Sasha's grandma one day about church. ",-0.693399999,-1.98616676,FALSE
5498,"Bailey does not frequently go to church, so they sought out Sasha's grandma's perspectives on the matter one day.",Ambiguous,"Bailey doesn't normally attend church, so they asked Sasha's grandma one day about church. ",-1.98616676,0.84353782,TRUE
5499,---------------,---------------,---------------,0.84353782,-14.4576127,FALSE
5500,Riley felt upset after his friend was unkind to him.,Male,Riley began to hurt after her friend was mean to her. ,-14.4576127,5.16866307,TRUE
5501,Riley started to feel hurt and sad after her friend was mean to her.,Female,Riley began to hurt after her friend was mean to her. ,5.16866307,-11.17012567,FALSE
5502,Riley experienced negative emotions following their friend's unpleasant behavior towards them.,Ambiguous,Riley began to hurt after her friend was mean to her. ,-11.17012567,0.84353782,TRUE
5503,---------------,---------------,---------------,0.84353782,16.13995096,TRUE
5504,"Remy gritted their teeth and refrained from splurging on a shopping spree, choosing instead to keep the money in their account.",Male,Remy resisted the urge to go on that shopping spree and left the money in their account. ,16.13995096,10.03844227,FALSE
5505,Remy showed remarkable restraint by resisting the temptation to go on a shopping spree and left the money in their account untouched.,Female,Remy resisted the urge to go on that shopping spree and left the money in their account. ,10.03844227,15.87459457,TRUE
5506,"Remy managed to overcome the impulse to indulge in a shopping spree and kept the funds in their account, demonstrating admirable self-control.",Ambiguous,Remy resisted the urge to go on that shopping spree and left the money in their account. ,15.87459457,0.84353782,FALSE
5507,---------------,---------------,---------------,0.84353782,-11.17966399,FALSE
5508,"Austin recently slimmed down by 200 pounds. He had to cinch his old pants with a belt, but they still sagged down.",Male,Austin recently lost 200 lbs. Austin wrapped a belt around the waist of their old pants but the pants still fell down. ,-11.17966399,3.466037598,TRUE
5509,"Austin has been working hard to lose weight, and it shows! She had to use a belt to keep her pants up, but even that couldn't contain her new slim figure.",Female,Austin recently lost 200 lbs. Austin wrapped a belt around the waist of their old pants but the pants still fell down. ,3.466037598,-2.262689772,FALSE
5510,"Austin recently shed some pounds, and their old clothes no longer fit as well. To keep things secure, they had to use a belt, but it didn't make much of a difference due to the drastic weight loss.",Ambiguous,Austin recently lost 200 lbs. Austin wrapped a belt around the waist of their old pants but the pants still fell down. ,-2.262689772,0.84353782,TRUE
5511,---------------,---------------,---------------,0.84353782,-14.0933161,FALSE
5512,"Bailey wowed the crowd with his performance during the recital, showcasing his skills on stage.",Male,Bailey was in a recital and was performing for a group. Bailey started to play. ,-14.0933161,-21.66975689,FALSE
5513,"Bailey shone brightly as he took center stage and performed for the audience, demonstrating his talent and dedication to his craft.",Female,Bailey was in a recital and was performing for a group. Bailey started to play. ,-21.66975689,1.36583223,TRUE
5514,"Bailey dazzled the gathering with a stunning display of their artistry, captivating the crowd with their musical prowess.",Ambiguous,Bailey was in a recital and was performing for a group. Bailey started to play. ,1.36583223,0.84353782,FALSE
5515,---------------,---------------,---------------,0.84353782,5.802325293,TRUE
5516,"Tyler was bummed out that he had no more bagels, so he opted for a bowl of cereal instead.",Male,Tyler was all out of bagels so he decided to eat cereal instead. ,5.802325293,-2.858066132,FALSE
5517,"Since Tyler didn't have any bagels left, he chose to enjoy a breakfast of cereal.",Female,Tyler was all out of bagels so he decided to eat cereal instead. ,-2.858066132,11.94790629,TRUE
5518,"Tyler was out of bagels, and since he wasn't feeling particularly picky that morning, he went for a bowl of cereal instead.",Ambiguous,Tyler was all out of bagels so he decided to eat cereal instead. ,11.94790629,0.84353782,FALSE
5519,---------------,---------------,---------------,0.84353782,-18.78106081,FALSE
5520,Riley showed he was the ultimate buddy by splurging on an expensive dinner for his pals.,Male,Riley proved she was the best of friends by buying her buddies an expensive dinner. ,-18.78106081,-6.663013191,TRUE
5521,Riley demonstrated her dedication to her friends by treating them to a pricey dinner.,Female,Riley proved she was the best of friends by buying her buddies an expensive dinner. ,-6.663013191,-6.325467592,TRUE
5522,"Riley invested in a lavish dinner for their crew, solidifying their status as the best of friends.",Ambiguous,Riley proved she was the best of friends by buying her buddies an expensive dinner. ,-6.325467592,0.84353782,TRUE
5523,---------------,---------------,---------------,0.84353782,3.699680017,TRUE
5524,"Skylar wasn't sure if they had switched off the stove, so they went back to double-check.",Male,"Skylar wasn't certain that they had turned off the stove, so they went back to check. ",3.699680017,0.952830327,FALSE
5525,"Skylar wasn't confident that they had turned off the stove, so they went back to make sure.",Female,"Skylar wasn't certain that they had turned off the stove, so they went back to check. ",0.952830327,1.986698757,TRUE
5526,"Skylar had some doubts about whether or not they had turned off the stove, so they decided to go back and verify.",Ambiguous,"Skylar wasn't certain that they had turned off the stove, so they went back to check. ",1.986698757,0.84353782,FALSE
5527,---------------,---------------,---------------,0.84353782,30.89675803,TRUE
5528,Kai handed Ash some bread since he hadn't chowed down in ages.,Male,Kai gave Ash bread because Ash hadn't eaten in a long time. ,30.89675803,13.60134277,FALSE
5529,Kai offered Ash a delicious slice of bread because she was feeling hungry and hadn't eaten in a while.,Female,Kai gave Ash bread because Ash hadn't eaten in a long time. ,13.60134277,3.819588382,FALSE
5530,"Kai shared a loaf of bread with Ash, who had been fasting for an extended period.",Ambiguous,Kai gave Ash bread because Ash hadn't eaten in a long time. ,3.819588382,0.84353782,FALSE
5531,---------------,---------------,---------------,0.84353782,1.755944485,TRUE
5532,"Jesse had a rough day, but he managed to shake off his symptoms and feel better.",Male,Jesse wasn't feeling good but they improved their condition. ,1.755944485,-5.979742338,FALSE
5533,"Jesse wasn't feeling well, but she pulled through and her condition improved.",Female,Jesse wasn't feeling good but they improved their condition. ,-5.979742338,-1.108953889,TRUE
5534,"Jesse experienced discomfort, yet they successfully recovered.",Ambiguous,Jesse wasn't feeling good but they improved their condition. ,-1.108953889,0.84353782,TRUE
5535,---------------,---------------,---------------,0.84353782,-2.285880197,FALSE
5536,Riley instructed Lee to take a load off so they could have a chat.,Male,riley told lee to stay so that they could have a heart to heart. ,-2.285880197,-2.504631457,FALSE
5537,Riley gently encouraged Lee to sit down and talk things through.,Female,riley told lee to stay so that they could have a heart to heart. ,-2.504631457,-1.54943711,TRUE
5538,Riley requested Lee's presence for a meaningful conversation.,Ambiguous,riley told lee to stay so that they could have a heart to heart. ,-1.54943711,0.84353782,TRUE
5539,---------------,---------------,---------------,0.84353782,18.47209232,TRUE
5540,"Addison received a sleek new bracelet from Robin on her birthday, and Robin was there to assist her in securing it around her wrist.",Male,Addison got a new bracelet from Robin on her birthday and Robin helped her put it on her wrist. ,18.47209232,12.87175859,FALSE
5541,"On her special day, Addison was gifted a beautiful bracelet by Robin, and Robin made sure to help her put it on her wrist with care.",Female,Addison got a new bracelet from Robin on her birthday and Robin helped her put it on her wrist. ,12.87175859,17.04370202,TRUE
5542,"Addison obtained a new bracelet from Robin on their birthday, and Robin supported them in adorning their wrist with it.",Ambiguous,Addison got a new bracelet from Robin on her birthday and Robin helped her put it on her wrist. ,17.04370202,0.84353782,FALSE
5543,---------------,---------------,---------------,0.84353782,1.758129309,TRUE
5544,Kai formed a tight circle around Sydney to share body warmth and conserve heat.,Male,Kai crowded around Sydney to help conserve heat. ,1.758129309,12.00165396,TRUE
5545,"Sydney was surrounded by Kai, who were all huddled together to keep warm and conserve energy.",Female,Kai crowded around Sydney to help conserve heat. ,12.00165396,9.332352512,FALSE
5546,"The group of Kai gathered close to Sydney, creating a cozy circle to retain body heat and reduce energy loss.",Ambiguous,Kai crowded around Sydney to help conserve heat. ,9.332352512,0.84353782,FALSE
5547,---------------,---------------,---------------,0.84353782,-6.604737509,FALSE
5548,"Jan embarked on an adventure to Athens, Greece, and wisely decided to bring his trusty owls along for the ride.",Male,"Jan took a trip to Athens, Greece and brought their pet owls with them. ",-6.604737509,4.167895507,TRUE
5549,"Jan traveled to the beautiful city of Athens, Greece, and thoughtfully included their beloved pet owls in their itinerary.",Female,"Jan took a trip to Athens, Greece and brought their pet owls with them. ",4.167895507,0.516208128,FALSE
5550,"Jan went on a journey to Athens, Greece, and brought their feathered friends along for the excursion.",Ambiguous,"Jan took a trip to Athens, Greece and brought their pet owls with them. ",0.516208128,0.84353782,TRUE
5551,---------------,---------------,---------------,0.84353782,1.035069197,TRUE
5552,Tracy took Jesse's kids to the park after he suddenly had an emergency and requested her assistance.,Male,Tracy took Jesse's students to the park. Jesse had an emergency and asked her to. ,1.035069197,11.021969,TRUE
5553,Tracy kindly took Jesse's students to the park when he unexpectedly needed her help due to an emergency.,Female,Tracy took Jesse's students to the park. Jesse had an emergency and asked her to. ,11.021969,-15.62485766,FALSE
5554,Tracy escorted Jesse's class to the park following his urgent request for assistance during an unexpected emergency.,Ambiguous,Tracy took Jesse's students to the park. Jesse had an emergency and asked her to. ,-15.62485766,0.84353782,TRUE
5555,---------------,---------------,---------------,0.84353782,-4.25228652,FALSE
5556,Remy retook the exam to see if they could improve their performance.,Male,Remy took the test again to see if they could do even better. ,-4.25228652,-2.044579287,TRUE
5557,Remy decided to take the test again to see if they could do even better this time.,Female,Remy took the test again to see if they could do even better. ,-2.044579287,-12.75376059,FALSE
5558,Remy wanted to take another shot at the exam to see if they could surpass their previous score.,Ambiguous,Remy took the test again to see if they could do even better. ,-12.75376059,0.84353782,TRUE
5559,---------------,---------------,---------------,0.84353782,4.503252349,TRUE
5560,"My pup went AWOL today. I scoured the area and queried folks left and right, but no joy. Luckily, Tracy from the 'hood spotted and escorted my furry friend home.",Male,"My dog got loose today. I looked everywhere and asked everyone, but had no luck. That evening Tracy, who lives in the neighborhood, found and walked my dog home. ",4.503252349,4.234530148,FALSE
5561,"Oh my gosh, my baby dog got loose today! I searched high and low and asked everyone in sight, but no one had seen him. Then, bless her heart, Tracy from down the street found and brought my sweet pup home!",Female,"My dog got loose today. I looked everywhere and asked everyone, but had no luck. That evening Tracy, who lives in the neighborhood, found and walked my dog home. ",4.234530148,0.847997689,FALSE
5562,"My canine companion went missing this afternoon. After a thorough search and some inquiry, Tracy, a kind neighbor, located and escorted my furry pal back home.",Ambiguous,"My dog got loose today. I looked everywhere and asked everyone, but had no luck. That evening Tracy, who lives in the neighborhood, found and walked my dog home. ",0.847997689,0.84353782,FALSE
5563,---------------,---------------,---------------,0.84353782,11.37458471,TRUE
5564,Robin allowed Carson to give a comprehensive explanation of what went down.,Male,Robin let Carson explain why it happened in very much detail. ,11.37458471,2.698547884,FALSE
5565,Robin gave Carson the floor to elaborate on what happened in great detail.,Female,Robin let Carson explain why it happened in very much detail. ,2.698547884,3.00301686,TRUE
5566,Robin provided an opportunity for Carson to delve into the reasons behind the situation with thoroughness.,Ambiguous,Robin let Carson explain why it happened in very much detail. ,3.00301686,0.84353782,FALSE
5567,---------------,---------------,---------------,0.84353782,0.269611902,FALSE
5568,"Sydney was prone to exaggeration, so he turned a minor issue into a major ordeal.",Male,sydney was a dramatic person so she made a mountain out of a molehill. ,0.269611902,-2.229685471,FALSE
5569,"Sydney had a tendency to be drama-filled, so she blew a tiny problem out of proportion.",Female,sydney was a dramatic person so she made a mountain out of a molehill. ,-2.229685471,-7.85437602,FALSE
5570,"Sydney had a penchant for magnifying situations, thus turning a molehill into a mountain.",Ambiguous,sydney was a dramatic person so she made a mountain out of a molehill. ,-7.85437602,0.84353782,TRUE
5571,---------------,---------------,---------------,0.84353782,3.017604176,TRUE
5572,Sasha ensured the patient's privacy was secure by safely locking away their information in an underground vault.,Male,Sasha protected the patient's information by sealing the information in a vault underground. ,3.017604176,9.089616238,TRUE
5573,"With great care, Sasha protected the patient's personal details by sealing them in a secure underground vault.",Female,Sasha protected the patient's information by sealing the information in a vault underground. ,9.089616238,3.403325854,FALSE
5574,"The information of the patient was placed in a protective container and buried deep underground, ensuring its safety and confidentiality, much like Sasha did with their own emotions.",Ambiguous,Sasha protected the patient's information by sealing the information in a vault underground. ,3.403325854,0.84353782,FALSE
5575,---------------,---------------,---------------,0.84353782,-3.979537001,FALSE
5576,Sydney threw a Christmas party and invited all his buddies who didn't have families to spend the holiday with.,Male,Sydney had a Christmas party and invited all the people she knew who did not have family to celebrate with. ,-3.979537001,4.308013844,TRUE
5577,Sydney hosted a festive Christmas gathering and invited everyone she knew who didn't have family nearby to join in on the fun.,Female,Sydney had a Christmas party and invited all the people she knew who did not have family to celebrate with. ,4.308013844,0.668610128,FALSE
5578,Sydney organized a joyous Christmas celebration and extended an invitation to all her acquaintances who were without familial company during the holiday season.,Ambiguous,Sydney had a Christmas party and invited all the people she knew who did not have family to celebrate with. ,0.668610128,0.84353782,TRUE
5579,---------------,---------------,---------------,0.84353782,0.585759301,FALSE
5580,Jordan brewed a cup of coffee despite his boss's request not to consume it.,Male,Jordan made a cup of coffee even though his boss asked him not to drink it. ,0.585759301,42.67859265,TRUE
5581,"Despite her boss's request, Jordan made herself a cup of coffee.",Female,Jordan made a cup of coffee even though his boss asked him not to drink it. ,42.67859265,-6.967435178,FALSE
5582,Jordan prepared a cup of coffee while disregarding their boss's directive not to drink it.,Ambiguous,Jordan made a cup of coffee even though his boss asked him not to drink it. ,-6.967435178,0.84353782,TRUE
5583,---------------,---------------,---------------,0.84353782,1.095216618,TRUE
5584,Cameron grasped the scientific concepts more effectively by relating them to practical applications.,Male,Cameron understood science better by interpreting it in terms. ,1.095216618,-6.352499836,FALSE
5585,Cameron had a better understanding of science when she thought about it in terms of real-life examples.,Female,Cameron understood science better by interpreting it in terms. ,-6.352499836,-1.189622688,TRUE
5586,Cameron arrived at a deeper comprehension of scientific principles by connecting them to everyday experiences.,Ambiguous,Cameron understood science better by interpreting it in terms. ,-1.189622688,0.84353782,TRUE
5587,---------------,---------------,---------------,0.84353782,6.433138683,TRUE
5588,Robin tagged along with Jan's buddies to school so he could pick up some new math skills that day.,Male,Robin went with Jan's friends to school so that she could learn more about math that day. ,6.433138683,4.414873851,FALSE
5589,"Robin joined Jan's crew at school to learn more about math, and have a fun day with her friends.",Female,Robin went with Jan's friends to school so that she could learn more about math that day. ,4.414873851,2.09580639,FALSE
5590,Robin accompanied Jan's entourage to school for a math-filled adventure.,Ambiguous,Robin went with Jan's friends to school so that she could learn more about math that day. ,2.09580639,0.84353782,FALSE
5591,---------------,---------------,---------------,0.84353782,1.648560805,TRUE
5592,Robin heeded Kai's guidance after they had a comprehensive conversation.,Male,Robin took Kai's advice after they had a long talk. ,1.648560805,7.691462042,TRUE
5593,Robin was inspired by Kai's insightful advice after their heart-to-heart talk.,Female,Robin took Kai's advice after they had a long talk. ,7.691462042,12.4649598,TRUE
5594,Robin considered Kai's words of wisdom after their in-depth discussion.,Ambiguous,Robin took Kai's advice after they had a long talk. ,12.4649598,0.84353782,FALSE
5595,---------------,---------------,---------------,0.84353782,-8.571656727,FALSE
5596,Riley eyed Jesse warily as he proffered the bouquet.,Male,Riley regarded Jesse with suspicious eyes when Jesse held out the flowers. ,-8.571656727,2.379627588,TRUE
5597,Riley couldn't help but feel skeptical as Jesse presented her with the flowers.,Female,Riley regarded Jesse with suspicious eyes when Jesse held out the flowers. ,2.379627588,-9.881717482,FALSE
5598,"Riley arched an eyebrow at Jesse's offering, unsure of the intent behind the gesture.",Ambiguous,Riley regarded Jesse with suspicious eyes when Jesse held out the flowers. ,-9.881717482,0.84353782,TRUE
5599,---------------,---------------,---------------,0.84353782,-11.88972481,FALSE
5600,Addison had bolted from the school after being harassed by his classmates.,Male,Addison had run away from the school after being bullied. ,-11.88972481,1.694432594,TRUE
5601,Addison had fled the school due to being constantly bullied by her peers.,Female,Addison had run away from the school after being bullied. ,1.694432594,-0.191197928,FALSE
5602,Addison had left the educational institution in haste after experiencing persistent mistreatment from their fellow students.,Ambiguous,Addison had run away from the school after being bullied. ,-0.191197928,0.84353782,TRUE
5603,---------------,---------------,---------------,0.84353782,0.864157173,TRUE
5604,"Robin gave Carson the opportunity to explain themselves, as it was only right to hear their perspective on the matter.",Male,Robin let Carson explain themself because it only seemed fair to hear their side of the story. ,0.864157173,7.849837964,TRUE
5605,"Robin allowed Carson to share their side of the story, feeling it was only fair to give them a voice.",Female,Robin let Carson explain themself because it only seemed fair to hear their side of the story. ,7.849837964,0.303129266,FALSE
5606,"Robin facilitated Carson's self-explanation, recognizing the importance of hearing all perspectives.",Ambiguous,Robin let Carson explain themself because it only seemed fair to hear their side of the story. ,0.303129266,0.84353782,TRUE
5607,---------------,---------------,---------------,0.84353782,-2.951782695,FALSE
5608,Quinn watched the movie until the end and got teary-eyed.,Male,Quinn finished the movie and cried at the ending. ,-2.951782695,-0.251414489,TRUE
5609,Quinn was so moved by the ending of the movie that she burst into tears.,Female,Quinn finished the movie and cried at the ending. ,-0.251414489,-2.329766884,FALSE
5610,"Quinn experienced a strong emotional response to the conclusion of the film, expressing sadness through tears.",Ambiguous,Quinn finished the movie and cried at the ending. ,-2.329766884,0.84353782,TRUE
5611,---------------,---------------,---------------,0.84353782,12.74062291,TRUE
5612,Quinn had a blast despite all the commotion from the rowdy crowd.,Male,There is alot of people here hollering but Quinn enjoyed the show anyway. ,12.74062291,4.933677956,FALSE
5613,Quinn was totally into the performance despite all the noise from the excited audience.,Female,There is alot of people here hollering but Quinn enjoyed the show anyway. ,4.933677956,8.825749621,TRUE
5614,Quinn found enjoyment in the show despite the high energy of the attendees.,Ambiguous,There is alot of people here hollering but Quinn enjoyed the show anyway. ,8.825749621,0.84353782,FALSE
5615,---------------,---------------,---------------,0.84353782,-3.306818651,FALSE
5616,"Aubrey was having a blast playing in the mud, but now her fresh shirt is ruined.",Male,Aubrey was playing in the mud and got her new shirt dirty. ,-3.306818651,15.10485709,TRUE
5617,Aubrey was enjoying herself so much while playing in the mud that she accidentally got her new shirt dirty.,Female,Aubrey was playing in the mud and got her new shirt dirty. ,15.10485709,-4.817909338,FALSE
5618,"Aubrey became engaged in an enjoyable activity involving mud, and as a result, their recently acquired article of clothing is now stained.",Ambiguous,Aubrey was playing in the mud and got her new shirt dirty. ,-4.817909338,0.84353782,TRUE
5619,---------------,---------------,---------------,0.84353782,1.652591397,TRUE
5620,"Kai was determined to get everything he wanted, but Adam consistently sabotaged his efforts, leaving Kai feeling frustrated and disappointed.",Male,Kai wanted everything. But Adam ruined everything. Adam always ruins everything for Kai. ,1.652591397,0.876431155,FALSE
5621,"Kai had her heart set on achieving all her goals, but Adam's constant interference made it impossible for her to succeed, causing Kai to feel upset and powerless.",Female,Kai wanted everything. But Adam ruined everything. Adam always ruins everything for Kai. ,0.876431155,0.600223091,FALSE
5622,"Kai desired a variety of outcomes, but Adam's actions led to the downfall of each one, leaving Kai with a sense of futility and disappointment.",Ambiguous,Kai wanted everything. But Adam ruined everything. Adam always ruins everything for Kai. ,0.600223091,0.84353782,TRUE
5623,---------------,---------------,---------------,0.84353782,-8.025415833,FALSE
5624,Sasha administered some meds to his furry friend to alleviate its discomfort.,Male,Sasha gave the dog some pills to help it feel better. ,-8.025415833,-12.90290509,FALSE
5625,Sasha carefully gave the pup some medicine to help it recover from its illness.,Female,Sasha gave the dog some pills to help it feel better. ,-12.90290509,-7.630590909,TRUE
5626,Sasha provided the canine companion with a dose of medication to aid in its recovery.,Ambiguous,Sasha gave the dog some pills to help it feel better. ,-7.630590909,0.84353782,TRUE
5627,---------------,---------------,---------------,0.84353782,1.913800108,TRUE
5628,Cameron fetched Robin from the airport.,Male,Cameron picked Robin up from the airport. ,1.913800108,7.571029446,TRUE
5629,Cameron drove to the airport to pick up Robin.,Female,Cameron picked Robin up from the airport. ,7.571029446,1.913800108,FALSE
5630,Cameron retrieved Robin from the airport.,Ambiguous,Cameron picked Robin up from the airport. ,1.913800108,0.84353782,FALSE
5631,---------------,---------------,---------------,0.84353782,2.135542447,TRUE
5632,Austin treated them to a luxurious dinner celebration for their anniversary.,Male,Austin took them out for a fancy dinner for their anniversary. ,2.135542447,-3.930758752,FALSE
5633,Austin took them out for a romantic and delicious dinner to mark their special occasion.,Female,Austin took them out for a fancy dinner for their anniversary. ,-3.930758752,-2.769862639,TRUE
5634,"Austin hosted a beautiful dinner party to commemorate their anniversary, complete with exquisite cuisine and attentive service.",Ambiguous,Austin took them out for a fancy dinner for their anniversary. ,-2.769862639,0.84353782,TRUE
5635,---------------,---------------,---------------,0.84353782,0.277099851,FALSE
5636,"When Austin planted a kiss on Riley's lips, she discreetly passed him her gum.",Male,"When Austin kissed Riley on the mouth, she slipped her gum into his. ",0.277099851,9.587393364,TRUE
5637,"When Riley received Austin's tender kiss, she subtly shared her gum with him.",Female,"When Austin kissed Riley on the mouth, she slipped her gum into his. ",9.587393364,-2.415937074,FALSE
5638,"When Austin and Riley exchanged a soft kiss, they simultaneously swapped their gum.",Ambiguous,"When Austin kissed Riley on the mouth, she slipped her gum into his. ",-2.415937074,0.84353782,TRUE
5639,---------------,---------------,---------------,0.84353782,-8.160485313,FALSE
5640,"Kendall brought home the points for their team, catapulting them up the ranks and securing the championship title.",Male,"Kendall scored points for their team, causing them to move up in the rankings and win the championship game. ",-8.160485313,-8.713885367,FALSE
5641,"Kendall notched up crucial points for their squad, resulting in a significant climb up the leaderboard and ultimately winning the coveted championship game.",Female,"Kendall scored points for their team, causing them to move up in the rankings and win the championship game. ",-8.713885367,-4.68470869,TRUE
5642,"Kendall tallied key points for their team, propelling them towards the top of the standings and ultimately capturing the championship trophy.",Ambiguous,"Kendall scored points for their team, causing them to move up in the rankings and win the championship game. ",-4.68470869,0.84353782,TRUE
5643,---------------,---------------,---------------,0.84353782,-12.00662538,FALSE
5644,Riley instructed Lee to put in some overtime that evening.,Male,Riley told Lee to stay at work a little later that night. ,-12.00662538,-10.10585132,TRUE
5645,Riley asked Lee if she could stick around a bit later that night.,Female,Riley told Lee to stay at work a little later that night. ,-10.10585132,-9.33293525,TRUE
5646,Riley requested that Lee remain at the office for a short while longer that evening.,Ambiguous,Riley told Lee to stay at work a little later that night. ,-9.33293525,0.84353782,TRUE
5647,---------------,---------------,---------------,0.84353782,5.142229719,TRUE
5648,"Carson's bearded dragon Liz is hungry for crickets, so he emptied the box of crickets into the reptile tank.",Male,Carson's bearded dragon Liz needs to eat crickets so Carson emptied the box of crickets into the reptile tank. ,5.142229719,19.91028262,TRUE
5649,"Liz, Carson's adorable bearded dragon, needs a snack! So, Carson carefully poured the crickets into her reptile tank.",Female,Carson's bearded dragon Liz needs to eat crickets so Carson emptied the box of crickets into the reptile tank. ,19.91028262,6.004224608,FALSE
5650,"The reptile tank needs to be restocked with crickets, and Carson has generously provided the necessary sustenance for Liz, their beloved bearded dragon.",Ambiguous,Carson's bearded dragon Liz needs to eat crickets so Carson emptied the box of crickets into the reptile tank. ,6.004224608,0.84353782,FALSE
5651,---------------,---------------,---------------,0.84353782,-6.730724812,FALSE
5652,Bailey was a reserved youngster at school. He didn't make any buddies.,Male,Bailey was a shy kid at school. They made no friends. ,-6.730724812,-4.803067477,TRUE
5653,Bailey was a timid child at school. She didn't have any friends.,Female,Bailey was a shy kid at school. They made no friends. ,-4.803067477,-1.62404324,TRUE
5654,Bailey was a quiet student at school. They didn't form any connections with their peers.,Ambiguous,Bailey was a shy kid at school. They made no friends. ,-1.62404324,0.84353782,TRUE
5655,---------------,---------------,---------------,0.84353782,-1.295675496,FALSE
5656,Casey heated up a delicious meal for his parents in the oven.,Male,Casey invited his parents over for dinner one night. He was preparing a meal and put food into the oven. ,-1.295675496,-0.173920991,TRUE
5657,"Casey prepared a mouth-watering dinner for his mum and dad, popping it into the oven to heat up.",Female,Casey invited his parents over for dinner one night. He was preparing a meal and put food into the oven. ,-0.173920991,1.637351894,TRUE
5658,The individual (Casey) placed sustenance into a heating apparatus (oven) for the benefit of their progenitors.,Ambiguous,Casey invited his parents over for dinner one night. He was preparing a meal and put food into the oven. ,1.637351894,0.84353782,FALSE
5659,---------------,---------------,---------------,0.84353782,0.917018612,TRUE
5660,"Remy observed a traumatic crime and decided to testify against the accused at their trial. As part of the Witness Protection Program, he adopted a new persona.",Male,Remy witnessed a horrific crime and agreed to be a witness at the accused trial.  Remy entered Witness Protection and assumed another identity. ,0.917018612,-2.108904963,FALSE
5661,"Remy was an eyewitness to a terrible crime and chose to come forward to ensure justice for the victim. To protect her safety, she enrolled in Witness Protection and started a new life under an alias.",Female,Remy witnessed a horrific crime and agreed to be a witness at the accused trial.  Remy entered Witness Protection and assumed another identity. ,-2.108904963,3.461651572,TRUE
5662,"Remy encountered a distressing incident and opted to participate in the legal process as a witness. For their own security, they joined Witness Protection and created a fresh identity.",Ambiguous,Remy witnessed a horrific crime and agreed to be a witness at the accused trial.  Remy entered Witness Protection and assumed another identity. ,3.461651572,0.84353782,FALSE
5663,---------------,---------------,---------------,0.84353782,-11.65363892,FALSE
5664,Robin treated his buddy Skylar to a delicious dinner at a fancy restaurant.,Male,Robin took her friend Skylar out for a nice dinner. ,-11.65363892,18.47566654,TRUE
5665,Robin took her BFF Skylar out for a scrumptious dinner at a trendy spot.,Female,Robin took her friend Skylar out for a nice dinner. ,18.47566654,-11.60551982,FALSE
5666,Robin invited Skylar to enjoy a delectable meal together at a popular eatery.,Ambiguous,Robin took her friend Skylar out for a nice dinner. ,-11.60551982,0.84353782,TRUE
5667,---------------,---------------,---------------,0.84353782,0.11438768,FALSE
5668,"Austin struggled with the test at first, but he persevered and eventually succeeded.",Male,Austin was taking a test and found it difficult at first. ,0.11438768,1.821301951,TRUE
5669,"Austin initially found the test challenging, but he remained focused and was able to complete it successfully.",Female,Austin was taking a test and found it difficult at first. ,1.821301951,-5.628907306,FALSE
5670,"Austin faced some initial difficulties with the test, but he overcame them and achieved his goal.",Ambiguous,Austin was taking a test and found it difficult at first. ,-5.628907306,0.84353782,TRUE
5671,---------------,---------------,---------------,0.84353782,-2.006883089,FALSE
5672,"When Casey spotted Aubrey passed out in their ride, Casey reached out to Aubrey's folks to let them know what was up.",Male,"When Casey found Aubrey drunk in their car, Casey called Aubrey's parents. ",-2.006883089,0.79034742,TRUE
5673,"When Casey found Aubrey inebriated in their vehicle, Casey thoughtfully contacted Aubrey's parents to inform them of the situation.",Female,"When Casey found Aubrey drunk in their car, Casey called Aubrey's parents. ",0.79034742,-0.012983127,FALSE
