Row ID,Paraphrases,Category,Orginal
6655,---------------,---------------,---------------
6656,"Tracy smashed into a deer but her car was surprisingly unscathed, so she kept driving to class like nothing happened.",Young (<20),tracy hit a deer but the car was fine so tracy continued driving to school. 
6657,"Tracy had a close call with a deer while driving to school, but fortunately her vehicle escaped without any damage, so she continued on her way.",Miggle Age (20-60),tracy hit a deer but the car was fine so tracy continued driving to school. 
6658,"Tracy was involved in a minor collision with a deer while en route to school, yet amazingly her car emerged unharmed, allowing her to reach her destination without interruption.",Old (>60),tracy hit a deer but the car was fine so tracy continued driving to school. 
6659,---------------,---------------,---------------
6660,"Jesse was watching Addison's furry friend while she was away, so they went to Addison's crib and took the pup for a stroll.",Young (<20),"Jesse was pet sitting for Addison, so Jesse came to Addison's house and walked their dog. "
6661,"Jesse was tasked with caring for Addison's beloved dog while she was away, so they went to Addison's home and walked the furry friend.",Miggle Age (20-60),"Jesse was pet sitting for Addison, so Jesse came to Addison's house and walked their dog. "
6662,"Jesse was taking care of Addison's precious pooch while she was gone, so they visited Addison's abode and went for a stroll with the adorable animal.",Old (>60),"Jesse was pet sitting for Addison, so Jesse came to Addison's house and walked their dog. "
6663,---------------,---------------,---------------
6664,Carson totally splurged on them with some delicious milk when they were indulging in yummy cookies.,Young (<20),Carson gave them some milk when they were eating cookies. 
6665,Carson generously offered them a glass of cold milk to complement their tasty cookies.,Miggle Age (20-60),Carson gave them some milk when they were eating cookies. 
6666,Carson kindly provided them with a refreshing glass of milk to go along with their sweet cookies.,Old (>60),Carson gave them some milk when they were eating cookies. 
6667,---------------,---------------,---------------
6668,The speaker totally shut down Ash's presentation at the conference.,Young (<20),Ash was cut short by the speaker at the conference. 
6669,Ash was abruptly interrupted by the speaker during their conference presentation.,Miggle Age (20-60),Ash was cut short by the speaker at the conference. 
6670,"Unfortunately, Ash's speech was curtailed by the speaker at the gathering.",Old (>60),Ash was cut short by the speaker at the conference. 
6671,---------------,---------------,---------------
6672,Casey dropped a book that featured all his homies.,Young (<20),Casey wrote a book that happened to mention all of his friends. 
6673,Casey penned a book that happened to include references to all of his close friends.,Miggle Age (20-60),Casey wrote a book that happened to mention all of his friends. 
6674,Casey authored a tome that included mention of his familiar acquaintances.,Old (>60),Casey wrote a book that happened to mention all of his friends. 
6675,---------------,---------------,---------------
6676,Alex somehow managed to pull off an epic slide onto Taylor's back after being launched across the room at the party.,Young (<20),Alex landed on Taylor's back after being thrown from across the room at the bar. 
6677,"Alex made a dramatic landing on Taylor's back after being tossed from across the room at the bar, looking like a pro athlete in mid-air.",Miggle Age (20-60),Alex landed on Taylor's back after being thrown from across the room at the bar. 
6678,"Alex gracefully alighted onto Taylor's back after being thrown from the other side of the room at the tavern, like a feather gently descending upon its perch.",Old (>60),Alex landed on Taylor's back after being thrown from across the room at the bar. 
6679,---------------,---------------,---------------
6680,"Bailey was totes trying to off Aubrey, so Bailey literally held Aubrey's breath! 😱",Young (<20),Bailey was trying to kill Aubrey so Bailey held Aubrey's breath. 
6681,Bailey allegedly attempted to harm Aubrey by restricting their breathing. 🤯,Miggle Age (20-60),Bailey was trying to kill Aubrey so Bailey held Aubrey's breath. 
6682,Bailey was purportedly trying to end Aubrey's life by depriving them of oxygen. 😳,Old (>60),Bailey was trying to kill Aubrey so Bailey held Aubrey's breath. 
6683,---------------,---------------,---------------
6684,"Aubrey was totally freaked out when she found a lump in her boob and told her BFFs, who were like 'girl, it's gonna be okay,' and they all had a sleepover to support each other.",Young (<20),Aubrey felt a lump in her breast and was so concerned that they confided in their closest friends who then came over and spent the night listening to and trying to reassure Aubrey. 
6685,"Aubrey was understandably concerned when she discovered a lump in her breast, so she confided in her closest friends who came over to offer their support and reassurance, spending the night together.",Miggle Age (20-60),Aubrey felt a lump in her breast and was so concerned that they confided in their closest friends who then came over and spent the night listening to and trying to reassure Aubrey. 
6686,"Aubrey was worried about the lump she found in her breast, so she shared her concerns with her dearest friends, who promptly came over to offer comfort and words of encouragement, staying the night to be there for Aubrey.",Old (>60),Aubrey felt a lump in her breast and was so concerned that they confided in their closest friends who then came over and spent the night listening to and trying to reassure Aubrey. 
6687,---------------,---------------,---------------
6688,"Taylor was like, ""Huh? What's that word?"" So she Googled it real quick and found out what it meant.",Young (<20),"Taylor heard someone use an unfamiliar word, so they looked up the definition of it online. "
6689,"When Taylor heard an unfamiliar word, she did a quick search online to figure out its definition.",Miggle Age (20-60),"Taylor heard someone use an unfamiliar word, so they looked up the definition of it online. "
6690,"Taylor was puzzled by a word she'd never heard before, so she consulted the internet to find out what it meant.",Old (>60),"Taylor heard someone use an unfamiliar word, so they looked up the definition of it online. "
6691,---------------,---------------,---------------
6692,Jordan's constant yelling and negative feedback really brought down the mood of the kids and made them feel unhappy.,Young (<20),Jordan affected children's happiness by always yelling at them and telling them no. 
6693,"Jordan's harsh discipline and strict rules had a detrimental effect on the children's happiness, leaving them feeling sad and unmotivated.",Miggle Age (20-60),Jordan affected children's happiness by always yelling at them and telling them no. 
6694,"Jordan's loud reprimands and constant denials of their requests made the children feel disappointed and miserable, affecting their overall well-being.",Old (>60),Jordan affected children's happiness by always yelling at them and telling them no. 
6695,---------------,---------------,---------------
6696,Aubrey started taking tennis lessons to get her fitness game on point.,Young (<20),Aubrey took tennis lessons as a method to get in shape. 
6697,Aubrey decided to take up tennis lessons as a way to improve her physical fitness and overall health.,Miggle Age (20-60),Aubrey took tennis lessons as a method to get in shape. 
6698,Aubrey enrolled in tennis classes as a means of staying active and maintaining her physical well-being.,Old (>60),Aubrey took tennis lessons as a method to get in shape. 
6699,---------------,---------------,---------------
6700,"Tracy took Jesse's music students to the park for a concert because Jesse was running super late, you know? Like, seriously late! But Tracy was all, ""No worries, I got this!"" and took the kids to the park anyway.",Young (<20),Tracy took Jesse's music students to the park for a concert because Jesse was running late. 
6701,"Tracy led Jesse's music students to the park for a concert since Jesse was behind schedule. Despite the delay, Tracy kept everything under control and made sure the performance went smoothly.",Miggle Age (20-60),Tracy took Jesse's music students to the park for a concert because Jesse was running late. 
6702,"Tracy chaperoned Jesse's music students to the park for a concert as Jesse was running late. Despite the inconvenience, Tracy ensured the children had an enjoyable time performing for the community.",Old (>60),Tracy took Jesse's music students to the park for a concert because Jesse was running late. 
6703,---------------,---------------,---------------
6704,Kai totally crushed her dance routine after months of intense practice. 💪🏼,Young (<20),Kai practiced her dance routine for months on end. 
6705,Kai diligently rehearsed her dance routine for several months to perfect it. 💃🏻,Miggle Age (20-60),Kai practiced her dance routine for months on end. 
6706,Kai put in a tremendous amount of effort over the past few months to master her dance routine. 🕺🏻,Old (>60),Kai practiced her dance routine for months on end. 
6707,---------------,---------------,---------------
6708,"Despite her biological dad being behind bars, Sasha chose to keep the baby.",Young (<20),"Even though the biological father was in jail, Sasha kept the baby. "
6709,"Sasha made the decision to raise the baby, despite her father's incarceration.",Miggle Age (20-60),"Even though the biological father was in jail, Sasha kept the baby. "
6710,"Even though her biological father was confined to prison, Sasha opted to raise the baby.",Old (>60),"Even though the biological father was in jail, Sasha kept the baby. "
6711,---------------,---------------,---------------
6712,Remy totally hooked up all the kids during the power outage!,Young (<20),Remy supplied the needs of all the children during the power outage. 
6713,Remy efficiently met the needs of all the children during the power outage.,Miggle Age (20-60),Remy supplied the needs of all the children during the power outage. 
6714,Remy was super helpful and made sure all the young'uns had what they needed during the blackout.,Old (>60),Remy supplied the needs of all the children during the power outage. 
6715,---------------,---------------,---------------
6716,Cameron was vibin' with Skylar and gave him the eye as they chatted.,Young (<20),Cameron was talking to Skylar and looked at him as he talked to them. 
6717,"Cameron spoke intently with Skylar, maintaining eye contact throughout their conversation.",Miggle Age (20-60),Cameron was talking to Skylar and looked at him as he talked to them. 
6718,"Cameron had a hearty chat with Skylar, looking him straight in the eye the entire time.",Old (>60),Cameron was talking to Skylar and looked at him as he talked to them. 
6719,---------------,---------------,---------------
6720,Addison turned their jams down because they were gettin' too loud!,Young (<20),Addison turned their music down because they were making noise. 
6721,Addison reduced the volume of their music because it was becoming disruptive.,Miggle Age (20-60),Addison turned their music down because they were making noise. 
6722,Addison lowered the intensity of their musical selection due to the excessive noise it was creating.,Old (>60),Addison turned their music down because they were making noise. 
6723,---------------,---------------,---------------
6724,"Sasha was totally killing it on the baseball field for like forever, but then got super exhausted.",Young (<20),Sasha was playing baseball for so long and got tired. 
6725,Sasha played baseball for an extended period of time and eventually felt fatigued.,Miggle Age (20-60),Sasha was playing baseball for so long and got tired. 
6726,Sasha had been playing baseball for a very long time and eventually grew weary.,Old (>60),Sasha was playing baseball for so long and got tired. 
6727,---------------,---------------,---------------
6728,"Remy totally overdelivered with all the stuff for the store, but the order was still super messed up.",Young (<20),"Remy supplied everything to the store, but the order was wrong. "
6729,"Remy brought all the items to the store, but the delivery was in complete disarray.",Miggle Age (20-60),"Remy supplied everything to the store, but the order was wrong. "
6730,"Remy provided everything required by the store, however, the arrangement was not in order.",Old (>60),"Remy supplied everything to the store, but the order was wrong. "
6731,---------------,---------------,---------------
6732,Sydney asked her mom if Ash could have another slice of pie after they finished their dinner.,Young (<20),Sydney asked mom if Ash could have one more piece of pie after they ate all of their dinner. 
6733,Sydney inquired about having another piece of pie for Ash after they had finished their dinner.,Miggle Age (20-60),Sydney asked mom if Ash could have one more piece of pie after they ate all of their dinner. 
6734,Sydney requested her mother's permission for Ash to have another slice of pie following their evening meal.,Old (>60),Sydney asked mom if Ash could have one more piece of pie after they ate all of their dinner. 
6735,---------------,---------------,---------------
6736,"After her mom passed away, Aubrey had to step up and take care of her siblings all by herself, so she got a job to provide for them.",Young (<20),"After their spouses death, Aubrey was responsible for taking care of all their children alone, so Aubrey had to get a job. "
6737,"Following the loss of her spouse, Aubrey found herself with the daunting task of raising their children alone, so she had to enter the workforce to support them financially.",Miggle Age (20-60),"After their spouses death, Aubrey was responsible for taking care of all their children alone, so Aubrey had to get a job. "
6738,"After the untimely death of her husband, Aubrey was left to care for their children by herself, and as the sole breadwinner, she needed to find a job to provide for their needs.",Old (>60),"After their spouses death, Aubrey was responsible for taking care of all their children alone, so Aubrey had to get a job. "
6739,---------------,---------------,---------------
6740,Austin cozied up next to Bailey and dozed off after a late-night adventure.,Young (<20),Austin sat on Bailey's lap and fell asleep after being up all night. 
6741,"Austin snuggled up with Bailey and drifted off to sleep after a long, tiring night.",Miggle Age (20-60),Austin sat on Bailey's lap and fell asleep after being up all night. 
6742,Austin settled into Bailey's lap and took a peaceful nap after a rousing evening.,Old (>60),Austin sat on Bailey's lap and fell asleep after being up all night. 
6743,---------------,---------------,---------------
6744,"Robin was totally into zoning out on lazy Sundays and one time, she had an epic dream about chasing rainbows, you know? It was like, so trippy and stuff!",Young (<20),"Robin enjoyed day dreaming on lazy Sunday afternoons. One time, Robin had a fantasy about chasing rainbows. "
6745,"Robin loved to daydream on slow Sunday afternoons, and one day, she had a vivid fantasy about pursuing rainbows. It was like, a really cool experience for her!",Miggle Age (20-60),"Robin enjoyed day dreaming on lazy Sunday afternoons. One time, Robin had a fantasy about chasing rainbows. "
6746,"Back in the day, Robin would often while away her Sunday afternoons lost in thought, and on one particularly lazy day, she had a delightful dream about chasing rainbows. It was just so lovely and peaceful!",Old (>60),"Robin enjoyed day dreaming on lazy Sunday afternoons. One time, Robin had a fantasy about chasing rainbows. "
6747,---------------,---------------,---------------
6748,"Cameron dumped Kendall's body in a trash bag, like, it was so gross!",Young (<20),Cameron moved Kendall's body into a trash bag. 
6749,"Cameron disposed of Kendall's remains in a plastic bag, which was very unsettling.",Miggle Age (20-60),Cameron moved Kendall's body into a trash bag. 
6750,"Cameron placed Kendall's lifeless body inside a trash bag, a most unfortunate and distressing situation.",Old (>60),Cameron moved Kendall's body into a trash bag. 
6751,---------------,---------------,---------------
6752,"OMG, like, Casey found this super cute baby kitten outside during that crazy storm last night! It was crying its eyes out for its mom, and now Casey wants to help it find a new home!",Young (<20),"Casey finds a baby kitten outside during a bad storm. It cries all night for it's mother, the next morning Casey wants to help the kitten. "
6753,"Casey discovered a lost little kitten outside during the severe weather yesterday evening. The poor thing was mewing for its mother all night, and today Casey is determined to take care of it and find a suitable home.",Miggle Age (20-60),"Casey finds a baby kitten outside during a bad storm. It cries all night for it's mother, the next morning Casey wants to help the kitten. "
6754,"Why, just look at this precious little baby kitten that Casey found outside during that terrible storm last night! It was crying its heart out for its mama, and now Casey wants to help it find a warm and cozy home where it can grow up happy.",Old (>60),"Casey finds a baby kitten outside during a bad storm. It cries all night for it's mother, the next morning Casey wants to help the kitten. "
6755,---------------,---------------,---------------
6756,Sasha had an accident and wet the bed because she was too busy dreaming about peeing!,Young (<20),Sasha wet the bed after having a dream about really having to pee. 
6757,Sasha experienced an unfortunate incident where she wet the bed after having a vivid dream about needing to urinate.,Miggle Age (20-60),Sasha wet the bed after having a dream about really having to pee. 
6758,Poor Sasha had an accident in the night and wet the bed after having a dream about needing to use the bathroom.,Old (>60),Sasha wet the bed after having a dream about really having to pee. 
6759,---------------,---------------,---------------
6760,"Kai was at the farmer's market and they totally sold their cow to the highest bidder, dude!",Young (<20),Kai was at the farmer's market and they sold their cow to the bidder. 
6761,Kai visited the farmer's market and successfully sold their cow to the winning bidder.,Miggle Age (20-60),Kai was at the farmer's market and they sold their cow to the bidder. 
6762,"Kai went to the farmer's market and managed to sell their cow to the highest bidder, dear.",Old (>60),Kai was at the farmer's market and they sold their cow to the bidder. 
6763,---------------,---------------,---------------
6764,"Taylor's kiddo was feeling under the weather and had to stay in the hospital, so she let Quinn know she'd keep her updated on how little one is doing.",Young (<20),taylor's child was sick in the hospital and taylor told quinn she would keep her posted. 
6765,"Taylor's child was admitted to the hospital due to illness, and she promised Quinn that she would keep her informed about her child's progress.",Miggle Age (20-60),taylor's child was sick in the hospital and taylor told quinn she would keep her posted. 
6766,"Taylor's dear grandchild was in the hospital with a sickness, and she let Quinn know that she would be sure to keep her abreast of the child's condition.",Old (>60),taylor's child was sick in the hospital and taylor told quinn she would keep her posted. 
6767,---------------,---------------,---------------
6768,"Kai was like a total hero when he stepped in and stopped that fight! He grabbed Carson's tools and put them away so neatly, you know?",Young (<20),"kai stopped a fight so, he grabbed carson's tools and put them away. "
6769,"Kai really showed his maturity by breaking up the fight and putting Carson's tools back in their place. It was like, totally responsible of him!",Miggle Age (20-60),"kai stopped a fight so, he grabbed carson's tools and put them away. "
6770,"Oh my goodness, that Kai is such a doll! He stopped the fight and put Carson's things away so tidily, bless his heart!",Old (>60),"kai stopped a fight so, he grabbed carson's tools and put them away. "
6771,---------------,---------------,---------------
6772,"Kai gave Sydney a little nudge on the swings, and she flew high!",Young (<20),Kai gave Sydney a push on the playground swing. 
6773,"Kai gave Sydney a gentle push on the playground swing, sending her soaring.",Miggle Age (20-60),Kai gave Sydney a push on the playground swing. 
6774,"Kai gave Sydney a slight prod on the swing set, and she went sailing through the air.",Old (>60),Kai gave Sydney a push on the playground swing. 
6775,---------------,---------------,---------------
6776,Cameron was put to the test and had to prove his skills during the intense blackjack game.,Young (<20),Cameron had to put up or shut up during the blackjack game. 
6777,"Cameron faced a make-or-break moment during the high-stakes blackjack game, and he had to rise to the occasion.",Miggle Age (20-60),Cameron had to put up or shut up during the blackjack game. 
6778,"Cameron was given an opportunity to show his mettle during the blackjack game, and he had to make it count.",Old (>60),Cameron had to put up or shut up during the blackjack game. 
6779,---------------,---------------,---------------
6780,"Robin was like, ""Nah, I ain't payin' for that,"" and then BAM! He got popped for stealing that night.",Young (<20),Robin refused to pay for it and was soon arrested for petty theft that night. 
6781,"Robin flatly refused to cover the cost of whatever it was, which ultimately led to his arrest for petty theft later on.",Miggle Age (20-60),Robin refused to pay for it and was soon arrested for petty theft that night. 
6782,"Robin wouldn't budge when it came to paying for whatever it was, and as a result, he was taken into custody for minor theft that evening.",Old (>60),Robin refused to pay for it and was soon arrested for petty theft that night. 
6783,---------------,---------------,---------------
6784,"Jordan forgot his book at home, and he needs it for his next class, like, ASAP! 😱",Young (<20),Jordan left his at book home. He had to have it for his upcoming class. 
6785,"Jordan left his book at home, which he needs for his upcoming class. Oops! 🙈",Miggle Age (20-60),Jordan left his at book home. He had to have it for his upcoming class. 
6786,"Jordan neglected to bring his book to school, and now he's in a bit of a pickle since he needs it for his next class. Oh dear! 😔",Old (>60),Jordan left his at book home. He had to have it for his upcoming class. 
6787,---------------,---------------,---------------
6788,Bailey totally crushed her studies and worked super hard before acing that exam! 💪🏼,Young (<20),Bailey spent a lot of time studying and working hard before taking an exam. 
6789,Bailey dedicated a significant amount of time to studying and put in a lot of effort before successfully completing the exam. 📚👍,Miggle Age (20-60),Bailey spent a lot of time studying and working hard before taking an exam. 
6790,Bailey diligently devoted her time to learning and put forth a great deal of hard work before excelling in her exam. 📝👏,Old (>60),Bailey spent a lot of time studying and working hard before taking an exam. 
6791,---------------,---------------,---------------
6792,"Ash wiped out on his bike and messed up his ankle, so Alex came over to make sure he was good.",Young (<20),Ash had fallen off his bike and broke his ankle so Alex checked to see if he was okay. 
6793,"Ash had a bit of a spill on his bike and hurt his ankle, so Alex went to check if he needed any help.",Miggle Age (20-60),Ash had fallen off his bike and broke his ankle so Alex checked to see if he was okay. 
6794,"Ash tumbled off his bicycle and injured his ankle, so Alex kindly went over to see if he required any assistance.",Old (>60),Ash had fallen off his bike and broke his ankle so Alex checked to see if he was okay. 
6795,---------------,---------------,---------------
6796,"Jan had an epic battle during labor, but she finally welcomed her beautiful baby girl into the world!",Young (<20),Jan had a long intensive labor but gave birth to a daughter that day. 
6797,"Jan endured a challenging childbirth experience, but the joy of delivering her adorable daughter made it all worthwhile.",Miggle Age (20-60),Jan had a long intensive labor but gave birth to a daughter that day. 
6798,"Jan went through a long and difficult labor, but the miracle of life was born that day, as she held her precious granddaughter in her arms.",Old (>60),Jan had a long intensive labor but gave birth to a daughter that day. 
6799,---------------,---------------,---------------
6800,"Carson was chillin' at home for a bit, bumpin' some tunes, when he noticed his mom rolled up from work looking hella mad.",Young (<20),"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. "
6801,Carson had been enjoying some music at home for a spell when he saw that his mom had come back from work in a pretty foul mood.,Miggle Age (20-60),"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. "
6802,"Carson was sitting at home, listening to the radio, when he observed that his mother had returned from her job appearing rather irate.",Old (>60),"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. "
6803,---------------,---------------,---------------
6804,"Robin's crib was gonna get demolished, so Jesse decided to burn it down.",Young (<20),Robin's house was scheduled to be demolished. Jesse set Robin's house on fire. 
6805,"Robin's home was set to be torn down, and Jesse took matters into his own hands by setting the house on fire.",Miggle Age (20-60),Robin's house was scheduled to be demolished. Jesse set Robin's house on fire. 
6806,"It was determined that Robin's residence would be razed, and Jesse took it upon himself to ignite the structure.",Old (>60),Robin's house was scheduled to be demolished. Jesse set Robin's house on fire. 
6807,---------------,---------------,---------------
6808,Aubrey didn't spill the tea to Riley 'cause Riley would totally freak out that Aubrey was being a total sneak!,Young (<20),Aubrey never told Riley because Riley would be very upset that Aubrey betrayed them. 
6809,"Aubrey refrained from sharing the information with Riley, knowing full well that Riley would be deeply hurt by Aubrey's betrayal.",Miggle Age (20-60),Aubrey never told Riley because Riley would be very upset that Aubrey betrayed them. 
6810,"Aubrey kept mum about the situation with Riley, as they were aware that Riley would be devastated by Aubrey's actions.",Old (>60),Aubrey never told Riley because Riley would be very upset that Aubrey betrayed them. 
6811,---------------,---------------,---------------
6812,Robin put Aubrey into a swimsuit before they hit the pool for a swim.,Young (<20),Robin changed their baby Aubrey into a swimsuit before they both went swimming in the pool. 
6813,Robin dressed Aubrey in a swimsuit before taking her to the pool for some fun in the sun.,Miggle Age (20-60),Robin changed their baby Aubrey into a swimsuit before they both went swimming in the pool. 
6814,Robin put on a swimsuit for Aubrey before they went for a dip in the pool.,Old (>60),Robin changed their baby Aubrey into a swimsuit before they both went swimming in the pool. 
6815,---------------,---------------,---------------
6816,Kai totally geeked out about politics with their squad at work.,Young (<20),Kai talked about politics with their colleagues. 
6817,Kai engaged in a lively conversation about current events and political issues with their coworkers.,Miggle Age (20-60),Kai talked about politics with their colleagues. 
6818,Kai had a thoughtful discussion with their colleagues regarding the state of our nation's politics.,Old (>60),Kai talked about politics with their colleagues. 
6819,---------------,---------------,---------------
6820,Riley was totally shut down during the intense conversation and couldn't even get a sentence out.,Young (<20),Riley was not able to get a word in during the heated argument. 
6821,Riley struggled to make her voice heard amidst the heated debate and wasn't able to contribute much.,Miggle Age (20-60),Riley was not able to get a word in during the heated argument. 
6822,Riley found it difficult to insert herself into the argument and was unable to express her thoughts due to the intensity of the discussion.,Old (>60),Riley was not able to get a word in during the heated argument. 
6823,---------------,---------------,---------------
6824,"Aubrey had been relying on a ton of meds for years to manage their pain, but it turned out to be a super risky habit that led to an addiction 😔.",Young (<20),"Aubrey took many medications during the years which helped with their painful condition, but also sadly led to a drug addiction. "
6825,"Aubrey took various medications over the years to alleviate their painful condition, however, this unfortunately led to a drug addiction 💉.",Miggle Age (20-60),"Aubrey took many medications during the years which helped with their painful condition, but also sadly led to a drug addiction. "
6826,"Aubrey was prescribed numerous medications throughout their life to address their painful condition, but unfortunately, this resulted in a dependency on drugs 💊.",Old (>60),"Aubrey took many medications during the years which helped with their painful condition, but also sadly led to a drug addiction. "
6827,---------------,---------------,---------------
6828,"Austin totally blew some major smoke in the air and it was lit AF, all their friends were like woah!",Young (<20),Austin blew a huge cloud of smoke into the air in front of all their friends. 
6829,"Austin let out an impressive cloud of smoke that caught everyone's attention, including all their friends.",Miggle Age (20-60),Austin blew a huge cloud of smoke into the air in front of all their friends. 
6830,"Austin emitted a substantial amount of smoke into the air, causing quite a commotion among their peers.",Old (>60),Austin blew a huge cloud of smoke into the air in front of all their friends. 
6831,---------------,---------------,---------------
6832,"Lee was like, ""Yo, I had this sick dream where I was like, a world leader and I solved all the problems by just chillin' with my homies and talkin' things out.",Young (<20),Lee told his friends that he solved the worlds problem in his dream by encouraging peaceful discourse as a leader of the country. 
6833,"Lee revealed to his pals that he had an enlightening dream where he served as a visionary leader, fostering harmonious dialogue to address global issues.",Miggle Age (20-60),Lee told his friends that he solved the worlds problem in his dream by encouraging peaceful discourse as a leader of the country. 
6834,"Lee confided in his acquaintances that he experienced a most peculiar dream where he found himself in a leadership role, successfully resolving the world's troubles through thoughtful deliberation.",Old (>60),Lee told his friends that he solved the worlds problem in his dream by encouraging peaceful discourse as a leader of the country. 
6835,---------------,---------------,---------------
6836,Sasha caught a sick flick with their buds and it was lit!,Young (<20),Sasha saw a new movie with their friends and it was good. 
6837,Sasha enjoyed a new movie with their pals and it was pretty great.,Miggle Age (20-60),Sasha saw a new movie with their friends and it was good. 
6838,"Sasha went to see a brand new film with their acquaintances, and it was quite enjoyable.",Old (>60),Sasha saw a new movie with their friends and it was good. 
6839,---------------,---------------,---------------
6840,Kendall hit up a bar and tossed back some brews every night.,Young (<20),Kendall went to a bar and drank booze every night. 
6841,Kendall frequentied a local watering hole and indulged in some cocktails every evening.,Miggle Age (20-60),Kendall went to a bar and drank booze every night. 
6842,Kendall went to the pub and enjoyed a few drinks each night.,Old (>60),Kendall went to a bar and drank booze every night. 
6843,---------------,---------------,---------------
6844,Casey stashed some cash so they could have more moolah for whatever life throws their way.,Young (<20),Casey saved some money because Casey wanted to have more money for whatever can happen. 
6845,Casey set aside some funds in case they needed extra money for unexpected expenses or future plans.,Miggle Age (20-60),Casey saved some money because Casey wanted to have more money for whatever can happen. 
6846,Casey put aside some savings to be prepared for any unforeseen circumstances that may arise.,Old (>60),Casey saved some money because Casey wanted to have more money for whatever can happen. 
6847,---------------,---------------,---------------
6848,"Robin was totally hiding under the bed and freaking out when their sibling came in, but they held their breath and pretended to be invisible!",Young (<20),"Robin was playing hide and seek with their sibling, Robin was hiding under the bed and when someone came in Robin held her breath. "
6849,"Robin was engrossed in a game of hide and seek with their sibling, and when someone entered the room, Robin quickly ducked under the bed and held their breath, hoping not to get found!",Miggle Age (20-60),"Robin was playing hide and seek with their sibling, Robin was hiding under the bed and when someone came in Robin held her breath. "
6850,"Robin was secretly hiding under the bed during a game of hide and seek with their sibling, and when someone came into the room, Robin held their breath in anticipation of being discovered!",Old (>60),"Robin was playing hide and seek with their sibling, Robin was hiding under the bed and when someone came in Robin held her breath. "
6851,---------------,---------------,---------------
6852,Jordan hustled to the donut shop ASAP to snag some sweet treats!,Young (<20),Jordan ran quickly to the store to get some donuts. 
6853,Jordan hastened to the store to grab some delicious donuts.,Miggle Age (20-60),Jordan ran quickly to the store to get some donuts. 
6854,Jordan made a beeline for the donut shop to pick up some tasty pastries.,Old (>60),Jordan ran quickly to the store to get some donuts. 
6855,---------------,---------------,---------------
6856,"Sasha had an accident in her sleep because she drank too much soda before bedtime, and it made her bladder go wild!",Young (<20),Sasha wet the bed after drinking a large soda before bed. 
6857,"Sasha experienced an unfortunate mishap in the night due to consuming excessive amounts of soda prior to sleep, resulting in a wet bed.",Miggle Age (20-60),Sasha wet the bed after drinking a large soda before bed. 
6858,"Sasha had a little accident in her sleep caused by drinking too much pop before bedtime, which led to a damp bed.",Old (>60),Sasha wet the bed after drinking a large soda before bed. 
6859,---------------,---------------,---------------
6860,"Tracy totally deserved that promotion! She put in so much effort and time over the past few months, definitely earning that recognition. 💪🏼",Young (<20),Tracy received a promotion after she worked long hard hours for the past few months. 
6861,Tracy's dedication and perseverance paid off with her well-deserved promotion! She put in long hours and worked hard to achieve this milestone. 👍,Miggle Age (20-60),Tracy received a promotion after she worked long hard hours for the past few months. 
6862,"Tracy was rewarded for her diligent work ethic and commitment to excellence with a much-deserved promotion! She put in countless hours over the past few months, demonstrating her value to the company. 💼",Old (>60),Tracy received a promotion after she worked long hard hours for the past few months. 
6863,---------------,---------------,---------------
6864,"Tracy had killer credit, so she went all in and snagged that sick old house on the street.",Young (<20),Tracy had excellent credit so she decided to buy the old house on the street. 
6865,"Tracy had an excellent credit score, which gave her the confidence to purchase the charming old home on the street.",Miggle Age (20-60),Tracy had excellent credit so she decided to buy the old house on the street. 
6866,"Tracy had a fantastic credit history, which enabled her to buy the lovely old house on the street with ease.",Old (>60),Tracy had excellent credit so she decided to buy the old house on the street. 
6867,---------------,---------------,---------------
6868,Aubrey ghostwrote Tracy's novel 'cause Tracy was a famous author but didn't have mad skills when it came to writing.,Young (<20),Aubrey wrote Tracy's novel because Tracy was a well known author but didn't have very much talent. 
6869,"Aubrey co-authored Tracy's novel since Tracy was well-known in the literary world, yet lacking in natural writing talent.",Miggle Age (20-60),Aubrey wrote Tracy's novel because Tracy was a well known author but didn't have very much talent. 
6870,Aubrey penned Tracy's novel due to Tracy being a renowned authoress but struggling with her creative writing abilities.,Old (>60),Aubrey wrote Tracy's novel because Tracy was a well known author but didn't have very much talent. 
6871,---------------,---------------,---------------
6872,"Jesse was totally working for Edward Nigma, so he like, set Robin's case ablaze, you know? 🔥",Young (<20),"Jesse was working for Edward Nigma. So, Jesse set Robin's case on fire. "
6873,"Jesse was employed by Edward Nigma, and as a result, he intentionally set Robin's case on fire. 🔥",Miggle Age (20-60),"Jesse was working for Edward Nigma. So, Jesse set Robin's case on fire. "
6874,"Jesse worked for Mr. Nigma, and in the process, he recklessly set Robin's case ablaze. 🔥",Old (>60),"Jesse was working for Edward Nigma. So, Jesse set Robin's case on fire. "
6875,---------------,---------------,---------------
6876,Carson was stoked to check out Jesse's hometown because Jesse had been raving about it nonstop!,Young (<20),Carson wanted to travel to Jesse's town because Jesse had always talked about what a great place it was. 
6877,"Carson was intrigued by Jesse's stories about his hometown and wanted to see it for himself, so he decided to pay a visit.",Miggle Age (20-60),Carson wanted to travel to Jesse's town because Jesse had always talked about what a great place it was. 
