Row ID,Paraphrases,Category,Orginal
5562,"My dear pup ran away this morning and I was quite distressed. I looked high and low for him but couldn't find him anywhere. Thank goodness Tracy, who lives nearby, found him and returned him to me safely.",Old,"My dog got loose today. I looked everywhere and asked everyone, but had no luck. That evening Tracy, who lives in the neighborhood, found and walked my dog home. "
5563,---------------,---------------,---------------
5564,Robin gave Carson the floor to spill all the juicy deets about what went down.,Young,Robin let Carson explain why it happened in very much detail. 
5565,Robin allowed Carson to elaborate extensively on the reasons behind the situation.,Middle Age,Robin let Carson explain why it happened in very much detail. 
5566,Robin requested that Carson provide a detailed explanation of the circumstances surrounding the event.,Old,Robin let Carson explain why it happened in very much detail. 
5567,---------------,---------------,---------------
5568,"Sydney was totally drama queen, she blew things way out of proportion like, seriously, a molehill becomes a mountain? 😂",Young,sydney was a dramatic person so she made a mountain out of a molehill. 
5569,"Sydney had a tendency to exaggerate, so she often made a big deal out of small issues, kind of like making a mountain out of a molehill.",Middle Age,sydney was a dramatic person so she made a mountain out of a molehill. 
5570,"Sydney was prone to magnifying situations, and this one was no exception - she turned a simple molehill into a major mountain! 😳",Old,sydney was a dramatic person so she made a mountain out of a molehill. 
5571,---------------,---------------,---------------
5572,Sasha kept the patient's info super safe by hiding it in a virtual underground vault.,Young,Sasha protected the patient's information by sealing the information in a vault underground. 
5573,Sasha took robust measures to secure the patient's confidential data by storing it in a highly secure subterranean facility.,Middle Age,Sasha protected the patient's information by sealing the information in a vault underground. 
5574,Sasha ensured the patient's private information was well-protected by placing it in a strongly fortified underground safe.,Old,Sasha protected the patient's information by sealing the information in a vault underground. 
5575,---------------,---------------,---------------
5576,"Sydney threw a sick Christmas party and invited all her squad who didn't have fam to celebrate with, you know?",Young,Sydney had a Christmas party and invited all the people she knew who did not have family to celebrate with. 
5577,Sydney hosted a festive Christmas party and extended invitations to all her acquaintances who didn't have family to spend the holiday with.,Middle Age,Sydney had a Christmas party and invited all the people she knew who did not have family to celebrate with. 
5578,Sydney had a jolly Christmas party and invited all her friends and acquaintances who didn't have any family to celebrate with.,Old,Sydney had a Christmas party and invited all the people she knew who did not have family to celebrate with. 
5579,---------------,---------------,---------------
5580,Jordan disobeyed his boss's request and still made himself a cup of coffee because he couldn't resist the caffeine craving.,Young,Jordan made a cup of coffee even though his boss asked him not to drink it. 
5581,"Despite his boss's explicit instruction not to drink any coffee, Jordan decided to go against orders and brew himself a cup anyway.",Middle Age,Jordan made a cup of coffee even though his boss asked him not to drink it. 
5582,"Jordan, being the rebellious young man he is, chose to ignore his boss's prohibition on coffee consumption and made himself a cup anyway.",Old,Jordan made a cup of coffee even though his boss asked him not to drink it. 
5583,---------------,---------------,---------------
5584,Cameron was totally on board with science after he translated it into his own lingo.,Young,Cameron understood science better by interpreting it in terms. 
5585,Cameron had a eureka moment when he grasped the scientific concepts through relatable terms.,Middle Age,Cameron understood science better by interpreting it in terms. 
5586,Cameron demonstrated remarkable comprehension of scientific principles by deciphering them in plain language.,Old,Cameron understood science better by interpreting it in terms. 
5587,---------------,---------------,---------------
5588,Robin tagged along with Jan's crew to school so she could get a better grasp on math that day.,Young,Robin went with Jan's friends to school so that she could learn more about math that day. 
5589,"Robin accompanied Jan's friends to school in order to learn more about mathematics, as she wanted to improve her skills in the subject.",Middle Age,Robin went with Jan's friends to school so that she could learn more about math that day. 
5590,Robin joined Jan's group of friends at school to gain a deeper understanding of math concepts that day.,Old,Robin went with Jan's friends to school so that she could learn more about math that day. 
5591,---------------,---------------,---------------
5592,Robin seriously considered Kai's suggestions after they chatted for a while.,Young,Robin took Kai's advice after they had a long talk. 
5593,Robin carefully weighed Kai's advice after they had a comprehensive conversation.,Middle Age,Robin took Kai's advice after they had a long talk. 
5594,Robin thoughtfully took into account Kai's recommendations following their heart-to-heart talk.,Old,Robin took Kai's advice after they had a long talk. 
5595,---------------,---------------,---------------
5596,Riley glared at Jesse like they were up to something fishy when Jesse offered her flowers.,Young,Riley regarded Jesse with suspicious eyes when Jesse held out the flowers. 
5597,"Riley eyed Jesse warily as Jesse proffered the bouquet, wondering what was behind this sudden gesture.",Middle Age,Riley regarded Jesse with suspicious eyes when Jesse held out the flowers. 
5598,"Riley looked at Jesse with a healthy dose of skepticism when Jesse presented her with flowers, suspecting that there might be more to this gesture than meets the eye.",Old,Riley regarded Jesse with suspicious eyes when Jesse held out the flowers. 
5599,---------------,---------------,---------------
5600,Addison had ditched school after getting harassed by some jerks.,Young,Addison had run away from the school after being bullied. 
5601,"Addison had left school due to persistent bullying, which made her feel miserable and unhappy.",Middle Age,Addison had run away from the school after being bullied. 
5602,"Addison had absconded from school as a result of being subjected to intimidation and harassment, causing her great distress.",Old,Addison had run away from the school after being bullied. 
5603,---------------,---------------,---------------
5604,Robin gave Carson the chance to explain themselves because it was only right to hear their side of things.,Young,Robin let Carson explain themself because it only seemed fair to hear their side of the story. 
5605,Robin allowed Carson to share their perspective because it was only fair to give them a voice.,Middle Age,Robin let Carson explain themself because it only seemed fair to hear their side of the story. 
5606,"Robin let Carson have the floor to speak for themselves, as it was only just to hear their explanation.",Old,Robin let Carson explain themself because it only seemed fair to hear their side of the story. 
5607,---------------,---------------,---------------
5608,Quinn totally flipped out after watching the movie and had a major emotional meltdown at the ending! 😭,Young,Quinn finished the movie and cried at the ending. 
5609,"Quinn was deeply moved by the movie and experienced a range of emotions, including sadness and tears, at the concluding scenes. 😔",Middle Age,Quinn finished the movie and cried at the ending. 
5610,"Quinn watched the movie with great interest and found the ending to be quite touching, evoking a few tears along the way. 🤗",Old,Quinn finished the movie and cried at the ending. 
5611,---------------,---------------,---------------
5612,Quinn had a blast at the concert despite all the rowdy people around!,Young,There is alot of people here hollering but Quinn enjoyed the show anyway. 
5613,"Although there were a lot of loud audience members, Quinn still enjoyed the show.",Middle Age,There is alot of people here hollering but Quinn enjoyed the show anyway. 
5614,Quinn found the performance to be quite enjoyable despite the commotion from the crowd.,Old,There is alot of people here hollering but Quinn enjoyed the show anyway. 
5615,---------------,---------------,---------------
5616,"Aubrey was gettin' down and dirty in the mud, and now her fresh new shirt is all messed up! 😔",Young,Aubrey was playing in the mud and got her new shirt dirty. 
5617,Aubrey was romping around in the mud and got her clean shirt stained. 😕,Middle Age,Aubrey was playing in the mud and got her new shirt dirty. 
5618,Aubrey was engaging in a muddy activity and soiled her recently purchased garment. 😔,Old,Aubrey was playing in the mud and got her new shirt dirty. 
5619,---------------,---------------,---------------
5620,"Kai was super upset because Adam kept messing things up for him. Like, seriously, every time Kai tried to do something, Adam would come along and botch it.",Young,Kai wanted everything. But Adam ruined everything. Adam always ruins everything for Kai. 
5621,"Adam's constant meddling was really frustrating for Kai. No matter what Kai did, Adam would always find a way to ruin it. It was like Adam had a personal vendetta against Kai's happiness.",Middle Age,Kai wanted everything. But Adam ruined everything. Adam always ruins everything for Kai. 
5622,"Oh my stars, Kai was simply devastated by Adam's antics! That young man just couldn't seem to leave well enough alone. No matter what Kai tried to do, Adam would always come along and ruin it for him. It was like Adam had a grudge against Kai's good time.",Old,Kai wanted everything. But Adam ruined everything. Adam always ruins everything for Kai. 
5623,---------------,---------------,---------------
5624,Sasha gave the pup some meds to make it feel better.,Young,Sasha gave the dog some pills to help it feel better. 
5625,Sasha administered some medication to the dog to help it recover from its illness.,Middle Age,Sasha gave the dog some pills to help it feel better. 
5626,Sasha gave the poor pup some pills to help it feel more comfortable.,Old,Sasha gave the dog some pills to help it feel better. 
5627,---------------,---------------,---------------
5628,"Cameron fetched Robin from the airport, dude!",Young,Cameron picked Robin up from the airport. 
5629,Cameron picked up Robin from the airport.,Middle Age,Cameron picked Robin up from the airport. 
5630,Cameron went to the airport to collect Robin.,Old,Cameron picked Robin up from the airport. 
5631,---------------,---------------,---------------
5632,Austin totally slayed their anniversary with an epic dinner date! 💕,Young,Austin took them out for a fancy dinner for their anniversary. 
5633,Austin took them out for a romantic and lavish dinner to celebrate their anniversary. 🍽️❤️,Middle Age,Austin took them out for a fancy dinner for their anniversary. 
5634,Austin treated them to a lovely dinner at a fancy restaurant for their special occasion. 🌟,Old,Austin took them out for a fancy dinner for their anniversary. 
5635,---------------,---------------,---------------
5636,"When Austin smooched Riley on the lips, she discreetly slipped her chewed-up gum into his mouth.",Young,"When Austin kissed Riley on the mouth, she slipped her gum into his. "
5637,"When Austin and Riley shared a passionate kiss, she deftly slipped her gum into his mouth without him noticing.",Middle Age,"When Austin kissed Riley on the mouth, she slipped her gum into his. "
5638,"When Austin and Riley embraced with a tender kiss, she carefully slipped her gum into his mouth, being mindful of his dental health.",Old,"When Austin kissed Riley on the mouth, she slipped her gum into his. "
5639,---------------,---------------,---------------
5640,"Kendall absolutely crushed it at the championship game, propelling their team to victory and climbing the rankings like a boss!",Young,"Kendall scored points for their team, causing them to move up in the rankings and win the championship game. "
5641,"Kendall had an outstanding performance in the championship game, contributing significantly to their team's success and moving up in the rankings as a result.",Middle Age,"Kendall scored points for their team, causing them to move up in the rankings and win the championship game. "
5642,"Kendall really brought home the bacon in the championship game, helping their team rise in the standings and ultimately win the coveted title.",Old,"Kendall scored points for their team, causing them to move up in the rankings and win the championship game. "
5643,---------------,---------------,---------------
5644,Riley suggested Lee hang out at the office for a bit longer that evening.,Young,Riley told Lee to stay at work a little later that night. 
5645,Riley asked Lee to stick around work for a little while longer that night.,Middle Age,Riley told Lee to stay at work a little later that night. 
5646,Riley instructed Lee to remain at the office for a short time later that evening.,Old,Riley told Lee to stay at work a little later that night. 
5647,---------------,---------------,---------------
5648,"Carson's dragon Liz is totally craving crickets, so Carson dumped a bunch into her tank!",Young,Carson's bearded dragon Liz needs to eat crickets so Carson emptied the box of crickets into the reptile tank. 
5649,"Carson's bearded dragon Liz requires a balanced diet that includes crickets, which Carson carefully placed in her reptile tank.",Middle Age,Carson's bearded dragon Liz needs to eat crickets so Carson emptied the box of crickets into the reptile tank. 
5650,"Carson's beloved pet dragon Liz needs to munch on some crickets to stay healthy, so Carson made sure to add them to her enclosure.",Old,Carson's bearded dragon Liz needs to eat crickets so Carson emptied the box of crickets into the reptile tank. 
5651,---------------,---------------,---------------
5652,"Bailey was a super shy kid in school, and it took them forever to make any friends. 😔",Young,Bailey was a shy kid at school. They made no friends. 
5653,"Bailey struggled with social interactions at school, and they had a hard time making close friends. 😕",Middle Age,Bailey was a shy kid at school. They made no friends. 
5654,"As a youngster, Bailey was quite introverted and found it difficult to connect with their peers at school. Despite their efforts, they didn't make many friends. 🤷‍♀️",Old,Bailey was a shy kid at school. They made no friends. 
5655,---------------,---------------,---------------
5656,"Casey was like, ""Hey parents, come on over for dinner tonight! I'm whipping up some grub and throwing it in the oven.",Young,Casey invited his parents over for dinner one night. He was preparing a meal and put food into the oven. 
5657,Casey invited his parents over for a home-cooked meal and put the food in the oven to prepare it.,Middle Age,Casey invited his parents over for dinner one night. He was preparing a meal and put food into the oven. 
5658,"Casey kindly asked his parents to join him for dinner at his place, and he was busily putting the food in the oven to cook it.",Old,Casey invited his parents over for dinner one night. He was preparing a meal and put food into the oven. 
5659,---------------,---------------,---------------
5660,Remy saw some crazy stuff go down and had to enter witness protection to keep safe. Now they're living a whole new life under a fake name.,Young,Remy witnessed a horrific crime and agreed to be a witness at the accused trial.  Remy entered Witness Protection and assumed another identity. 
5661,Remy was a key witness in a serious crime and had to enter Witness Protection to ensure their safety. They have since adopted a new identity to maintain their anonymity.,Middle Age,Remy witnessed a horrific crime and agreed to be a witness at the accused trial.  Remy entered Witness Protection and assumed another identity. 
5662,"Remy was privy to a heinous act and decided to cooperate with the authorities. As a result, they were placed in Witness Protection and are now living under an assumed name for their own protection.",Old,Remy witnessed a horrific crime and agreed to be a witness at the accused trial.  Remy entered Witness Protection and assumed another identity. 
5663,---------------,---------------,---------------
5664,Robin totally hooked up her BFF Skylar with a killer dinner date! 🍴👯,Young,Robin took her friend Skylar out for a nice dinner. 
5665,Robin treated her friend Skylar to a delicious dinner at a trendy new restaurant. 🍴👩‍👧,Middle Age,Robin took her friend Skylar out for a nice dinner. 
5666,Robin and Skylar enjoyed a lovely evening out at a nice dinner party. 🍴👫,Old,Robin took her friend Skylar out for a nice dinner. 
5667,---------------,---------------,---------------
5668,"Austin was totally struggling with the test at first, but he kept pushing through and eventually nailed it! 💪",Young,Austin was taking a test and found it difficult at first. 
5669,"Austin had a tough time with the test at first, but he persevered and managed to do well in the end. He learned that practice makes perfect! 📚",Middle Age,Austin was taking a test and found it difficult at first. 
5670,"Austin found the test to be quite challenging initially, but he worked hard and eventually grasped the concepts. It just goes to show that with determination and effort, anyone can succeed! 💪",Old,Austin was taking a test and found it difficult at first. 
5671,---------------,---------------,---------------
5672,"When Casey found Aubrey totally wasted in their car, Casey called Aubrey's parents to come pick them up.",Young,"When Casey found Aubrey drunk in their car, Casey called Aubrey's parents. "
5673,"When Casey discovered Aubrey inebriated in their car, Casey contacted Aubrey's parents to arrange for their safe return home.",Middle Age,"When Casey found Aubrey drunk in their car, Casey called Aubrey's parents. "
5674,"When Casey found Aubrey in a state of intoxication in their car, Casey notified Aubrey's parents to come collect their child.",Old,"When Casey found Aubrey drunk in their car, Casey called Aubrey's parents. "
5675,---------------,---------------,---------------
5676,Kai passed the mail back after they peeped it real quick.,Young,Kai handed back the mail after they looked at it. 
5677,Kai returned the mail after they took a look at it.,Middle Age,Kai handed back the mail after they looked at it. 
5678,Kai handed over the mail after they glanced at it.,Old,Kai handed back the mail after they looked at it. 
5679,---------------,---------------,---------------
5680,Sasha totally nailed her new gig as a prison officer and killed it serving Carson Country! 💪🏽👍,Young,sasha became a prison officer and served carson country. 
5681,"After putting in the hard work, Sasha successfully became a prison officer and dedicated herself to serving the Carson County community with pride. 👩‍💼🏆",Middle Age,sasha became a prison officer and served carson country. 
5682,Now this is one talented young woman! Sasha pursued her dream of becoming a prison officer and made sure to put in the necessary efforts to serve the good people of Carson Country with excellence. 😊👵,Old,sasha became a prison officer and served carson country. 
5683,---------------,---------------,---------------
5684,"Riley and Sasha went on a sick hike! Sasha was a total boss and took off ahead, but then she realized she had gone too far and turned back. Riley was like, 'OMG, I gotta catch up!' and hustled to reach the same height as Sasha on the trail.",Young,Riley and Sasha went hiking. Sasha was more experienced and went ahead before realizing it and stopping. Riley hurried to catch up to her height on the trail. 
5685,"Riley and Sasha went on a hike together, and Sasha being more experienced, took off ahead. However, she soon realized she had gone too far and stopped. Riley, who was struggling to keep up, finally reached the same height as Sasha on the trail.",Middle Age,Riley and Sasha went hiking. Sasha was more experienced and went ahead before realizing it and stopping. Riley hurried to catch up to her height on the trail. 
5686,"Riley and Sasha embarked on a leisurely hike, with Sasha leading the way. As she gained more experience, she began to venture ahead, but soon realized her mistake and turned back. Riley, who was taking her time, eventually caught up to Sasha's height on the trail.",Old,Riley and Sasha went hiking. Sasha was more experienced and went ahead before realizing it and stopping. Riley hurried to catch up to her height on the trail. 
5687,---------------,---------------,---------------
5688,"Robin was feeling super sluggish at work today, so she decided to hit the gym during her lunch break to get some energy out! 💪🏼",Young,Robin wanted to get some exercise in today. Robin went to the gym from work. 
5689,"Robin wanted to squeeze in a workout after work, so she headed to the gym to get some exercise and blow off some steam. 💪🏼",Middle Age,Robin wanted to get some exercise in today. Robin went to the gym from work. 
5690,"Robin was feeling rather sedentary at her desk all day, so she decided to take a break and go for a stroll to the gym during her lunch hour to get some fresh air and stretch her legs. 🌳💨",Old,Robin wanted to get some exercise in today. Robin went to the gym from work. 
5691,---------------,---------------,---------------
5692,"Kendall was totally fuming and suddenly grabbed some string, wrapping it around my neck like a total boss!",Young,Kendall was furious and grabbed string and ended up wrapping in around my neck. 
5693,"Kendall was visibly irate and seized a piece of string, quickly looping it around my neck in a fit of rage.",Middle Age,Kendall was furious and grabbed string and ended up wrapping in around my neck. 
5694,"Kendall was absolutely livid and suddenly reached for a piece of string, vigorously wrapping it around my neck with a fierce determination.",Old,Kendall was furious and grabbed string and ended up wrapping in around my neck. 
5695,---------------,---------------,---------------
5696,Kai chilled at home and wasted some serious time scrolling through social media.,Young,"Kai stayed home from work, so Kai spent several hours online doing nothing. "
5697,Kai took a day off from work and spent some leisure time browsing the internet without any specific purpose.,Middle Age,"Kai stayed home from work, so Kai spent several hours online doing nothing. "
5698,Kai decided to stay home from work and passed the time by surfing the web without any particular aim in mind.,Old,"Kai stayed home from work, so Kai spent several hours online doing nothing. "
5699,---------------,---------------,---------------
5700,Cameron was scoping out the casino for Skylar's peeps and found them chillin' by the bar.,Young,Cameron was looking around the casino for Skylar's friends. Cameron found Skylar's friends over by the bar. 
5701,Cameron searched the casino for Skylar's friends and located them near the bar.,Middle Age,Cameron was looking around the casino for Skylar's friends. Cameron found Skylar's friends over by the bar. 
5702,Cameron was searching the gaming floor for Skylar's acquaintances and spotted them congregating by the bar.,Old,Cameron was looking around the casino for Skylar's friends. Cameron found Skylar's friends over by the bar. 
5703,---------------,---------------,---------------
5704,Bailey and Jesse were totally cramming for their test and Bailey totally blew past Jesse when it came to the exam booklet they needed.,Young,Bailey and Jesse were both studying for a test and Bailey passed Jesse and examination booklet they needed. 
5705,"Bailey and Jesse were both diligently studying for their test, and Bailey managed to outpace Jesse when it came to obtaining the examination booklet they required.",Middle Age,Bailey and Jesse were both studying for a test and Bailey passed Jesse and examination booklet they needed. 
5706,"Bailey and Jesse were both prepping for their test, and Bailey surpassed Jesse in acquiring the exam booklet they needed.",Old,Bailey and Jesse were both studying for a test and Bailey passed Jesse and examination booklet they needed. 
5707,---------------,---------------,---------------
5708,"Aubrey swiped right on their meeting spot at the park, but no one showed up, even though they had planned it with their snitch.",Young,Aubrey met no one at the park despite scheduling a meeting there with their informant. 
5709,"Aubrey arrived at the park for their scheduled meeting with their source, but nobody was there. Despite checking their calendar, they couldn't understand why their contact didn't show up.",Middle Age,Aubrey met no one at the park despite scheduling a meeting there with their informant. 
5710,"Aubrey made arrangements to meet their contact at the park, but when they got there, no one was present. Despite double-checking their schedule, they couldn't fathom why their informant didn't show up.",Old,Aubrey met no one at the park despite scheduling a meeting there with their informant. 
5711,---------------,---------------,---------------
5712,"Jordan was totally stoked to celebrate Valentine's Day with their boo, so they decided to plan an epic picnic in the park!",Young,"Jordan wanted to do something special for their spouse on Valentines day, so Jordan decided to have a picnic in the park. "
5713,"Jordan wanted to do something thoughtful for their partner on Valentine's Day, so they chose to have a romantic picnic in the park.",Middle Age,"Jordan wanted to do something special for their spouse on Valentines day, so Jordan decided to have a picnic in the park. "
5714,"Jordan was feeling particularly lovey-dovey towards their significant other on Valentine's Day, so they decided to host a charming picnic in the park as a special treat.",Old,"Jordan wanted to do something special for their spouse on Valentines day, so Jordan decided to have a picnic in the park. "
5715,---------------,---------------,---------------
5716,Billy and Kendall got into a heated argument over something Billy was totally off-base about.,Young,Billy argued with Kendall about something he was completely wrong on. 
5717,"Billy and Kendall had a disagreement about something, and Billy ended up being completely wrong.",Middle Age,Billy argued with Kendall about something he was completely wrong on. 
5718,"Billy and Kendall engaged in a spirited discussion regarding something, with Billy erring on the side of incorrectness.",Old,Billy argued with Kendall about something he was completely wrong on. 
5719,---------------,---------------,---------------
5720,"Quinn was totally devastated when she found her husband hooking up with the cleaning lady behind her back, so she decided to kick him to the curb and file for a divorce.",Young,Quinn filed for a divorce after catching her husband cheating on her with the cleaning lady. 
5721,"After discovering her husband's infidelity with the cleaning lady, Quinn was heartbroken and outraged. She quickly took legal action and filed for a divorce to put an end to their toxic relationship.",Middle Age,Quinn filed for a divorce after catching her husband cheating on her with the cleaning lady. 
5722,"Quinn was shocked and dismayed when she found her husband in a compromising position with the cleaning lady. Feeling betrayed and hurt, she decided to seek a divorce to move on from the hurtful situation.",Old,Quinn filed for a divorce after catching her husband cheating on her with the cleaning lady. 
5723,---------------,---------------,---------------
5724,Alex was totally captivated by the adorable kids belting out tunes at the playground.,Young,Alex took notice of the children who were singing at the playground. 
5725,"Alex was struck by the talented children singing at the playground, and he couldn't help but feel a sense of nostalgia.",Middle Age,Alex took notice of the children who were singing at the playground. 
5726,Alex was delightfully charmed by the youngsters vocalizing at the playground; their joyful melodies brought back fond memories of his own childhood.,Old,Alex took notice of the children who were singing at the playground. 
5727,---------------,---------------,---------------
5728,Jordan cracked his buddies up with some hilarious stories from his super cool life adventures.,Young,Jordan made their friends laugh because he had a lot of experiences that were very interesting. 
5729,Jordan had a wealth of entertaining experiences that left his friends in stitches.,Middle Age,Jordan made their friends laugh because he had a lot of experiences that were very interesting. 
5730,Jordan regaled his friends with amusing anecdotes from his diverse and eventful life.,Old,Jordan made their friends laugh because he had a lot of experiences that were very interesting. 
5731,---------------,---------------,---------------
5732,Lee popped a fertility pill and it worked like magic! But then something crazy happened...,Young,"Lee took a fertitlity pill, it worked too well and caused an unexpected event to occur. "
5733,"Lee tried a fertility medication and was pleasantly surprised when it worked, but the outcome was beyond her expectations.",Middle Age,"Lee took a fertitlity pill, it worked too well and caused an unexpected event to occur. "
5734,"Lee took a fertility supplement and to her amazement, it was incredibly effective! However, the resulting event was unforeseen.",Old,"Lee took a fertitlity pill, it worked too well and caused an unexpected event to occur. "
5735,---------------,---------------,---------------
5736,Casey ignored the weather warning 'cause she wasn't even in the same region.,Young,Casey didn't pay attention to the weather warning because she was not currently in the area. 
5737,Casey failed to heed the weather warning because she was not in the area at the time.,Middle Age,Casey didn't pay attention to the weather warning because she was not currently in the area. 
5738,Casey disregarded the weather warning despite not being present in the affected area.,Old,Casey didn't pay attention to the weather warning because she was not currently in the area. 
5739,---------------,---------------,---------------
5740,Cameron hightailed it out of there when he saw the others coming towards him like a herd of wild animals.,Young,Cameron got out of their way when he saw the others running towards him. 
5741,"Cameron quickly scurried away from the approaching crowd, realizing they were all heading in his direction.",Middle Age,Cameron got out of their way when he saw the others running towards him. 
5742,"Cameron made haste to leave the area as soon as he saw the others running towards him, fearing for his own safety.",Old,Cameron got out of their way when he saw the others running towards him. 
5743,---------------,---------------,---------------
5744,Alex shellamed out some cash to get her whip looking fresh and clean inside and out.,Young,Alex paid to get her car detailed and completely cleaned inside and out. 
5745,"Alex paid for a detailed cleaning of her car, both inside and out.",Middle Age,Alex paid to get her car detailed and completely cleaned inside and out. 
5746,"Alex spent money to have her automobile thoroughly cleaned and detailed, both inside and out.",Old,Alex paid to get her car detailed and completely cleaned inside and out. 
5747,---------------,---------------,---------------
5748,Kendall just adopted an adorable new pup from the shelter and is showing it off to all their buddies! 🐾👯,Young,Kendall got a new puppy from the pound. They showed all their friends. 
5749,Kendall brought home a cute canine from the pound and introduced it to all their acquaintances. 🐕👥,Middle Age,Kendall got a new puppy from the pound. They showed all their friends. 
5750,Kendall recently acquired a furry friend from the animal shelter and is displaying it to all their fellow seniors. 🐾👵,Old,Kendall got a new puppy from the pound. They showed all their friends. 
5751,---------------,---------------,---------------
5752,Robin hightailed it outta Tracy's crib to get prepped for her workday.,Young,Robin left Tracy's home to get ready for her workday. 
5753,Robin left Tracy's house early to prepare for her day at the office.,Middle Age,Robin left Tracy's home to get ready for her workday. 
5754,Robin departed from Tracy's residence with haste to ready herself for her daily duties.,Old,Robin left Tracy's home to get ready for her workday. 
5755,---------------,---------------,---------------
5756,Cameron chilled with his squad in the woods one epic night.,Young,Cameron was camping in the woods with a group of friends one evening. 
5757,Cameron went camping with a group of pals in the woods one evening.,Middle Age,Cameron was camping in the woods with a group of friends one evening. 
5758,"Cameron spent a lovely evening in the woods with his companions, enjoying the great outdoors.",Old,Cameron was camping in the woods with a group of friends one evening. 
5759,---------------,---------------,---------------
5760,"Cameron kept playing with the pup until Mom yelled that dinner was ready, like, totally ready! 🍴🐶",Young,Cameron continued playing with the dog until their mother shouted that dinner was ready. 
5761,Cameron played with the dog for a while longer until his mother called out that dinner was prepared. He reluctantly put down the toy and followed his mom inside. 🍴🐕,Middle Age,Cameron continued playing with the dog until their mother shouted that dinner was ready. 
5762,"Cameron kept frolicking with the canine until his mother hollered from the kitchen that supper was ready, dear. He eventually dropped the ball and trotted off to wash up for dinner. 🍴🐾",Old,Cameron continued playing with the dog until their mother shouted that dinner was ready. 
5763,---------------,---------------,---------------
5764,Kai showed off their sick new watch by rocking it on their wrist! 😎,Young,Kai proudly displayed their new watch by putting it on their wrist. 
5765,"Kai proudly adorned their wrist with their fresh new timepiece, making a stylish statement. 🕰️✨",Middle Age,Kai proudly displayed their new watch by putting it on their wrist. 
5766,"Kai carefully fastened their gleaming new watch onto their wrist, exuding pride and sophistication. 👵🏻🕰️",Old,Kai proudly displayed their new watch by putting it on their wrist. 
5767,---------------,---------------,---------------
5768,Bailey was bummed about being late for her doctor's appointment and felt really guilty about it.,Young,Bailey felt bad for being late for her doctor appointment. 
5769,Bailey felt anxious about being late for her doctor's appointment and worried that it might affect her treatment.,Middle Age,Bailey felt bad for being late for her doctor appointment. 
5770,Bailey was upset about running behind schedule for her doctor's appointment and fretted that it might cause inconvenience.,Old,Bailey felt bad for being late for her doctor appointment. 
5771,---------------,---------------,---------------
5772,"Remy was totally devastated when her fave dress got torn, so she decided to learn how to sew it back together! 😔👗",Young,Remy wanted to learn how to sew because her favourite dress was ripped. 
5773,"Remy was heartbroken when her favorite dress tore, so she took the initiative to learn how to repair it by hand. She wanted to save the dress and avoid having to buy a new one. 💔👖",Middle Age,Remy wanted to learn how to sew because her favourite dress was ripped. 
5774,"Remy was dreadfully upset when her go-to dress got torn, so she decided to take up sewing to fix it herself. She remembered her mother teaching her how to sew when she was younger and thought it would be a great way to pass the time and save money on new clothes. 😢👗",Old,Remy wanted to learn how to sew because her favourite dress was ripped. 
5775,---------------,---------------,---------------
5776,"Robin was like, ""Oh snap, Carson is gonna spill the tea on this problem!"" and let him explain it to everyone.",Young,Robin decided to let Carson explain the problem to everyone more thoroughly. 
5777,"Robin thought it would be a good idea to have Carson elaborate on the issue, so she let him give a more detailed explanation.",Middle Age,Robin decided to let Carson explain the problem to everyone more thoroughly. 
5778,Robin decided to let Carson delve deeper into the matter and explain it in more detail to everyone.,Old,Robin decided to let Carson explain the problem to everyone more thoroughly. 
5779,---------------,---------------,---------------
5780,Taylor's dismissal led to Kendall's rise to power after he committed a crime.,Young,Taylor gave rise to Kendall after he was dismissed as king for committing a crime. 
5781,Taylor was replaced by Kendall following his ousting for committing a wrongdoing.,Middle Age,Taylor gave rise to Kendall after he was dismissed as king for committing a crime. 
5782,Taylor's fall from grace led to Kendall's ascension after he had been accused of a misdeed.,Old,Taylor gave rise to Kendall after he was dismissed as king for committing a crime. 
5783,---------------,---------------,---------------
5784,"Remy was totally sure she was having a boy, but surprise! Remy had a baby girl instead!",Young,"Remy thought she was having a boy, but Remy gave birth to a baby girl. "
5785,"Remy was anticipating the birth of her son, but she was delightedly surprised when her daughter arrived instead.",Middle Age,"Remy thought she was having a boy, but Remy gave birth to a baby girl. "
5786,"Remy was confident that she was having a son, but Remy delivered a precious baby girl instead.",Old,"Remy thought she was having a boy, but Remy gave birth to a baby girl. "
5787,---------------,---------------,---------------
5788,Taylor totally nailed Carson's point that day by finishing the job super quick!,Young,Taylor proved Carson's point that day by getting the job done in a fast time. 
5789,Taylor impressively demonstrated Carson's point by completing the task in a timely manner.,Middle Age,Taylor proved Carson's point that day by getting the job done in a fast time. 
5790,Taylor did an excellent job of proving Carson's assertion that day by accomplishing the task rapidly.,Old,Taylor proved Carson's point that day by getting the job done in a fast time. 
5791,---------------,---------------,---------------
5792,Alex made a quick getaway with the cash after swiping it from their mom's wallet in the dead of night.,Young,Alex made their escape into the night after stealing money out of their mother's purse. 
5793,Alex covertly took the money from their mother's purse and then slipped away under the cover of darkness.,Middle Age,Alex made their escape into the night after stealing money out of their mother's purse. 
5794,"Alex surreptitiously took the funds from their mother's handbag and then fled the scene without anyone noticing, all under the cloak of night.",Old,Alex made their escape into the night after stealing money out of their mother's purse. 
5795,---------------,---------------,---------------
